AIHsteroid.vs.AIHnosteroid,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
294,ENSG00000162517,136.8548726,-0.199619185,0.099653536,-2.003131984,0.045163124,0.149730126
295,ENSG00000121753,12.62234425,0.229421047,0.409627694,0.560072109,0.575430254,NA
296,ENSG00000134668,18.77560834,0.298192937,0.412751874,0.722450838,0.470017341,NA
297,ENSG00000184007,1136.148732,-0.102373167,0.055634103,-1.840115363,0.065751302,0.192697334
298,ENSG00000121774,663.9261391,0.007250158,0.058642604,0.123632946,0.901605905,0.951246531
299,ENSG00000121775,101.6126786,-0.216760151,0.101791863,-2.129444783,0.033217479,0.123059921
300,ENSG00000025800,520.3554993,-0.107549556,0.068322614,-1.574142865,0.115454425,0.274241602
301,ENSG00000084652,365.9776786,-0.148665052,0.08375679,-1.774961189,0.075904296,0.211078282
302,ENSG00000160050,39.56149171,0.112655702,0.179998268,0.625871035,0.531399535,0.703488568
303,ENSG00000160051,21.12052859,0.275389028,0.2287938,1.203655989,0.228722569,NA
304,ENSG00000222046,37.02248361,0.023845715,0.198753203,0.119976507,0.904501759,0.953110095
305,ENSG00000160055,62.77531752,0.354533269,0.130360971,2.719627401,0.006535551,0.042028985
306,ENSG00000084623,216.5983864,-0.071764294,0.100688251,-0.712737512,0.476008199,0.661401693
307,ENSG00000182866,835.4215545,-0.289166076,0.114774786,-2.51942161,0.011754781,0.062461208
308,ENSG00000116478,595.2348329,-0.090076862,0.056191297,-1.603039384,0.108925959,0.264620929
309,ENSG00000175130,258.9276302,-0.282064187,0.133597283,-2.111301816,0.034746378,0.126524658
310,ENSG00000162526,7.222381331,-0.340927689,0.429945177,-0.792956188,0.427803349,NA
311,ENSG00000225828,41.64423528,0.056597999,0.159159002,0.355606648,0.722135165,0.842450057
312,ENSG00000160058,595.1095812,0.053966481,0.060369879,0.893930582,0.371359034,0.570930636
313,ENSG00000176261,77.52454333,-0.085584952,0.132109765,-0.647832137,0.517093527,0.694007122
314,ENSG00000162521,521.9566482,-0.092786095,0.060060793,-1.544869619,0.122377803,0.284651265
315,ENSG00000162522,28.8929426,-0.266554144,0.273443037,-0.974806847,0.32965608,NA
316,ENSG00000134684,251.1314893,-0.285545637,0.095700798,-2.983733075,0.002847551,0.02466212
317,ENSG00000116497,324.6643247,-0.059650502,0.083147583,-0.717405116,0.473124164,0.659435091
318,ENSG00000160097,21.5062352,0.025754325,0.249272971,0.10331776,0.91771078,NA
319,ENSG00000116514,1152.75499,0.317277339,0.111077298,2.856365303,0.004285218,0.032098883
320,ENSG00000004455,395.3834685,-0.150977313,0.076904378,-1.963182287,0.049624997,0.159392535
321,ENSG00000142920,41.74923427,-0.025263799,0.260048655,-0.097150277,0.922607055,0.961401059
322,ENSG00000116525,219.7203396,-0.073287705,0.095312613,-0.768919276,0.441941234,0.630416858
323,ENSG00000160094,236.5939347,0.117504001,0.088885707,1.321967333,0.186179029,0.374780193
324,ENSG00000184389,14.02259564,0.650347208,0.375820079,1.730474885,0.083545465,NA
325,ENSG00000134686,2029.098144,1.147760329,0.190226667,6.033645807,1.60E-09,5.94E-07
326,ENSG00000121903,22.35492639,-0.179151788,0.243761529,-0.734946931,0.462371815,NA
327,ENSG00000163866,223.4947914,0.018647292,0.081865969,0.227778304,0.819818594,0.90245502
328,ENSG00000187513,8.113484257,0.689438948,0.5015207,1.374696894,0.169225435,NA
329,ENSG00000116544,17.5999175,0.25560777,0.298005256,0.857729065,0.391042087,NA
330,ENSG00000163867,84.4858202,-0.179782433,0.146617466,-1.226200651,0.220123176,0.413558711
331,ENSG00000197056,75.7352826,-0.358304604,0.159870364,-2.241219667,0.02501185,0.101885204
332,ENSG00000116560,1835.49413,-0.08897857,0.043418558,-2.049321164,0.04043072,0.13976168
333,ENSG00000146463,201.1975218,-0.109028095,0.102125305,-1.067591381,0.285704873,0.486052282
334,ENSG00000142687,795.8670653,0.29933246,0.100543466,2.977144832,0.002909465,0.024989583
335,ENSG00000020129,163.2328811,-0.115083412,0.110699014,-1.039606476,0.298522767,0.499395391
336,ENSG00000116819,31.44307356,0.182790279,0.201661914,0.906419437,0.364713889,NA
337,ENSG00000126067,196.4061975,-0.014226374,0.08505531,-0.16726027,0.867165264,0.930809383
338,ENSG00000142686,45.18824724,-0.119377596,0.176233654,-0.677382517,0.498163288,0.679129533
339,ENSG00000092853,13.23028363,0.744743821,0.358308826,2.078497003,0.037663607,NA
340,ENSG00000134698,1442.565572,0.420680769,0.11140779,3.776044477,0.000159339,0.003695442
341,ENSG00000092847,707.7558109,0.054065416,0.07619995,0.709520371,0.478001614,0.663024182
342,ENSG00000126070,493.5702712,-0.102893408,0.067334331,-1.528097275,0.126488388,0.29084424
343,ENSG00000116863,148.5164996,0.089699866,0.107378075,0.835364813,0.403512335,0.599829707
344,ENSG00000171812,22.54325992,-0.485305854,0.271146506,-1.789828909,0.07348142,NA
345,ENSG00000054116,155.9461171,0.107073813,0.093410793,1.146268102,0.251684237,0.448322474
346,ENSG00000116871,1952.396289,0.231013454,0.098929433,2.3351337,0.019536437,0.08685002
347,ENSG00000054118,1203.905938,0.089703644,0.071182429,1.260193636,0.207599518,0.399955206
348,ENSG00000214193,37.06120336,-0.231240277,0.257290613,-0.898751316,0.368785137,0.568589458
349,ENSG00000142694,19.65867384,0.137412024,0.243302293,0.564778993,0.572224097,NA
350,ENSG00000196182,1916.772397,0.303590287,0.112521272,2.698070163,0.006974274,0.043952765
351,ENSG00000181817,218.5399881,0.258786752,0.104581597,2.474496087,0.013342428,0.067396924
352,ENSG00000116885,16.64541901,-0.229737215,0.34664559,-0.662743798,0.507494654,NA
353,ENSG00000116898,70.97440419,0.025434944,0.127788787,0.199038934,0.842232289,0.916588509
354,ENSG00000119535,17005.73225,0.478392423,0.137896811,3.469205854,0.000521999,0.008324509
355,ENSG00000163874,290.1526179,0.003505887,0.091760026,0.038207126,0.969522539,0.985299497
356,ENSG00000163875,192.7453803,-0.059035064,0.095405246,-0.618782156,0.536059879,0.706500479
357,ENSG00000163877,186.27059,0.077135183,0.085749859,0.899537149,0.368366617,0.568366829
358,ENSG00000163879,6.950933539,0.450675861,0.426586433,1.056470217,0.290753441,NA
359,ENSG00000134697,118.4769855,-0.305272267,0.130448786,-2.340169485,0.019274991,0.08613096
360,ENSG00000116922,59.12440724,-0.029802086,0.156299902,-0.190672458,0.848782218,0.921016009
361,ENSG00000134690,11.50995032,-0.304760598,0.341001671,-0.893721715,0.371470804,NA
362,ENSG00000185090,10.2225639,0.847099571,0.448849201,1.887269865,0.059124037,NA
363,ENSG00000196449,35.32125677,-0.079233978,0.182284927,-0.434671036,0.663801225,NA
364,ENSG00000197982,43.70196306,-0.056563172,0.174277156,-0.324558729,0.745515067,0.858178403
365,ENSG00000188786,519.9269216,0.22935023,0.101925351,2.250178458,0.024437619,0.100215506
366,ENSG00000204084,248.5758898,-0.183464725,0.11458467,-1.601128016,0.109348568,0.265164487
367,ENSG00000183431,280.7424084,-0.16630534,0.087172386,-1.907775469,0.056420243,0.174079117
368,ENSG00000183386,285.4422246,0.191935586,0.172475263,1.112829651,0.265781598,0.463897496
369,ENSG00000183520,63.84894924,-0.179213646,0.151573888,-1.182351714,0.237066174,0.432535204
370,ENSG00000116954,63.6060145,0.288766364,0.143332464,2.014661272,0.043940153,0.147222666
371,ENSG00000214114,51.41686725,0.319064419,0.138303568,2.306986169,0.021055591,0.091370161
372,ENSG00000158315,5.375855429,-1.124371657,0.623982292,-1.801928792,0.07155661,NA
373,ENSG00000174574,452.9327354,0.195364115,0.072827668,2.682553495,0.007306247,0.045312621
374,ENSG00000168653,60.95828757,-0.129323309,0.20685448,-0.625189793,0.531846501,0.703547669
375,ENSG00000127603,3816.177402,-0.172672271,0.069022282,-2.501688816,0.012360251,0.064101413
376,ENSG00000090621,417.2838537,-0.199761302,0.088380801,-2.260234122,0.023806724,0.098902519
377,ENSG00000116983,43.02705677,-0.706647589,0.270337347,-2.613947337,0.008950283,0.051634716
378,ENSG00000084072,141.9683784,-0.343335452,0.117607114,-2.919342551,0.003507705,0.028330231
379,ENSG00000116985,44.0309131,-0.034715331,0.202126212,-0.17175076,0.863633478,0.928860698
380,ENSG00000043514,58.16937866,-0.126046786,0.156598911,-0.804902059,0.4208762,0.613070615
381,ENSG00000116990,165.7548107,-0.363893743,0.161962059,-2.246783883,0.024653842,0.100862819
382,ENSG00000168389,39.60815463,0.283476706,0.239477001,1.183732485,0.236518976,0.432219851
383,ENSG00000131236,3663.629395,0.333339599,0.09874896,3.375626411,0.000736478,0.010317666
384,ENSG00000131238,1193.48451,0.274960273,0.118255308,2.325141064,0.020064419,0.088251093
385,ENSG00000117000,310.5816417,0.107745731,0.085506145,1.260093422,0.207635663,0.399955206
386,ENSG00000084073,224.3258022,0.392293444,0.121734108,3.222543394,0.001270579,0.014700998
387,ENSG00000049089,86.30591361,1.472801374,0.243412652,6.050636075,1.44E-09,5.54E-07
388,ENSG00000084070,4613.146415,0.93556907,0.179100185,5.223719159,1.75E-07,2.93E-05
389,ENSG00000187801,19.52069651,-0.604504335,0.256662823,-2.355246964,0.018510399,NA
390,ENSG00000187815,42.39222773,0.038300389,0.209779973,0.182574098,0.855132209,0.924031229
391,ENSG00000164002,22.02503847,0.01078832,0.277682174,0.038851324,0.969008925,NA
392,ENSG00000117010,22.57577556,0.344353062,0.264167393,1.303541129,0.192390084,NA
393,ENSG00000117016,32.40824651,0.048264178,0.199807703,0.241553142,0.809126434,NA
394,ENSG00000066136,531.3040606,0.194982676,0.078212198,2.492995717,0.012667037,0.065110607
395,ENSG00000117013,7.35928235,1.025610868,0.503423987,2.03727056,0.041622936,NA
396,ENSG00000179862,38.67978951,1.428140931,0.222147836,6.428786142,1.29E-10,8.89E-08
397,ENSG00000171793,101.0619454,-0.240396345,0.142227067,-1.690229227,0.090984109,0.235808064
398,ENSG00000171790,33.61692653,-0.635084859,0.202537292,-3.135644065,0.001714772,NA
399,ENSG00000010803,139.0043307,-0.140726828,0.11369029,-1.237808687,0.215787006,0.409868797
400,ENSG00000127124,318.2327647,-0.511958054,0.137981164,-3.710347407,0.000206975,0.004415041
401,ENSG00000198815,448.6312748,-0.094161317,0.066163414,-1.423162917,0.154688933,0.332571582
402,ENSG00000127125,182.193391,0.168112807,0.1058099,1.588819255,0.112101205,0.269141545
403,ENSG00000186409,71.89969686,-0.024945449,0.176137368,-0.141624965,0.887376247,0.943209202
404,ENSG00000171960,53.22016832,0.069619816,0.152880252,0.455387895,0.648830202,0.793397347
405,ENSG00000065978,5736.321366,-0.019883962,0.212585706,-0.09353386,0.925479451,0.962552756
406,ENSG00000117385,159.1887501,-0.12485147,0.106167266,-1.175988374,0.239599522,0.435547649
407,ENSG00000164008,50.15811033,0.096412704,0.168624357,0.571760243,0.567484415,0.73239634
408,ENSG00000177868,24.82639233,-0.164868765,0.226415631,-0.728168654,0.466510351,NA
409,ENSG00000164010,80.38454023,-0.007971307,0.160836185,-0.049561655,0.960471704,0.979654679
410,ENSG00000164011,54.23566111,-0.240706398,0.154642437,-1.556535215,0.119580876,0.280382709
411,ENSG00000117394,798.1089556,0.117887762,0.170280085,0.692316791,0.488738408,0.671528823
412,ENSG00000117395,40.16202348,-0.006729162,0.182639393,-0.036843979,0.970609408,0.985526999
413,ENSG00000066056,9.758783661,-0.607459598,0.509706292,-1.191783595,0.23334611,NA
414,ENSG00000117400,37.13872998,-0.120269414,0.249656304,-0.481739947,0.629990695,0.780263656
415,ENSG00000117399,20.81133223,0.01952069,0.283428967,0.068873306,0.945090467,NA
416,ENSG00000066322,347.2621323,0.098024782,0.083503137,1.173905386,0.240432925,0.4362764
417,ENSG00000159479,81.65109145,-0.028920159,0.124448679,-0.23238623,0.816238043,0.900959091
418,ENSG00000198198,883.8009801,-0.029378503,0.060355415,-0.486758367,0.626429578,0.777577232
419,ENSG00000178922,14.59624589,-0.393140956,0.277353155,-1.417474252,0.156344317,NA
420,ENSG00000142949,48.22468017,0.209002075,0.391327104,0.534085355,0.593282482,0.753137733
421,ENSG00000066135,347.7578465,-0.089636095,0.068146155,-1.315350736,0.188392054,0.377548893
422,ENSG00000126091,80.76839414,-0.256564647,0.167034367,-1.535999157,0.124538587,0.288061476
423,ENSG00000117408,148.3036386,0.078824028,0.111291295,0.708267684,0.478779041,0.663658553
424,ENSG00000132768,73.03898163,-0.337546636,0.146907684,-2.297678563,0.021580091,0.092638012
425,ENSG00000117410,1018.457635,0.488042502,0.11702469,4.17042337,3.04E-05,0.001221676
426,ENSG00000117411,15.86347817,-0.074317453,0.272998727,-0.272226371,0.785447966,NA
427,ENSG00000159214,13.98832283,-0.083190574,0.383474058,-0.216939248,0.82825569,NA
428,ENSG00000196517,166.5825017,-0.123922725,0.313992592,-0.39466767,0.693088165,0.823995987
429,ENSG00000178028,194.8531882,-0.122195207,0.096144592,-1.270952474,0.203745557,0.395696926
430,ENSG00000117419,120.0249607,-0.234385814,0.136426401,-1.718038532,0.085789587,0.227215556
431,ENSG00000187147,279.3519123,-0.055724213,0.06867676,-0.811398397,0.417136919,0.610540511
432,ENSG00000126106,23.50551833,-0.331605025,0.210206637,-1.577519289,0.114676087,NA
433,ENSG00000198520,81.4607871,0.170285222,0.148994002,1.142899847,0.253080176,0.449954071
434,ENSG00000142945,17.25392991,0.141408118,0.260439846,0.542958846,0.587158138,NA
435,ENSG00000142937,868.0805578,-0.370656628,0.152211315,-2.435145032,0.014885822,0.072451322
436,ENSG00000142959,7.241886968,0.146967419,0.425582996,0.345331982,0.729844806,NA
437,ENSG00000173846,250.4740685,0.461818237,0.127459028,3.623268166,0.000290904,0.005690193
438,ENSG00000188396,24.33792853,0.902614041,0.264665763,3.410392147,0.000648695,NA
439,ENSG00000222009,58.27311833,0.238993458,0.196439491,1.216626333,0.223746419,0.418374399
440,ENSG00000117425,15.34553184,-0.163316758,0.322862447,-0.505840057,0.612968936,NA
441,ENSG00000070785,69.42834542,-0.404606779,0.148608832,-2.722629425,0.006476466,0.041858805
442,ENSG00000126107,350.6669955,0.097568868,0.111737706,0.87319555,0.3825565,0.582284778
443,ENSG00000126088,128.8518059,0.070064163,0.125100166,0.560064507,0.575435439,0.739499094
444,ENSG00000162415,30.28527245,-0.118509009,0.273514863,-0.433281788,0.664810067,NA
445,ENSG00000186603,7.27078685,0.794432528,0.426127199,1.864308424,0.062278404,NA
446,ENSG00000132781,62.13843998,-0.208339267,0.152501355,-1.366146985,0.171892833,0.355762229
447,ENSG00000132773,51.19827331,-0.132196267,0.141043986,-0.937269789,0.348619799,0.550181376
448,ENSG00000070759,129.2126148,0.241104839,0.108655349,2.21898729,0.026487589,0.105817664
449,ENSG00000280670,15.6240869,0.118084326,0.383116902,0.308220091,0.757914866,NA
450,ENSG00000132763,34.72457281,-0.245054996,0.221374295,-1.106971319,0.268306329,NA
451,ENSG00000117450,127.409256,-0.201550699,0.119979223,-1.679880016,0.092980663,0.239440837
452,ENSG00000117448,157.512523,-0.12687556,0.121038367,-1.048225971,0.294534508,0.494884804
453,ENSG00000132780,291.6807581,0.121631957,0.082081372,1.481846042,0.138381265,0.308649879
454,ENSG00000159588,93.30067551,0.133056214,0.148306956,0.897167723,0.369629426,0.569467716
455,ENSG00000159592,883.548789,0.041610071,0.054853841,0.758562572,0.448114269,0.636550888
456,ENSG00000159596,71.98469497,0.151844911,0.132978252,1.141877776,0.253504827,0.450477296
457,ENSG00000197429,65.39559757,-0.206639312,0.149041867,-1.386451447,0.165609096,0.347896555
458,ENSG00000086015,123.1904209,0.185817161,0.114123674,1.628208715,0.103480638,0.256460459
459,ENSG00000117461,14.99856425,-0.008644985,0.310281279,-0.027861769,0.9777724,NA
460,ENSG00000085998,90.54936263,-0.287397495,0.139651395,-2.057963645,0.039593623,0.137786873
461,ENSG00000085999,9.562703846,0.602836579,0.43486344,1.386266409,0.16566557,NA
462,ENSG00000132128,233.9000839,-0.072475747,0.077149213,-0.939423023,0.347513597,0.54868618
463,ENSG00000173660,83.60992443,-0.275043587,0.137549671,-1.999594653,0.045544052,0.150685226
464,ENSG00000117481,156.1727928,0.02267452,0.13579952,0.166970545,0.867393225,0.930809383
465,ENSG00000117480,67.44829207,-0.214658044,0.196307131,-1.093480626,0.274182831,0.473032686
466,ENSG00000079277,682.332665,0.609046911,0.115863084,5.256608839,1.47E-07,2.54E-05
467,ENSG00000142961,327.9080749,0.10346396,0.079505817,1.301338233,0.193142706,0.382968479
468,ENSG00000123472,124.9798331,-0.213555192,0.13523682,-1.57912019,0.114308492,0.272217525
469,ENSG00000186118,8.316779687,-0.496723957,0.456964951,-1.087006687,0.277033855,NA
470,ENSG00000159658,805.5940621,0.001024462,0.058121194,0.017626308,0.985936969,0.992735874
471,ENSG00000162366,769.3084379,0.235163002,0.296412564,0.793363814,0.427565887,0.618556454
472,ENSG00000162367,327.0195355,0.092817352,0.233807637,0.396981695,0.691380959,0.823004524
473,ENSG00000123473,199.5428675,0.085376651,0.253144715,0.337264203,0.735917742,0.851537563
474,ENSG00000162368,375.8046815,-0.165523411,0.092193484,-1.795391634,0.072591324,0.204943971
475,ENSG00000186564,28.52106686,-0.246332149,0.257494653,-0.956649567,0.338744161,NA
476,ENSG00000117834,41.49609876,0.753681325,0.257194329,2.930396363,0.003385299,0.027634169
477,ENSG00000132122,78.30707149,0.70292478,0.197666083,3.55612237,0.000376369,0.006609407
478,ENSG00000162373,17.73107832,0.06336462,0.332904417,0.190338777,0.849043669,NA
479,ENSG00000185104,184.5551577,-0.198131184,0.086388131,-2.29350007,0.021819231,0.093296243
480,ENSG00000123080,24.684387,0.295143508,0.256999672,1.148419785,0.25079531,NA
481,ENSG00000123091,964.0092361,0.087126849,0.213539977,0.408011885,0.683264949,0.818132461
482,ENSG00000085831,22.69386149,0.146409973,0.275347303,0.531728373,0.594914138,NA
483,ENSG00000085832,756.47416,0.019818372,0.066157809,0.299562095,0.764511201,0.870094151
484,ENSG00000117859,384.5017025,0.219569366,0.083224098,2.638290716,0.008332511,0.049382192
485,ENSG00000078618,1061.073243,0.225504202,0.094022299,2.398411918,0.016466336,0.077593867
486,ENSG00000117862,205.8646467,0.303036983,0.094191005,3.217260307,0.001294211,0.014866344
487,ENSG00000198841,40.17506469,0.027841188,0.159267615,0.174807588,0.861230826,0.927611709
488,ENSG00000134717,161.335375,-0.035205338,0.113937583,-0.308987931,0.757330707,0.865732107
489,ENSG00000157077,35.33543447,-0.474177245,0.242631549,-1.954309926,0.050664576,NA
490,ENSG00000154222,360.5166513,-0.068929842,0.083000179,-0.830478238,0.406268447,0.601855529
491,ENSG00000085840,10.55692768,0.231681625,0.339797863,0.681821903,0.495351573,NA
492,ENSG00000134748,304.5087801,-0.036966874,0.063559971,-0.58160622,0.560831952,0.727313591
493,ENSG00000134744,485.9143712,-0.210954921,0.087849968,-2.401309017,0.016336534,0.077285591
