AIHsteroid.vs.AIHnosteroid,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2115,ENSG00000163251,60.36398066,0.467318939,0.227921641,2.050349132,0.040330373,0.139600995
2116,ENSG00000178385,250.1379878,0.108141295,0.090737329,1.191806017,0.233337316,0.428887303
2117,ENSG00000138413,154.4169145,0.269226806,0.113642272,2.369072713,0.017832747,0.081513267
2118,ENSG00000115020,723.4894336,-0.054346159,0.070426422,-0.771672864,0.440308206,0.629003056
2119,ENSG00000197713,203.8849361,0.011298507,0.098389606,0.114834359,0.908576415,0.954482006
2120,ENSG00000144445,215.8708279,0.017407261,0.084840265,0.205176879,0.837433933,0.913945503
2121,ENSG00000115365,137.0089559,0.000854473,0.129206541,0.006613231,0.994723444,0.996835007
2122,ENSG00000030419,234.588674,-0.288415833,0.152175541,-1.895283771,0.058054817,0.177538138
2123,ENSG00000144451,17.57222492,-0.118822399,0.336264166,-0.353360279,0.723818361,NA
2124,ENSG00000138376,76.64805825,-0.077887985,0.168265143,-0.462888411,0.643444355,0.789330777
2125,ENSG00000138363,155.8157,-0.125814366,0.13190492,-0.953826183,0.340171633,0.541630982
2126,ENSG00000115414,36.05471563,0.148761551,0.190591611,0.780525178,0.435081814,0.624472532
2127,ENSG00000118242,28.10869393,0.096706341,0.185008135,0.522713993,0.601173299,NA
2128,ENSG00000115425,74.49273739,0.16621594,0.131616987,1.262876038,0.206633733,0.399063321
2129,ENSG00000163449,23.2070588,0.700088201,0.266877292,2.623258789,0.008709309,NA
2130,ENSG00000079246,1246.165351,0.155622178,0.055667617,2.79556024,0.005180985,0.036389747
2131,ENSG00000138375,149.1537947,0.139087893,0.116599518,1.192868511,0.232920873,0.428478599
2132,ENSG00000197756,898.6941881,-0.092987097,0.102038504,-0.911294197,0.362140383,0.562274876
2133,ENSG00000115457,8.489945715,-0.029007078,0.504675108,-0.057476736,0.954165438,NA
2134,ENSG00000079308,5595.370948,-0.064705471,0.309605264,-0.208993446,0.834453355,0.912288849
2135,ENSG00000188282,18.09210722,0.064073251,0.338695796,0.189176398,0.849954565,NA
2136,ENSG00000180871,6667.611923,0.596722538,0.174878228,3.412217434,0.000644367,0.009430444
2137,ENSG00000163464,3810.120552,0.548485478,0.166136357,3.301417511,0.000961976,0.012251606
2138,ENSG00000163466,2488.002997,0.223232426,0.072360936,3.084985325,0.002035622,0.019722704
2139,ENSG00000179921,165.0818525,-0.168469668,0.154659563,-1.089293575,0.276024445,0.475075807
2140,ENSG00000127837,257.0044421,-0.059408965,0.087728381,-0.677192076,0.498284095,0.679129533
2141,ENSG00000127838,211.7371743,0.040131102,0.126100851,0.318246084,0.750298278,0.861866177
2142,ENSG00000135926,1215.957675,0.137091738,0.080662854,1.699564669,0.089212841,0.233219831
2143,ENSG00000158428,10.00397703,0.625283661,0.39156259,1.596893262,0.110289502,NA
2144,ENSG00000018280,2904.490856,0.707878827,0.15780009,4.485921566,7.26E-06,0.000482461
2145,ENSG00000144579,1450.014982,0.248081077,0.064432668,3.850237541,0.000118003,0.003043135
2146,ENSG00000127831,19.80165143,-0.113741851,0.332600957,-0.34197692,0.732368261,NA
2147,ENSG00000135913,136.3518748,-0.282390411,0.121320254,-2.327644417,0.019930993,0.087813261
2148,ENSG00000144580,233.8662726,-0.062874148,0.088239396,-0.712540554,0.476130108,0.661401693
2149,ENSG00000115556,32.07055491,-0.273831073,0.218109253,-1.255476649,0.20930578,NA
2150,ENSG00000115568,254.2574934,-0.015424735,0.092491517,-0.16676919,0.867551662,0.930809383
2151,ENSG00000074582,47.54828644,-0.249428994,0.1615914,-1.543578397,0.122690502,0.285186644
2152,ENSG00000163481,66.14929934,-0.024994754,0.13611717,-0.183626753,0.854306274,0.923812782
2153,ENSG00000163482,46.74618139,-0.162592272,0.166676483,-0.975496174,0.329314198,0.531031311
2154,ENSG00000135912,249.5717592,0.297805661,0.11037555,2.698112592,0.006973385,0.043952765
2155,ENSG00000135929,326.2688947,0.078701833,0.195872494,0.401801352,0.687830227,0.821314041
2156,ENSG00000115592,8.09328946,0.813247998,0.426657684,1.906090124,0.056638514,NA
2157,ENSG00000115596,10.88533936,0.44855803,0.372565587,1.203970645,0.228600925,NA
2158,ENSG00000135925,27.54640045,-0.168891565,0.310007356,-0.544798571,0.585892061,NA
2159,ENSG00000187736,10.32069144,-0.045308722,0.304555646,-0.148769929,0.88173518,NA
2160,ENSG00000213901,8.310060814,0.042607172,0.454306062,0.093785172,0.925279811,NA
2161,ENSG00000115649,1050.92703,0.069768994,0.198185784,0.352038341,0.724809509,0.843996425
2162,ENSG00000144567,1421.488327,0.094462026,0.127702902,0.739701482,0.459481149,0.646942968
2163,ENSG00000158552,140.4693514,0.205138651,0.108458526,1.8914018,0.058570728,0.178589042
2164,ENSG00000198925,607.8542536,0.169519987,0.124837364,1.357926678,0.174486951,0.359465563
2165,ENSG00000163516,298.0318693,-0.024183351,0.09238006,-0.261781064,0.793490239,0.888678975
2166,ENSG00000163521,20.86526376,0.015003491,0.272907163,0.054976539,0.956157155,NA
2167,ENSG00000115661,148.4652907,0.471665125,0.137434498,3.431926706,0.00059931,0.008991377
2168,ENSG00000127824,958.0602671,0.584501558,0.134928764,4.331927025,1.48E-05,0.000802055
2169,ENSG00000135924,910.7362373,-0.130831877,0.189128089,-0.691763333,0.489085967,0.671528823
2170,ENSG00000054356,9.949125279,0.746972764,0.531119182,1.406412704,0.15960161,NA
2171,ENSG00000123992,182.6744711,-0.125724831,0.10484426,-1.199157979,0.230466523,0.425587183
2172,ENSG00000072195,43.6623721,-0.504958247,0.250750645,-2.013786431,0.044031961,0.1472514
2173,ENSG00000144591,115.7457227,-0.09461698,0.115141388,-0.821746042,0.411221449,0.605789167
2174,ENSG00000123989,41.04164025,0.080054799,0.230356168,0.347526178,0.728196056,0.846323824
2175,ENSG00000124006,8.362265944,0.992013507,0.576580784,1.72051087,0.08533962,NA
2176,ENSG00000144589,184.9594769,-0.181751863,0.105287068,-1.726250583,0.084302342,0.224539178
2177,ENSG00000114923,9.555111633,-0.232340556,0.475000609,-0.489137386,0.624744435,NA
2178,ENSG00000116106,112.6366909,-0.329455772,0.181221299,-1.81797489,0.069067971,0.198869276
2179,ENSG00000163082,28.57956415,-0.280769533,0.238762561,-1.175936173,0.239620382,NA
2180,ENSG00000116120,92.72653367,-0.12052439,0.131716559,-0.915028381,0.360176731,0.560802305
2181,ENSG00000123983,199.9775426,0.192566179,0.095720747,2.011749644,0.044246335,0.14768247
2182,ENSG00000152056,19.30098095,0.086344481,0.294349144,0.29334035,0.769262015,NA
2183,ENSG00000085449,465.7453884,0.142406599,0.095397509,1.49277063,0.135497238,0.304245152
2184,ENSG00000135900,110.8594736,0.16650899,0.117839779,1.413011732,0.157652275,0.337263956
2185,ENSG00000135919,16.0048476,0.377591948,0.326520285,1.156411913,0.247512711,NA
2186,ENSG00000124019,15.35983765,0.278082729,0.358788112,0.775061157,0.438303523,NA
2187,ENSG00000036257,599.9153141,0.123002098,0.072101116,1.705966636,0.088014292,0.231349939
2188,ENSG00000135905,1335.832711,-0.355588363,0.094537157,-3.761360875,0.000168991,0.003841694
2189,ENSG00000169047,79.73874088,0.216156036,0.202701258,1.066377381,0.286253082,0.486433983
2190,ENSG00000144468,360.2117762,0.112673164,0.119112333,0.945940363,0.344179005,0.545665047
2191,ENSG00000081052,41.11543827,0.019710185,0.209278987,0.094181388,0.924965069,0.962399292
2192,ENSG00000169031,28.49749284,-0.237001718,0.286076002,-0.828457182,0.407411634,NA
2193,ENSG00000168958,192.4624681,0.095985645,0.098751785,0.971988957,0.331056042,0.532427077
2194,ENSG00000168955,6.289419135,0.396680187,0.464222738,0.854504001,0.392825794,NA
2195,ENSG00000173744,603.6525781,0.418507702,0.095926648,4.36278876,1.28E-05,0.000722467
2196,ENSG00000153823,118.063803,-0.429261763,0.200088275,-2.145361904,0.031923923,0.119867912
2197,ENSG00000153827,2233.434544,0.044746963,0.099936966,0.447751864,0.654332287,0.796860643
2198,ENSG00000153832,6.651575608,-0.204927673,0.501335645,-0.40876342,0.682713287,NA
2199,ENSG00000163053,10.56271462,-0.384845884,0.461479064,-0.833940073,0.404314754,NA
2200,ENSG00000135899,366.6978423,0.173119628,0.098502538,1.757514392,0.078830171,0.215670964
2201,ENSG00000079263,480.6055086,-0.026322073,0.108338082,-0.242962334,0.808034577,0.897268044
2202,ENSG00000185404,315.5765071,-0.153808533,0.105660996,-1.455679385,0.145481271,0.318882736
2203,ENSG00000067066,1595.807223,0.192812835,0.096919996,1.989402018,0.046656847,0.15316388
2204,ENSG00000135932,1324.422239,0.356817053,0.085723465,4.162419872,3.15E-05,0.001255574
2205,ENSG00000135916,202.4344837,0.031457304,0.141963788,0.221586818,0.824635545,0.905614057
2206,ENSG00000135898,31.85687325,0.331535659,0.275970087,1.201346358,0.229616875,NA
2207,ENSG00000173692,242.2246295,-0.012572589,0.0834942,-0.150580391,0.880306731,0.939540455
2208,ENSG00000135914,14.93999345,0.152158308,0.315772243,0.481860934,0.62990474,NA
2209,ENSG00000135931,7.68654829,1.489013472,0.528135904,2.819375582,0.004811718,NA
2210,ENSG00000156966,22.63529777,0.118511655,0.317059771,0.373783322,0.708565529,NA
2211,ENSG00000115053,1082.056084,-0.193807714,0.085834047,-2.257935182,0.023949701,0.099195585
2212,ENSG00000171596,94.48103449,0.095569447,0.286037164,0.334115488,0.738292414,0.853128843
2213,ENSG00000187514,1921.586205,-0.022946925,0.073319609,-0.312971184,0.754302555,0.864263327
2214,ENSG00000156973,86.61757278,0.150983248,0.11384712,1.326192945,0.184775795,0.372679119
2215,ENSG00000144524,159.9360759,-0.174010775,0.106258342,-1.637619899,0.101501009,0.253251736
2216,ENSG00000144535,268.522469,-0.140848856,0.101078608,-1.393458605,0.163481154,0.345064597
2217,ENSG00000135902,12.83448291,-0.191598107,0.351115747,-0.545683606,0.585283443,NA
2218,ENSG00000196811,137.4895408,-0.133568218,0.123554233,-1.081049308,0.279675181,0.479714196
2219,ENSG00000221944,52.98710006,-0.135628826,0.204118148,-0.664462358,0.506394433,0.685110221
2220,ENSG00000135930,352.0014155,-0.024145849,0.071100659,-0.339600923,0.734157083,0.850391786
2221,ENSG00000204120,684.4355508,-0.028260498,0.056928462,-0.49642125,0.619597236,0.773061083
2222,ENSG00000115474,20.45755396,0.482895515,0.265095782,1.821588825,0.068517398,NA
2223,ENSG00000182600,16.94717916,-0.050534184,0.303016265,-0.166770533,0.867550605,NA
2224,ENSG00000066248,6.082929403,0.991642347,0.582519876,1.702332209,0.08869311,NA
2225,ENSG00000168918,2752.587032,0.149739159,0.072820372,2.056281146,0.039755425,0.138164427
2226,ENSG00000085978,346.2395092,-0.061704505,0.078496324,-0.786081464,0.431819763,0.622538657
2227,ENSG00000077044,1346.025578,0.207405925,0.067035621,3.093965876,0.001975002,0.019370715
2228,ENSG00000085982,104.584912,0.05440439,0.115602877,0.4706145,0.637916051,0.785331398
2229,ENSG00000123485,9.124068842,0.5185767,0.498871433,1.03949969,0.298572402,NA
2230,ENSG00000188042,948.3773692,-0.143703924,0.110312312,-1.302700677,0.192676971,0.382732737
2231,ENSG00000130147,21.64910532,-0.156863817,0.283030861,-0.554228668,0.579422361,NA
2232,ENSG00000157985,103.2619006,0.163788684,0.275770195,0.593931786,0.552557738,0.721002652
2233,ENSG00000144476,28.46499853,-0.451276827,0.243707307,-1.851716438,0.064066552,NA
2234,ENSG00000198612,83.64284363,-0.256361112,0.135664027,-1.889676417,0.05880125,0.178996478
2235,ENSG00000163359,25.30901347,0.08803564,0.312290707,0.28190285,0.778018004,NA
2236,ENSG00000124831,3455.131711,0.244562511,0.072587143,3.369226275,0.000753795,0.010517624
2237,ENSG00000177483,24.02702999,-0.000456776,0.26839453,-0.001701882,0.998642096,NA
2238,ENSG00000184182,101.0038308,-0.126018423,0.107366276,-1.173724449,0.240505414,0.4362764
2239,ENSG00000258984,6.266503585,0.897715268,0.523413142,1.715117937,0.086323606,NA
2240,ENSG00000132330,57.40302254,-0.333823706,0.156513704,-2.132872052,0.032935224,0.122204532
2241,ENSG00000178752,17.92160179,0.190529124,0.324636118,0.586900574,0.557270484,NA
2242,ENSG00000132323,177.8046711,-0.024961009,0.103689093,-0.24072936,0.809764882,0.898419577
2243,ENSG00000144485,17.22445761,0.499763035,0.344035561,1.452649354,0.146321135,NA
2244,ENSG00000132326,136.9479039,-0.012250578,0.110455319,-0.110909803,0.911687872,0.955442983
2245,ENSG00000204104,62.09264852,-0.303046761,0.169132957,-1.791766468,0.073170382,0.206203319
2246,ENSG00000065802,231.1618644,-0.190465404,0.09244582,-2.060292216,0.039370614,0.137194776
2247,ENSG00000068024,1656.179072,0.371236039,0.092385447,4.01833895,5.86E-05,0.001885956
2248,ENSG00000130414,442.2572851,-0.233443243,0.066855219,-3.491772912,0.000479826,0.007858383
2249,ENSG00000172428,41.70627644,-0.225271457,0.181956008,-1.23805451,0.21569585,0.409868797
2250,ENSG00000063660,46.64457907,-0.213107481,0.19947334,-1.068350692,0.28536235,0.485851779
2251,ENSG00000144504,400.3255877,-0.232686367,0.096951497,-2.40002862,0.01639379,0.077435242
2252,ENSG00000188542,114.4240541,0.122717049,0.126245122,0.972053792,0.331023788,0.532427077
2253,ENSG00000142327,1354.065339,0.145262399,0.062614138,2.319961654,0.020342952,0.089211244
2254,ENSG00000142330,270.8002412,-0.209694271,0.099513578,-2.107192552,0.035100892,0.127310018
2255,ENSG00000178623,85.78413134,-0.263673368,0.184627359,-1.428138116,0.153252108,0.330661117
2256,ENSG00000226321,35.91015863,-0.886113454,0.36495025,-2.428039037,0.015180709,0.073369889
2257,ENSG00000162804,230.1060274,-0.441540095,0.116511506,-3.789669457,0.000150848,0.003562278
2258,ENSG00000122085,275.3606527,-0.244071916,0.095416726,-2.557957351,0.0105289,0.057238128
2259,ENSG00000115687,238.8523954,-0.402401961,0.158777514,-2.534376263,0.01126477,0.060571511
2260,ENSG00000115685,202.6631178,0.137925625,0.089179071,1.546614273,0.121956286,0.283933852
2261,ENSG00000146205,8.049593096,0.487350909,0.462290562,1.054209081,0.291787203,NA
2262,ENSG00000115677,1340.963895,-0.061393111,0.102289477,-0.600189896,0.548379686,0.717447275
2263,ENSG00000168385,770.3798814,-0.020653134,0.057046125,-0.362042716,0.71732011,0.839424041
2264,ENSG00000006607,158.5822919,-0.205767256,0.116999628,-1.758700089,0.078628462,0.215360969
2265,ENSG00000115694,350.062468,-0.214949078,0.083114587,-2.586177543,0.009704693,0.054178002
2266,ENSG00000176720,20.25301792,0.569956178,0.320149463,1.780281538,0.075029897,NA
2267,ENSG00000176946,125.0398139,-0.043850863,0.102192911,-0.429098874,0.667851272,0.806960158
2268,ENSG00000168397,370.4187,-0.031581661,0.080133569,-0.394112748,0.6934978,0.824199437
2269,ENSG00000168393,78.09522992,0.035874626,0.132816752,0.270106184,0.787078565,0.884322475
2270,ENSG00000168395,176.2516762,-0.23601664,0.092606304,-2.548602301,0.010815556,0.058590331
2271,ENSG00000180902,147.1863713,-0.121559789,0.127598874,-0.952671334,0.340756622,0.542085085
2272,ENSG00000188389,40.74158523,0.304155247,0.214629249,1.41711928,0.156448057,0.335334148
2273,ENSG00000188011,6.925930994,0.223848526,0.497052975,0.450351445,0.65245705,NA
2274,ENSG00000216921,30.14733923,-0.351733921,0.224477864,-1.566898022,0.11713853,NA
2275,ENSG00000134121,7.032887042,0.783408949,0.590419239,1.326868937,0.184552041,NA
2276,ENSG00000091181,121.0056366,-0.434383816,0.237411578,-1.829665677,0.067299946,0.195598134
2277,ENSG00000072756,173.3243857,-0.012173506,0.098407148,-0.123705509,0.901548449,0.951246531
2278,ENSG00000113851,286.8881449,-0.157314524,0.103753946,-1.516226898,0.129461989,0.295103878
2279,ENSG00000144455,207.0538473,0.173582276,0.094760422,1.831801424,0.066981011,0.195053972
2280,ENSG00000175928,33.57102061,0.576887989,0.284519679,2.02758555,0.042602565,NA
2281,ENSG00000170364,51.45218986,-0.029864172,0.174353018,-0.171285663,0.863999153,0.92906122
2282,ENSG00000150995,885.5873182,-0.108763193,0.074525387,-1.459411302,0.144451937,0.317401582
2283,ENSG00000134107,437.2266875,0.116274024,0.106999159,1.086681666,0.277177519,0.476375886
2284,ENSG00000134108,369.4430633,0.110610944,0.071484258,1.547346892,0.12177962,0.283833031
2285,ENSG00000134109,810.5635447,-0.012272558,0.057491054,-0.213469004,0.830961163,0.910150489
2286,ENSG00000070950,73.05543856,-0.032363503,0.14178259,-0.228261471,0.819442976,0.902205324
2287,ENSG00000196220,49.82522789,-0.274391837,0.234229819,-1.171464158,0.241412256,0.437462133
2288,ENSG00000134077,137.0475465,-0.070188429,0.118507931,-0.59226778,0.553671288,0.7216382
2289,ENSG00000168137,889.2560513,-0.086132606,0.0533024,-1.615923581,0.106110836,0.260613808
2290,ENSG00000156959,7.454663849,0.180993168,0.509639174,0.355139826,0.722484842,NA
2291,ENSG00000163719,885.1571263,0.074591549,0.055972694,1.332641763,0.182649393,0.370212262
2292,ENSG00000144550,7.331426621,0.154382766,0.481092847,0.320900148,0.748286062,NA
2293,ENSG00000156983,355.9827283,-0.082720722,0.08493689,-0.97390806,0.330102191,0.531805659
2294,ENSG00000114026,195.1193542,-0.04341353,0.104743165,-0.414476018,0.678525527,0.814057879
2295,ENSG00000134072,34.34898495,-0.188628858,0.185343524,-1.017725646,0.308808356,NA
2296,ENSG00000171148,431.0365227,0.081739662,0.079127482,1.033012295,0.301598145,0.502598934
2297,ENSG00000241553,576.8706397,0.224658224,0.087334351,2.572392433,0.010099834,0.055696095
2298,ENSG00000214021,329.1480915,0.172354794,0.09271781,1.858917869,0.063038781,0.187740029
2299,ENSG00000156990,150.9379853,0.133789513,0.104359717,1.282003406,0.199841451,0.391266539
2300,ENSG00000171135,93.47590362,0.139964577,0.111759866,1.252368878,0.210435481,0.403548767
2301,ENSG00000163701,12.08814065,-0.998438645,0.367470783,-2.717055866,0.006586549,NA
2302,ENSG00000163702,44.57081642,0.06659808,0.184421069,0.361119696,0.71800997,0.83956794
2303,ENSG00000163703,119.8445655,0.063287147,0.125512485,0.504229896,0.614099834,0.76788364
2304,ENSG00000163704,70.04447216,-0.121408634,0.15555259,-0.780498957,0.435097241,0.624472532
2305,ENSG00000125037,423.3183047,-0.088660744,0.167174976,-0.530346981,0.595871379,0.755043447
2306,ENSG00000144554,100.0519548,-0.187760656,0.135517722,-1.385506291,0.16589771,0.348432245
2307,ENSG00000254999,293.3091527,0.01495658,0.099828227,0.149823155,0.880904141,0.939540455
2308,ENSG00000134086,584.7852901,0.053859994,0.056263539,0.957280595,0.338425647,0.539845927
2309,ENSG00000134070,71.98284152,0.140396697,0.156196053,0.898849201,0.368732989,0.568589458
2310,ENSG00000157014,229.5705367,-0.014816546,0.085203487,-0.173896002,0.861947195,0.927624475
2311,ENSG00000157017,145.1973501,-0.046436995,0.121404027,-0.382499627,0.702090805,0.829372764
2312,ENSG00000157020,380.3282014,-0.026849241,0.073699754,-0.364305713,0.715629734,0.838581831
2313,ENSG00000157087,6.236735427,0.398416643,0.637174676,0.625286375,0.531783121,NA
2314,ENSG00000197548,668.0852503,0.128045715,0.091902102,1.393283862,0.163533969,0.345075647
2315,ENSG00000144560,188.0190184,-0.033718872,0.087978384,-0.383263145,0.701524663,0.828893665
2316,ENSG00000144559,159.9549498,-0.471152719,0.125278909,-3.76083032,0.00016935,0.003841694
2317,ENSG00000154743,69.89423609,-0.372208347,0.171149572,-2.174754766,0.029648498,0.113797106
2318,ENSG00000225526,17.3092304,-0.179448417,0.286534359,-0.626271897,0.531136616,NA
2319,ENSG00000075975,198.7183236,0.037535549,0.089051576,0.421503475,0.673387474,0.810040434
2320,ENSG00000132155,2079.777864,0.312461914,0.09578495,3.262119103,0.001105827,0.013583063
2321,ENSG00000088726,28.69872609,0.313410776,0.310425825,1.009615666,0.312679461,NA
2322,ENSG00000144712,28.3848923,-0.250840005,0.268482603,-0.934287745,0.350155484,NA
2323,ENSG00000144713,921.6838226,-0.219800073,0.112459026,-1.954490281,0.050643263,0.161345639
2324,ENSG00000144711,4244.85789,0.21291653,0.083826718,2.53996023,0.011086507,0.059799075
2325,ENSG00000132182,1851.044016,-0.269511877,0.083518417,-3.226975396,0.001251062,0.014588266
2326,ENSG00000163517,32.61116383,-0.277831002,0.208287785,-1.333880441,0.182243043,NA
2327,ENSG00000163520,18.95845195,0.090401122,0.326789094,0.276634453,0.782060807,NA
2328,ENSG00000154764,48.95210825,-0.287534952,0.25907918,-1.109834267,0.26707045,0.465155717
2329,ENSG00000163528,31.82103396,-0.347523029,0.194510327,-1.786655931,0.073993116,NA
2330,ENSG00000170876,580.7056494,0.297589669,0.089602756,3.321211123,0.000896277,0.011793628
2331,ENSG00000268279,25.67229493,0.186107598,0.234911583,0.792245303,0.428217658,NA
2332,ENSG00000154767,319.0370186,0.114417578,0.091735994,1.247248457,0.21230641,0.406029772
2333,ENSG00000170860,47.68531737,0.071007252,0.179499028,0.395585718,0.692410675,0.823811161
2334,ENSG00000131389,4370.701595,0.432233914,0.12692251,3.405494536,0.000660443,0.009562593
2335,ENSG00000144596,83.79403236,0.386474567,0.14973471,2.581061974,0.00984969,0.054839814
2336,ENSG00000154781,202.5982372,-0.034140738,0.090443878,-0.377479808,0.705817067,0.831689649
2337,ENSG00000131379,14.092453,0.197507165,0.396317579,0.498355803,0.618233283,NA
2338,ENSG00000154783,9.360045285,-0.39276033,0.434393389,-0.904158165,0.36591154,NA
2339,ENSG00000177463,810.5963936,0.061233603,0.054842034,1.116545086,0.264188882,0.462384711
2340,ENSG00000131368,166.791166,-0.106244491,0.116058639,-0.915438018,0.359961727,0.560739779
2341,ENSG00000131381,248.0600252,-0.173570371,0.081557701,-2.128191066,0.033321245,0.123283851
2342,ENSG00000131375,376.2994416,-0.086923831,0.07635878,-1.13836065,0.254969918,0.451070502
2343,ENSG00000131370,213.0126556,0.093390776,0.094282812,0.990538725,0.321910871,0.523243963
2344,ENSG00000206562,53.78722038,-0.23893756,0.15726007,-1.519378439,0.128667266,0.294133086
2345,ENSG00000144597,102.4122886,0.194883586,0.122830026,1.586611947,0.11260056,0.26976198
2346,ENSG00000206561,44.39402819,-0.360846047,0.241508879,-1.494131598,0.135141227,0.303708887
2347,ENSG00000131373,67.80563789,-0.150205312,0.149021804,-1.007941847,0.313482381,0.514584281
2348,ENSG00000169814,74.26876117,0.020481488,0.140972694,0.145286915,0.884484345,0.941842437
2349,ENSG00000206560,258.6242214,0.290479306,0.118022449,2.461220798,0.013846512,0.069179177
2350,ENSG00000154813,80.69691785,0.02618593,0.145739265,0.17967656,0.857406496,0.92579792
2351,ENSG00000154814,630.5540058,-0.38250197,0.140420292,-2.7239793,0.006450055,0.041766221
2352,ENSG00000131378,649.5368438,-0.353087529,0.107127883,-3.295944227,0.000980915,0.012435796
2353,ENSG00000154822,848.0822832,0.077700384,0.076755993,1.012303799,0.311392819,0.51233286
2354,ENSG00000131374,547.119759,-0.001102152,0.067725441,-0.016273823,0.987015941,0.993655957
2355,ENSG00000182568,1113.73258,-0.163795005,0.082839768,-1.977250887,0.048013278,0.156378779
2356,ENSG00000183960,17.65735697,0.093467414,0.350442797,0.266712326,0.789690663,NA
2357,ENSG00000144566,300.6618053,0.172604356,0.094946517,1.8179114,0.069077676,0.198869276
2358,ENSG00000183977,28.1276415,0.452083976,0.211526934,2.137240719,0.032578418,NA
2359,ENSG00000114166,923.6168599,-0.158088229,0.143606575,-1.100842559,0.270965185,0.469651516
2360,ENSG00000129810,21.25258238,-0.145264471,0.27799806,-0.522537716,0.601295994,NA
2361,ENSG00000151789,7.925272616,0.86138972,0.554290483,1.554040249,0.120174816,NA
2362,ENSG00000182247,57.88278133,-0.128353177,0.174868,-0.734000372,0.462948511,0.650497272
2363,ENSG00000170142,126.8929658,-0.109480531,0.106365598,-1.029285159,0.303345695,0.503953846
2364,ENSG00000197885,27.45304023,-0.30066875,0.20397762,-1.474028135,0.140474016,NA
2365,ENSG00000174748,1304.370297,-0.186167397,0.115035279,-1.618350465,0.105587091,0.259930077
2366,ENSG00000174738,205.675969,-0.239948237,0.123923679,-1.936258184,0.052836087,0.165935086
2367,ENSG00000151090,13.4183254,0.854194924,0.428037543,1.995607483,0.045976664,NA
2368,ENSG00000077092,17.27494965,-0.373783937,0.287014906,-1.302315418,0.192808583,NA
2369,ENSG00000077097,769.2974611,-0.126444131,0.063195439,-2.000842665,0.045409348,0.150402144
2370,ENSG00000151092,239.707532,0.194856906,0.084737251,2.299542464,0.021474155,0.092494242
2371,ENSG00000151093,19.18190833,-0.26267001,0.270101918,-0.972484801,0.330809423,NA
2372,ENSG00000163491,9.525777002,-0.283700828,0.436326582,-0.650202943,0.51556114,NA
2373,ENSG00000033867,390.2592059,-0.276137401,0.111589521,-2.47458184,0.013339226,0.067396924
2374,ENSG00000163508,137.1581893,-0.009415393,0.180767139,-0.052085757,0.958460362,0.978565942
2375,ENSG00000187118,91.16748951,-0.244152342,0.159415667,-1.531545464,0.125634639,0.289562984
2376,ENSG00000163512,109.3171134,0.081683383,0.130282843,0.626969613,0.530679154,0.7029148
2377,ENSG00000206559,9.088970211,-0.091070928,0.398493694,-0.22853794,0.819228065,NA
2378,ENSG00000144642,5.919364854,-0.459752364,0.552617623,-0.831953858,0.40543499,NA
2379,ENSG00000163513,2708.3305,0.194568875,0.071806778,2.709617121,0.006736092,0.042921367
2380,ENSG00000163527,731.1349989,-0.007410158,0.061997346,-0.11952379,0.904860393,0.953110095
2381,ENSG00000144645,119.5283553,0.027477913,0.244889441,0.11220538,0.910660563,0.954968446
2382,ENSG00000197385,24.95070107,0.438824881,0.396108546,1.107839973,0.267930933,NA
2383,ENSG00000152642,117.2102755,-0.127065037,0.127711787,-0.994935859,0.319767461,0.520525952
2384,ENSG00000170293,21.03543327,-0.590901562,0.309896104,-1.906773123,0.056549973,NA
2385,ENSG00000153551,339.0274446,0.089011894,0.076658616,1.161146648,0.245582267,0.441572666
2386,ENSG00000091317,1199.916935,0.485524025,0.116283055,4.175363532,2.98E-05,0.001204802
2387,ENSG00000144635,385.9369218,0.243494258,0.111382377,2.186111175,0.028807473,0.111769113
2388,ENSG00000182973,160.7301345,-0.11211477,0.10347034,-1.083545,0.278566588,0.478287483
2389,ENSG00000206557,6.120780401,0.024556279,0.602850011,0.040733646,0.967508238,NA
2390,ENSG00000183813,165.4509806,-0.245143233,0.170924554,-1.434218941,0.151509794,0.328186801
2391,ENSG00000170266,325.6173631,-0.082400073,0.080489497,-1.023736957,0.305959534,0.506205313
2392,ENSG00000188167,251.7372623,0.147846921,0.092261416,1.602478348,0.109049872,0.264758787
2393,ENSG00000170275,564.8001978,0.016260452,0.082608644,0.196837176,0.843954958,0.917981434
2394,ENSG00000153558,45.46148797,-0.107412914,0.170723372,-0.629163498,0.529242023,0.702246519
2395,ENSG00000153560,452.993328,-0.12634055,0.073611837,-1.716307526,0.086105772,0.22777712
2396,ENSG00000163539,404.5302494,-0.236049725,0.071604519,-3.296575822,0.000978712,0.012435796
2397,ENSG00000170248,848.4963865,-0.00443043,0.052997749,-0.083596574,0.933377191,0.966107827
2398,ENSG00000168016,3113.349109,0.149528225,0.106778525,1.4003586,0.161405961,0.342117276
2399,ENSG00000178567,355.5244934,0.026307023,0.093506672,0.281338461,0.778450814,0.87894866
2400,ENSG00000076242,154.6612386,-0.071717758,0.093961256,-0.763269471,0.445302705,0.633519026
2401,ENSG00000093167,393.6774806,0.228493687,0.07886768,2.89717775,0.003765363,0.029593467
2402,ENSG00000144674,485.8568613,-0.184188756,0.087772328,-2.098483198,0.035862483,0.128958154
2403,ENSG00000144668,20.66215669,1.027446368,0.313971963,3.272414387,0.001066332,NA
