,yes.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
12325,ENSG00000124194,21.64203833,-0.281174849,0.386446344,-0.727590916,0.466864043,NA
12326,ENSG00000197296,73.55931074,0.159520008,0.208337536,0.765680594,0.443866377,0.663604125
12327,ENSG00000124120,357.7576883,0.148742359,0.138337252,1.075215512,0.282278252,0.517846055
12328,ENSG00000132824,983.2595141,0.322143883,0.106319742,3.029953573,0.002445913,0.042043838
12329,ENSG00000168734,51.75150997,0.03435067,0.276650579,0.124166267,0.90118363,0.952825532
12330,ENSG00000196839,95.31964312,0.036384975,0.212538876,0.171192095,0.864072723,0.935138519
12331,ENSG00000166913,1737.309066,0.142697833,0.090997147,1.568157222,0.116844445,0.320420596
12332,ENSG00000101104,217.9620888,0.272992473,0.140856994,1.938082489,0.052613159,0.202284115
12333,ENSG00000025772,79.62583368,0.535892462,0.212636113,2.520232593,0.011727731,0.089080481
12334,ENSG00000101109,3100.142225,0.204333355,0.08357673,2.444859423,0.014490861,0.1006914
12335,ENSG00000124134,86.17355005,0.420033343,0.226680946,1.852971548,0.063886437,0.228514771
12336,ENSG00000124102,161.9684258,0.691596464,0.429263772,1.611122367,0.107153054,0.305680934
12337,ENSG00000124107,37.79755651,1.569917364,0.467028056,3.361505469,0.000775188,0.02507904
12338,ENSG00000124145,18.22939623,-0.10498036,0.426977737,-0.245868462,0.805784058,NA
12339,ENSG00000204070,167.9166489,-0.088791945,0.137038195,-0.647935749,0.517026508,0.722256459
12340,ENSG00000124251,38.51716772,0.035467633,0.295668407,0.119957467,0.904516841,0.954483989
12341,ENSG00000244274,6.324478076,0.454429092,0.676480444,0.671754958,0.501739708,NA
12342,ENSG00000124155,284.8368893,0.051809896,0.121767119,0.425483464,0.670484273,0.821381199
12343,ENSG00000101457,265.9816703,0.47682345,0.140158839,3.402021975,0.000668893,0.023394346
12344,ENSG00000175063,12.15054915,0.444758771,0.459134371,0.968689776,0.332699995,NA
12345,ENSG00000124104,70.64685661,-0.293016807,0.158566312,-1.847913365,0.064614877,0.229569959
12346,ENSG00000101473,137.0181647,0.048577863,0.14805308,0.328111128,0.74282764,0.865537376
12347,ENSG00000132801,37.96841174,-0.067510013,0.254036518,-0.265749247,0.790432333,0.894436588
12348,ENSG00000168612,85.76383571,0.020524764,0.169826069,0.120857557,0.903803861,0.9541235
12349,ENSG00000149634,10.18143978,0.824281462,0.573322791,1.437726661,0.150511625,NA
12350,ENSG00000064601,485.254979,0.330627553,0.17190839,1.923277586,0.054445198,0.206469852
12351,ENSG00000100979,16.95024798,-0.140367246,0.392319416,-0.357788171,0.720501843,NA
12352,ENSG00000100982,640.4662378,0.032604191,0.089526063,0.364186588,0.715718682,0.849283603
12353,ENSG00000198026,518.9620798,0.049467926,0.094207714,0.525094221,0.599517693,0.777393093
12354,ENSG00000100985,1036.214419,1.528863269,0.376969723,4.055665947,5.00E-05,0.006678123
12355,ENSG00000124140,15.38663216,-0.074107852,0.467619894,-0.158478825,0.874079505,NA
12356,ENSG00000124160,289.6054924,0.119568847,0.108848544,1.09848826,0.271991341,0.509254012
12357,ENSG00000101017,96.97333793,-0.161884568,0.265561687,-0.609593084,0.542131394,0.738678818
12358,ENSG00000080189,595.0305256,-0.055416613,0.086893685,-0.637751898,0.523635197,0.725255918
12359,ENSG00000062598,438.3919136,0.271055584,0.126423752,2.144024199,0.032030948,0.154449449
12360,ENSG00000158296,7.979898091,-0.161606816,0.638805122,-0.252982969,0.800281374,NA
12361,ENSG00000172315,122.5639954,-0.557562038,0.181433975,-3.073085068,0.002118581,0.039949826
12362,ENSG00000101040,584.2076225,0.054041957,0.105103619,0.514177891,0.607127624,0.78178807
12363,ENSG00000124151,883.0169178,0.092890308,0.092257784,1.006856054,0.314003953,0.548999426
12364,ENSG00000196562,1233.879468,0.352534451,0.1806433,1.951550099,0.050991643,0.198543532
12365,ENSG00000124126,8194.08242,0.803052373,0.186874417,4.297283625,1.73E-05,0.004070977
12366,ENSG00000124198,427.0790759,-0.109491078,0.121420839,-0.901748651,0.367190403,0.60022519
12367,ENSG00000124207,200.9620541,-0.238310884,0.134672149,-1.769563236,0.076799928,0.254054402
12368,ENSG00000124214,693.0239635,0.334791962,0.164032808,2.041006096,0.041250221,0.178797353
12369,ENSG00000124228,228.1275402,-0.168963171,0.134121069,-1.259780974,0.207748385,0.442632765
12370,ENSG00000124201,1851.361208,0.374606888,0.132180596,2.834053561,0.004596163,0.056394286
12371,ENSG00000158445,7.382949935,1.988829333,0.841217743,2.364226562,0.018067759,NA
12372,ENSG00000158470,1034.688802,0.825440146,0.225149973,3.666179196,0.000246201,0.01427798
12373,ENSG00000197818,693.3935643,0.459666418,0.145128813,3.167299509,0.001538618,0.034038689
12374,ENSG00000158480,188.1995311,0.301728153,0.134291839,2.246809311,0.024652216,0.133941069
12375,ENSG00000124226,525.4702721,-0.014756528,0.089242382,-0.165353367,0.868665856,0.936559349
12376,ENSG00000244687,116.2424228,0.335548201,0.170361092,1.969629311,0.04888087,0.194859852
12377,ENSG00000240849,117.5647048,-0.268595422,0.17161362,-1.565117165,0.11755544,0.321393257
12378,ENSG00000172216,1745.926709,0.484192131,0.180829059,2.677623455,0.007414652,0.071798876
12379,ENSG00000196396,641.7221265,0.038725683,0.091646391,0.422555464,0.672619626,0.822521919
12380,ENSG00000042062,232.2134039,-0.044556968,0.133139025,-0.33466497,0.737877829,0.863158316
12381,ENSG00000124171,35.5893746,0.516083879,0.268339546,1.92324943,0.054448732,NA
12382,ENSG00000124243,142.2802865,0.085274272,0.190031506,0.448737549,0.653620994,0.811855282
12383,ENSG00000101126,734.7365933,-0.080803989,0.069877148,-1.156372164,0.247528962,0.484728496
12384,ENSG00000000419,97.64493856,-0.047935713,0.184682394,-0.259557569,0.79520507,0.896883955
12385,ENSG00000124217,98.09054551,-0.064634279,0.17691424,-0.365342431,0.714855809,0.849231732
12386,ENSG00000026559,23.08151626,0.703425278,0.553327266,1.271264443,0.203634587,NA
12387,ENSG00000101096,807.789999,-0.246237862,0.14929355,-1.649353648,0.099075205,0.291997671
12388,ENSG00000054793,71.60363791,0.784890759,0.32961029,2.381268978,0.017253109,0.109721659
12389,ENSG00000020256,94.50033364,-0.098871307,0.175654079,-0.562875099,0.573519938,0.75984311
12390,ENSG00000182463,101.0442153,-0.417602053,0.272708993,-1.531310168,0.125692754,0.332324268
12391,ENSG00000171940,2048.512344,0.165595831,0.093835312,1.764749619,0.077605855,0.255041627
12392,ENSG00000064787,12.88699109,0.268457113,0.417789399,0.642565642,0.520505983,NA
12393,ENSG00000101132,17.89146211,-0.328127099,0.429999509,-0.763087149,0.445411423,NA
12394,ENSG00000124098,2681.454398,0.240628327,0.421364347,0.571069499,0.567952533,0.755970493
12395,ENSG00000087586,21.07525247,0.11982461,0.351301603,0.341087571,0.733037658,NA
12396,ENSG00000101138,153.8043472,-0.173899786,0.130105161,-1.336609441,0.181350156,0.41132985
12397,ENSG00000087589,532.4056124,0.20320485,0.19079756,1.065028558,0.286863007,0.521970807
12398,ENSG00000022277,448.9203052,0.315606624,0.136323315,2.315133141,0.020605647,0.121269449
12399,ENSG00000124091,109.6002378,0.371178036,0.188853092,1.965432665,0.049364182,0.19562789
12400,ENSG00000124103,13.805732,-0.269491177,0.426384795,-0.632037493,0.527362378,NA
12401,ENSG00000101146,179.0381925,0.036819202,0.119095545,0.309156837,0.757202225,0.875339401
12402,ENSG00000256222,8.731986999,0.316791173,0.606260843,0.522532796,0.601299418,NA
12403,ENSG00000132819,6164.312305,0.449508147,0.356894389,1.25949906,0.20785013,0.442632765
12404,ENSG00000124256,502.7651398,0.338547879,0.233169551,1.451938634,0.146518669,0.362952516
12405,ENSG00000124225,29.97299423,0.166357943,0.383280165,0.434037444,0.66426125,NA
12406,ENSG00000124209,370.1917919,-0.040506246,0.104223722,-0.388647085,0.697537231,0.837130439
12407,ENSG00000124164,345.0386658,0.103122415,0.089724901,1.149317673,0.250425013,0.487427625
12408,ENSG00000198768,17.94249836,-0.185263304,0.44962432,-0.41204022,0.680309944,NA
12409,ENSG00000124222,516.8812531,0.039796193,0.088146578,0.45147746,0.651645467,0.8108682
12410,ENSG00000254995,44.0553227,0.133555402,0.257447976,0.518766565,0.603923536,0.77922438
12411,ENSG00000215440,102.6747672,0.37795928,0.186552476,2.026021248,0.042762607,0.181939426
12412,ENSG00000087460,4724.344091,-0.10102395,0.211066461,-0.478635733,0.632197793,0.798071087
12413,ENSG00000101158,360.6232357,0.160392298,0.10706298,1.498111655,0.134104243,0.345981146
12414,ENSG00000101160,1758.260584,0.081551758,0.137268216,0.594105174,0.55244177,0.746383625
12415,ENSG00000101162,1378.071021,0.463622399,0.314708564,1.473180115,0.140702476,0.354963249
12416,ENSG00000124172,243.6595548,-0.265808567,0.219795661,-1.209344012,0.226530709,0.464033504
12417,ENSG00000101166,124.934133,0.128429432,0.155114046,0.827967776,0.40768875,0.635164659
12418,ENSG00000124203,580.6817762,-0.295057172,0.153624435,-1.920639592,0.05477716,0.20711732
12419,ENSG00000087495,7.484817944,2.036711646,0.700651163,2.906883988,0.003650486,NA
12420,ENSG00000196074,42.43904647,0.394916744,0.253228223,1.559528946,0.118871239,0.323014205
12421,ENSG00000196227,193.5542059,0.150182945,0.14753641,1.017938178,0.308707337,0.543173893
12422,ENSG00000132825,348.270209,0.433978522,0.167416594,2.592207329,0.009536228,0.080157207
12423,ENSG00000124215,42.9185323,0.724554058,0.272363659,2.660244979,0.007808383,0.073646151
12424,ENSG00000179242,11.72518406,1.290449842,0.613684713,2.102789616,0.035484164,NA
12425,ENSG00000130699,267.6432792,0.209828277,0.13429676,1.562422482,0.118188494,0.322352217
12426,ENSG00000149657,317.0956151,0.140212713,0.113665081,1.233560137,0.217366855,0.453755679
12427,ENSG00000101182,436.1979664,-0.084922374,0.12270226,-0.692101141,0.488873815,0.70108441
12428,ENSG00000184402,123.7872737,-0.044487549,0.149639875,-0.297297418,0.766239453,0.880788885
12429,ENSG00000101181,326.6041303,0.249911429,0.126280982,1.979010812,0.047814789,0.192561799
12430,ENSG00000130703,1072.143792,0.365858273,0.144884366,2.52517427,0.011564093,0.088325695
12431,ENSG00000130706,132.6655538,0.049118743,0.137455634,0.35734252,0.720835402,0.851986823
12432,ENSG00000130702,41.02455242,-0.255124162,0.380664444,-0.670207493,0.502725528,0.711738566
12433,ENSG00000171858,189.171799,-0.750995798,0.302285231,-2.484394609,0.012977191,0.094586239
12434,ENSG00000149679,99.73230293,-0.035339644,0.194921065,-0.181302334,0.856130274,0.929872207
12435,ENSG00000101187,9.069942834,0.604157267,0.675658145,0.894175955,0.371227755,NA
12436,ENSG00000101188,42.55481327,0.016078175,0.344290836,0.0466994,0.962752809,0.982080287
12437,ENSG00000101189,67.102937,0.034350431,0.214847676,0.159882721,0.87297346,0.93913412
12438,ENSG00000060491,1261.900072,0.312588601,0.108783813,2.873484508,0.00405971,0.052348354
12439,ENSG00000092758,36.33582665,0.227036276,0.473318934,0.479668695,0.631462991,NA
12440,ENSG00000101190,58.21052298,-0.22886247,0.197697949,-1.157637047,0.247012184,0.484085472
12441,ENSG00000101191,1347.885794,0.003588522,0.0655911,0.054710501,0.956369103,0.978067994
12442,ENSG00000101193,485.7694702,0.071081586,0.151613666,0.468833634,0.639188557,0.801942095
12443,ENSG00000101194,63.31479689,0.007660878,0.280442706,0.027317087,0.978206828,0.989374232
12444,ENSG00000149658,272.7066486,0.009791149,0.113134854,0.086544058,0.931033934,0.966308604
12445,ENSG00000101199,575.9892818,-0.029637701,0.081207071,-0.364964536,0.715137879,0.849231732
12446,ENSG00000125534,1002.826881,-0.169794233,0.304833759,-0.557006001,0.577523329,0.762929493
12447,ENSG00000101213,29.10974614,-0.135445885,0.299720048,-0.451907991,0.651335267,NA
12448,ENSG00000125531,19.99657795,-0.244345324,0.445703433,-0.548224013,0.583538096,NA
12449,ENSG00000130589,2301.813055,0.345050044,0.204394612,1.688156259,0.091381237,0.278837582
12450,ENSG00000101216,291.615677,-0.144013491,0.101573897,-1.41781988,0.156243358,0.376662678
12451,ENSG00000197457,246.8521897,-0.359641335,0.172288576,-2.087435768,0.036848762,0.167786762
12452,ENSG00000258366,13.53776148,0.24318017,0.47001421,0.517388974,0.604884655,NA
12453,ENSG00000026036,34.66158612,-0.387749762,0.306309752,-1.265874686,0.205557951,NA
12454,ENSG00000101246,371.8339987,0.062208734,0.108596326,0.572843812,0.566750451,0.755147216
12455,ENSG00000197114,64.07549574,0.41718511,0.200500236,2.080721288,0.037459424,0.169218134
12456,ENSG00000203896,19.57867145,0.199883514,0.338519621,0.590463598,0.554879883,NA
12457,ENSG00000125520,175.8873006,-0.11816275,0.167174987,-0.70682075,0.479677878,0.693734468
12458,ENSG00000130584,33.29759372,-0.585920518,0.275572806,-2.126191352,0.03348733,NA
12459,ENSG00000101150,1045.656213,0.398521767,0.136961784,2.909729672,0.003617415,0.049502228
12460,ENSG00000101152,1531.90656,0.321231241,0.108482854,2.961124538,0.00306518,0.04627192
12461,ENSG00000198276,270.0552914,0.286316195,0.108527439,2.638191761,0.008334944,0.075211717
12462,ENSG00000196700,126.9616915,-0.371310893,0.211056926,-1.759292623,0.078527819,0.256525872
12463,ENSG00000130590,39.2958847,-0.40184545,0.270466228,-1.485750931,0.137345014,0.35032671
12464,ENSG00000101161,634.5769992,0.133668384,0.110412846,1.210623479,0.226039741,0.463530354
12465,ENSG00000196421,36.15255836,-0.018522352,0.338588379,-0.054704631,0.95637378,NA
12466,ENSG00000171703,149.8562114,-0.039596438,0.142023706,-0.27880161,0.780397079,0.888658258
12467,ENSG00000171700,1163.190067,0.310339071,0.134165452,2.31310719,0.020716747,0.121532633
12468,ENSG00000125510,228.3246376,0.615192536,0.18415332,3.340654058,0.000835813,0.026108358
12469,ENSG00000171695,50.00381613,-0.148308829,0.2643267,-0.561081527,0.574741961,0.760894443
12470,ENSG00000203880,564.2147756,-0.033633492,0.106369224,-0.316195704,0.751853969,0.872395081
12471,ENSG00000277117,19.69416376,-0.028799631,0.479961712,-0.060004018,0.952152435,NA
12472,ENSG00000280071,62.20429569,-0.220904239,0.332734412,-0.663905598,0.506750733,0.714946193
12473,ENSG00000275464,71.09972438,0.232962025,0.370282711,0.629146373,0.529253233,0.728971403
12474,ENSG00000280433,12.66931801,-0.326257144,0.500066774,-0.652427158,0.514125649,NA
12475,ENSG00000275993,16.76994161,-0.523828319,0.491616261,-1.065522767,0.286639428,NA
12476,ENSG00000274276,9.12089756,1.79315968,0.767860321,2.335268058,0.019529422,NA
12477,ENSG00000275895,30.93726173,-0.134520429,0.930931165,-0.144500941,0.885104914,NA
12478,ENSG00000276289,7.625099783,1.161939512,0.828146221,1.403060814,0.160598705,NA
12479,ENSG00000185272,6.904542708,1.125945187,0.791332686,1.422846809,0.154780568,NA
12480,ENSG00000155304,88.26321324,-0.245052148,0.198116484,-1.236909432,0.216120708,0.452172743
12481,ENSG00000155307,192.7929729,0.63363552,0.231230271,2.740279284,0.0061387,0.065716059
12482,ENSG00000180530,183.0072762,-0.145581446,0.15436174,-0.943118718,0.345620183,0.579239444
12483,ENSG00000155313,772.3482751,0.048811531,0.093356571,0.522850511,0.601078286,0.777393093
12484,ENSG00000154640,13.53738457,0.309997852,0.427547644,0.725060367,0.468414997,NA
12485,ENSG00000154642,228.1029921,-0.466594313,0.161549577,-2.888242238,0.003874014,0.050929482
12486,ENSG00000154719,37.97315196,0.44814849,0.278636372,1.60836321,0.107755654,0.306420824
12487,ENSG00000154721,11.46576071,-0.573188766,0.386842065,-1.481712613,0.13841678,NA
12488,ENSG00000154723,18.31883109,-0.216080324,0.333059373,-0.648774187,0.516484344,NA
12489,ENSG00000154727,171.0185824,0.042911376,0.146299204,0.293312436,0.769283349,0.882948959
12490,ENSG00000142192,576.8826606,0.313000683,0.15213002,2.057455085,0.039642471,0.174927297
12491,ENSG00000154734,30.87079788,-0.209986118,0.471776734,-0.445096384,0.656250102,NA
12492,ENSG00000154736,21.32070448,-0.508991219,0.493595447,-1.031191072,0.302451226,NA
12493,ENSG00000156239,55.44382734,-0.542834989,0.24617002,-2.20512225,0.027445517,0.142813964
12494,ENSG00000198862,376.1602478,-0.0846536,0.108903618,-0.777325877,0.436966532,0.658364616
12495,ENSG00000156253,24.79314595,-0.052362962,0.352495423,-0.148549339,0.881909251,NA
12496,ENSG00000156256,166.2448146,-0.252431631,0.15854647,-1.592161783,0.111348358,0.311042966
12497,ENSG00000156261,335.5158504,-0.226563135,0.13049115,-1.736233725,0.082522516,0.262753954
12498,ENSG00000156265,128.2748763,-0.271012113,0.260249253,-1.041355969,0.29771037,0.532386797
12499,ENSG00000156273,2212.568315,0.159691649,0.137699906,1.159707761,0.246167809,0.483585774
12500,ENSG00000171189,37.08132709,-0.408284019,0.334905115,-1.219103563,0.222804888,NA
12501,ENSG00000156299,528.909059,-0.318348106,0.185656444,-1.714716163,0.086397279,0.270867857
12502,ENSG00000142168,180.8284575,-0.231573656,0.175357351,-1.320581401,0.186640978,0.417597239
12503,ENSG00000156304,401.0759285,0.028944244,0.116365225,0.248736202,0.803564843,0.900937438
12504,ENSG00000159055,23.11177804,-0.106229568,0.382649167,-0.277616097,0.781307074,NA
12505,ENSG00000142207,270.2459646,-0.106474212,0.137441499,-0.774687503,0.438524337,0.659475922
12506,ENSG00000166979,108.2020657,-0.21822115,0.194842283,-1.119988673,0.262718589,0.499529868
12507,ENSG00000159079,15.64006072,-0.455750474,0.40177611,-1.134339405,0.256652206,NA
12508,ENSG00000159082,405.8895811,0.198691062,0.12486122,1.591295212,0.111543154,0.311471551
12509,ENSG00000159086,231.5916684,-0.102947226,0.136475448,-0.75432781,0.450652407,0.668887977
12510,ENSG00000205929,16.14650852,-0.224496424,0.442524521,-0.507308438,0.611938419,NA
12511,ENSG00000205927,50.59844775,-0.909570344,0.419514587,-2.168149502,0.030147313,0.149368391
12512,ENSG00000184221,97.84462637,-0.739682031,0.25171116,-2.938614368,0.00329683,0.047372273
12513,ENSG00000159110,601.2778135,-0.054774667,0.105250207,-0.520423361,0.602768531,0.77836275
12514,ENSG00000243646,365.2464276,-0.010441553,0.131562089,-0.079365968,0.936741537,0.970159505
12515,ENSG00000142166,985.9411098,0.257622655,0.137136876,1.878580455,0.060301802,0.219938333
12516,ENSG00000159128,830.811086,0.369346806,0.141752806,2.605569623,0.009172163,0.078740076
12517,ENSG00000142188,129.0297915,0.019852264,0.186694169,0.106335746,0.915315971,0.959499818
12518,ENSG00000159131,195.70496,-0.407449516,0.12182989,-3.344413396,0.000824568,0.025914624
12519,ENSG00000159140,2566.083885,0.025255445,0.072719758,0.347298254,0.728367262,0.856750641
12520,ENSG00000159147,45.48095947,0.223817628,0.267791375,0.835791026,0.403272476,0.631003538
12521,ENSG00000205758,112.6974393,-0.129864585,0.168416587,-0.77109142,0.440652746,0.661300857
12522,ENSG00000205726,119.1096791,0.045639442,0.240582455,0.189703949,0.849541126,0.925454119
12523,ENSG00000241837,23.71453374,-0.233590654,0.347852217,-0.671522684,0.501887614,NA
12524,ENSG00000243927,61.22019743,-0.554994218,0.202269009,-2.743842075,0.006072474,0.065613734
12525,ENSG00000198743,393.596141,-0.311108753,0.133605972,-2.328554236,0.019882693,0.118937389
12526,ENSG00000180509,179.3023944,1.097092036,0.294851383,3.720830561,0.000198569,0.012922315
12527,ENSG00000159200,105.221425,0.38456478,0.177414215,2.167609739,0.030188392,0.149368391
12528,ENSG00000159216,1050.99557,-0.158473556,0.103167589,-1.536078897,0.124519031,0.330581784
12529,ENSG00000185917,111.2028057,-0.054355998,0.190471559,-0.285375929,0.775356147,0.886059727
12530,ENSG00000159228,31.32238079,0.204340716,0.292313566,0.699046299,0.484523097,NA
12531,ENSG00000142197,529.81042,0.236908915,0.106197606,2.230831036,0.025692323,0.136737445
12532,ENSG00000159256,571.9649872,-0.0650231,0.116642314,-0.55745722,0.57721508,0.762865146
12533,ENSG00000159259,20.42640145,0.433462965,0.38867435,1.115234295,0.264750033,NA
12534,ENSG00000159267,84.51099942,0.010259008,0.201848604,0.05082526,0.959464762,0.979982753
12535,ENSG00000185808,38.7576883,-0.930885854,0.302242255,-3.079932866,0.002070473,0.039331325
12536,ENSG00000182670,702.2354673,-0.19527613,0.140054581,-1.394285916,0.163231282,0.385993531
12537,ENSG00000157538,519.7363121,-0.075105089,0.080582948,-0.932022109,0.351325099,0.585131142
12538,ENSG00000157540,1554.769165,0.276056083,0.081148244,3.401873777,0.000669255,0.023394346
12539,ENSG00000157551,1644.407548,0.54124035,0.253781117,2.132705368,0.032948903,0.156911899
12540,ENSG00000157554,16.21372757,2.67728736,0.710622082,3.767526269,0.000164873,NA
12541,ENSG00000157557,592.4719015,0.808030097,0.204586601,3.949574867,7.83E-05,0.00840329
12542,ENSG00000183527,33.2002721,-0.071399661,0.291246109,-0.245152325,0.806338489,NA
12543,ENSG00000185658,848.2961277,-0.083873981,0.081493901,-1.029205626,0.303383059,0.538120073
12544,ENSG00000205581,341.1800315,-0.10999332,0.137260536,-0.801347009,0.422930784,0.647083469
12545,ENSG00000182093,102.0437379,0.300453052,0.220661816,1.361599653,0.173324265,0.401215205
12546,ENSG00000157578,11.21799578,0.427395167,0.511104157,0.836219313,0.403031535,NA
12547,ENSG00000182240,87.71617531,-0.852697253,0.264642637,-3.222070575,0.001272678,0.031519836
12548,ENSG00000183486,2925.84407,0.365262859,0.175361049,2.082918992,0.037258608,0.168895017
12549,ENSG00000157601,976.9931358,0.211684387,0.443653521,0.477138978,0.633263161,0.798925301
12550,ENSG00000141956,155.2738795,-0.096943183,0.181328468,-0.534627486,0.592907473,0.773187299
12551,ENSG00000157617,97.87526919,-0.302200749,0.235198444,-1.284875632,0.198835748,0.432015852
12552,ENSG00000173276,138.4260749,-0.264054514,0.159185153,-1.658788582,0.097158402,0.289000549
12553,ENSG00000177398,12.36900216,-0.220206385,0.591134067,-0.372515132,0.709509348,NA
12554,ENSG00000160179,527.6291903,0.353735986,0.212689264,1.663158635,0.096280685,0.287054425
12555,ENSG00000160183,13.53635204,-0.131029494,0.571969618,-0.229084711,0.818803076,NA
12556,ENSG00000160185,338.9642067,-0.433981675,0.198280497,-2.188725977,0.028616763,0.145832466
12557,ENSG00000160190,282.1665904,-0.111434738,0.111399773,-1.000313875,0.317158634,0.552728385
12558,ENSG00000160191,31.05524317,0.123281361,0.387653146,0.318019761,0.750469947,NA
12559,ENSG00000160193,162.7324052,-0.288812358,0.14254159,-2.026162033,0.042748183,0.181939426
12560,ENSG00000160194,256.8729296,0.025354538,0.118346665,0.214239562,0.830360246,0.916524943
12561,ENSG00000160199,182.6564624,0.239687333,0.146409384,1.63710362,0.10160882,0.296404725
12562,ENSG00000160200,18.58195852,1.222017069,0.558806577,2.186833728,0.028754664,NA
12563,ENSG00000160201,92.51155838,-0.008470656,0.533132669,-0.015888458,0.987323378,0.994143141
12564,ENSG00000160208,322.8872264,-0.15455469,0.127164244,-1.215394238,0.224215765,0.46122206
12565,ENSG00000160209,957.7885995,0.263999507,0.119599938,2.207354892,0.027289275,0.142289133
12566,ENSG00000160213,245.6816971,-0.166172945,0.144878024,-1.146985168,0.251387751,0.488099738
12567,ENSG00000160214,359.6201126,-0.206449626,0.159515984,-1.294225321,0.195587603,0.428509566
12568,ENSG00000160216,849.3240283,-0.029456006,0.11619511,-0.253504693,0.799878235,0.898889954
12569,ENSG00000160218,760.2584336,0.027963886,0.080153156,0.348880661,0.727178904,0.856038671
12570,ENSG00000241945,18.93860223,0.426759407,1.017016737,0.419618863,0.674763906,NA
12571,ENSG00000160221,36.87211571,-0.363808086,1.21533127,-0.299348905,0.764673843,NA
12572,ENSG00000160223,13.80490044,-0.095169814,0.842152917,-0.113007759,0.910024403,NA
12573,ENSG00000160224,63.31417755,-0.981457965,0.303890155,-3.229647122,0.001239431,0.03116871
12574,ENSG00000141959,1081.984183,0.017131829,0.116206439,0.147425819,0.882795928,0.942984846
12575,ENSG00000160226,35.67240879,-0.464238431,0.306445082,-1.514915587,0.129793782,NA
12576,ENSG00000142185,229.185263,0.606979793,0.197913493,3.066894447,0.002162952,0.040415745
12577,ENSG00000160233,27.2378845,-0.378755377,0.311453845,-1.2160883,0.223951287,NA
12578,ENSG00000175894,23.65679793,0.176735273,0.535847541,0.329823802,0.741533101,NA
12579,ENSG00000184787,474.2910669,-0.328782256,0.101463013,-3.240414865,0.001193559,0.030819421
12580,ENSG00000184900,253.5023608,-0.13013026,0.12609304,-1.032017788,0.302063784,0.536428117
12581,ENSG00000183255,1147.587756,0.316135211,0.104518773,3.024673968,0.002489013,0.042043838
12582,ENSG00000160255,10259.82411,0.292803639,0.141093293,2.075248464,0.037963513,0.170520553
12583,ENSG00000160256,76.93809868,-0.129583313,0.202948793,-0.638502505,0.523146624,0.725037736
12584,ENSG00000197381,270.1475937,-0.260982873,0.162895321,-1.602150827,0.109122261,0.308514298
12585,ENSG00000186866,206.1625363,-0.078737306,0.133252064,-0.590889959,0.554594154,0.747982872
12586,ENSG00000182871,778.1394996,0.280765915,0.197402199,1.422303884,0.154938052,0.375011389
12587,ENSG00000173638,1472.87557,0.438630734,0.161202487,2.720992346,0.006508627,0.067116567
12588,ENSG00000183570,42.60920081,0.83087987,0.349684815,2.376082214,0.017497564,0.110430497
12589,ENSG00000142156,18.69650941,-0.453929184,0.532173174,-0.852972689,0.393674449,NA
12590,ENSG00000142173,131.8509827,-0.144209704,0.307391022,-0.469140911,0.638968918,0.801942095
12591,ENSG00000160284,30.83065244,-0.398143274,0.365798651,-1.088421929,0.276408885,NA
12592,ENSG00000160285,220.2330344,-0.104333992,0.152901665,-0.682360078,0.495011293,0.705482049
12593,ENSG00000160294,660.1114,-0.054715646,0.089043287,-0.614483673,0.538895759,0.736466983
12594,ENSG00000182362,45.0282104,-0.355803895,0.283948421,-1.253058192,0.21018453,0.445282707
12595,ENSG00000160298,59.60729937,0.288179882,0.251140162,1.147486246,0.251180715,0.487968602
12596,ENSG00000160299,626.9890273,-0.003794721,0.121725198,-0.031174489,0.975130385,0.987765113
12597,ENSG00000160305,933.0801076,0.00321205,0.13179305,0.024371919,0.980555947,0.990872514
12598,ENSG00000160307,16.6118855,-1.468519556,0.641697232,-2.288492895,0.022108833,NA
12599,ENSG00000160310,1084.538033,-0.019289102,0.094066492,-0.205058164,0.837526682,0.920169095
12600,ENSG00000172967,6.109206287,-0.702701163,0.884969111,-0.794040328,0.427171954,NA
12601,ENSG00000177663,4556.400782,0.506534423,0.159895341,3.167912329,0.001535378,0.034038689
12602,ENSG00000183307,141.1258365,0.593058133,0.245439324,2.416312605,0.015678594,0.104292838
12603,ENSG00000069998,150.9306881,-0.053382509,0.150718873,-0.354185959,0.723199526,0.853278681
12604,ENSG00000093072,1388.410936,-0.137203501,0.16858505,-0.813853311,0.41572899,0.641335807
12605,ENSG00000099954,8.476769553,0.421591011,0.706345256,0.596862523,0.550599171,NA
12606,ENSG00000182902,22.58556177,0.654250994,0.339005133,1.929914712,0.053617406,NA
12607,ENSG00000131100,339.7058772,0.12111007,0.129046164,0.938501896,0.347986543,0.581789117
12608,ENSG00000099968,368.7774314,-0.033973236,0.140209355,-0.242303634,0.808544898,0.903491999
12609,ENSG00000015475,691.6121138,0.092222111,0.129354443,0.712941192,0.475882148,0.690583814
12610,ENSG00000243156,365.3890302,-0.043486749,0.151058165,-0.287880827,0.773437964,0.884851604
12611,ENSG00000215193,386.0517877,-0.122527782,0.110645883,-1.107386718,0.268126766,0.505232632
12612,ENSG00000183785,13.65547884,-0.600857781,0.498438751,-1.20547967,0.228018181,NA
12613,ENSG00000184979,33.17885141,0.528273198,0.570355695,0.9262171,0.354333168,NA
