Non-elite.vs.elite,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
3624,ENSG00000164181,73.89566804,0.134786603,0.296557301,0.454504417,0.649465813,0.988030617
3625,ENSG00000049167,33.424415,0.312168586,0.243753534,1.280673067,0.200308524,0.974955382
3626,ENSG00000164182,18.46271927,-0.321620205,0.331219772,-0.97101753,0.331539549,0.974955382
3627,ENSG00000188725,57.68560141,0.220971952,0.191841896,1.151844079,0.249385151,0.974955382
3628,ENSG00000130449,451.184461,-0.018860792,0.104522272,-0.180447593,0.856801193,0.991650156
3629,ENSG00000068796,544.5069506,0.086174285,0.115373941,0.7469129,0.455116138,0.976993107
3630,ENSG00000086189,164.5410228,0.288178757,0.142702764,2.019433607,0.043442171,0.974955382
3631,ENSG00000086200,73.63245319,0.288157384,0.187133637,1.539848148,0.123597372,0.974955382
3632,ENSG00000153006,97.99268569,0.063602116,0.158786964,0.400549987,0.688751474,0.988030617
3633,ENSG00000153015,77.53514605,0.199784314,0.15450173,1.29308788,0.195980667,0.974955382
3634,ENSG00000049192,15.60041139,-0.29710356,0.391450005,-0.758982133,0.447863245,0.976993107
3635,ENSG00000123219,67.29594038,0.473689692,0.433207864,1.093446661,0.274197736,0.974955382
3636,ENSG00000113593,239.2615536,0.012323801,0.128255031,0.096088243,0.923450489,0.993543133
3637,ENSG00000113595,190.3934762,0.024761811,0.120517868,0.205461738,0.837211389,0.991650156
3638,ENSG00000113597,68.08093607,-0.032971971,0.19276541,-0.171047133,0.864186705,0.991650156
3639,ENSG00000253251,8.876861859,0.266914563,0.440570355,0.60583868,0.544621881,0.983014805
3640,ENSG00000197860,213.7406994,0.046022043,0.128600964,0.357867017,0.720442835,0.988332289
3641,ENSG00000123213,64.50284304,0.036788816,0.213124689,0.172616397,0.862952962,0.991650156
3642,ENSG00000112851,1544.715368,-0.054787315,0.069748897,-0.785493647,0.432164194,0.976993107
3643,ENSG00000153914,401.1314775,0.121710641,0.097201207,1.252151534,0.210514652,0.974955382
3644,ENSG00000069020,279.8387836,-0.012123583,0.125123306,-0.096893081,0.922811304,0.993543133
3645,ENSG00000134061,167.5757588,0.191781834,0.199874242,0.959512499,0.337300626,0.974955382
3646,ENSG00000145675,894.1913242,-0.042384077,0.083484323,-0.507689053,0.611671427,0.988030617
3647,ENSG00000145740,131.7438757,0.138350976,0.122224706,1.131939534,0.257659856,0.974955382
3648,ENSG00000134057,13.79412987,-0.471955903,0.388789958,-1.213909704,0.224782207,0.974955382
3649,ENSG00000153044,9.282879884,0.822193735,0.491675057,1.672229906,0.094478996,0.974955382
3650,ENSG00000134056,38.84562972,-0.023188469,0.238726053,-0.097134222,0.922619804,0.993543133
3651,ENSG00000134058,93.56183017,-0.020833786,0.121094356,-0.172045887,0.863401454,0.991650156
3652,ENSG00000183323,248.3675763,-0.01121904,0.143654196,-0.078097547,0.937750458,0.993543133
3653,ENSG00000085231,8.553277676,0.556445882,0.535995103,1.038154788,0.299197998,0.974955382
3654,ENSG00000273841,39.31449557,0.300977118,0.267276047,1.126090876,0.260127056,0.974955382
3655,ENSG00000152942,79.28402234,0.454508688,0.172952973,2.627932199,0.008590564,0.897948909
3656,ENSG00000183474,55.89819288,-0.013330666,0.211541686,-0.063016733,0.94975318,0.993543133
3657,ENSG00000205572,7.4782571,0.617107768,0.538039999,1.146955188,0.251400142,0.974955382
3658,ENSG00000205571,18.93632603,0.713784273,0.433991839,1.644695151,0.100032693,0.974955382
3659,ENSG00000172062,24.11401662,0.055891993,0.26846662,0.20818973,0.835080827,0.991650156
3660,ENSG00000249437,316.767223,-0.257897594,0.215201217,-1.198402115,0.23076051,0.974955382
3661,ENSG00000145736,44.95660646,-0.226745275,0.328899669,-0.689405605,0.490568057,0.977749716
3662,ENSG00000145734,481.0590166,0.075006504,0.098379835,0.762417467,0.445810885,0.976993107
3663,ENSG00000131844,137.2983068,-0.015417272,0.131588363,-0.117162884,0.906730979,0.993543133
3664,ENSG00000131711,7.999330747,-0.342074541,0.680223772,-0.502885307,0.615044912,0.988030617
3665,ENSG00000113048,171.8008277,0.03432238,0.115496982,0.297171227,0.766335788,0.990228822
3666,ENSG00000049883,72.19881353,0.264247786,0.183568704,1.439503468,0.150007928,0.974955382
3667,ENSG00000178175,21.4903534,0.245638931,0.338766156,0.725098794,0.468391424,0.976993107
3668,ENSG00000083312,798.9564557,-0.039196454,0.080331867,-0.487931575,0.625598308,0.988030617
3669,ENSG00000157107,424.6163977,-0.228134273,0.163620365,-1.394290209,0.163229986,0.974955382
3670,ENSG00000145741,941.1849379,-0.182488324,0.173115431,-1.054142446,0.291817705,0.974955382
3671,ENSG00000164331,77.67786842,0.044322331,0.180981803,0.244899379,0.806534342,0.991512695
3672,ENSG00000164338,57.44157619,0.246112922,0.208249275,1.181818867,0.23727758,0.974955382
3673,ENSG00000214944,9.345124705,1.393582632,0.648198113,2.149933181,0.031560501,0.974955382
3674,ENSG00000171617,127.7071223,-0.370080443,0.318001223,-1.163770502,0.244517029,0.974955382
3675,ENSG00000049860,376.870854,-0.03357206,0.098650326,-0.340313727,0.73362028,0.988585606
3676,ENSG00000164347,82.17656736,0.052042924,0.162081909,0.321090272,0.748141982,0.989754705
3677,ENSG00000164346,81.35896467,0.236767362,0.207666748,1.140131311,0.254231599,0.974955382
3678,ENSG00000198780,48.31854224,0.146756791,0.238812235,0.61452794,0.538866516,0.982999517
3679,ENSG00000176928,80.22298699,0.026793986,0.231300817,0.115840432,0.907779006,0.993543133
3680,ENSG00000145700,8.198653847,0.017407613,0.521486981,0.033380724,0.973370981,0.995227615
3681,ENSG00000113161,344.5659791,0.035430605,0.133304004,0.265788002,0.790402484,0.990228822
3682,ENSG00000113163,664.3565391,0.010467687,0.082455478,0.12694957,0.898980313,0.993543133
3683,ENSG00000122008,169.3744494,0.363326668,0.128965055,2.817248969,0.004843696,0.863565899
3684,ENSG00000189045,14.67895861,-0.807309984,0.372197074,-2.169039037,0.03007972,0.974955382
3685,ENSG00000152359,85.86155068,-0.051361705,0.17011064,-0.301931171,0.762704533,0.990228822
3686,ENSG00000122012,9.725376063,0.247690111,0.50285014,0.492572423,0.622314738,0.988030617
3687,ENSG00000145703,1243.663107,0.06309474,0.096894182,0.651171607,0.514935717,0.980069924
3688,ENSG00000164220,72.92064988,-0.152588475,0.172898081,-0.882534231,0.377487977,0.976993107
3689,ENSG00000181104,111.4496119,-0.079659348,0.241057104,-0.330458412,0.741053611,0.989754705
3690,ENSG00000164251,182.155648,-0.335363449,0.186929903,-1.794059936,0.072803603,0.974955382
3691,ENSG00000171643,46.68427348,0.256542414,0.264360713,0.970425641,0.331834373,0.974955382
3692,ENSG00000164252,223.4748687,0.027937913,0.108107914,0.258426158,0.796078031,0.990281914
3693,ENSG00000132846,41.09472667,0.3136655,0.203854513,1.53867332,0.123884069,0.974955382
3694,ENSG00000113231,23.46740401,0.355608925,0.259353185,1.37113768,0.170332041,0.974955382
3695,ENSG00000164253,132.6363003,0.156215007,0.135238919,1.15510393,0.248047869,0.974955382
3696,ENSG00000171530,69.03358089,-0.074035222,0.167028814,-0.443248202,0.657586217,0.988030617
3697,ENSG00000132842,552.9807332,-0.093692353,0.08739306,-1.072080011,0.283684096,0.974955382
3698,ENSG00000085365,152.6053418,0.200380859,0.127081515,1.576789976,0.114843859,0.974955382
3699,ENSG00000145685,167.2647917,-0.123200076,0.169240831,-0.727957171,0.466639804,0.976993107
3700,ENSG00000113273,228.360286,0.047911969,0.138826725,0.345120647,0.730003672,0.988332289
3701,ENSG00000132837,5.603080367,0.301322202,0.680315633,0.4429153,0.657827001,0.988030617
3702,ENSG00000152409,240.9784746,0.049126477,0.131145707,0.374594624,0.707961971,0.988030617
3703,ENSG00000152413,15.5332277,0.323941554,0.39563792,0.818782876,0.412910302,0.976993107
3704,ENSG00000164329,549.365222,0.027471971,0.083883979,0.327499622,0.743290029,0.989754705
3705,ENSG00000164309,8.228202421,0.598706191,0.555988504,1.076831961,0.281555344,0.974955382
3706,ENSG00000177034,112.0665516,0.176325534,0.159892651,1.102774475,0.270125115,0.974955382
3707,ENSG00000113296,53.16418685,0.049192267,0.222697723,0.220892547,0.825176101,0.991512695
3708,ENSG00000164300,969.1726036,0.029994483,0.10770665,0.278483111,0.780641528,0.990228822
3709,ENSG00000039319,621.4933132,-0.13296039,0.130770541,-1.016745741,0.3092744,0.974955382
3710,ENSG00000152380,31.80631838,0.016657348,0.299319502,0.055650729,0.955620051,0.993961188
3711,ENSG00000189127,15.17938296,0.682505975,0.548451234,1.244424177,0.213343489,0.974955382
3712,ENSG00000228716,69.13089678,0.408625871,0.16514314,2.474373876,0.013346994,0.939739775
3713,ENSG00000113318,144.5668977,-0.050030956,0.166510309,-0.30046762,0.763820491,0.990228822
3714,ENSG00000113319,189.4933767,0.110243989,0.178897739,0.616240256,0.537735963,0.982245047
3715,ENSG00000131730,39.55431734,0.052383463,0.275013852,0.190475725,0.848936364,0.991650156
3716,ENSG00000131732,88.49825741,-0.228397803,0.179535184,-1.272161805,0.203315635,0.974955382
3717,ENSG00000145687,213.8740408,0.140874756,0.096728304,1.456396421,0.145283064,0.974955382
3718,ENSG00000152348,45.71959179,0.013092898,0.209004945,0.062643961,0.950050022,0.993543133
3719,ENSG00000186468,179.6164568,0.337499629,0.168742302,2.000089041,0.04549065,0.974955382
3720,ENSG00000205464,14.68957334,0.317087999,0.384371769,0.824951322,0.409399227,0.976993107
3721,ENSG00000174695,335.2283591,0.087647015,0.104357476,0.839872889,0.40097966,0.976993107
3722,ENSG00000152422,29.01152249,0.075731974,0.255825251,0.296030098,0.767207096,0.990228822
3723,ENSG00000038427,4235.884223,0.159237843,0.191818564,0.830148236,0.406454978,0.976993107
3724,ENSG00000127184,82.51006937,0.237352615,0.265027956,0.895575765,0.370479384,0.976993107
3725,ENSG00000145715,620.2137407,0.08059862,0.085659251,0.94092138,0.34674515,0.974955382
3726,ENSG00000134480,335.3450427,0.022947685,0.1062823,0.215912575,0.829055895,0.991512695
3727,ENSG00000164180,167.2768849,0.292692868,0.152934328,1.913846761,0.055639739,0.974955382
3728,ENSG00000081189,394.9592941,0.02619714,0.124566773,0.210306001,0.833428852,0.991571644
3729,ENSG00000153140,14.40051878,0.073527571,0.410753468,0.179006574,0.85793254,0.991650156
3730,ENSG00000176055,46.29526432,0.351767888,0.208807248,1.684653633,0.092055417,0.974955382
3731,ENSG00000113356,18.44704863,0.507960931,0.355596629,1.428475102,0.153155156,0.974955382
3732,ENSG00000176018,150.2614782,0.202461483,0.129774901,1.560097384,0.11873687,0.974955382
3733,ENSG00000164199,17.52452693,-0.229064824,0.399569377,-0.573279229,0.566455647,0.985547039
3734,ENSG00000113369,1128.433775,-0.093827783,0.120938696,-0.775829297,0.437849783,0.976993107
3735,ENSG00000113391,194.1570159,0.082026183,0.115839026,0.708104907,0.478880112,0.977249009
3736,ENSG00000248483,95.83308359,-0.210470094,0.177981306,-1.18254045,0.236991325,0.974955382
3737,ENSG00000185261,159.6483186,-0.324404809,0.201262187,-1.611851752,0.106994204,0.974955382
3738,ENSG00000133302,124.3403958,0.093232754,0.156371213,0.596227097,0.551023526,0.983044719
3739,ENSG00000175471,423.6168604,-0.054329301,0.131795174,-0.412225268,0.680174318,0.988030617
3740,ENSG00000198677,299.7790562,0.235082727,0.120001204,1.959003069,0.050112427,0.974955382
3741,ENSG00000164291,28.23983257,0.220379588,0.24683082,0.892836591,0.371944688,0.976993107
3742,ENSG00000178015,28.52357768,0.072243862,0.280219911,0.25781131,0.796552536,0.990340252
3743,ENSG00000175449,9.491811092,0.590108924,0.451147982,1.308016321,0.190867774,0.974955382
3744,ENSG00000164292,84.75389155,-0.397262075,0.191258196,-2.077098309,0.037792487,0.974955382
3745,ENSG00000173221,500.7312645,-0.065556998,0.105513364,-0.621314645,0.53439262,0.982162807
3746,ENSG00000118985,139.3787405,-0.235130834,0.15950823,-1.474098445,0.140455087,0.974955382
3747,ENSG00000175426,6.190318263,0.441402303,0.720843838,0.612341092,0.540312108,0.983014805
3748,ENSG00000153113,1081.449868,0.004975882,0.074625622,0.066677927,0.946838107,0.993543133
3749,ENSG00000164307,637.5607013,0.047100505,0.07969687,0.590995675,0.554523319,0.983780424
3750,ENSG00000164308,463.7590489,0.17069314,0.191929119,0.889355096,0.37381227,0.976993107
3751,ENSG00000113441,1374.447633,0.030903953,0.080408208,0.384338285,0.700727736,0.988030617
3752,ENSG00000145721,28.45353094,0.833395788,0.472536089,1.763665904,0.077788245,0.974955382
3753,ENSG00000058729,69.61465849,0.360928286,0.194440066,1.856244412,0.063418728,0.974955382
3754,ENSG00000174136,35.68421916,0.263982085,0.302416639,0.872908601,0.382712898,0.976993107
3755,ENSG00000153922,816.0913531,-0.023642646,0.079868327,-0.296020298,0.76721458,0.990228822
3756,ENSG00000174132,122.8004234,-0.1866379,0.181075209,-1.030720335,0.302671986,0.974955382
3757,ENSG00000113532,1335.20332,0.00444134,0.116596153,0.03809165,0.969614609,0.994712269
3758,ENSG00000173930,170.9374956,0.071951954,0.209436819,0.343549691,0.731184965,0.988332289
3759,ENSG00000145730,227.6320286,-0.202861188,0.208990851,-0.970670186,0.331712543,0.974955382
3760,ENSG00000145723,47.24479944,0.353381502,0.22609879,1.562951761,0.118063941,0.974955382
3761,ENSG00000145725,530.0610245,0.160576202,0.099009755,1.621822042,0.104841457,0.974955382
3762,ENSG00000181751,40.22333477,0.160564006,0.209550323,0.766231249,0.443538718,0.976993107
3763,ENSG00000112874,6.742258303,0.515836386,0.623970996,0.826699302,0.408407517,0.976993107
3764,ENSG00000145743,237.1067255,0.009447918,0.114046214,0.082842894,0.933976462,0.993543133
3765,ENSG00000151422,87.87307041,0.046865345,0.159972949,0.292957937,0.769554303,0.990228822
3766,ENSG00000198961,1267.957953,-0.115065342,0.094053553,-1.223402399,0.221177748,0.974955382
3767,ENSG00000112893,670.7929271,-0.040277042,0.086691683,-0.464600996,0.642217219,0.988030617
3768,ENSG00000186952,5.694516707,0.311028506,0.647181525,0.480589284,0.630808433,0.988030617
3769,ENSG00000164209,243.7157512,0.150338275,0.111430482,1.34916652,0.177283486,0.974955382
3770,ENSG00000134987,175.3499617,0.03238308,0.11482858,0.282012367,0.777934028,0.990228822
3771,ENSG00000152495,587.3964825,0.128780893,0.181273443,0.710423384,0.477441626,0.977168197
3772,ENSG00000164211,80.5926455,0.078881992,0.204712294,0.385330996,0.6999922,0.988030617
3773,ENSG00000134986,27.16041122,0.513971991,0.255941604,2.008161171,0.044626168,0.974955382
3774,ENSG00000129595,23.57722334,-0.094979053,0.337846794,-0.281130544,0.778610275,0.990228822
3775,ENSG00000134982,663.3727719,-0.066003477,0.091776197,-0.719178602,0.472030882,0.976993107
3776,ENSG00000153037,47.09301835,0.231139811,0.22774205,1.01491934,0.310144278,0.974955382
3777,ENSG00000129625,396.0839351,0.07893447,0.093591909,0.843389891,0.399010424,0.976993107
3778,ENSG00000172795,1389.132678,-0.064625607,0.103587012,-0.623877512,0.53270803,0.982152237
3779,ENSG00000171444,192.005445,-0.043125937,0.148693388,-0.290032644,0.771791264,0.990228822
3780,ENSG00000047188,299.9119277,0.066637243,0.102923094,0.647446949,0.517342719,0.980069924
3781,ENSG00000152503,14.08767096,0.301446758,0.466348526,0.646398006,0.518021631,0.980069924
3782,ENSG00000164219,253.2826579,0.066065996,0.114210692,0.578457184,0.562955496,0.98544561
3783,ENSG00000164221,41.92297773,-0.08364786,0.219428671,-0.381207523,0.703049267,0.988030617
3784,ENSG00000145780,307.438405,-0.063252852,0.126107881,-0.50157731,0.615964883,0.988030617
3785,ENSG00000134970,176.3279059,0.305749495,0.119531061,2.557908316,0.010530385,0.939739775
3786,ENSG00000145782,262.7566627,0.155156682,0.113708784,1.3645092,0.172407361,0.974955382
3787,ENSG00000177879,99.93400465,0.182200728,0.133484414,1.364958819,0.172265994,0.974955382
3788,ENSG00000145781,64.51536452,0.318464468,0.207086047,1.537836431,0.124088613,0.974955382
3789,ENSG00000092421,87.33021836,-0.092559529,0.169666818,-0.545537015,0.58538423,0.988030617
3790,ENSG00000169570,37.14884732,0.348423237,0.223928678,1.555956297,0.119718485,0.974955382
3791,ENSG00000172869,533.6207251,0.021629387,0.091213259,0.237129859,0.812556049,0.991512695
3792,ENSG00000145779,648.5874421,0.123598451,0.091101816,1.356706771,0.1748744,0.974955382
3793,ENSG00000133835,298.8666425,0.175821979,0.112954261,1.556576779,0.119571,0.974955382
3794,ENSG00000151304,48.54000192,0.164856064,0.214102194,0.769987735,0.441307168,0.976993107
3795,ENSG00000113083,5.822240387,-0.254966469,0.57533061,-0.443165137,0.657646293,0.988030617
3796,ENSG00000205302,398.8404223,0.060459132,0.108202801,0.558757554,0.576327194,0.987886543
3797,ENSG00000064652,25.46425883,0.296298028,0.281226443,1.053592345,0.292069596,0.974955382
3798,ENSG00000168944,294.2004527,-0.037545869,0.112088736,-0.334965581,0.737651051,0.989242401
3799,ENSG00000151292,155.5851154,0.181512031,0.154781576,1.172697913,0.240916969,0.974955382
3800,ENSG00000168916,53.86023169,-0.105941582,0.366885162,-0.288759517,0.772765414,0.990228822
3801,ENSG00000155324,26.22967974,-0.115639426,0.315368584,-0.366680235,0.713857551,0.988030617
3802,ENSG00000164902,93.16221279,-0.038794909,0.168396049,-0.230378975,0.817797297,0.991512695
3803,ENSG00000113368,446.8971309,0.03628584,0.149463262,0.242774306,0.808180241,0.991512695
3804,ENSG00000173926,100.9966835,-0.013448268,0.216332393,-0.062164836,0.950431565,0.993543133
3805,ENSG00000164241,49.24997969,0.365863338,0.192334076,1.902228381,0.057141304,0.974955382
3806,ENSG00000164244,224.2188665,0.15405775,0.112612742,1.368031248,0.171302295,0.974955382
3807,ENSG00000064651,116.0736287,0.034910709,0.140198829,0.249008565,0.803354156,0.991512695
3808,ENSG00000138829,110.8366912,0.251821803,0.229017333,1.099575302,0.271517208,0.974955382
3809,ENSG00000066583,66.26639397,-0.34678866,0.184655803,-1.878027417,0.060377415,0.974955382
3810,ENSG00000169567,101.4893644,0.254859489,0.232022742,1.098424605,0.272019123,0.974955382
3811,ENSG00000186687,85.02811146,0.417868767,0.18590351,2.247772338,0.024590711,0.939739775
3812,ENSG00000158985,1406.019883,0.099766729,0.059914744,1.665144888,0.095883853,0.974955382
3813,ENSG00000158987,159.3400919,0.018118611,0.135987797,0.133237034,0.894005923,0.993543133
3814,ENSG00000217128,711.9149525,-0.11657391,0.134517898,-0.8666052,0.386158363,0.976993107
3815,ENSG00000164398,53.04281773,0.316164119,0.205317324,1.539880379,0.123589514,0.974955382
3816,ENSG00000072682,17.58242108,-0.126146626,0.415957666,-0.303267944,0.761685674,0.990228822
3817,ENSG00000131435,13.76811799,0.144150958,0.538991245,0.267445825,0.78912592,0.990228822
3818,ENSG00000197208,385.8450757,8.80E-05,0.196092555,0.000448634,0.999642042,0.999821346
3819,ENSG00000197375,231.5837747,-0.062228386,0.120281538,-0.517356085,0.60490761,0.988030617
3820,ENSG00000125347,4256.779706,-0.113487899,0.116725825,-0.972260422,0.330921008,0.974955382
3821,ENSG00000113522,223.1672114,0.008844485,0.135475704,0.065284658,0.947947357,0.993543133
3822,ENSG00000131437,71.22597153,0.111491046,0.186812635,0.596806772,0.550636396,0.983014805
3823,ENSG00000205089,13.61675481,0.743432618,0.398262993,1.866687668,0.061945217,0.974955382
3824,ENSG00000164402,59.05893295,-0.026594327,0.187652393,-0.141721227,0.887300207,0.992297911
3825,ENSG00000164403,45.84909769,0.080820902,0.33698004,0.23983884,0.810455195,0.991512695
3826,ENSG00000164405,21.4743068,-0.564176129,0.274017279,-2.058907127,0.039503136,0.974955382
3827,ENSG00000164406,41.25270167,-0.048391577,0.222872866,-0.217126373,0.828109861,0.991512695
3828,ENSG00000072364,813.2890258,-0.046161656,0.06730342,-0.685873844,0.492792665,0.977749716
3829,ENSG00000155329,42.77008075,0.073896108,0.232598202,0.317698532,0.750713625,0.989754705
3830,ENSG00000170606,362.8069018,0.047494937,0.110854314,0.428444642,0.668327429,0.988030617
3831,ENSG00000053108,6.256818567,0.219520309,0.753078824,0.29149712,0.770671146,0.990228822
3832,ENSG00000113583,137.2440465,0.209112982,0.102903009,2.032136708,0.042139818,0.974955382
3833,ENSG00000213585,209.7101587,0.010345408,0.112167321,0.09223193,0.92651377,0.993543133
3834,ENSG00000081059,2606.713395,0.039667877,0.137114142,0.289305515,0.772347592,0.990228822
3835,ENSG00000113558,493.7281752,-0.049917478,0.088432567,-0.564469402,0.572434718,0.986852733
3836,ENSG00000113575,298.6055751,0.178002051,0.103580137,1.718496,0.085706183,0.974955382
3837,ENSG00000006837,7.157903542,-0.016596614,0.543260812,-0.030549993,0.975628423,0.995985714
3838,ENSG00000119048,651.606913,-0.104440404,0.14183957,-0.736327696,0.461531295,0.976993107
3839,ENSG00000237190,50.95598453,0.206363711,0.205433319,1.004528924,0.315123737,0.974955382
3840,ENSG00000043143,1376.713737,0.036782813,0.090688718,0.405594147,0.68504083,0.988030617
3841,ENSG00000152700,220.5077776,0.10558001,0.115299854,0.91569943,0.359824564,0.976569782
3842,ENSG00000113615,166.8104601,-0.140953944,0.12075312,-1.167290289,0.243093159,0.974955382
3843,ENSG00000164615,103.6541033,0.112706771,0.13936761,0.808701323,0.418686967,0.976993107
3844,ENSG00000145833,492.478013,-0.115956767,0.086316015,-1.343398063,0.179143114,0.974955382
3845,ENSG00000181904,117.8699041,0.223081021,0.132767168,1.680242368,0.092910169,0.974955382
3846,ENSG00000113621,169.490328,-0.004840362,0.121792571,-0.03974267,0.968298283,0.994712269
3847,ENSG00000132570,74.74325206,-0.041570045,0.181837292,-0.22861122,0.819171103,0.991512695
3848,ENSG00000113648,1856.214668,-0.019618303,0.11332184,-0.173120226,0.862556927,0.991650156
3849,ENSG00000255833,17.20761524,0.04613991,0.385170799,0.119790778,0.904648887,0.993543133
3850,ENSG00000120708,825.1598648,0.006390122,0.155536099,0.041084492,0.967228538,0.994712269
3851,ENSG00000113658,172.1243476,0.088772486,0.130201937,0.681806185,0.495361513,0.977749716
3852,ENSG00000152377,8.391585131,0.199958377,0.516736319,0.386964046,0.698782825,0.988030617
3853,ENSG00000146021,112.3354032,0.108147187,0.181062266,0.597292794,0.550311915,0.983014805
3854,ENSG00000177733,802.4882723,-0.033017212,0.082709653,-0.399194176,0.689750134,0.988030617
3855,ENSG00000120729,15.01004293,0.271985612,0.407287584,0.667797456,0.504262891,0.979148277
3856,ENSG00000078795,27.71902191,-0.305695303,0.314567263,-0.971796302,0.331151896,0.974955382
3857,ENSG00000031003,355.5731661,0.10485252,0.082435569,1.271932992,0.203396928,0.974955382
3858,ENSG00000112983,292.2436605,-0.06639702,0.090314535,-0.735175355,0.462232706,0.976993107
3859,ENSG00000112984,7.648468009,0.198085478,0.458790082,0.431756235,0.665918591,0.988030617
3860,ENSG00000094880,87.83881587,0.044681305,0.147883499,0.302138544,0.762546451,0.990228822
3861,ENSG00000158402,10.82895381,-0.275553244,0.459990918,-0.599040619,0.549145798,0.983014805
3862,ENSG00000120709,709.2234975,-0.21608473,0.166170278,-1.300381348,0.1934703,0.974955382
3863,ENSG00000120733,1371.22644,-0.148954312,0.088313425,-1.686655374,0.091669638,0.974955382
3864,ENSG00000120738,40.71100684,-0.577813212,0.27697138,-2.086183821,0.036961975,0.974955382
3865,ENSG00000120705,292.0669191,0.024372352,0.096673975,0.252108717,0.800957032,0.991223244
3866,ENSG00000113013,451.2219743,0.067718939,0.102458334,0.660941252,0.50864999,0.980069924
3867,ENSG00000044115,619.4848877,-0.109097151,0.139313738,-0.783104041,0.433566018,0.976993107
3868,ENSG00000146006,15.4493381,-0.229869318,0.414338014,-0.554786939,0.579040402,0.988030617
3869,ENSG00000120725,85.32243843,0.101576763,0.158832372,0.639521789,0.522483544,0.980069924
3870,ENSG00000015479,219.8427369,0.080171879,0.13510942,0.593384825,0.552923642,0.983298796
3871,ENSG00000120727,206.2188811,-0.136665945,0.095067116,-1.437573269,0.15055517,0.974955382
3872,ENSG00000170482,54.19019774,-0.219887532,0.217645963,-1.010299151,0.312351988,0.974955382
3873,ENSG00000170476,42.82613348,-0.318302519,0.307768841,-1.03422594,0.30103055,0.974955382
3874,ENSG00000228672,32.70870824,0.270351048,0.321255334,0.841545709,0.400042289,0.976993107
3875,ENSG00000170469,10.36027912,0.331218759,0.431796119,0.767072108,0.443038644,0.976993107
3876,ENSG00000170464,22.78911469,0.107136468,0.276633116,0.38728721,0.698543593,0.988030617
3877,ENSG00000184584,463.6045095,-0.01266289,0.106375134,-0.119039944,0.90524371,0.993543133
3878,ENSG00000131508,545.5022013,-0.136878698,0.066958084,-2.044244542,0.040929395,0.974955382
3879,ENSG00000171604,224.8904038,0.236007661,0.178402264,1.32289611,0.185869929,0.974955382
3880,ENSG00000185129,445.9648651,0.167398119,0.097119851,1.723624139,0.084775718,0.974955382
3881,ENSG00000182700,62.23956846,-0.007416979,0.19458924,-0.038116079,0.969595132,0.994712269
3882,ENSG00000120306,163.5369129,-0.277513313,0.230592372,-1.203480022,0.228790618,0.974955382
3883,ENSG00000113068,96.52586134,-0.204509331,0.163213903,-1.25301416,0.210200554,0.974955382
3884,ENSG00000113070,10.43236861,-0.38496789,0.482960055,-0.79710089,0.425392439,0.976993107
3885,ENSG00000113073,7.789984009,0.901009939,0.64768738,1.391118565,0.164189476,0.974955382
3886,ENSG00000131503,76.74902156,-0.005493281,0.156542919,-0.035091213,0.972007008,0.994712269
3887,ENSG00000254996,35.96998189,-0.061223626,0.197732804,-0.309628065,0.756843812,0.990228822
3888,ENSG00000213523,203.5172818,-0.112521272,0.12946617,-0.869117177,0.384783042,0.976993107
3889,ENSG00000243056,18.17578542,-0.065030634,0.333128855,-0.195211652,0.845227257,0.991650156
3890,ENSG00000113108,186.5824743,-0.105117969,0.129243966,-0.8133298,0.416028996,0.976993107
3891,ENSG00000176087,405.6576391,-0.134531971,0.082237018,-1.635905273,0.101859414,0.974955382
3892,ENSG00000170458,2210.222227,0.074793495,0.181926307,0.411119731,0.680984743,0.988030617
3893,ENSG00000131495,32.64738693,0.176539014,0.279321493,0.632028032,0.52736856,0.981663298
3894,ENSG00000113119,160.9630182,-0.055580916,0.132129437,-0.420655054,0.674006986,0.988030617
3895,ENSG00000113141,511.6517323,-0.079801724,0.088838107,-0.898282579,0.369034918,0.976993107
3896,ENSG00000120314,212.5118411,0.062206928,0.090602174,0.686594209,0.492338479,0.977749716
3897,ENSG00000170445,188.793993,-0.113815768,0.10123748,-1.124245359,0.260908951,0.974955382
3898,ENSG00000112855,135.7232735,0.200260673,0.12654545,1.582519739,0.11353097,0.974955382
3899,ENSG00000146007,464.3778369,-0.139243822,0.219728156,-0.63370951,0.526270417,0.981663298
3900,ENSG00000178913,381.766619,0.112539929,0.135291384,0.831833675,0.405502833,0.976993107
3901,ENSG00000253910,8.981896,0.080816353,0.506517265,0.159553008,0.873233199,0.991650156
3902,ENSG00000253485,8.808362567,-0.20788261,0.510359851,-0.407325556,0.683768895,0.988030617
3903,ENSG00000262209,8.327623898,0.466208715,0.516104889,0.903321641,0.366355214,0.976993107
3904,ENSG00000253731,11.24140411,0.468629059,0.504459559,0.928972502,0.352903337,0.974955382
3905,ENSG00000253537,7.871843618,-0.509905078,0.598423311,-0.852080908,0.394169188,0.976993107
3906,ENSG00000253767,5.377812279,0.480683867,0.608694048,0.789697005,0.429704741,0.976993107
3907,ENSG00000276547,7.727104594,0.26034452,0.591276513,0.440309253,0.65971314,0.988030617
3908,ENSG00000261934,7.041660252,0.886771302,0.686531984,1.291667865,0.196472191,0.974955382
3909,ENSG00000253305,9.850095955,-0.447559932,0.545922363,-0.819823407,0.412316785,0.976993107
