Elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8043,ENSG00000139546,58.87655907,-0.08633428,0.199626683,-0.432478656,0.665393562,NA
8044,ENSG00000170653,116.726525,0.160008548,0.143010564,1.118858241,0.26320062,NA
8045,ENSG00000135390,311.6263408,-0.108334556,0.098036348,-1.105044791,0.269140181,NA
8046,ENSG00000012822,863.2701519,0.043527568,0.100934641,0.43124509,0.666290171,0.729323337
8047,ENSG00000198353,6.760823446,-1.24981933,0.618822254,-2.019674181,0.043417195,NA
8048,ENSG00000123415,130.9135119,0.286759338,0.151382449,1.894270706,0.058189087,NA
8049,ENSG00000094916,467.2072669,-0.24310902,0.124693985,-1.949645116,0.051218432,NA
8050,ENSG00000135486,1879.502836,-0.115691643,0.081176687,-1.425183113,0.154104277,0.247140254
8051,ENSG00000123405,2655.555522,0.41165735,0.211778525,1.94381064,0.05191829,0.13085838
8052,ENSG00000111481,258.8787528,-0.068842699,0.092570824,-0.74367599,0.457072519,NA
8053,ENSG00000139572,12.96384295,0.206153272,0.52283773,0.394296855,0.693361885,NA
8054,ENSG00000161642,438.346209,0.090401242,0.154174316,0.586357343,0.557635404,NA
8055,ENSG00000161638,1350.241426,0.107858962,0.123617573,0.872521271,0.382924069,0.478377605
8056,ENSG00000170627,7.891781565,0.55755129,0.520544959,1.071091516,0.284128282,NA
8057,ENSG00000123338,1694.892013,0.122364202,0.076391155,1.601811122,0.109197383,0.197127003
8058,ENSG00000123360,70.47883448,-0.156829231,0.224029497,-0.700038313,0.483903378,NA
8059,ENSG00000135426,505.9080484,-0.355354114,0.138556439,-2.564688554,0.010326845,NA
8060,ENSG00000135424,11.68531841,-0.21262542,0.533806481,-0.398319294,0.69039484,NA
8061,ENSG00000258311,5.704765134,0.425382403,0.514341114,0.827043359,0.408212486,NA
8062,ENSG00000135441,18.60243465,0.195387032,0.300990776,0.649146244,0.516243854,NA
8063,ENSG00000135437,25.99184465,-0.591240408,0.274484492,-2.154002959,0.03123994,NA
8064,ENSG00000135404,584.0635158,0.185774271,0.143479308,1.294780924,0.195395814,NA
8065,ENSG00000135414,171.3011252,-0.261670142,0.127297755,-2.055575462,0.039823455,NA
8066,ENSG00000205323,20.50537173,0.394897134,0.339281316,1.16392243,0.244455449,NA
8067,ENSG00000257390,6.642034224,-1.501548336,0.634782216,-2.365454321,0.018007965,NA
8068,ENSG00000123353,36.4049515,-0.164625484,0.232849473,-0.707003892,0.479564059,NA
8069,ENSG00000135392,75.42862552,0.197204871,0.160832963,1.2261471,0.220143324,NA
8070,ENSG00000170473,84.95243545,0.061824242,0.158349562,0.390428881,0.696219435,NA
8071,ENSG00000065357,998.2844462,-0.341494928,0.128768801,-2.652000525,0.008001642,0.065069955
8072,ENSG00000185664,45.64002079,-0.364705257,0.305363847,-1.194330177,0.232348838,NA
8073,ENSG00000123374,19.66370125,-0.349749817,0.349709058,-1.000116552,0.317254107,NA
8074,ENSG00000111540,1055.296158,0.153356641,0.124446782,1.232307003,0.217834425,0.314791742
8075,ENSG00000139531,69.52673095,0.031459196,0.175022365,0.179743863,0.857353657,NA
8076,ENSG00000123411,53.76217935,0.292082165,0.206401675,1.415115284,0.157034698,NA
8077,ENSG00000197728,337.646249,-0.075215935,0.390413253,-0.192657228,0.847227423,NA
8078,ENSG00000065361,10.13702575,-0.732992605,0.515140695,-1.422897884,0.15476576,NA
8079,ENSG00000170515,153.3659221,0.405619755,0.214137767,1.89419998,0.058198471,NA
8080,ENSG00000229117,286.6912667,0.223841428,0.306029433,0.73143758,0.464511918,NA
8081,ENSG00000135482,122.8131507,0.010043528,0.140549594,0.071458959,0.943032487,NA
8082,ENSG00000139641,929.2209092,-0.064289299,0.118770981,-0.541287935,0.588309135,0.66213926
8083,ENSG00000196465,22.53805755,0.032156738,0.331723327,0.096938427,0.922775292,NA
8084,ENSG00000092841,429.9194227,0.346493615,0.150108802,2.30828312,0.020983395,NA
8085,ENSG00000139613,833.6333309,0.097382932,0.086476387,1.126121645,0.260114034,0.354215319
8086,ENSG00000181852,383.4935464,0.069846178,0.080574157,0.866855836,0.386021004,NA
8087,ENSG00000139579,48.60458899,0.222574972,0.214101701,1.03957592,0.298536969,NA
8088,ENSG00000139645,352.2923647,-0.192585077,0.112029979,-1.719049488,0.085605361,NA
8089,ENSG00000135469,24.45278669,-0.429852747,0.304229878,-1.41292088,0.157678989,NA
8090,ENSG00000062485,377.3104541,0.049131594,0.103917039,0.472796324,0.636358497,NA
8091,ENSG00000257727,13.70322655,-1.06524772,0.352043178,-3.025900757,0.002478937,NA
8092,ENSG00000135473,205.5353538,-0.366643451,0.14062705,-2.607204306,0.009128488,NA
8093,ENSG00000110944,20.59804255,-0.218989487,0.356156977,-0.614867884,0.538641974,NA
8094,ENSG00000170581,1131.933857,0.324892098,0.166769776,1.948147352,0.051397334,0.13049927
8095,ENSG00000111602,55.79430706,-0.403770988,0.196143345,-2.058550543,0.039537315,NA
8096,ENSG00000176422,43.76122083,-0.300270641,0.225481154,-1.331688419,0.182962596,NA
8097,ENSG00000135423,5.208981875,-0.072546389,0.669626991,-0.108338507,0.913727178,NA
8098,ENSG00000076067,101.1850274,0.250276192,0.204928573,1.221285,0.221978131,NA
8099,ENSG00000076108,1799.067472,0.106463216,0.096991538,1.097654681,0.272355306,0.367115361
8100,ENSG00000110955,1253.459684,0.28608693,0.112633684,2.539976665,0.011085987,0.075542454
8101,ENSG00000110958,827.121779,-0.017529786,0.0958924,-0.182806831,0.854949589,0.890056214
8102,ENSG00000196531,1694.386736,0.084482316,0.100608271,0.839715413,0.40106797,0.497797826
8103,ENSG00000198056,29.18693406,-0.096790938,0.282953411,-0.342073762,0.732295383,NA
8104,ENSG00000139547,8.346301105,-1.157065427,0.579195166,-1.997712506,0.045747838,NA
8105,ENSG00000166856,20.70134364,-0.580218216,0.34516157,-1.681004686,0.092762004,NA
8106,ENSG00000166860,119.19256,-0.411006113,0.149811514,-2.743488149,0.006079024,NA
8107,ENSG00000166866,5.844786436,-0.581107184,0.744434567,-0.780602098,0.435036558,NA
8108,ENSG00000166881,125.6639998,-0.241671956,0.138876643,-1.74019152,0.081825394,NA
8109,ENSG00000166886,106.1296432,-0.026979573,0.159366826,-0.169292276,0.865566751,NA
8110,ENSG00000166888,3104.511389,0.08114114,0.101171827,0.802013197,0.422545325,0.519221767
8111,ENSG00000123384,1858.449477,-0.128958675,0.186769472,-0.690469771,0.489898814,0.582071368
8112,ENSG00000182199,169.1777231,-0.240057514,0.14486045,-1.65716394,0.097486335,NA
8113,ENSG00000185633,7.604018516,-1.233129873,0.590047477,-2.089882459,0.03662836,NA
8114,ENSG00000185482,43.78900173,-0.136988019,0.269227197,-0.508819391,0.610878826,NA
8115,ENSG00000179912,274.7540313,-0.021441255,0.075889386,-0.282532986,0.777534857,NA
8116,ENSG00000111087,233.2698104,0.003717458,0.203666587,0.018252664,0.98543729,NA
8117,ENSG00000123329,1551.102133,0.204841301,0.124295077,1.648024255,0.099347694,0.186493922
8118,ENSG00000166986,565.6304703,0.079646091,0.084795766,0.939269674,0.347592304,NA
8119,ENSG00000175197,28.5383325,0.059234791,0.277257794,0.213645179,0.830823765,NA
8120,ENSG00000166987,789.1009065,0.104115635,0.145232146,0.716891115,0.473441285,0.566814427
8121,ENSG00000175203,298.9478934,0.117231459,0.091536434,1.280708176,0.200296187,NA
8122,ENSG00000155980,7.066406389,-1.303778308,0.676626726,-1.926879708,0.053994623,NA
8123,ENSG00000166908,148.6575051,0.099806516,0.127584155,0.782279872,0.434050113,NA
8124,ENSG00000178498,44.69390891,-0.80499667,0.235289853,-3.421297856,0.00062323,NA
8125,ENSG00000135506,846.0301846,0.204747591,0.111983944,1.828365606,0.0674947,0.148419467
8126,ENSG00000135439,494.2228295,0.093994005,0.086779255,1.083139102,0.278746685,NA
8127,ENSG00000135452,97.46855015,0.010861816,0.151098054,0.071885874,0.942692732,NA
8128,ENSG00000135446,57.75812886,-0.165225885,0.231874431,-0.71256621,0.476114227,NA
8129,ENSG00000139266,136.6850609,-0.47671893,0.135022613,-3.530659924,0.000414524,NA
8130,ENSG00000111012,5.915930129,-0.767473825,0.707280003,-1.08510607,0.277874679,NA
8131,ENSG00000037897,9.963830389,-0.721987055,0.468332908,-1.54161077,0.123168207,NA
8132,ENSG00000123427,12.9848359,-0.092666878,0.397277584,-0.233254735,0.815563605,NA
8133,ENSG00000123297,31.30977116,-0.376060895,0.225841927,-1.665150932,0.095882648,NA
8134,ENSG00000135407,182.5222196,0.056781279,0.178931683,0.317334962,0.750989452,NA
8135,ENSG00000175215,3224.693236,0.107296229,0.107845923,0.994902965,0.319783461,0.414459519
8136,ENSG00000166896,18.23563523,-0.07020279,0.351988312,-0.199446367,0.841913593,NA
8137,ENSG00000118596,305.7157523,-0.215461012,0.134650598,-1.600148941,0.109565546,NA
8138,ENSG00000198673,227.9945596,0.317598916,0.155704382,2.0397558,0.041374654,NA
8139,ENSG00000135655,2240.787292,0.295655689,0.116933581,2.528407043,0.011458142,0.075548992
8140,ENSG00000061987,807.7973714,0.146099503,0.082125978,1.778968197,0.075244976,0.157048836
8141,ENSG00000111110,47.58431735,-0.000824643,0.267441772,-0.003083449,0.997539767,NA
8142,ENSG00000166148,13.29044398,-0.557535271,0.587058251,-0.949710306,0.342259472,NA
8143,ENSG00000177990,9.973179048,-0.747891713,0.462191207,-1.618143535,0.105631668,NA
8144,ENSG00000118600,39.43693253,-0.19461024,0.278246103,-0.699417665,0.484291051,NA
8145,ENSG00000196935,25.74254602,-0.995411306,0.349087955,-2.851462769,0.004351858,NA
8146,ENSG00000174206,68.05120677,-0.590051856,0.207201312,-2.847722587,0.004403329,NA
8147,ENSG00000184575,247.4038156,-0.112325719,0.101192167,-1.110023849,0.26698875,NA
8148,ENSG00000183735,152.6617784,0.232550094,0.148127148,1.56993567,0.116430078,NA
8149,ENSG00000153179,1954.256736,0.214315818,0.119546698,1.792737247,0.073014948,0.154106825
8150,ENSG00000135677,1238.500024,0.39625867,0.131508647,3.013175767,0.002585291,0.048523513
8151,ENSG00000111490,38.19442618,0.389314433,0.258924824,1.503580952,0.132689299,NA
8152,ENSG00000174106,377.5039909,-0.116893569,0.079884918,-1.463274576,0.143392262,NA
8153,ENSG00000174099,34.44727033,-0.086132454,0.309762322,-0.278059816,0.780966442,NA
8154,ENSG00000139233,83.69102163,0.071116638,0.160950911,0.441852971,0.658595604,NA
8155,ENSG00000155957,243.9368825,0.004007653,0.128665135,0.03114793,0.975151565,NA
8156,ENSG00000090376,924.2535974,0.497844918,0.209535003,2.375951089,0.017503783,0.084523133
8157,ENSG00000127311,670.4606806,-0.019173285,0.086206033,-0.222412332,0.823992913,NA
8158,ENSG00000155974,60.09669011,-0.270487794,0.230367502,-1.174157777,0.240331835,NA
8159,ENSG00000111530,463.3168578,-0.048526527,0.105998384,-0.4578044,0.647092975,NA
8160,ENSG00000127334,778.2015237,-0.331392716,0.11480414,-2.886592036,0.003894388,0.052052308
8161,ENSG00000111537,10.13978068,-0.643607946,0.473406705,-1.359524357,0.17398049,NA
8162,ENSG00000111554,98.61714271,-0.099836271,0.151040227,-0.660991267,0.508617914,NA
8163,ENSG00000127314,977.0486796,-0.088534529,0.075482686,-1.172911751,0.240831197,0.336360641
8164,ENSG00000111581,118.4553095,-0.242039078,0.158367668,-1.528336444,0.126429026,NA
8165,ENSG00000175782,265.3783869,-0.00094069,0.180419446,-0.005213904,0.995839925,NA
8166,ENSG00000135679,909.644051,0.199676015,0.167917257,1.189133377,0.234387186,0.330403523
8167,ENSG00000135678,58.97345221,0.154353498,0.249153676,0.619511222,0.535579631,NA
8168,ENSG00000111605,664.8118551,-0.014345374,0.090835125,-0.157927612,0.87451384,NA
8169,ENSG00000090382,6747.536782,0.315031655,0.179461838,1.755424206,0.079186775,0.16232818
8170,ENSG00000127337,31.25649499,0.094906156,0.327140921,0.290107872,0.771733714,NA
8171,ENSG00000166225,168.6569038,-0.213106094,0.13551678,-1.572543958,0.115824453,NA
8172,ENSG00000166226,137.0628203,-0.160521461,0.183230369,-0.876063623,0.380995447,NA
8173,ENSG00000127328,109.2317933,0.223516761,0.150413925,1.486011097,0.137276186,NA
8174,ENSG00000111596,466.1344959,0.009690267,0.096327749,0.100596839,0.919870506,NA
8175,ENSG00000135643,9.619699382,-0.246317528,0.482743663,-0.510244976,0.609879846,NA
8176,ENSG00000127329,9.218050492,-0.513583324,0.678026318,-0.757468125,0.448769455,NA
8177,ENSG00000133858,653.5130647,0.131561945,0.093320988,1.409778741,0.158605026,NA
8178,ENSG00000173451,31.15804763,-0.158553795,0.252214598,-0.628646384,0.529580586,NA
8179,ENSG00000139291,90.83252812,-0.456208868,0.173578605,-2.628255185,0.008582411,NA
8180,ENSG00000080371,533.9148773,0.224749533,0.081324127,2.763626752,0.005716289,NA
8181,ENSG00000121749,278.8230104,-0.133057113,0.109915962,-1.21053494,0.226073692,NA
8182,ENSG00000253719,302.9436256,-0.127256968,0.092428451,-1.376815969,0.168569152,NA
8183,ENSG00000180881,20.97369069,-0.389889076,0.31865347,-1.223551953,0.221121294,NA
8184,ENSG00000173401,6.546605374,0.039448538,0.576360869,0.068444164,0.945432067,NA
8185,ENSG00000139278,586.1591212,0.228688674,0.116532445,1.962446383,0.049710537,NA
8186,ENSG00000111615,313.3609972,-0.028937653,0.1349965,-0.214358544,0.830267468,NA
8187,ENSG00000139289,17.8995653,-0.396694264,0.417938746,-0.949168431,0.342534955,NA
8188,ENSG00000187109,1053.982954,-0.206718362,0.108912926,-1.898014944,0.057694114,0.138284096
8189,ENSG00000179941,67.84976691,-0.279191104,0.206083349,-1.354748482,0.175497705,NA
8190,ENSG00000091039,1780.049869,0.085742571,0.130838343,0.655332139,0.512253932,0.601174799
8191,ENSG00000186908,405.0639859,0.107290405,0.117063601,0.916513796,0.359397475,NA
8192,ENSG00000175183,19.36276537,0.336025053,0.372111043,0.9030236,0.36651337,NA
8193,ENSG00000067798,20.07617542,0.571330936,0.576569405,0.990914417,0.321727372,NA
8194,ENSG00000177425,37.07438367,-0.383418879,0.330656796,-1.159567514,0.246224934,NA
8195,ENSG00000058272,1054.796439,0.170434452,0.109420888,1.557604354,0.119327066,0.209704242
8196,ENSG00000111052,229.9782858,0.505150573,0.23056039,2.190968595,0.028454065,NA
8197,ENSG00000111058,128.1435654,0.427412647,0.235431575,1.815443175,0.069455831,NA
8198,ENSG00000133773,47.19880576,-0.253533755,0.240014616,-1.056326314,0.290819158,NA
8199,ENSG00000127720,67.43929967,0.334009754,0.207739051,1.607833249,0.107871704,NA
8200,ENSG00000179104,109.1303531,0.115692602,0.14383205,0.804358988,0.421189679,NA
8201,ENSG00000133641,53.85643904,0.025747538,0.194852443,0.132138644,0.89487463,NA
8202,ENSG00000198707,97.12958372,-0.366745623,0.217925135,-1.682897312,0.092394972,NA
8203,ENSG00000139324,73.53377151,0.003204226,0.169546088,0.01889885,0.984921797,NA
8204,ENSG00000139318,546.7349571,0.171345754,0.143848571,1.191153676,0.233593261,NA
8205,ENSG00000139323,206.4812338,0.37176426,0.151457136,2.454583989,0.014104771,NA
8206,ENSG00000257594,8.756976502,-0.196415174,0.372498292,-0.527291477,0.597991192,NA
8207,ENSG00000070961,918.7933182,0.171331384,0.08720746,1.964641374,0.04945576,0.127439856
8208,ENSG00000133639,1387.079098,0.005957594,0.08651961,0.068858307,0.945102406,0.956756634
8209,ENSG00000102189,194.6092388,-0.174865497,0.144278563,-1.211999163,0.225512701,NA
8210,ENSG00000173598,775.1077118,0.699420513,0.282588027,2.475053595,0.013321618,NA
8211,ENSG00000177889,231.0055744,-0.274449226,0.107421083,-2.554891621,0.010622087,NA
8212,ENSG00000198015,196.3563866,-0.036550397,0.122964524,-0.297243433,0.766280665,NA
8213,ENSG00000120833,71.03485163,-0.361082407,0.217583491,-1.659511967,0.097012671,NA
8214,ENSG00000169372,67.88782778,0.050559739,0.188832276,0.267749453,0.788892181,NA
8215,ENSG00000136040,4179.380617,0.500759195,0.171131896,2.92615933,0.003431751,0.051225418
8216,ENSG00000173588,106.0377932,0.040966267,0.157831037,0.259557736,0.795204941,NA
8217,ENSG00000057704,649.1928599,0.465970626,0.19873129,2.344727022,0.019041015,NA
8218,ENSG00000184752,59.20512502,-0.203366045,0.203379241,-0.999935114,0.31734191,NA
8219,ENSG00000120798,102.6287236,-0.323406789,0.172572283,-1.874036685,0.060925369,NA
8220,ENSG00000180263,90.77214131,-0.037469759,0.159559647,-0.234832301,0.814338896,NA
8221,ENSG00000028203,167.888719,-0.159244039,0.148128757,-1.075037977,0.282357726,NA
8222,ENSG00000111142,134.4566514,0.055966861,0.16059348,0.348500207,0.727464558,NA
8223,ENSG00000136014,22.3971685,-0.625945419,0.443390853,-1.411723798,0.158031303,NA
8224,ENSG00000074527,9.830753132,-0.488702457,0.604769265,-0.808080842,0.419044046,NA
8225,ENSG00000139343,30.99605504,-0.536073852,0.230472023,-2.325982329,0.020019493,NA
8226,ENSG00000165972,6.642717078,-0.693388611,0.561303478,-1.235318571,0.216711965,NA
8227,ENSG00000139344,10.87381122,0.294573124,0.521691476,0.564650061,0.572311807,NA
8228,ENSG00000084110,628.9413115,0.538250999,0.211119066,2.549513926,0.01078732,NA
8229,ENSG00000111144,908.5368728,0.168895352,0.133888708,1.261460769,0.207142886,0.303153086
8230,ENSG00000111145,365.9049387,0.079222466,0.080244274,0.987266287,0.323512113,NA
8231,ENSG00000059758,592.7290159,0.18118985,0.075687801,2.393910889,0.016669798,NA
8232,ENSG00000188596,20.07218316,-0.379826992,0.454901314,-0.834965695,0.403737024,NA
8233,ENSG00000139350,121.8558989,-0.297748093,0.144289674,-2.063544021,0.03906097,NA
8234,ENSG00000120802,458.0971155,-0.049914878,0.111747493,-0.446675596,0.655109305,NA
8235,ENSG00000075415,711.7399434,0.040194832,0.063053369,0.637473178,0.523816676,NA
8236,ENSG00000166130,163.4690703,0.067562299,0.176576696,0.382622964,0.701999341,NA
8237,ENSG00000120868,1224.864453,0.256966858,0.141394202,1.817379028,0.069159097,0.149989709
8238,ENSG00000185046,11.76854302,-0.449652997,0.535190124,-0.840174318,0.400810656,NA
8239,ENSG00000111647,491.3387331,0.291761157,0.132375525,2.204041541,0.027521423,NA
8240,ENSG00000075089,44.28195258,-0.392598651,0.217279142,-1.806886051,0.070780048,NA
8241,ENSG00000136021,418.0886145,0.230782509,0.105473718,2.188057006,0.02866545,NA
8242,ENSG00000139354,13.97717135,-0.068674531,0.377366341,-0.181983722,0.8555955,NA
8243,ENSG00000120800,172.9672041,-0.325789047,0.181107259,-1.798873491,0.072038695,NA
8244,ENSG00000120805,95.86158366,-0.211122105,0.152388371,-1.385421368,0.165923661,NA
8245,ENSG00000111666,411.877409,0.23033721,0.211588169,1.088611007,0.276325461,NA
8246,ENSG00000139351,62.6761986,-0.098078038,0.206243637,-0.475544552,0.634398886,NA
8247,ENSG00000111670,497.2150051,-0.131377216,0.092027134,-1.427592173,0.153409278,NA
8248,ENSG00000136048,120.2203301,0.230022329,0.168449915,1.365523568,0.172088551,NA
8249,ENSG00000120860,105.5080897,-0.001774953,0.130985172,-0.013550791,0.989188364,NA
8250,ENSG00000075188,32.39322994,0.098860975,0.247994788,0.398641343,0.690157494,NA
8251,ENSG00000185480,14.26741826,-0.158386317,0.427818642,-0.370218362,0.711219796,NA
8252,ENSG00000179088,47.60263202,-0.271402299,0.308584015,-0.879508614,0.379125565,NA
8253,ENSG00000136011,11.36931632,-1.464464871,0.58172288,-2.517461355,0.011820394,NA
8254,ENSG00000111696,78.39989661,-0.298186902,0.190297144,-1.566954161,0.117125407,NA
8255,ENSG00000166598,575.2678322,0.096563088,0.119717516,0.806591141,0.41990208,NA
8256,ENSG00000204954,33.19233539,-0.304741546,0.305758331,-0.996674548,0.318922508,NA
8257,ENSG00000139372,121.4962185,-0.119515301,0.152759636,-0.782374874,0.433994296,NA
8258,ENSG00000111727,104.8074724,-0.249303326,0.149612086,-1.666331466,0.095647413,NA
8259,ENSG00000120837,60.56373945,-0.538731613,0.217977002,-2.471506662,0.013454504,NA
8260,ENSG00000198431,577.240153,0.180832256,0.113662743,1.59095454,0.111619807,NA
8261,ENSG00000255150,49.88663722,0.031395771,0.240185862,0.130714484,0.896001174,NA
8262,ENSG00000171310,1638.199157,0.204745137,0.119828432,1.708652397,0.087515357,0.174007414
8263,ENSG00000136052,11.47149658,-0.384262243,0.475212662,-0.808611121,0.418738866,NA
8264,ENSG00000151131,16.21970977,-0.620914612,0.386250401,-1.607544254,0.10793503,NA
8265,ENSG00000136010,14.52136802,-0.404771562,0.479914573,-0.843424194,0.398991245,NA
8266,ENSG00000136051,1060.740249,0.181711432,0.09850624,1.844669263,0.065085665,0.144894762
8267,ENSG00000136044,561.2665249,0.214206627,0.087407361,2.450670339,0.014259048,NA
8268,ENSG00000235162,67.83866628,0.345189085,0.201513862,1.712979354,0.086716338,NA
8269,ENSG00000074590,8.048472321,-0.65702525,0.733608233,-0.895607793,0.370462272,NA
8270,ENSG00000136026,454.7810277,0.375461642,0.202448061,1.854607253,0.063652332,NA
8271,ENSG00000166046,1779.401627,0.352047644,0.169378794,2.078463525,0.037666687,0.112503445
8272,ENSG00000013503,74.084887,-0.131103235,0.188675698,-0.694860209,0.487142911,NA
8273,ENSG00000111785,98.30052826,-0.036867861,0.154876518,-0.238046811,0.811844788,NA
8274,ENSG00000151135,101.230723,-0.214527605,0.207681847,-1.032962716,0.301621347,NA
8275,ENSG00000120832,37.30573583,0.150877975,0.271049725,0.556643157,0.577771262,NA
8276,ENSG00000008405,63.1595957,-0.161116145,0.199385382,-0.80806398,0.419053752,NA
8277,ENSG00000151136,229.224498,-0.013875475,0.169826745,-0.08170371,0.934882328,NA
8278,ENSG00000136045,142.8637366,0.002931704,0.154917499,0.018924289,0.984901503,NA
8279,ENSG00000110851,209.9101383,-0.139988934,0.10005041,-1.399184008,0.161757811,NA
8280,ENSG00000174600,124.877935,0.02838057,0.231930523,0.122366688,0.902608619,NA
8281,ENSG00000198855,76.12765678,0.159151574,0.198081875,0.803463587,0.421706835,NA
8282,ENSG00000075856,421.9904001,-0.01489293,0.088301582,-0.168659831,0.866064216,NA
8283,ENSG00000136003,407.4317383,0.12463669,0.116810389,1.067000042,0.285971817,NA
8284,ENSG00000183160,10.73227138,0.379709124,0.632150038,0.600662977,0.548064483,NA
8285,ENSG00000110876,3720.132031,0.255070046,0.126230648,2.020666529,0.043314297,0.121223779
8286,ENSG00000110880,875.9897865,0.215852452,0.139786526,1.544157781,0.122550114,0.213603569
8287,ENSG00000084112,688.4675845,0.209057626,0.10680632,1.957352579,0.05030603,NA
8288,ENSG00000135093,62.67283439,-0.137278416,0.18487056,-0.742565046,0.457745058,NA
8289,ENSG00000189046,22.20385987,-0.431517973,0.281999067,-1.53021064,0.125964598,NA
8290,ENSG00000076248,52.22026038,-0.364786864,0.194029905,-1.88005485,0.060100603,NA
8291,ENSG00000076555,208.8748069,-0.085469536,0.143139079,-0.597108331,0.550435056,NA
8292,ENSG00000174527,16.57685638,-0.423189215,0.410651101,-1.030532278,0.302760208,NA
8293,ENSG00000110906,291.7761311,-0.009634264,0.106763422,-0.090239371,0.928096999,NA
8294,ENSG00000151148,576.1699392,0.00207732,0.08579239,0.024213339,0.980682438,NA
8295,ENSG00000139428,46.61246683,0.074824206,0.261292942,0.286361374,0.774601355,NA
8296,ENSG00000110921,63.19813283,-0.362486708,0.1976867,-1.833642358,0.0667071,NA
8297,ENSG00000139438,6.155430805,-0.069505018,0.607322023,-0.114445082,0.908884979,NA
8298,ENSG00000111199,9.98342306,0.185567076,0.53834547,0.344698872,0.730320766,NA
8299,ENSG00000139433,240.3265756,-0.071432349,0.116467535,-0.613324127,0.539662043,NA
8300,ENSG00000139437,314.4638739,-0.050687198,0.092098154,-0.550360625,0.58207205,NA
8301,ENSG00000139436,760.8326989,0.274875349,0.100130485,2.745171448,0.006047929,NA
8302,ENSG00000076513,1273.413522,0.263500912,0.117584776,2.240944114,0.025029695,0.0952565
8303,ENSG00000174456,115.4812081,-0.13375216,0.14353191,-0.931863581,0.351407031,NA
8304,ENSG00000122970,9.591266751,-0.57936488,0.465540374,-1.24449975,0.213315691,NA
8305,ENSG00000174437,609.9285969,0.018131946,0.083796903,0.216379673,0.82869181,NA
8306,ENSG00000196510,168.16327,0.021227835,0.121578221,0.174602285,0.861392153,NA
8307,ENSG00000111229,398.1038551,0.22432156,0.108828215,2.061244511,0.039279719,NA
8308,ENSG00000111231,42.57012222,-0.062937813,0.227617223,-0.276507252,0.782158491,NA
8309,ENSG00000204856,56.23748787,0.084618043,0.194940852,0.434070348,0.664237357,NA
8310,ENSG00000111237,174.2272178,-0.177506535,0.135004666,-1.314817785,0.188571149,NA
8311,ENSG00000151164,33.53539222,-0.069975306,0.279358057,-0.250486085,0.802211465,NA
8312,ENSG00000196850,663.846318,-0.03279725,0.102205315,-0.320895738,0.748289404,NA
8313,ENSG00000204852,81.16952688,-0.235054791,0.20514384,-1.145804775,0.251875939,NA
8314,ENSG00000122986,304.6787167,-0.011897183,0.13701604,-0.086830583,0.930806178,NA
8315,ENSG00000186298,468.8983893,-0.166546013,0.076371202,-2.180743639,0.029202383,NA
8316,ENSG00000111249,19.02438975,-0.139646299,0.434914128,-0.321089361,0.748142673,NA
8317,ENSG00000198324,82.17156559,0.045895537,0.160467133,0.28601207,0.774868877,NA
8318,ENSG00000111252,1647.338946,0.127951041,0.100130439,1.277843606,0.201304576,0.296876894
8319,ENSG00000204842,464.6236326,0.089699288,0.075279714,1.191546599,0.233439075,NA
8320,ENSG00000089234,252.7138919,0.25738806,0.114272703,2.252401948,0.024296883,NA
8321,ENSG00000111271,229.2725447,-0.041788798,0.104408485,-0.400243309,0.688977318,NA
8322,ENSG00000111275,212.1750087,0.127958708,0.196733663,0.650415927,0.515423592,NA
8323,ENSG00000089022,259.7219154,-0.01138342,0.10333149,-0.110164096,0.912279236,NA
8324,ENSG00000198270,110.316339,-0.392573997,0.165857064,-2.366941679,0.017935759,NA
8325,ENSG00000089248,444.0629222,-0.055685045,0.083232479,-0.669030239,0.503476188,NA
8326,ENSG00000111300,196.2556248,-0.094994738,0.134284673,-0.707413113,0.47930979,NA
8327,ENSG00000135148,633.0750072,0.36014446,0.128420567,2.804414192,0.00504081,NA
8328,ENSG00000173064,1326.782035,0.142791215,0.120291249,1.187045744,0.235209578,0.331291922
8329,ENSG00000089009,786.8196393,-0.222838259,0.216522014,-1.029171376,0.30339915,0.398846082
8330,ENSG00000179295,409.175863,-0.117266066,0.072249113,-1.623079658,0.104572377,NA
8331,ENSG00000089169,55.04211662,0.777386866,0.51279517,1.515979306,0.129524585,NA
8332,ENSG00000089127,396.2786144,0.749373804,0.321323544,2.332147206,0.019692948,NA
8333,ENSG00000111331,1531.698593,0.952357207,0.443790644,2.145960534,0.031876128,0.104930798
8334,ENSG00000111335,862.8577802,0.643380443,0.297968551,2.159222643,0.030832898,0.103934065
8335,ENSG00000135144,79.5111309,-0.478515464,0.282194134,-1.695696003,0.089943466,NA
8336,ENSG00000123064,321.2525628,-0.182918529,0.113900727,-1.605946985,0.108285559,NA
8337,ENSG00000139405,41.43097951,-0.014366979,0.223780327,-0.064201261,0.948809973,NA
8338,ENSG00000166578,7.300157461,0.218895502,0.564783724,0.387574027,0.698331293,NA
8339,ENSG00000186815,512.3678436,-0.177543105,0.103125131,-1.721627911,0.085136944,NA
8340,ENSG00000089060,544.0855061,-0.017401759,0.083464801,-0.208492186,0.834844683,NA
8341,ENSG00000151176,267.0092024,0.226625058,0.168683218,1.343494987,0.179111748,NA
8342,ENSG00000135094,10.97360313,-0.267568802,0.511581775,-0.523022545,0.600958565,NA
