Elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
306,ENSG00000160055,61.61276713,0.221214048,0.173277454,1.276646456,0.201727093,NA
307,ENSG00000084623,213.7952437,0.069989548,0.12069535,0.579886037,0.561991473,NA
308,ENSG00000182866,888.8821189,-0.286427276,0.142980625,-2.003259362,0.045149457,0.123427332
309,ENSG00000116478,608.5327005,0.00077103,0.071837906,0.010732912,0.991436539,NA
310,ENSG00000175130,266.1262403,-0.006017661,0.163824529,-0.036732357,0.970698409,NA
311,ENSG00000162526,7.539463205,-1.314982613,0.473231528,-2.778729933,0.005457188,NA
312,ENSG00000225828,43.5373055,-0.203192715,0.219740856,-0.92469247,0.355125898,NA
313,ENSG00000160058,610.1565439,0.137593491,0.076578508,1.796763804,0.072373125,NA
314,ENSG00000176261,83.03701645,-0.050097019,0.163052525,-0.307244667,0.758657149,NA
315,ENSG00000162521,540.2218681,-0.101427362,0.077637206,-1.306427253,0.191407303,NA
316,ENSG00000162522,31.2948759,0.029495081,0.327552825,0.090046793,0.92825003,NA
317,ENSG00000134684,266.0235538,0.006304901,0.116136947,0.0542885,0.956705312,NA
318,ENSG00000116497,343.1642719,-0.041310583,0.090422164,-0.456863467,0.647769184,NA
319,ENSG00000160097,21.90408037,-0.253999501,0.290994635,-0.872866612,0.382735787,NA
320,ENSG00000116514,1131.285105,0.293402873,0.14862857,1.974067795,0.048374035,0.126377577
321,ENSG00000004455,409.2392373,-0.090663602,0.088150768,-1.028506093,0.303711826,NA
322,ENSG00000142920,45.26435851,-0.080382657,0.274597005,-0.292729547,0.769728884,NA
323,ENSG00000116525,232.3681249,0.079713545,0.11184836,0.712693011,0.476035742,NA
324,ENSG00000160094,247.937097,0.00167798,0.118035205,0.014215926,0.988657714,NA
325,ENSG00000184389,14.30306971,-0.251121861,0.496353243,-0.505933757,0.612903153,NA
326,ENSG00000134686,1738.226747,0.521636187,0.23577138,2.212466104,0.026934476,0.097757971
327,ENSG00000121903,24.31043425,-0.329967645,0.303006578,-1.088978487,0.276163373,NA
328,ENSG00000163866,221.6316402,0.055361158,0.105096483,0.526765086,0.598356731,NA
329,ENSG00000188910,5.602002781,0.057325674,0.71179367,0.080536925,0.935810229,NA
330,ENSG00000187513,7.979283428,-1.153934466,0.62738317,-1.839281832,0.065873744,NA
331,ENSG00000116544,18.00943622,-0.341107581,0.358601834,-0.951215385,0.34149505,NA
332,ENSG00000163867,92.13705132,0.123383736,0.17607565,0.700742753,0.48346357,NA
333,ENSG00000197056,80.97327311,-0.052426775,0.191186148,-0.274218478,0.783916729,NA
334,ENSG00000116560,1942.783398,-0.078142744,0.053879718,-1.450318372,0.146969758,0.237688427
335,ENSG00000146463,217.4194105,-0.099961821,0.129819589,-0.770005676,0.441296526,NA
336,ENSG00000142687,808.2061453,0.204672,0.11891591,1.721148993,0.085223791,0.170825829
337,ENSG00000020129,169.6566662,0.133890854,0.126641023,1.057247099,0.290398829,NA
338,ENSG00000116819,34.9002109,-0.302584301,0.259694674,-1.165154049,0.243956642,NA
339,ENSG00000126067,199.1920912,-0.117452955,0.103114021,-1.139059013,0.254678541,NA
340,ENSG00000142686,47.57034009,-0.393636694,0.194424808,-2.024621748,0.042906219,NA
341,ENSG00000092853,13.49933202,0.316757967,0.493882482,0.641363033,0.521286845,NA
342,ENSG00000134698,1403.079398,0.260749724,0.138676265,1.880276514,0.060070402,0.139595124
343,ENSG00000092847,725.129151,0.081797556,0.09052431,0.90359767,0.366208777,NA
344,ENSG00000126070,521.9047343,-0.083777235,0.076002325,-1.10229832,0.270332,NA
345,ENSG00000116863,147.6714841,0.056696012,0.134697075,0.420914943,0.673817193,NA
346,ENSG00000171812,24.33861866,0.314652939,0.325815817,0.965738685,0.334174957,NA
347,ENSG00000054116,156.0805264,-0.053745582,0.113332696,-0.474228388,0.635337052,NA
348,ENSG00000116871,1967.409677,0.093630302,0.1150335,0.813939436,0.415679647,0.511514427
349,ENSG00000054118,1227.955701,0.162837458,0.086526692,1.881933253,0.059845079,0.139595124
350,ENSG00000214193,38.76498562,0.070535018,0.317209124,0.222361252,0.824032673,NA
351,ENSG00000142694,19.46465316,-0.059639861,0.296901473,-0.200874251,0.840796902,NA
352,ENSG00000196182,1898.918063,0.282594533,0.139594601,2.024394427,0.042929585,0.120658403
353,ENSG00000181817,212.9555793,-0.113649435,0.124302983,-0.914293707,0.360562536,NA
354,ENSG00000116885,17.83682774,-0.16401642,0.445436172,-0.368215314,0.712712692,NA
355,ENSG00000116898,70.79116965,-0.14566756,0.145247568,-1.002891565,0.315913183,NA
356,ENSG00000119535,16616.50488,0.286052216,0.180199966,1.587415478,0.112418576,0.201256101
357,ENSG00000163874,290.2577387,-0.160591048,0.122892916,-1.306755948,0.191295611,NA
358,ENSG00000163875,201.8991718,-0.066280185,0.114918821,-0.576756572,0.564103911,NA
359,ENSG00000163877,186.870297,-0.010763659,0.113639988,-0.094717177,0.924539474,NA
360,ENSG00000163879,7.388791162,-0.060878708,0.524551321,-0.116058631,0.907606075,NA
361,ENSG00000134697,123.243745,-0.207713166,0.165658894,-1.253860632,0.209892666,NA
362,ENSG00000116922,63.39832932,-0.303753358,0.201918964,-1.504332984,0.13249565,NA
363,ENSG00000134690,11.0030057,-0.702125554,0.440613731,-1.593517188,0.111044216,NA
364,ENSG00000185090,10.44506387,-0.97245479,0.492079841,-1.97621343,0.04813061,NA
365,ENSG00000196449,35.49598712,0.056511474,0.228000721,0.247856557,0.804245394,NA
366,ENSG00000197982,45.76690691,0.178290474,0.193057607,0.923509188,0.355741914,NA
367,ENSG00000188786,520.8061278,0.287588088,0.136806866,2.102146604,0.035540436,NA
368,ENSG00000204084,265.9115265,0.009713624,0.133569881,0.072723161,0.942026418,NA
369,ENSG00000183431,296.7015936,-0.126536713,0.110675245,-1.143315406,0.252907661,NA
370,ENSG00000183386,282.78755,0.415206567,0.224196475,1.851976336,0.064029221,NA
371,ENSG00000183520,63.40314218,0.297383368,0.196626176,1.512430208,0.130424455,NA
372,ENSG00000116954,64.72639044,0.313060694,0.196478006,1.593362532,0.111078886,NA
373,ENSG00000214114,50.96635629,-0.222293038,0.181856245,-1.222355816,0.2215731,NA
374,ENSG00000158315,5.8062041,-0.485815606,0.696723059,-0.697286532,0.485623495,NA
375,ENSG00000174574,453.0928852,0.056690063,0.083266054,0.680830434,0.49597879,NA
376,ENSG00000168653,58.53199709,0.052911635,0.250344662,0.211355157,0.832610146,NA
377,ENSG00000127603,3988.870028,-0.060466086,0.092222496,-0.655654406,0.512046511,0.601174799
378,ENSG00000090621,434.5230411,-0.022832771,0.116604998,-0.195812968,0.84475656,NA
379,ENSG00000116983,47.11419535,-0.661046662,0.312429882,-2.115824059,0.034359774,NA
380,ENSG00000084072,146.537569,-0.177935991,0.149576953,-1.189594971,0.234205624,NA
381,ENSG00000116985,46.09760309,-0.864543524,0.263520332,-3.280746943,0.001035326,NA
382,ENSG00000043514,61.30330814,-0.310147926,0.193171773,-1.605555105,0.108371696,NA
383,ENSG00000116990,172.164378,0.242592395,0.188452001,1.287290099,0.197993193,NA
384,ENSG00000168389,41.80190523,-0.123537296,0.287926895,-0.429057856,0.667881121,NA
385,ENSG00000131236,3556.24996,0.227235401,0.11814006,1.92344071,0.054424726,0.134753372
386,ENSG00000131238,1140.050212,0.109340322,0.141522903,0.772598068,0.439760288,0.533906153
387,ENSG00000117000,307.7063612,0.090100636,0.102584038,0.878310479,0.379775251,NA
388,ENSG00000084073,214.7867398,0.119216853,0.131471859,0.906786093,0.364519926,NA
389,ENSG00000049089,76.80697807,-0.15690832,0.291431094,-0.538406242,0.590296618,NA
390,ENSG00000084070,4103.230816,0.454028138,0.196490144,2.31069166,0.020849892,0.089778489
391,ENSG00000187801,20.76462647,-0.231811554,0.315994104,-0.733594554,0.463195881,NA
392,ENSG00000187815,44.08512226,-0.169961558,0.261070062,-0.651018953,0.515034252,NA
393,ENSG00000164002,22.71745827,-0.176779551,0.365836108,-0.483220619,0.628939097,NA
394,ENSG00000117010,23.70498066,0.007440962,0.328249937,0.022668586,0.981914634,NA
395,ENSG00000117016,33.60509968,-0.827166488,0.238536873,-3.467667187,0.000524997,NA
396,ENSG00000066136,532.1975549,0.22216576,0.096741152,2.296496939,0.021647484,NA
397,ENSG00000117013,8.264530484,-0.601539333,0.585274597,-1.027789923,0.304048657,NA
398,ENSG00000179862,33.34275236,-0.179952822,0.291656674,-0.617002243,0.537233246,NA
399,ENSG00000171793,107.012406,-0.271686346,0.152159822,-1.785532756,0.074174943,NA
400,ENSG00000171790,36.03500833,-0.15867177,0.25271937,-0.627857573,0.530097246,NA
401,ENSG00000010803,145.4196323,-0.307660108,0.13435379,-2.289925042,0.022025662,NA
402,ENSG00000127124,347.8468236,0.158536031,0.153898591,1.030133085,0.302947536,NA
403,ENSG00000198815,473.2162749,-0.040682224,0.086862523,-0.468351852,0.639532994,NA
404,ENSG00000127125,178.4736635,-0.221837044,0.123465202,-1.796757623,0.072374107,NA
405,ENSG00000186409,76.57643028,0.218350974,0.21036522,1.03796138,0.299288036,NA
406,ENSG00000171960,54.56364324,-0.261436186,0.184163644,-1.4195863,0.155728156,NA
407,ENSG00000065978,5794.754835,0.784561274,0.285124716,2.751642459,0.005929722,0.057822774
408,ENSG00000117385,164.3443822,-0.144045815,0.112746846,-1.277603947,0.201389108,NA
409,ENSG00000164008,52.09646166,-0.405429165,0.204792698,-1.979705181,0.047736666,NA
410,ENSG00000177868,25.42829813,0.353880763,0.304123623,1.163608272,0.244582797,NA
411,ENSG00000164010,81.81403218,0.442145887,0.204769626,2.159235706,0.030831885,NA
412,ENSG00000164011,55.52916401,0.109943845,0.196852631,0.558508382,0.576497283,NA
413,ENSG00000117394,801.1318832,0.661171329,0.216348578,3.056046569,0.002242764,0.047846692
414,ENSG00000117395,42.93222019,-0.097318141,0.230629302,-0.42196781,0.673048514,NA
415,ENSG00000066056,11.85463657,-1.228971647,0.630151043,-1.950281065,0.051142628,NA
416,ENSG00000117400,38.0619899,-0.098533227,0.295821101,-0.333083836,0.739071,NA
417,ENSG00000117399,21.14172917,-0.190375801,0.364346117,-0.5225136,0.601312779,NA
418,ENSG00000066322,346.3200062,0.149543673,0.108929604,1.372846936,0.169799936,NA
419,ENSG00000159479,81.86213359,0.267714388,0.145555493,1.839259947,0.065876961,NA
420,ENSG00000198198,930.6247302,-0.091102509,0.075173323,-1.211899458,0.22555087,0.320880452
421,ENSG00000178922,16.15522159,-0.683405367,0.352421664,-1.939169572,0.052480693,NA
422,ENSG00000142949,49.05265967,0.251929733,0.460167361,0.547474146,0.584053028,NA
423,ENSG00000066135,358.070631,0.122728657,0.085325464,1.438359093,0.150332193,NA
424,ENSG00000126091,89.55877706,-0.240078184,0.179306478,-1.338926437,0.180594622,NA
425,ENSG00000117408,153.8327607,0.021273434,0.134283118,0.158422254,0.874124079,NA
426,ENSG00000132768,76.84634025,-0.072955725,0.186038662,-0.392153566,0.694944751,NA
427,ENSG00000117410,935.4126648,0.20441505,0.138048183,1.480751466,0.138672814,0.230098105
428,ENSG00000117411,16.61159768,-0.156902894,0.36312786,-0.432087182,0.66567805,NA
429,ENSG00000159214,14.13390562,-0.547701554,0.466136202,-1.174981801,0.240001997,NA
430,ENSG00000196517,169.3820884,0.630390055,0.401054876,1.571829922,0.11599,NA
431,ENSG00000178028,207.3956379,-0.190049189,0.116625475,-1.6295684,0.103192748,NA
432,ENSG00000117419,127.9379558,-0.303841536,0.171130881,-1.775492153,0.07581666,NA
433,ENSG00000187147,290.0188241,-0.090704534,0.080549903,-1.126066335,0.260137442,NA
434,ENSG00000126106,25.45028382,-0.005799743,0.274057014,-0.021162542,0.983115994,NA
435,ENSG00000198520,82.79829901,-0.468642216,0.185859552,-2.521485767,0.01168604,NA
436,ENSG00000142945,16.67369542,-0.334588943,0.321999366,-1.039098143,0.298759095,NA
437,ENSG00000142937,852.0649429,-0.220582951,0.188113667,-1.172604601,0.240954404,0.336360641
438,ENSG00000142959,7.368052592,0.188957509,0.557663209,0.33883804,0.734731743,NA
439,ENSG00000173846,238.8724463,0.017822195,0.14076418,0.126610301,0.899248843,NA
440,ENSG00000188396,23.04878009,-0.165550065,0.357659681,-0.462870361,0.643457294,NA
441,ENSG00000222009,59.61753453,-0.126429755,0.213082455,-0.593337237,0.552955483,NA
442,ENSG00000117425,16.13420905,-0.586793002,0.402496155,-1.45788474,0.144872316,NA
443,ENSG00000070785,72.3059716,-0.110133875,0.186284529,-0.591213214,0.55437757,NA
444,ENSG00000126107,354.8057249,0.164394514,0.137992785,1.191326881,0.233525285,NA
445,ENSG00000126088,124.575641,0.221575606,0.165148547,1.34167457,0.179701536,NA
446,ENSG00000162415,33.05025363,-0.093361619,0.300219689,-0.310977669,0.755817598,NA
447,ENSG00000186603,7.463885984,-0.69560338,0.558857575,-1.244688113,0.213246417,NA
448,ENSG00000132781,66.24315398,-0.39472583,0.206795009,-1.908778316,0.056290695,NA
449,ENSG00000132773,52.74864631,-0.126970252,0.16636034,-0.763224284,0.445329649,NA
450,ENSG00000070759,128.9991871,0.097920323,0.135784886,0.72114302,0.470821525,NA
451,ENSG00000280670,17.46318913,0.127660025,0.442965625,0.288193975,0.77319826,NA
452,ENSG00000132763,36.07033888,-0.414667912,0.255255075,-1.624523672,0.104264093,NA
453,ENSG00000117450,121.8045475,0.283737341,0.152169631,1.864612139,0.06223579,NA
454,ENSG00000117448,159.6340622,-0.219141091,0.141191666,-1.552082334,0.120642524,NA
455,ENSG00000132780,296.6216134,0.048370985,0.102819437,0.470445923,0.638036461,NA
456,ENSG00000159588,89.87066712,0.110725816,0.181880574,0.60878308,0.54266823,NA
457,ENSG00000159592,895.7910156,0.153439189,0.069414679,2.210471792,0.027072436,0.097846708
458,ENSG00000159596,72.27418008,-0.236681993,0.164113293,-1.442186609,0.149249737,NA
459,ENSG00000197429,70.57092842,-0.147957725,0.183403044,-0.806735384,0.419818953,NA
460,ENSG00000086015,125.0142276,0.057667105,0.154436501,0.373403338,0.708848276,NA
461,ENSG00000117461,15.40287536,-0.103223812,0.401935563,-0.256816818,0.797320187,NA
462,ENSG00000085998,95.18844652,-0.010975832,0.178087385,-0.061631721,0.950856116,NA
463,ENSG00000085999,9.448444439,-0.890699883,0.575393874,-1.54798291,0.121626411,NA
464,ENSG00000132128,239.9393443,-0.101469566,0.094229311,-1.076836552,0.281553293,NA
465,ENSG00000173660,84.81441426,0.17154689,0.175042534,0.980029744,0.327071437,NA
466,ENSG00000117481,164.9966683,-0.272641332,0.170360109,-1.600382473,0.109513761,NA
467,ENSG00000117480,74.01766246,-0.565307439,0.21841514,-2.588224608,0.009647205,NA
468,ENSG00000079277,657.1912375,0.357415207,0.158849104,2.250029735,0.024447058,NA
469,ENSG00000142961,329.8545629,0.066569453,0.100109873,0.664963921,0.50607357,NA
470,ENSG00000123472,127.5946528,0.019072876,0.177892589,0.107215683,0.914617874,NA
471,ENSG00000186118,8.257430177,-0.165638979,0.572137222,-0.289509182,0.772191754,NA
472,ENSG00000159658,823.4476233,0.027095578,0.070044183,0.386835514,0.698877983,0.758731514
473,ENSG00000162366,741.0702312,0.552493712,0.376735638,1.46652893,0.142504246,NA
474,ENSG00000162367,333.845802,0.378588564,0.287496399,1.316846284,0.187890155,NA
475,ENSG00000123473,203.8051928,0.631177957,0.332766856,1.896757277,0.05785998,NA
476,ENSG00000162368,384.9380104,-0.124454445,0.102351121,-1.215955859,0.224001737,NA
477,ENSG00000186564,29.82085251,0.058779224,0.322902081,0.182034206,0.855555882,NA
478,ENSG00000117834,38.19374958,0.371135067,0.299719669,1.238273977,0.215614489,NA
479,ENSG00000132122,68.17936411,0.369309211,0.23352353,1.581464666,0.113771832,NA
480,ENSG00000162373,17.87959223,-0.717020219,0.410043279,-1.748645216,0.080352365,NA
481,ENSG00000185104,193.6429082,-0.233981048,0.112320793,-2.083149902,0.037237562,NA
482,ENSG00000123080,23.49471594,-0.332244629,0.326410701,-1.017872967,0.30873833,NA
483,ENSG00000123091,996.3182131,0.419160685,0.288522117,1.452785281,0.14628338,0.237062993
484,ENSG00000085831,22.99558729,-0.439790679,0.345746395,-1.272003657,0.20337182,NA
485,ENSG00000085832,769.067394,0.174088061,0.083657732,2.080956024,0.037437931,NA
486,ENSG00000117859,382.9610431,0.08667213,0.097319871,0.890590271,0.37314902,NA
487,ENSG00000078618,1053.930431,0.344794696,0.11490674,3.000648139,0.002694057,0.048523513
488,ENSG00000117862,200.8726926,0.259744175,0.117975252,2.201683578,0.027687668,NA
489,ENSG00000198841,40.89493598,-0.032737044,0.204159547,-0.160350296,0.872605141,NA
490,ENSG00000134717,166.9549229,-0.174388546,0.137529254,-1.268010554,0.204794182,NA
491,ENSG00000157077,39.1788963,-0.457107404,0.286580257,-1.595041504,0.110702955,NA
492,ENSG00000154222,385.792078,-0.205359759,0.096202844,-2.134653727,0.032789305,NA
493,ENSG00000085840,10.75297562,-0.215826146,0.429104644,-0.502968562,0.614986376,NA
494,ENSG00000134748,309.0252306,0.099147375,0.082844669,1.196786425,0.231389811,NA
495,ENSG00000134744,520.5845426,-0.25652769,0.103245008,-2.484649812,0.012967893,NA
496,ENSG00000116157,60.69135623,-0.396756139,0.219431726,-1.808107448,0.070589779,NA
497,ENSG00000182183,213.3638419,-0.395207321,0.164185139,-2.407083387,0.016080498,NA
498,ENSG00000162377,66.26884187,-0.083640562,0.191095367,-0.43769016,0.661610903,NA
499,ENSG00000162378,323.1348869,0.071761482,0.107761991,0.665925723,0.505458578,NA
500,ENSG00000121310,250.8709015,-0.382165932,0.144649497,-2.642013555,0.008241476,NA
501,ENSG00000116171,205.7704373,-0.111602532,0.128339935,-0.869585387,0.384527027,NA
502,ENSG00000162383,13.78228781,-1.110911433,0.607195136,-1.829578941,0.067312925,NA
503,ENSG00000157184,52.63318668,-0.18919997,0.185121689,-1.022030276,0.306766571,NA
504,ENSG00000162384,106.5357531,-0.211500615,0.167607369,-1.261881356,0.206991482,NA
505,ENSG00000162385,58.85956877,0.022640939,0.215203528,0.1052071,0.916211477,NA
506,ENSG00000157193,76.97267451,-0.05695416,0.167442671,-0.340141255,0.733750155,NA
507,ENSG00000058804,91.76057326,-0.127040822,0.163523115,-0.776898249,0.437218805,NA
508,ENSG00000058799,174.4414122,0.068640392,0.171213267,0.400905801,0.688489478,NA
509,ENSG00000211452,20.77238857,-0.637139411,0.337020808,-1.89050467,0.058690497,NA
510,ENSG00000081870,57.45604671,0.099387735,0.216089093,0.459938692,0.645560227,NA
511,ENSG00000116212,37.33338828,2.27E-05,0.256988767,8.82E-05,0.999929624,NA
512,ENSG00000116209,523.9828477,0.173010351,0.091258457,1.895828148,0.057982773,NA
513,ENSG00000116205,176.7787456,0.18398615,0.112834561,1.630583293,0.102978277,NA
514,ENSG00000215883,32.02705363,-0.199582982,0.271380843,-0.735435043,0.462074587,NA
515,ENSG00000116221,161.8649741,0.223843858,0.129540034,1.7279898,0.083990053,NA
516,ENSG00000157216,625.4401124,0.227723365,0.158712148,1.434820003,0.151338396,NA
517,ENSG00000162390,32.40789309,0.212693004,0.38781906,0.548433602,0.583394209,NA
518,ENSG00000243725,9.044673287,-0.080123106,0.495870727,-0.161580633,0.87163611,NA
519,ENSG00000162396,28.30862966,-0.093911763,0.270684727,-0.346941493,0.728635273,NA
520,ENSG00000006555,150.5792076,-0.031510041,0.152743229,-0.20629419,0.836561116,NA
521,ENSG00000162398,16.08025328,-0.251672831,0.470737317,-0.534635396,0.592902003,NA
522,ENSG00000116133,53.48308931,0.042388039,0.26149444,0.162099197,0.871227738,NA
523,ENSG00000162399,6.843458554,-0.251461851,0.72206976,-0.348251464,0.727651341,NA
524,ENSG00000162402,1075.374859,-0.002268403,0.078963413,-0.028727266,0.97708211,0.982209655
525,ENSG00000162407,10.07723415,-0.995662836,0.638891959,-1.558421297,0.119133411,NA
526,ENSG00000173406,8.816442763,-0.673661939,0.53705218,-1.254369619,0.20970769,NA
