,yes.vs.no,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
13154,ENSG00000147168,983.4979772,0.006302516,0.077638741,0.081177464,0.935300821,0.96720089
13155,ENSG00000184634,723.2745462,0.048985837,0.098375373,0.497948174,0.618520571,0.782095235
13156,ENSG00000196338,85.90739738,-0.167244232,0.144644951,-1.156239678,0.247583134,0.45074568
13157,ENSG00000147130,141.695235,-0.426380303,0.128927431,-3.307134098,0.000942558,0.010847152
13158,ENSG00000147140,954.2658118,-0.068489605,0.0608222,-1.126062604,0.260139021,0.465475028
13159,ENSG00000147166,6.65363174,0.589196913,0.540844902,1.089400882,0.275977143,NA
13160,ENSG00000147133,613.2559596,-0.051224969,0.066029295,-0.77579155,0.437872074,0.635544358
13161,ENSG00000147162,2982.714442,-0.070599923,0.055816279,-1.264862568,0.205920598,0.402366615
13162,ENSG00000147174,48.91663475,0.013742957,0.161707838,0.084986341,0.932272249,0.966049701
13163,ENSG00000186810,119.5261249,-0.286203753,0.15119717,-1.892917392,0.058368856,0.179171001
13164,ENSG00000204131,1968.137849,0.130419479,0.112636863,1.157875632,0.246914793,0.449983569
13165,ENSG00000242732,373.1481677,0.157496908,0.126673305,1.243331477,0.213745709,0.410545841
13166,ENSG00000102309,29.7720145,-0.191953847,0.24467181,-0.784536017,0.432725657,0.631197955
13167,ENSG00000186871,31.90889759,-0.24785257,0.23221337,-1.067348403,0.285814538,0.493968042
13168,ENSG00000198034,2436.172402,-0.169084093,0.096173032,-1.758123762,0.078726453,0.217662595
13169,ENSG00000147099,71.04379581,-0.285940061,0.150898847,-1.894912166,0.058104039,0.178660713
13170,ENSG00000186462,18.86397571,-0.395164733,0.338899516,-1.166023304,0.243605024,0.446013959
13171,ENSG00000204116,57.47342231,-0.250694723,0.193385937,-1.296344123,0.194856954,0.388574033
13172,ENSG00000131263,675.1018568,0.213077522,0.074980089,2.841788067,0.00448613,0.031274687
13173,ENSG00000050030,9.563079851,-0.301347666,0.445603845,-0.676268099,0.498870443,NA
13174,ENSG00000131269,92.23738014,-0.132922306,0.13935161,-0.953862715,0.340153139,0.547636445
13175,ENSG00000094841,67.47614152,0.116894898,0.155795432,0.750310174,0.453067916,0.648201636
13176,ENSG00000102383,8.401896281,-1.114689082,0.448565454,-2.485008756,0.012954825,NA
13177,ENSG00000102390,41.8323432,-0.542081354,0.200894339,-2.698340618,0.00696861,0.042440886
13178,ENSG00000198934,41.06091005,-0.224956997,0.248715988,-0.904473407,0.365744429,0.570726525
13179,ENSG00000085224,802.8834591,-0.034089266,0.066982036,-0.50893146,0.610800267,0.775989502
13180,ENSG00000102158,284.4707506,0.083574834,0.078809797,1.060462496,0.288934243,0.497179756
13181,ENSG00000131174,45.69767719,-0.087762977,0.190999599,-0.459492989,0.645880186,0.800007802
13182,ENSG00000165240,287.0209245,0.121846227,0.100878673,1.207849228,0.227105262,0.425501882
13183,ENSG00000226784,6.444290193,0.022195867,0.460315864,0.048218774,0.961541888,NA
13184,ENSG00000102144,1625.246743,0.29158224,0.083307542,3.500070149,0.000465136,0.00672844
13185,ENSG00000187325,81.61744353,-0.129753337,0.124464137,-1.042495773,0.297181884,0.505782635
13186,ENSG00000173198,145.194584,-0.140131195,0.119345714,-1.174161937,0.240330169,0.44245868
13187,ENSG00000078589,158.1797918,-0.35906097,0.155809889,-2.30448127,0.021195643,0.090716199
13188,ENSG00000147138,110.1236157,-0.362194993,0.183551031,-1.973265912,0.048465275,0.158324918
13189,ENSG00000078596,126.9787782,-0.050811475,0.180471205,-0.281548932,0.778289403,0.88619313
13190,ENSG00000165288,702.9140445,0.107519855,0.088632988,1.213090726,0.225095135,0.423497157
13191,ENSG00000131171,589.3683286,0.107985937,0.089476526,1.206863318,0.227484787,0.426023105
13192,ENSG00000165259,15.85435873,-0.047242889,0.325849306,-0.144983857,0.884723617,0.941960819
13193,ENSG00000155008,55.83713164,0.038759532,0.154526545,0.250827662,0.801947354,0.898708305
13194,ENSG00000147180,6.481286035,-0.465885726,0.491193758,-0.948476479,0.342886941,NA
13195,ENSG00000188419,117.8932994,-0.169254994,0.116144588,-1.457278344,0.145039562,0.321847994
13196,ENSG00000186310,10.83797413,-0.725252241,0.396242419,-1.830324588,0.067201417,0.195708028
13197,ENSG00000147202,218.6545246,-0.026526156,0.111310041,-0.238308743,0.811641641,0.903695045
13198,ENSG00000204086,6.406838119,-0.357173676,0.44311751,-0.806047307,0.420215573,NA
13199,ENSG00000102362,21.99802244,0.746949717,0.349252056,2.138712442,0.032458964,0.121557279
13200,ENSG00000101811,51.43842442,-0.294819165,0.156735686,-1.880995781,0.059972493,0.182404883
13201,ENSG00000182489,14.0785835,0.73290628,0.417091932,1.757181631,0.078886855,0.218058274
13202,ENSG00000174225,13.28329609,-0.491063808,0.365204931,-1.344625348,0.178746253,0.368185676
13203,ENSG00000188917,229.8698463,-0.336080644,0.09921128,-3.387524519,0.000705264,0.008860056
13204,ENSG00000102384,11.95474691,0.258710234,0.419687192,0.616435858,0.537606893,0.717093458
13205,ENSG00000126953,24.40325406,0.018067032,0.217515039,0.083061068,0.933802982,0.966299105
13206,ENSG00000010671,355.810801,0.050163084,0.095434996,0.525625674,0.599148315,0.767993668
13207,ENSG00000241343,17.57136638,-0.497197252,0.286434983,-1.735811904,0.082597099,0.224283575
13208,ENSG00000102393,63.43451316,0.030271681,0.177945579,0.170117632,0.864917627,0.932744724
13209,ENSG00000126945,248.2917091,0.284450179,0.124946904,2.276568432,0.02281201,0.09555891
13210,ENSG00000196440,40.99809984,-0.491754334,0.222098951,-2.214122726,0.026820338,0.106849311
13211,ENSG00000126947,8.348354067,-0.544888037,0.439423691,-1.240006054,0.214973155,NA
13212,ENSG00000198960,31.98055849,0.042212377,0.23840844,0.177059071,0.859461991,0.929389068
13213,ENSG00000102401,94.42006028,-0.156913522,0.112387102,-1.396187995,0.162657891,0.346379196
13214,ENSG00000184867,13.84509153,0.195546693,0.332705793,0.587746584,0.556702403,0.733478168
13215,ENSG00000166432,151.1394265,-0.156833779,0.14022673,-1.11842998,0.263383396,0.469084267
13216,ENSG00000125962,25.96795154,-0.313728284,0.23617704,-1.328360638,0.184058996,0.375309152
13217,ENSG00000198932,126.7265317,-0.512484655,0.189347737,-2.706579247,0.006798036,0.041826157
13218,ENSG00000158301,6.603361506,0.578143619,0.514144088,1.124477812,0.260810378,NA
13219,ENSG00000198908,12.67049439,0.343291308,0.352883248,0.972818373,0.330643579,0.538742729
13220,ENSG00000102409,39.05039467,-0.062396551,0.192368536,-0.324359444,0.74566592,0.866657396
13221,ENSG00000180964,24.21629817,0.048670352,0.274745186,0.177147241,0.859392736,0.929389068
13222,ENSG00000133134,11.86783954,-0.908115809,0.466598336,-1.946247423,0.051625026,0.164888947
13223,ENSG00000166681,53.09458571,0.079650487,0.234746363,0.339304456,0.734380386,0.859491492
13224,ENSG00000133142,19.2234868,-0.352640933,0.237166696,-1.486890608,0.137043705,0.310011908
13225,ENSG00000196507,21.10668268,-0.39289273,0.236131982,-1.663869193,0.096138573,0.246405298
13226,ENSG00000172465,7.098749067,0.31923809,0.454296292,0.702708993,0.482237122,NA
13227,ENSG00000123562,116.5927732,-0.176745532,0.123193609,-1.434697251,0.151373388,0.331298376
13228,ENSG00000269743,76.01921339,-0.010632025,0.12528107,-0.084865376,0.932368418,0.966049701
13229,ENSG00000166707,21.53539324,-0.192954417,0.278914391,-0.691805167,0.489059691,0.678129084
13230,ENSG00000123575,303.8836689,-0.006050311,0.071962105,-0.084076348,0.93299573,0.966299105
13231,ENSG00000147231,23.66054031,-0.17090314,0.272502468,-0.627161805,0.530553177,0.711068667
13232,ENSG00000133138,11.18722644,0.611457352,0.396167974,1.543429534,0.122726592,0.289120379
13233,ENSG00000133131,30.02485326,-0.020252732,0.285442391,-0.070952083,0.943435892,0.9713924
13234,ENSG00000089682,88.38164813,-0.226836014,0.143852939,-1.576860476,0.114827633,0.277243669
13235,ENSG00000147234,29.76538172,-0.027028688,0.312921711,-0.086375241,0.931168128,0.965618975
13236,ENSG00000147224,158.0553806,-0.04324586,0.103935718,-0.416082753,0.67734945,0.821086844
13237,ENSG00000157514,3333.981666,1.265122383,0.18515136,6.832908952,8.32E-12,7.50E-09
13238,ENSG00000080561,32.29731003,-0.077511698,0.236144196,-0.328238845,0.742731079,0.86477386
13239,ENSG00000101842,59.70006161,-0.383803378,0.217829188,-1.761946515,0.078078335,0.216344911
13240,ENSG00000101843,65.58978928,-0.126986819,0.156075845,-0.813622501,0.415861243,0.617452368
13241,ENSG00000101844,38.92157918,-0.172523759,0.210131959,-0.821025798,0.411631574,0.614196926
13242,ENSG00000101888,28.90185262,-0.002918909,0.241828491,-0.012070162,0.990369638,0.995658556
13243,ENSG00000068366,718.5549919,0.574726,0.132445725,4.339332195,1.43E-05,0.000568645
13244,ENSG00000157600,1130.618244,0.252097422,0.15909349,1.584586657,0.113060278,0.274394707
13245,ENSG00000101935,155.2881289,-0.044439559,0.106733627,-0.416359494,0.677146964,0.821086844
13246,ENSG00000101901,306.9695247,-0.238350982,0.103936965,-2.293226299,0.02183498,0.092479718
13247,ENSG00000072315,9.43143582,-0.841049159,0.412609809,-2.038364431,0.041513501,NA
13248,ENSG00000126016,28.57914062,-0.312152134,0.214279904,-1.456749458,0.145185552,0.322058629
13249,ENSG00000131725,172.4691088,-0.094693992,0.098979773,-0.956700439,0.338718476,0.546394186
13250,ENSG00000147251,1543.8935,0.133918451,0.0707642,1.892460455,0.058429658,0.179268614
13251,ENSG00000131724,829.4847667,0.766065888,0.158200273,4.84238032,1.28E-06,0.000101391
13252,ENSG00000175556,92.83242341,0.346551839,0.164813636,2.102689123,0.035492953,0.128900841
13253,ENSG00000101856,205.5172594,0.216491718,0.170354817,1.270828271,0.203789749,0.399689022
13254,ENSG00000077713,45.03885789,-0.181168689,0.1766486,-1.025588025,0.305085814,0.513672492
13255,ENSG00000005022,234.8382688,-0.224949229,0.09076702,-2.478314569,0.013200471,0.065833127
13256,ENSG00000018610,59.63633276,-0.04827759,0.184134299,-0.262186838,0.7931774,0.89500327
13257,ENSG00000077721,221.3081012,0.049764057,0.096146203,0.51758733,0.604746224,0.771484183
13258,ENSG00000186416,44.25626062,-0.101587158,0.172540948,-0.588771297,0.556014703,0.732888854
13259,ENSG00000125354,1178.885245,-0.279181523,0.082168686,-3.397663226,0.00067964,0.00860673
13260,ENSG00000187808,150.5747311,0.439233894,0.151989687,2.889892742,0.003853733,0.028309338
13261,ENSG00000198918,158.1894035,-0.57492024,0.271677226,-2.116188568,0.034328773,0.125768733
13262,ENSG00000125351,62.16102566,-0.269111754,0.156033121,-1.724709165,0.084579898,0.227706779
13263,ENSG00000125352,41.81257178,0.010107201,0.163272701,0.061903802,0.95063944,0.974830508
13264,ENSG00000125356,30.11932009,-0.108017497,0.205654117,-0.525238683,0.599417277,0.768182292
13265,ENSG00000101882,120.2149591,0.230024988,0.131831086,1.744846344,0.081011619,0.221504347
13266,ENSG00000177485,163.8873808,-0.314601265,0.117416549,-2.67936051,0.007376293,0.044198187
13267,ENSG00000125355,11.39558428,-0.132337856,0.427720114,-0.309402929,0.757015043,0.872575279
13268,ENSG00000005893,1445.050071,0.489045515,0.114492423,4.271422518,1.94E-05,0.000710094
13269,ENSG00000158290,420.8210604,0.152357971,0.08440784,1.805021571,0.071071307,0.203408757
13270,ENSG00000232119,64.49657766,-0.005099473,0.139279611,-0.036613208,0.970793412,0.986196626
13271,ENSG00000171155,62.58635684,0.051259351,0.177010606,0.289583504,0.772134889,0.882389902
13272,ENSG00000125676,315.6740769,-0.198931397,0.093019938,-2.138588807,0.032468985,0.121558713
13273,ENSG00000101966,409.8384378,0.0895277,0.073999698,1.209838718,0.226340786,0.424763627
13274,ENSG00000101972,1177.183384,0.16464671,0.079690464,2.066077944,0.03882112,0.136106808
13275,ENSG00000183918,83.84552107,-0.327749671,0.187165488,-1.751122356,0.079924836,0.219819441
13276,ENSG00000009694,170.2419192,0.342631119,0.175400314,1.953423641,0.050769417,0.16302308
13277,ENSG00000122126,47.99207393,-0.188466997,0.203985823,-0.923922037,0.355526909,0.560777304
13278,ENSG00000122121,8.088986394,-0.216484142,0.465679752,-0.464877721,0.642019026,NA
13279,ENSG00000122122,1575.497117,0.152114089,0.063109829,2.410307419,0.015939084,0.075211247
13280,ENSG00000188706,23.64959138,-0.191511979,0.259751473,-0.737289289,0.460946444,0.654278359
13281,ENSG00000156697,71.85356905,-0.232903263,0.162793777,-1.430664412,0.152526417,0.333185955
13282,ENSG00000085185,327.8596617,0.237293636,0.116905448,2.029791083,0.04237778,0.144123498
13283,ENSG00000102034,1028.304955,0.204166479,0.086473945,2.361017287,0.018224881,0.082396927
13284,ENSG00000156709,108.3797928,-0.030203598,0.121850185,-0.247874864,0.804231229,0.899697214
13285,ENSG00000134594,13.53191039,0.610320304,0.315770476,1.932797241,0.05326118,0.168240237
13286,ENSG00000056277,33.1383279,-0.549999545,0.21922433,-2.508843543,0.012112712,0.06218947
13287,ENSG00000102078,24.47574085,0.50606609,0.220896312,2.290966679,0.021965341,0.09274852
13288,ENSG00000134597,52.00548532,0.147157744,0.182710181,0.805416228,0.42057953,0.621167402
13289,ENSG00000165675,73.53173768,-0.125083603,0.136722335,-0.914873219,0.360258191,0.565025686
13290,ENSG00000134602,260.5926552,-0.018140465,0.076263247,-0.237866418,0.811984703,0.903773655
13291,ENSG00000123728,298.5040232,0.322222172,0.097463262,3.306088507,0.000946082,0.01086788
13292,ENSG00000076770,1973.571013,-0.031536629,0.258770791,-0.121870898,0.903001264,0.952000901
13293,ENSG00000156531,120.0459215,-0.028232536,0.137193463,-0.205786308,0.836957837,0.917867669
13294,ENSG00000165704,37.2632899,-0.360219462,0.210206434,-1.713646222,0.086593719,0.231546869
13295,ENSG00000156504,199.7284556,-0.092163973,0.100470434,-0.917324326,0.358972714,0.563780705
13296,ENSG00000156500,57.22924325,-0.246442346,0.154788904,-1.592118935,0.111357983,0.271790086
13297,ENSG00000101928,33.93854429,-0.002566255,0.207248213,-0.012382519,0.990120432,0.995487366
13298,ENSG00000134590,106.9246688,-0.12865411,0.138246589,-0.93061327,0.352053647,0.558336811
13299,ENSG00000203950,46.54608126,0.052913608,0.163560104,0.323511706,0.746307744,0.86688279
13300,ENSG00000186376,176.0839857,0.05002643,0.098088814,0.510011571,0.610043355,0.775418406
13301,ENSG00000173275,31.66004639,-0.11454668,0.221645476,-0.516801345,0.605294841,0.771871786
13302,ENSG00000178947,9.483360113,-0.848587196,0.410118668,-2.069125994,0.038534265,NA
13303,ENSG00000165359,208.4275818,-0.214822162,0.100820331,-2.130742468,0.033110364,0.122902009
13304,ENSG00000169446,181.1515703,-0.105956363,0.103532801,-1.023408644,0.306114674,0.514597413
13305,ENSG00000198689,131.9860159,-0.030503535,0.105522738,-0.289070728,0.772527254,0.882518454
13306,ENSG00000022267,102.4894713,-0.141200277,0.182506957,-0.773670653,0.439125579,0.636046271
13307,ENSG00000129680,59.21626943,-0.23160255,0.167407173,-1.383468496,0.166521261,0.351343704
13308,ENSG00000102241,134.7134832,-0.145846956,0.12131502,-1.20221681,0.229279538,0.428303142
13309,ENSG00000102245,114.339125,-0.651261221,0.156949565,-4.14949364,3.33E-05,0.001048079
13310,ENSG00000129675,829.4697295,-0.075157014,0.062761339,-1.197504957,0.231109797,0.43082883
13311,ENSG00000147274,574.2291737,-0.176092372,0.071119973,-2.475990421,0.013286714,0.066082542
13312,ENSG00000129682,15.51855526,0.831696399,0.531762616,1.564036986,0.117808883,0.281531534
13313,ENSG00000101977,6.327885606,0.437045301,0.539658908,0.809854696,0.418023692,NA
13314,ENSG00000101974,230.2575227,-0.082158908,0.079631141,-1.031743453,0.302192316,0.510316197
13315,ENSG00000182195,27.03642931,-0.318928544,0.285331011,-1.117749322,0.263674071,0.469403113
13316,ENSG00000179542,22.3100664,-0.027374481,0.30143711,-0.090813241,0.927640989,0.964041243
13317,ENSG00000102081,422.4604676,0.135424978,0.076256262,1.775919443,0.075746196,0.211633222
13318,ENSG00000155966,82.59703406,0.53730389,0.201760899,2.663072448,0.007743074,0.045916029
13319,ENSG00000010404,1396.704214,0.231988497,0.104588036,2.218116968,0.026546858,0.106179118
13320,ENSG00000241489,21.82305498,0.205384548,0.27581238,0.744653114,0.45648145,0.651091319
13321,ENSG00000197620,79.05418109,0.15147066,0.146628672,1.033022108,0.301593553,0.509916145
13322,ENSG00000269556,104.3705607,0.010159138,0.114561266,0.088678647,0.929337303,0.964644555
13323,ENSG00000197021,97.15312158,-0.294225902,0.122809851,-2.395784204,0.016584851,0.077281934
13324,ENSG00000013619,33.5490873,0.107892968,0.256290219,0.420979656,0.673769938,0.818611439
13325,ENSG00000171100,185.5394862,0.181813401,0.081591698,2.228332123,0.025858376,0.104368542
13326,ENSG00000063601,381.7909562,-0.102384788,0.077389474,-1.322980804,0.185841761,0.377398509
13327,ENSG00000102181,182.0622521,-0.030601814,0.107933415,-0.283524933,0.776774471,0.885445676
13328,ENSG00000029993,13.72714917,0.835933626,0.309911276,2.697332078,0.006989753,0.042516285
13329,ENSG00000160131,156.3339224,-0.267938898,0.113506397,-2.360562096,0.018247263,0.082432926
13330,ENSG00000147400,41.29278989,0.131847028,0.212435995,0.620643542,0.534834184,0.714452824
13331,ENSG00000147383,36.37992851,-0.070465244,0.192940412,-0.365217652,0.714948943,0.846047934
13332,ENSG00000147394,359.5085437,0.222093649,0.157155339,1.413210974,0.157593701,0.339550623
13333,ENSG00000198883,7.428652916,-0.131256675,0.442877985,-0.296372092,0.766945935,NA
13334,ENSG00000183837,31.923667,-0.17273553,0.308303994,-0.560276653,0.57529075,0.748596124
13335,ENSG00000063587,161.7400265,-0.222519354,0.11053863,-2.013046053,0.044109785,0.148124791
13336,ENSG00000189420,32.92949994,0.159687792,0.248783136,0.641875468,0.520954044,0.703636944
13337,ENSG00000183479,16.34742764,-1.049392748,0.28475563,-3.685239688,0.000228488,0.004053323
13338,ENSG00000213397,11.8417446,0.019828642,0.329433288,0.060190159,0.952004183,0.975674719
13339,ENSG00000262919,68.52112177,0.115145012,0.151457298,0.760247367,0.447106737,0.642588568
13340,ENSG00000130821,2187.569029,0.128092682,0.315227716,0.40634968,0.684485687,0.825927291
13341,ENSG00000185825,570.2838695,0.113892845,0.077170238,1.475864881,0.139980169,0.31415834
13342,ENSG00000101986,291.1075142,0.090978336,0.096335471,0.944390844,0.344969959,0.552078864
13343,ENSG00000198753,12.80037738,0.310854431,0.449284953,0.691887028,0.489008278,0.678129084
