,no.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
333,ENSG00000116819,31.44307356,0.44955296,0.279736985,1.607055856,0.108042116,0.916946994
334,ENSG00000126067,196.4061975,-0.179681501,0.114450407,-1.569950743,0.116426571,0.916946994
335,ENSG00000142686,45.18824724,-0.002450234,0.244539127,-0.010019802,0.992005488,0.99955869
336,ENSG00000092853,13.23028363,-0.24728339,0.498288469,-0.496265528,0.619707084,0.993936736
337,ENSG00000134698,1442.565572,0.0046011,0.150306716,0.030611408,0.975579444,0.999377886
338,ENSG00000092847,707.7558109,0.025453241,0.104402644,0.243798816,0.807386637,0.998270704
339,ENSG00000126070,493.5702712,0.03597078,0.09249763,0.388883263,0.697362504,0.993936736
340,ENSG00000116863,148.5164996,-0.234799899,0.14465929,-1.623123544,0.104562998,0.916946994
341,ENSG00000171812,22.54325992,0.341023304,0.38202428,0.892674423,0.372031551,0.971053785
342,ENSG00000054116,155.9461171,-0.134569583,0.12733533,-1.056812618,0.290597115,0.959371175
343,ENSG00000116871,1952.396289,0.104488847,0.133238633,0.78422335,0.432909066,0.973509277
344,ENSG00000054118,1203.905938,0.090899293,0.095190906,0.954915724,0.339620317,0.965268311
345,ENSG00000214193,37.06120336,0.335603274,0.351148116,0.95573138,0.339207964,0.965268311
346,ENSG00000142694,19.65867384,0.229994592,0.334210025,0.688173828,0.491343323,0.978885992
347,ENSG00000196182,1916.772397,0.052182508,0.151971321,0.343370761,0.731319553,0.993936736
348,ENSG00000181817,218.5399881,-0.195154176,0.141300534,-1.381128367,0.167239495,0.926051041
349,ENSG00000116885,16.64541901,0.495052082,0.480204882,1.030918469,0.302579055,0.959371175
350,ENSG00000116898,70.97440419,-0.134963054,0.178674147,-0.755358605,0.450033844,0.973509277
351,ENSG00000119535,17005.73225,0.02112944,0.184758233,0.114362646,0.908950324,0.999331445
352,ENSG00000163874,290.1526179,-0.176210009,0.123844607,-1.422831509,0.154785005,0.925037519
353,ENSG00000163875,192.7453803,-0.019423914,0.129346899,-0.150169151,0.880631164,0.999331445
354,ENSG00000163877,186.27059,-0.022053595,0.117350833,-0.187928749,0.850932505,0.998577012
355,ENSG00000163879,6.950933539,-0.373630617,0.591824986,-0.631319437,0.52783168,0.986508026
356,ENSG00000134697,118.4769855,0.133493604,0.177467563,0.752214108,0.451922311,0.973509277
357,ENSG00000116922,59.12440724,0.371104802,0.22441545,1.653650862,0.098198472,0.916946994
358,ENSG00000134690,11.50995032,0.121560235,0.469166766,0.259098137,0.795559522,0.996501387
359,ENSG00000185090,10.2225639,0.122661309,0.62280049,0.196951208,0.843865721,0.998439576
360,ENSG00000196449,35.32125677,-0.330481265,0.251090387,-1.31618446,0.188112138,0.932345463
361,ENSG00000197982,43.70196306,0.321227329,0.242034651,1.327195618,0.184443982,0.932345463
362,ENSG00000188786,519.9269216,0.094382684,0.139016939,0.678929377,0.497182611,0.98039072
363,ENSG00000204084,248.5758898,0.318021079,0.156985817,2.025794976,0.042785799,0.827494238
364,ENSG00000183431,280.7424084,0.105909946,0.11958171,0.885670106,0.375795322,0.971053785
365,ENSG00000183386,285.4422246,-0.065733904,0.241017709,-0.272734747,0.785057123,0.99455917
366,ENSG00000183520,63.84894924,-0.027084143,0.20596331,-0.131499845,0.89537991,0.999331445
367,ENSG00000116954,63.6060145,0.135982016,0.197268081,0.689325995,0.490618143,0.978885992
368,ENSG00000214114,51.41686725,-0.142941682,0.190068058,-0.752055259,0.452017828,0.973509277
369,ENSG00000174574,452.9327354,-0.135535733,0.099934339,-1.356247857,0.17502032,0.929609248
370,ENSG00000168653,60.95828757,-0.159834224,0.264576209,-0.60411412,0.545767773,0.986699903
371,ENSG00000127603,3816.177402,0.125794512,0.094184967,1.335611357,0.181676336,0.932345463
372,ENSG00000090621,417.2838537,0.104876389,0.121533407,0.862942884,0.388168871,0.971960494
373,ENSG00000116983,43.02705677,-0.194710056,0.382261788,-0.509363117,0.610497724,0.993936736
374,ENSG00000084072,141.9683784,-0.082789261,0.163529041,-0.506266413,0.612669638,0.993936736
375,ENSG00000116985,44.0309131,-0.488927298,0.276012579,-1.771394987,0.076495042,0.881954516
376,ENSG00000043514,58.16937866,-0.029076449,0.212719983,-0.136688846,0.891276746,0.999331445
377,ENSG00000116990,165.7548107,-0.057971371,0.215258466,-0.269310528,0.787690731,0.9953533
378,ENSG00000168389,39.60815463,-0.336629854,0.325037382,-1.035665042,0.300358437,0.959371175
379,ENSG00000131236,3663.629395,-0.024707565,0.134589945,-0.183576604,0.854345618,0.998824978
380,ENSG00000131238,1193.48451,-0.073890152,0.159312096,-0.463807545,0.642785637,0.993936736
381,ENSG00000117000,310.5816417,-0.048311919,0.117327928,-0.411768277,0.680509275,0.993936736
382,ENSG00000084073,224.3258022,0.080867763,0.164143662,0.492664548,0.622249631,0.993936736
383,ENSG00000049089,86.30591361,0.415790882,0.330118163,1.259521371,0.207842076,0.941291969
384,ENSG00000084070,4613.146415,0.034195415,0.228730332,0.149501007,0.881158315,0.999331445
385,ENSG00000187801,19.52069651,0.191436162,0.352015582,0.543828659,0.586559386,0.991846699
386,ENSG00000187815,42.39222773,-0.141374515,0.285703998,-0.494828618,0.620721101,0.993936736
387,ENSG00000164002,22.02503847,0.039100653,0.386379223,0.101197607,0.919393596,0.999331445
388,ENSG00000117010,22.57577556,0.518800797,0.362481869,1.431246198,0.152359668,0.925037519
389,ENSG00000117016,32.40824651,-0.250833207,0.279992134,-0.895858049,0.370328582,0.970956301
390,ENSG00000066136,531.3040606,0.114254803,0.110863372,1.030591082,0.30273262,0.959371175
391,ENSG00000117013,7.35928235,-0.461381122,0.692178369,-0.666563913,0.505050726,0.98039072
392,ENSG00000179862,38.67978951,-0.366857867,0.307024416,-1.194881737,0.232133239,0.952202498
393,ENSG00000171793,101.0619454,0.285266718,0.194018354,1.470307897,0.141478383,0.92446394
394,ENSG00000171790,33.61692653,0.191785629,0.277637157,0.69077796,0.489705088,0.978885992
395,ENSG00000010803,139.0043307,-0.043616135,0.154811222,-0.281737554,0.778144757,0.99455917
396,ENSG00000127124,318.2327647,0.361766286,0.191170718,1.892372902,0.058441314,0.869349843
397,ENSG00000198815,448.6312748,0.023802269,0.089956814,0.264596618,0.791320226,0.995888914
398,ENSG00000127125,182.193391,-0.390636617,0.137996541,-2.830771083,0.004643594,0.596555116
399,ENSG00000186409,71.89969686,0.57897558,0.242654749,2.386005559,0.017032494,0.749637574
400,ENSG00000171960,53.22016832,0.159348896,0.208751016,0.76334429,0.445258095,0.973509277
401,ENSG00000065978,5736.321366,0.055453049,0.298883283,0.185534128,0.852810115,0.99864775
402,ENSG00000117385,159.1887501,-0.160884121,0.143091723,-1.124342607,0.26086771,0.959371175
403,ENSG00000164008,50.15811033,0.023594644,0.231372731,0.101976773,0.918775111,0.999331445
404,ENSG00000177868,24.82639233,0.615850368,0.317660262,1.93870761,0.052536951,0.852911526
405,ENSG00000164010,80.38454023,0.378592032,0.233217472,1.623343352,0.104516027,0.916946994
406,ENSG00000164011,54.23566111,-0.070882474,0.20864083,-0.339734434,0.734056528,0.993936736
407,ENSG00000117394,798.1089556,-0.01331762,0.237452509,-0.056085403,0.955273772,0.999331445
408,ENSG00000117395,40.16202348,0.071450607,0.260927658,0.273833014,0.784212951,0.99455917
409,ENSG00000066056,9.758783661,0.241917387,0.700590969,0.345304746,0.729865279,0.993936736
410,ENSG00000117400,37.13872998,-0.266766109,0.340734051,-0.782915909,0.433676495,0.973509277
411,ENSG00000117399,20.81133223,0.403645283,0.397188701,1.016255704,0.309507636,0.961063605
412,ENSG00000066322,347.2621323,-0.046065459,0.115866323,-0.397574189,0.69094409,0.993936736
413,ENSG00000159479,81.65109145,-0.190256964,0.17246027,-1.103193006,0.269943358,0.959371175
414,ENSG00000198198,883.8009801,0.042959714,0.083022932,0.517443949,0.604846287,0.993755548
415,ENSG00000178922,14.59624589,0.641946401,0.389391744,1.648587599,0.099232151,0.916946994
416,ENSG00000142949,48.22468017,0.69729538,0.534900773,1.303597631,0.192370809,0.932345463
417,ENSG00000066135,347.7578465,0.060179764,0.094280099,0.638308238,0.523273051,0.985717028
418,ENSG00000126091,80.76839414,0.498065523,0.229105704,2.173955143,0.029708504,0.79819147
419,ENSG00000117408,148.3036386,0.06061825,0.154044531,0.393511211,0.693941945,0.993936736
420,ENSG00000132768,73.03898163,0.127534177,0.20500577,0.622100424,0.533875836,0.986508026
421,ENSG00000117410,1018.457635,-0.180284031,0.162857539,-1.107004516,0.268291976,0.959371175
422,ENSG00000117411,15.86347817,0.211335899,0.390985888,0.540520528,0.588838108,0.991846699
423,ENSG00000159214,13.98832283,-0.445963382,0.518441207,-0.860200493,0.389678533,0.971960494
424,ENSG00000196517,166.5825017,-0.223184099,0.43543448,-0.512554953,0.608262671,0.993936736
425,ENSG00000178028,194.8531882,0.26396869,0.132944664,1.9855531,0.047082969,0.831342007
426,ENSG00000117419,120.0249607,0.185644455,0.185852556,0.998880291,0.317852685,0.962384307
427,ENSG00000187147,279.3519123,-0.051451601,0.09701021,-0.530373049,0.595853309,0.992152524
428,ENSG00000126106,23.50551833,0.321045407,0.28844875,1.113006757,0.265705527,0.959371175
429,ENSG00000198520,81.4607871,-0.092993207,0.206294803,-0.450778235,0.652149389,0.993936736
430,ENSG00000142945,17.25392991,-0.771481882,0.339908612,-2.269674421,0.023227344,0.784127404
431,ENSG00000142937,868.0805578,-0.239324066,0.198085067,-1.208188325,0.226974831,0.949013905
432,ENSG00000142959,7.241886968,0.852231035,0.617901336,1.379234816,0.167822367,0.926051041
433,ENSG00000173846,250.4740685,-0.034982515,0.176914223,-0.197737157,0.843250717,0.998439576
434,ENSG00000188396,24.33792853,-0.489737581,0.374480245,-1.307779484,0.190948115,0.932345463
435,ENSG00000222009,58.27311833,0.223379142,0.277256362,0.805677243,0.420428974,0.973509277
436,ENSG00000117425,15.34553184,0.041051848,0.450179777,0.091189899,0.927341701,0.999331445
437,ENSG00000070785,69.42834542,0.015793034,0.199281183,0.07925,0.936833776,0.999331445
438,ENSG00000126107,350.6669955,-0.236623611,0.154494131,-1.53160259,0.125620533,0.916946994
439,ENSG00000126088,128.8518059,-0.20242139,0.174536386,-1.15976614,0.246144034,0.954535788
440,ENSG00000162415,30.28527245,-0.054545202,0.372463605,-0.146444379,0.883570595,0.999331445
441,ENSG00000186603,7.27078685,-0.291685468,0.589606398,-0.494712183,0.6208033,0.993936736
442,ENSG00000132781,62.13843998,0.093362254,0.215602559,0.433029435,0.664993386,0.993936736
443,ENSG00000132773,51.19827331,-0.009826405,0.196358742,-0.050043125,0.960088022,0.999331445
444,ENSG00000070759,129.2126148,0.068710373,0.147746467,0.465055945,0.641891394,0.993936736
445,ENSG00000280670,15.6240869,0.140640561,0.531229422,0.264745428,0.791205579,0.995888914
446,ENSG00000132763,34.72457281,0.266466248,0.307229122,0.86732093,0.385766192,0.971960494
447,ENSG00000117450,127.409256,-0.160686168,0.16395854,-0.980041463,0.327065652,0.964255927
448,ENSG00000117448,157.512523,0.041285561,0.167481138,0.246508723,0.805288453,0.997938365
449,ENSG00000132780,291.6807581,0.02462615,0.112920551,0.218083867,0.827363767,0.998439576
450,ENSG00000159588,93.30067551,-0.037861908,0.204781955,-0.18488889,0.853316185,0.998655104
451,ENSG00000159592,883.548789,-0.030210975,0.075011506,-0.402751209,0.687131258,0.993936736
452,ENSG00000159596,71.98469497,-0.231022443,0.181461069,-1.273124006,0.202974041,0.93744967
453,ENSG00000197429,65.39559757,0.083697608,0.217928252,0.384060385,0.700933692,0.993936736
454,ENSG00000086015,123.1904209,0.109447282,0.161631979,0.677138789,0.4983179,0.98039072
455,ENSG00000117461,14.99856425,-0.369156772,0.414669866,-0.89024258,0.373335645,0.971053785
456,ENSG00000085998,90.54936263,0.239497953,0.191544849,1.250349219,0.211172006,0.946457666
457,ENSG00000085999,9.562703846,-0.781844631,0.590856464,-1.323239531,0.185755734,0.932345463
458,ENSG00000132128,233.9000839,-0.184269775,0.105433631,-1.747732424,0.080510372,0.892643941
459,ENSG00000173660,83.60992443,0.364464012,0.186439351,1.954866336,0.050598849,0.841763708
460,ENSG00000117481,156.1727928,-0.183023456,0.184636189,-0.991265346,0.32155603,0.963373233
461,ENSG00000117480,67.44829207,0.2530677,0.267801517,0.944982325,0.3446679,0.967830594
462,ENSG00000079277,682.332665,-0.018447167,0.157568239,-0.117074146,0.906801297,0.999331445
463,ENSG00000142961,327.9080749,-0.196661068,0.109568505,-1.794868588,0.07267464,0.872095678
464,ENSG00000123472,124.9798331,-0.306194989,0.181882564,-1.683476315,0.092282921,0.908638538
465,ENSG00000186118,8.316779687,0.075489561,0.622909365,0.121188676,0.903541594,0.999331445
466,ENSG00000159658,805.5940621,-0.107540004,0.078508961,-1.369779998,0.170755588,0.926051041
467,ENSG00000162366,769.3084379,0.140439727,0.403597444,0.347969812,0.727862855,0.993936736
468,ENSG00000162367,327.0195355,0.333459552,0.315047152,1.058443317,0.28985338,0.959371175
469,ENSG00000123473,199.5428675,-0.330020879,0.353762721,-0.932887664,0.350877972,0.969839461
470,ENSG00000162368,375.8046815,-0.137280911,0.124007374,-1.107038286,0.268277375,0.959371175
471,ENSG00000186564,28.52106686,0.050545146,0.356469291,0.141793829,0.887242859,0.999331445
472,ENSG00000117834,41.49609876,0.519080069,0.352380659,1.473066288,0.140733162,0.92446394
473,ENSG00000132122,78.30707149,0.017338719,0.266576558,0.065042173,0.948140422,0.999331445
474,ENSG00000162373,17.73107832,-0.193391639,0.464214201,-0.416600006,0.676971005,0.993936736
475,ENSG00000185104,184.5551577,0.011092127,0.11623647,0.095427249,0.923975473,0.999331445
476,ENSG00000123080,24.684387,-0.425012262,0.354812178,-1.197851394,0.230974875,0.952139231
477,ENSG00000123091,964.0092361,0.193424726,0.293669338,0.658648014,0.510121823,0.98078938
478,ENSG00000085831,22.69386149,-0.394890189,0.369395185,-1.069018235,0.285061453,0.959371175
479,ENSG00000085832,756.47416,0.035282604,0.091838215,0.384182165,0.700843437,0.993936736
480,ENSG00000117859,384.5017025,-0.057408705,0.112244359,-0.511461826,0.609027712,0.993936736
481,ENSG00000078618,1061.073243,0.097974071,0.128383719,0.763134699,0.445383068,0.973509277
482,ENSG00000117862,205.8646467,-0.278169708,0.12861395,-2.162826875,0.030554498,0.801464518
483,ENSG00000198841,40.17506469,-0.141346175,0.226764743,-0.623316366,0.533076645,0.986508026
484,ENSG00000134717,161.335375,-0.072244213,0.156437076,-0.461810047,0.644217546,0.993936736
