,no.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
5322,ENSG00000197448,746.5379167,-0.096481246,0.092987231,-1.037575208,0.299467865,0.959371175
5323,ENSG00000106144,569.0273415,0.06922457,0.087577326,0.790439418,0.429271189,0.973509277
5324,ENSG00000159784,16.64231597,0.425411383,0.441028527,0.964589267,0.334750578,0.96508974
5325,ENSG00000159840,3102.113605,0.295727181,0.183199336,1.614237186,0.106475989,0.916946994
5326,ENSG00000146904,110.2862143,-0.060755952,0.165950889,-0.36610802,0.714284473,0.993936736
5327,ENSG00000185899,11.77000573,0.404111443,0.591964246,0.68266191,0.494820504,0.980186704
5328,ENSG00000221855,7.99972488,1.21697286,0.636168063,1.912973835,0.055751402,0.865112017
5329,ENSG00000170379,73.5279304,0.164079546,0.207175209,0.79198446,0.428369737,0.973509277
5330,ENSG00000198420,53.16618339,0.023428644,0.237399693,0.098688604,0.921385517,0.999331445
5331,ENSG00000243896,5.667836452,-0.795518977,0.836849458,-0.950611809,0.341801472,0.965950913
5332,ENSG00000050327,29.23541455,0.245527176,0.333008318,0.737300431,0.46093967,0.974283305
5333,ENSG00000196511,145.6841794,0.172515271,0.20769262,0.830627834,0.406183906,0.973461059
5334,ENSG00000174469,22.02877646,-0.800205649,0.729001458,-1.097673592,0.272347045,0.959371175
5335,ENSG00000055130,323.1009143,0.087878201,0.129059095,0.680914439,0.495925631,0.98039072
5336,ENSG00000106462,73.83360127,0.33028123,0.189147858,1.74615369,0.080784249,0.892643941
5337,ENSG00000155660,300.3751283,0.077693682,0.151746139,0.511997748,0.608652585,0.993936736
5338,ENSG00000197362,117.0675863,0.069385938,0.172420652,0.402422432,0.687373164,0.993936736
5339,ENSG00000204947,14.37242359,-0.100541362,0.482361339,-0.208435781,0.834888721,0.998439576
5340,ENSG00000197024,371.0202877,-0.006331616,0.109292678,-0.057932667,0.953802262,0.999331445
5341,ENSG00000170265,229.4665819,0.089222552,0.118768573,0.751230312,0.452514061,0.973509277
5342,ENSG00000170260,113.9370754,0.162710505,0.172512478,0.943181075,0.345588292,0.968038824
5343,ENSG00000204946,221.5593765,-0.111795209,0.129756258,-0.861578558,0.388919474,0.971960494
5344,ENSG00000196453,141.249147,0.134449583,0.174224887,0.771701364,0.440291323,0.973509277
5345,ENSG00000181220,1388.310558,0.136048486,0.159719148,0.851798219,0.394326095,0.971960494
5346,ENSG00000133619,93.89885399,0.207146922,0.175628746,1.179459095,0.238215416,0.954113172
5347,ENSG00000181444,1098.749033,-0.011758588,0.180608722,-0.065105314,0.94809015,0.999331445
5348,ENSG00000197558,63.74310025,0.316396714,0.269148031,1.175549058,0.239775122,0.954113172
5349,ENSG00000106479,250.6456134,-0.021956353,0.125765875,-0.174581162,0.861408752,0.999331445
5350,ENSG00000171130,111.2658319,-0.05824256,0.217617201,-0.267637668,0.788978233,0.995496647
5351,ENSG00000106526,54.22231419,-0.126393413,0.269973795,-0.46816919,0.639663603,0.993936736
5352,ENSG00000127399,56.24326862,-0.372844501,0.213053697,-1.750002493,0.080117884,0.892643941
5353,ENSG00000188707,75.438355,-0.320212906,0.217478899,-1.472386093,0.140916647,0.92446394
5354,ENSG00000106538,8.081668324,0.565546883,0.596929612,0.947426416,0.343421536,0.966828238
5355,ENSG00000214022,425.584096,-0.058931525,0.102742552,-0.573584398,0.566249072,0.990233021
5356,ENSG00000196456,176.7333861,-0.164347985,0.158833963,-1.034715635,0.300801732,0.959371175
5357,ENSG00000171115,595.5722346,0.08413935,0.122083507,0.689195063,0.490700523,0.978885992
5358,ENSG00000179144,441.6648523,-0.060073978,0.176259276,-0.340827328,0.733233577,0.993936736
5359,ENSG00000133574,1641.291727,0.046824856,0.092161224,0.508075454,0.611400428,0.993936736
5360,ENSG00000133561,935.1011138,-0.074461351,0.101505919,-0.733566593,0.463212928,0.974780928
5361,ENSG00000106560,346.1979342,-0.216419404,0.167903271,-1.288952874,0.197414471,0.933636941
5362,ENSG00000213203,342.4706572,0.079294443,0.135763356,0.584063664,0.55917748,0.990233021
5363,ENSG00000196329,281.3895295,-0.009345524,0.177733169,-0.052581766,0.958065145,0.999331445
5364,ENSG00000106565,285.8050079,-0.851379045,0.641929795,-1.326280618,0.184746765,0.932345463
5365,ENSG00000002933,130.4658854,-0.748387171,0.583061414,-1.283547758,0.199300239,0.935516579
5366,ENSG00000002726,22.75595736,-0.046935982,0.570717498,-0.082240307,0.934455622,0.999331445
5367,ENSG00000055118,87.00571187,0.275037974,0.358043645,0.768168847,0.442386879,0.973509277
5368,ENSG00000164867,20.72158365,-0.687887687,0.379635705,-1.811967836,0.069991166,0.872095678
5369,ENSG00000181652,17.73179652,0.14890938,0.468520885,0.317828692,0.750614885,0.993936736
5370,ENSG00000197150,174.2431097,-0.053313473,0.160074474,-0.333054183,0.739093383,0.993936736
5371,ENSG00000213199,15.66348989,0.771836411,0.358353498,2.153840872,0.031252653,0.801464518
5372,ENSG00000164885,34.0154404,-0.273599082,0.295735699,-0.925147296,0.354889294,0.969839461
5373,ENSG00000164889,265.0354552,-0.232925043,0.12438371,-1.872633033,0.061119077,0.869349843
5374,ENSG00000164896,257.0483585,-0.129971294,0.137287329,-0.94671005,0.343786548,0.966828238
5375,ENSG00000164897,154.3138901,-0.086597583,0.142157484,-0.60916654,0.542414057,0.986508026
5376,ENSG00000133612,272.6571894,-0.008627111,0.151711504,-0.056865236,0.954652547,0.999331445
5377,ENSG00000033050,191.3680246,-0.075109228,0.134505646,-0.558409485,0.576564797,0.99118816
5378,ENSG00000033100,706.3955348,0.046011384,0.090896079,0.506197682,0.612717882,0.993936736
5379,ENSG00000082014,180.691635,-0.147446536,0.171137568,-0.861567323,0.388925659,0.971960494
5380,ENSG00000013374,477.8004458,0.207664202,0.116191981,1.787250722,0.073896975,0.874068148
5381,ENSG00000187260,45.39334862,0.558920429,0.292167126,1.913016147,0.055745985,0.865112017
5382,ENSG00000106615,144.8527282,-0.024899717,0.155510231,-0.160116266,0.872789488,0.999331445
5383,ENSG00000106617,377.427924,0.015534147,0.095292663,0.163015143,0.870506512,0.999331445
5384,ENSG00000178234,200.4156684,0.058736626,0.127674909,0.460048312,0.645481544,0.993936736
5385,ENSG00000055609,2960.015941,0.175679415,0.097774209,1.796786866,0.072369462,0.872095678
5386,ENSG00000196584,7.204327297,0.303792915,0.536507968,0.566241199,0.571229827,0.99053604
5387,ENSG00000133627,65.247875,0.170752644,0.197830637,0.863125384,0.388068533,0.971960494
5388,ENSG00000157212,121.8743828,0.130680309,0.144786255,0.902573997,0.366752033,0.969896845
5389,ENSG00000186480,275.9402653,-0.026376408,0.125484342,-0.210196809,0.83351407,0.998439576
5390,ENSG00000184863,2223.341685,0.082046209,0.070155041,1.169498414,0.24220288,0.954113172
5391,ENSG00000105982,30.37696074,0.439464294,0.287514956,1.528491947,0.126390441,0.916946994
5392,ENSG00000105983,356.2507597,-0.208751584,0.100861917,-2.06967694,0.038482608,0.816733884
5393,ENSG00000146909,177.2179248,0.062987605,0.142992944,0.440494496,0.659578998,0.993936736
5394,ENSG00000009335,592.5900992,-0.088698715,0.092186,-0.962171206,0.33596361,0.965268311
5395,ENSG00000105993,1147.661958,0.090326153,0.120844076,0.747460329,0.454785741,0.973509277
5396,ENSG00000155093,49.46071326,-0.2856256,0.293937912,-0.971720856,0.331189438,0.964255927
5397,ENSG00000146918,73.45830484,0.106649217,0.30390049,0.350934668,0.725637362,0.993936736
5398,ENSG00000117868,862.7962252,0.077253415,0.110069035,0.701863292,0.482764423,0.978315746
5399,ENSG00000126870,117.7667433,0.09415279,0.165218605,0.569867966,0.568767253,0.990233021
5400,ENSG00000106018,8.339029685,-0.318321514,0.719298938,-0.442544118,0.658095513,0.993936736
5401,ENSG00000172748,28.82367652,-0.611003048,0.352728021,-1.732221464,0.083234139,0.897313655
5402,ENSG00000147364,135.3231542,0.105464551,0.188633702,0.559097077,0.576095469,0.99095598
5403,ENSG00000180190,14.72860448,0.877411653,0.503782028,1.741649372,0.081569817,0.893199496
5404,ENSG00000104714,1044.114406,0.137690161,0.151951572,0.906145022,0.364859098,0.969896845
5405,ENSG00000182372,216.7341116,0.143431763,0.1488382,0.963675747,0.335208517,0.965268311
5406,ENSG00000104728,36.86408049,0.605517725,0.446736163,1.355425807,0.175281932,0.929609248
5407,ENSG00000176595,182.902506,-0.07990923,0.144973168,-0.551200137,0.581496486,0.991772917
5408,ENSG00000036448,58.86475607,-0.121576582,0.718854128,-0.169125525,0.865697908,0.999331445
5409,ENSG00000183117,9.647337768,0.562704107,0.785455517,0.716404806,0.473741428,0.976841673
5410,ENSG00000147316,135.4713181,0.286707275,0.161719807,1.772864321,0.076251192,0.880571231
5411,ENSG00000091879,79.13261967,0.098680858,0.221122672,0.446272006,0.655400775,0.993936736
5412,ENSG00000155189,109.7808984,-0.315911169,0.173836132,-1.817292908,0.069172275,0.872095678
5413,ENSG00000164821,50.22951609,0.17935205,0.76001096,0.235986136,0.813443428,0.998439576
5414,ENSG00000239839,72.78261404,-0.26856515,0.74322766,-0.361349778,0.717837987,0.993936736
5415,ENSG00000275342,239.3403598,-0.020254295,0.163852157,-0.123613233,0.901621515,0.999331445
5416,ENSG00000253958,11.33097209,-0.094999577,0.526222297,-0.180531265,0.856735511,0.999295937
5417,ENSG00000147324,381.1233756,0.177135801,0.181862386,0.974010101,0.330051524,0.964255927
5418,ENSG00000104626,118.724173,-0.132053774,0.142246894,-0.928342056,0.353230165,0.969839461
5419,ENSG00000173281,932.8848842,-0.090552982,0.212247285,-0.426639057,0.669642245,0.993936736
5420,ENSG00000173273,390.212718,0.031384093,0.083551792,0.375624419,0.707196134,0.993936736
5421,ENSG00000175806,146.1392118,0.259436022,0.152726639,1.698695293,0.089376611,0.907457434
5422,ENSG00000253649,15.05953721,0.434928013,0.443743963,0.9801328,0.32702057,0.964255927
5423,ENSG00000254093,22.87564241,0.018616275,0.350813022,0.053066089,0.957679251,0.999331445
5424,ENSG00000171044,68.97827119,0.229561544,0.21292201,1.078148494,0.280967493,0.959371175
5425,ENSG00000104643,135.6212735,-0.102652104,0.156603464,-0.65549063,0.512151917,0.98078938
5426,ENSG00000177710,7.825881361,0.25946607,0.622635294,0.416722393,0.676881473,0.993936736
5427,ENSG00000154319,16.61857119,-0.125883635,0.583150758,-0.215868081,0.829090578,0.998439576
5428,ENSG00000136573,156.7732219,-0.292415214,0.305849982,-0.956073995,0.339034852,0.965268311
5429,ENSG00000154328,84.40660033,0.09805855,0.219043074,0.447667887,0.654392901,0.993936736
5430,ENSG00000079459,561.7525999,0.120338302,0.107325556,1.121245544,0.262183358,0.959371175
5431,ENSG00000164733,4673.38584,-0.041119337,0.223101818,-0.184307495,0.853772234,0.998795793
5432,ENSG00000226430,5.898114228,1.794316297,0.770815451,2.327815683,0.019921893,0.761811346
5433,ENSG00000186523,7.849495843,0.482209323,0.572299855,0.842581592,0.399462489,0.971960494
5434,ENSG00000145002,11.03056883,0.102001095,0.682228,0.149511739,0.881149847,0.999331445
5435,ENSG00000154359,189.5859805,-0.271331054,0.175483184,-1.546194046,0.122057711,0.916946994
5436,ENSG00000164741,11.71900585,0.899927489,0.531109536,1.694429167,0.090183761,0.908425393
5437,ENSG00000038945,31.87465514,1.304764879,0.508034606,2.568259843,0.010221051,0.709224414
5438,ENSG00000155970,24.44306888,-0.628217088,0.46501857,-1.35095054,0.176711277,0.930807225
5439,ENSG00000104219,397.2908034,-0.365722181,0.176186669,-2.075765342,0.037915659,0.816733884
5440,ENSG00000198791,300.4746194,-0.209559869,0.115911099,-1.807936175,0.070616435,0.872095678
5441,ENSG00000155975,183.5298759,-0.017442174,0.12366916,-0.141038997,0.887839135,0.999331445
5442,ENSG00000003987,25.48960867,-0.047215417,0.318658988,-0.148169105,0.882209313,0.999331445
5443,ENSG00000129422,22.28956705,-0.644777031,0.538238265,-1.197939784,0.23094046,0.952139231
5444,ENSG00000078674,939.9196255,0.16626269,0.081205961,2.047419757,0.040616888,0.820465872
5445,ENSG00000104763,1332.419031,-0.00807437,0.147952582,-0.054574041,0.95647782,0.999331445
5446,ENSG00000171428,28.88856679,-0.143395608,0.309253792,-0.463682617,0.642875153,0.993936736
5447,ENSG00000156011,20.26854451,1.163433427,0.420345858,2.767800382,0.005643601,0.611995158
5448,ENSG00000104611,17.95936925,-0.354330466,0.493812642,-0.717540289,0.473040786,0.976841673
5449,ENSG00000147408,448.286313,-0.218783874,0.243355361,-0.899030428,0.368636453,0.970956301
5450,ENSG00000104613,259.2397612,-0.124724231,0.12024734,-1.037230682,0.299628362,0.959371175
5451,ENSG00000175445,6.558537059,2.432107191,1.037822635,2.343470945,0.01910525,0.752522091
5452,ENSG00000147416,3071.106553,0.048497438,0.145181796,0.334046271,0.738344643,0.993936736
5453,ENSG00000061337,12.09302797,0.501212423,0.544469117,0.920552531,0.357284095,0.969839461
5454,ENSG00000168546,12.77442475,0.796664152,0.560813877,1.420549998,0.155447624,0.925037519
5455,ENSG00000147443,810.7100766,-0.239582449,0.118915455,-2.014729279,0.043933023,0.827494238
5456,ENSG00000130227,908.6018631,0.085171764,0.220015921,0.387116366,0.698670062,0.993936736
5457,ENSG00000158815,7.321907581,-0.092724697,0.638394656,-0.145246669,0.88451612,0.999331445
5458,ENSG00000158856,12827.36082,0.037880589,0.440315251,0.086030609,0.931442085,0.999331445
5459,ENSG00000158863,281.4267658,0.067972763,0.136835429,0.496748274,0.619366576,0.993936736
5460,ENSG00000275074,144.4215129,-0.144104124,0.155253802,-0.928184185,0.353312036,0.969839461
5461,ENSG00000168476,184.6134765,0.140040159,0.147173336,0.951532135,0.341334314,0.965950913
5462,ENSG00000168487,38.74839623,0.331224335,0.33520737,0.9881177,0.323095008,0.964255927
5463,ENSG00000168495,126.4868994,0.189769557,0.172768766,1.098401995,0.272028992,0.959371175
5464,ENSG00000197181,6.22909349,-0.181057132,0.744928443,-0.243053052,0.8079643,0.998270704
5465,ENSG00000104635,35.22045427,-0.076214176,0.321311455,-0.237197195,0.812503812,0.998439576
5466,ENSG00000120910,251.9515131,-0.223204756,0.153102057,-1.45788215,0.14487303,0.92446394
5467,ENSG00000120896,130.3168597,0.028190218,0.230481605,0.122310055,0.902653469,0.999331445
5468,ENSG00000120913,737.1498505,-0.019530389,0.109986628,-0.177570581,0.85906023,0.999331445
5469,ENSG00000241852,28.35010632,-0.070646972,0.303294658,-0.232931804,0.815814362,0.998439576
5470,ENSG00000158941,474.4586295,0.079638191,0.093472062,0.851999938,0.394214126,0.971960494
5471,ENSG00000147439,448.348728,0.052700432,0.118349616,0.445294489,0.65610695,0.993936736
5472,ENSG00000179388,10.67613927,-0.681453562,0.534485623,-1.274970799,0.202319578,0.93744967
5473,ENSG00000008853,128.4125366,-0.283519991,0.149663344,-1.894384975,0.058173929,0.869349843
5474,ENSG00000120889,429.4421637,-0.039683231,0.128427488,-0.308993283,0.757326636,0.993936736
5475,ENSG00000173535,4250.922205,0.069224287,0.203671609,0.339881868,0.733945492,0.993936736
5476,ENSG00000173530,74.37028528,-0.326803738,0.216109078,-1.512216608,0.130478767,0.916946994
5477,ENSG00000104689,124.1827997,-0.193347042,0.155976051,-1.239594418,0.215125446,0.948316465
5478,ENSG00000147457,747.370165,-0.017811981,0.129128954,-0.137939479,0.890288249,0.999331445
5479,ENSG00000104679,106.4074865,-0.13027067,0.170732434,-0.763010679,0.445457027,0.973509277
5480,ENSG00000134013,57.85719313,0.272955614,0.24749929,1.102854128,0.270090518,0.959371175
5481,ENSG00000197217,769.7015162,-0.009095928,0.075219224,-0.120925583,0.903749979,0.999331445
5482,ENSG00000147454,21284.96353,0.120882387,0.339497358,0.35606282,0.72179352,0.993936736
5483,ENSG00000167034,40.76333006,-0.11042932,0.63021492,-0.175224859,0.860902952,0.999331445
5484,ENSG00000042980,202.5003969,0.034630227,0.211802197,0.163502681,0.870122662,0.999331445
5485,ENSG00000277586,28.47506942,-0.152901589,0.483771441,-0.316061628,0.751955731,0.993936736
5486,ENSG00000147459,3335.329217,0.080649711,0.176400212,0.457197362,0.647529194,0.993936736
5487,ENSG00000147437,65.84580258,0.251939017,0.250189027,1.006994668,0.313937336,0.962384307
5488,ENSG00000104756,141.730068,-0.180449975,0.14191461,-1.271539097,0.203536928,0.93744967
5489,ENSG00000221914,382.3950853,-0.037976607,0.096719725,-0.392645939,0.694581005,0.993936736
5490,ENSG00000104765,4235.605886,0.031283651,0.333790775,0.093722336,0.925329727,0.999331445
5491,ENSG00000092964,713.5206674,0.152798709,0.170990963,0.893606925,0.37153224,0.971053785
5492,ENSG00000104228,243.5911367,-0.000396201,0.135709456,-0.002919483,0.997670593,0.99955869
5493,ENSG00000120899,3187.388743,0.117312275,0.110231266,1.064237753,0.287221008,0.959371175
5494,ENSG00000120903,46.59225656,0.052708292,0.260088476,0.202655238,0.839404512,0.998439576
5495,ENSG00000120915,126.3387497,0.183957803,0.297361306,0.618633964,0.536157522,0.986508026
5496,ENSG00000120885,549.0850428,0.144657092,0.329670338,0.438793167,0.660811412,0.993936736
5497,ENSG00000147419,68.49926998,-0.063398664,0.215963651,-0.293561734,0.76909282,0.99455917
5498,ENSG00000171320,9.260764708,0.807311693,0.613174716,1.31660956,0.187969533,0.932345463
5499,ENSG00000189233,44.98296336,-0.327939641,0.360571088,-0.909500657,0.363085911,0.969896845
5500,ENSG00000134014,217.6199785,0.041177911,0.121296824,0.339480535,0.734247758,0.993936736
5501,ENSG00000168081,14.6061983,0.225944364,0.523244634,0.431814011,0.665876596,0.993936736
5502,ENSG00000186918,138.1957513,-0.011795104,0.158228622,-0.074544693,0.94057698,0.999331445
5503,ENSG00000104290,21.83122099,-0.102853895,0.397303003,-0.258880236,0.795727648,0.996501387
5504,ENSG00000012232,1068.585409,0.00067996,0.173511401,0.003918821,0.996873241,0.99955869
5505,ENSG00000104299,149.5199183,0.093486582,0.137385635,0.680468393,0.496207929,0.98039072
5506,ENSG00000147421,445.2188335,0.039810218,0.088481245,0.449928318,0.652762128,0.993936736
5507,ENSG00000197892,332.1424904,0.056276528,0.131016119,0.42953896,0.667531047,0.993936736
5508,ENSG00000120875,14.74277779,-0.906777689,0.462229141,-1.961749289,0.04979168,0.840366165
5509,ENSG00000133872,1231.275757,-0.007890085,0.099764791,-0.079086874,0.936963524,0.999331445
5510,ENSG00000104660,485.6261704,0.037332832,0.109201448,0.341871219,0.73244781,0.993936736
5511,ENSG00000177669,6.184661981,1.540846128,0.605282612,2.545663956,0.010907013,0.72670009
5512,ENSG00000104671,15.40806296,-0.293773804,0.336463152,-0.873123259,0.382595897,0.971364402
5513,ENSG00000157110,121.8096495,-0.072366352,0.17673471,-0.409463154,0.682199801,0.993936736
5514,ENSG00000197265,144.2435343,-0.021923577,0.130795326,-0.167617432,0.866884257,0.999331445
5515,ENSG00000253457,14.99598051,1.217042742,0.429408073,2.83423349,0.004593576,0.596555116
5516,ENSG00000104687,502.8082651,-0.086083079,0.117487815,-0.73269793,0.463742687,0.974780928
5517,ENSG00000104691,12.16063912,-0.226237252,0.420902718,-0.53750485,0.590918936,0.991846699
5518,ENSG00000104695,117.8957276,0.186573083,0.149135583,1.251029963,0.210923546,0.94629418
5519,ENSG00000165392,94.83913166,-0.001925099,0.183005927,-0.010519327,0.991606946,0.99955869
5520,ENSG00000157168,65.78615581,-0.643824393,0.472127601,-1.363666075,0.172672686,0.927121199
5521,ENSG00000172728,41.96811703,-0.491388538,0.368315446,-1.334151321,0.182154269,0.932345463
5522,ENSG00000129696,61.48174799,-0.083799896,0.199469323,-0.420114204,0.674402027,0.993936736
5523,ENSG00000198042,58.27669803,-0.294992234,0.201205093,-1.466127075,0.142613671,0.92446394
5524,ENSG00000133874,196.2878345,-0.015858902,0.177957744,-0.08911611,0.928989634,0.999331445
5525,ENSG00000183779,171.2291037,0.460692009,0.288378517,1.597525412,0.110148638,0.916946994
5526,ENSG00000147475,150.2070926,-0.285839139,0.13314341,-2.146851573,0.0318051,0.806692992
5527,ENSG00000147471,223.4936734,0.058234769,0.142376456,0.40901966,0.682525233,0.993936736
5528,ENSG00000020181,77.6786947,0.106749803,0.206398234,0.517203084,0.6050144,0.993807447
5529,ENSG00000104221,38.34967567,0.052209194,0.251207458,0.207832977,0.835359383,0.998439576
5530,ENSG00000156675,2482.684177,0.041955202,0.172144574,0.243720733,0.807447115,0.998270704
5531,ENSG00000187840,67.19922057,-0.06379993,0.207010703,-0.308196288,0.757932976,0.993936736
5532,ENSG00000129691,337.7919353,0.12052637,0.11350779,1.061833463,0.288311296,0.959371175
5533,ENSG00000147465,17.01304185,-0.636516948,0.385455912,-1.651335286,0.098670131,0.916946994
5534,ENSG00000175324,24.64291323,0.399897747,0.322190132,1.241185582,0.2145372,0.948316465
5535,ENSG00000156735,181.3210445,0.102246331,0.126437391,0.808671626,0.418704053,0.973509277
5536,ENSG00000085788,168.7752551,-0.014468781,0.160787052,-0.089987229,0.928297364,0.999331445
5537,ENSG00000147535,137.2117471,0.060828505,0.204292704,0.297751728,0.76589266,0.99455917
5538,ENSG00000147548,1229.478325,0.060524041,0.075750526,0.798991699,0.424295225,0.973509277
5539,ENSG00000165046,65.10896635,-0.005285646,0.239270693,-0.022090652,0.982375643,0.999377886
5540,ENSG00000077782,71.94940837,0.409804963,0.272972871,1.501266265,0.133286707,0.920935105
5541,ENSG00000147526,1541.601348,0.00423863,0.087466081,0.048460266,0.961349431,0.999331445
5542,ENSG00000169499,869.6225338,0.041214294,0.091760124,0.449152556,0.65332161,0.993936736
5543,ENSG00000169495,16.51167324,0.025625429,0.394147157,0.065014877,0.948162155,0.999331445
5544,ENSG00000169490,79.95542751,-0.142796587,0.186187655,-0.76694981,0.443111357,0.973509277
5545,ENSG00000168615,142.282168,-0.015214331,0.192241489,-0.079141768,0.936919861,0.999331445
5546,ENSG00000131203,22.72317301,-1.14892914,0.448890868,-2.559484328,0.010482758,0.71992358
5547,ENSG00000147533,323.3929465,-0.121609298,0.127960533,-0.950365671,0.341926481,0.965950913
5548,ENSG00000147536,14.10884691,0.031303729,0.431784546,0.072498492,0.942205205,0.999331445
5549,ENSG00000158669,232.346178,0.270322433,0.107051828,2.525154759,0.011564735,0.730977662
5550,ENSG00000029534,1906.382095,0.095609873,0.41273179,0.231651343,0.816808826,0.998439576
5551,ENSG00000083168,1956.534117,0.16690044,0.121767179,1.370652103,0.170483433,0.926051041
5552,ENSG00000070718,117.4752362,0.039870393,0.200888703,0.198470062,0.842677306,0.998439576
5553,ENSG00000104368,12.72366771,-0.212182251,0.477978269,-0.443916104,0.657103241,0.993936736
5554,ENSG00000104365,716.0560833,0.012788113,0.087276088,0.146524823,0.883507096,0.999331445
5555,ENSG00000070501,168.8060832,-0.2895663,0.166248765,-1.741765124,0.081549552,0.893199496
5556,ENSG00000078668,175.073975,-0.200576118,0.125860343,-1.593640322,0.111016618,0.916946994
5557,ENSG00000168575,131.2372541,-0.146390947,0.174874856,-0.837118328,0.402526059,0.971960494
5558,ENSG00000176209,25.39722904,-0.123393725,0.30051068,-0.410613444,0.681356004,0.993936736
5559,ENSG00000131931,47.00796475,-0.030516162,0.264931287,-0.115185194,0.908298334,0.999331445
5560,ENSG00000120925,91.09888922,0.097372857,0.177334483,0.549091502,0.582942657,0.991846699
5561,ENSG00000168172,528.2746241,0.024005596,0.107044551,0.224257996,0.822556558,0.998439576
5562,ENSG00000168522,313.9519027,-0.261740938,0.115932766,-2.257695964,0.023964621,0.784127404
5563,ENSG00000185900,112.1343947,-0.042277299,0.162802456,-0.259684648,0.795107035,0.996501387
5564,ENSG00000165102,374.8128142,0.002477305,0.108369205,0.022859863,0.981762057,0.999377886
5565,ENSG00000164808,479.8051833,-0.113142363,0.11270015,-1.003923809,0.31541534,0.962384307
5566,ENSG00000221869,1838.945059,-0.223477906,0.212784558,-1.050254339,0.293601192,0.959371175
5567,ENSG00000253729,1423.402805,0.113380987,0.154140216,0.735570446,0.461992154,0.974780928
5568,ENSG00000104738,58.41911166,-0.039226353,0.247660137,-0.158387836,0.874151198,0.999331445
5569,ENSG00000169139,74.68931858,0.098882525,0.208825516,0.473517445,0.635844058,0.993936736
5570,ENSG00000147485,12.77979414,-0.094745051,0.529109141,-0.179065232,0.857886482,0.999295937
5571,ENSG00000168300,705.6263552,0.009810435,0.120944987,0.081114851,0.935350615,0.999331445
5572,ENSG00000023287,622.2925176,-0.052146486,0.122683021,-0.425050554,0.670799822,0.993936736
5573,ENSG00000047249,195.6293705,-0.166930971,0.111233994,-1.500719029,0.133428249,0.920935105
5574,ENSG00000147509,6.93124778,0.324561202,0.56023318,0.579332344,0.562364945,0.990233021
5575,ENSG00000187735,311.9109703,0.086792297,0.11371213,0.763263311,0.445306378,0.973509277
5576,ENSG00000120992,224.847285,-0.183332817,0.133337514,-1.374953022,0.16914601,0.926051041
5577,ENSG00000137547,30.23988473,-0.526925042,0.314631848,-1.674735237,0.09398619,0.911285587
5578,ENSG00000167904,48.69823044,-0.182801845,0.234015764,-0.781151843,0.434713193,0.973509277
5579,ENSG00000137574,169.1581697,-0.162792859,0.136040911,-1.196646352,0.231444426,0.952139231
5580,ENSG00000254087,4180.664389,-0.038532303,0.166638315,-0.231233154,0.817133675,0.998439576
5581,ENSG00000008988,705.5311036,-0.192879466,0.218493382,-0.882770289,0.377360396,0.971053785
5582,ENSG00000181690,43.39583918,-0.083349971,0.310306117,-0.268605632,0.788233178,0.995496647
5583,ENSG00000170791,117.0339832,0.035054336,0.149648985,0.234243726,0.814795771,0.998439576
5584,ENSG00000104331,268.0984449,-0.198996907,0.120529392,-1.651023899,0.098733695,0.916946994
5585,ENSG00000169122,16.97888002,-0.610471974,0.476063396,-1.282333359,0.19972573,0.936409811
5586,ENSG00000215114,672.3830583,0.006416187,0.175133889,0.036635895,0.970775323,0.999377886
5587,ENSG00000137575,2962.192919,-0.041368993,0.181000104,-0.228557843,0.819212594,0.998439576
5588,ENSG00000035681,353.9901133,-0.086588658,0.104091489,-0.831851472,0.405492786,0.973426186
5589,ENSG00000198846,65.10830081,-0.292585375,0.244195905,-1.198158402,0.230855356,0.952139231
5590,ENSG00000178538,16.85952695,-0.119004572,0.571818462,-0.208116002,0.835138393,0.998439576
5591,ENSG00000104388,557.0529051,0.050307023,0.108849125,0.46217205,0.643957945,0.993936736
5592,ENSG00000171316,680.6113899,0.06654252,0.127606083,0.521468241,0.602040624,0.993032687
5593,ENSG00000198363,488.9920375,0.005094529,0.240642703,0.021170511,0.983109637,0.999377886
5594,ENSG00000137563,7.929326362,-0.044550989,0.595605282,-0.074799519,0.940374225,0.999331445
5595,ENSG00000185728,737.1398872,-0.010135396,0.094568279,-0.107175428,0.914649808,0.999331445
5596,ENSG00000104442,104.1636824,-0.327486763,0.198135862,-1.652839419,0.098363549,0.916946994
5597,ENSG00000066855,135.6225395,0.049905263,0.164808258,0.302808024,0.762036168,0.99455917
5598,ENSG00000205268,924.3175569,-0.051045311,0.115717148,-0.441121406,0.659125107,0.993936736
5599,ENSG00000179041,68.40595898,-0.124203821,0.248503529,-0.499807069,0.617210933,0.993936736
5600,ENSG00000147576,45.04421457,0.031113593,0.208776679,0.149028106,0.881531456,0.999331445
5601,ENSG00000185697,240.1212615,0.044810614,0.230204049,0.194656065,0.845662209,0.998439576
5602,ENSG00000175073,1097.574646,-0.166726088,0.101969419,-1.635059713,0.102036531,0.916946994
5603,ENSG00000213865,66.273698,0.038689808,0.194737563,0.198676654,0.842515687,0.998439576
5604,ENSG00000104205,40.94394407,-0.172036101,0.252788931,-0.680552351,0.496154786,0.98039072
5605,ENSG00000178460,13.28587525,-0.016137181,0.40338582,-0.040004334,0.968089671,0.999331445
5606,ENSG00000121022,152.3885297,0.019414607,0.129756064,0.149623886,0.881061362,0.999331445
