,no.vs.healthy,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
288,ENSG00000121769,27.45485771,-0.099247335,0.28330884,-0.350314997,0.726102311,0.926444565
289,ENSG00000168528,53.50159472,0.590254435,0.381234075,1.548273028,0.121556575,0.623614868
290,ENSG00000121764,24.31183509,-0.16190234,0.24971005,-0.648361327,0.516751277,0.85462386
291,ENSG00000162517,136.8548726,0.275610667,0.111562902,2.470450855,0.013494286,0.377314327
292,ENSG00000121753,12.62234425,-1.445150108,0.440352231,-3.281804895,0.001031449,0.177091939
293,ENSG00000134668,18.77560834,-0.385546467,0.447563866,-0.861433408,0.388999383,0.795629305
294,ENSG00000184007,1136.148732,0.120273298,0.06116977,1.966221186,0.049273066,0.515600167
295,ENSG00000121774,663.9261391,-0.057918444,0.063308627,-0.914858621,0.360265856,0.782593918
296,ENSG00000121775,101.6126786,-0.078794894,0.109164109,-0.721802196,0.470416099,0.834596555
297,ENSG00000025800,520.3554993,0.139053331,0.07583892,1.833535217,0.066723016,0.542834907
298,ENSG00000084652,365.9776786,0.034584293,0.091620334,0.377473993,0.705821388,0.919405147
299,ENSG00000160050,39.56149171,-0.135771165,0.194674542,-0.697426403,0.485535983,0.840312765
300,ENSG00000160051,21.12052859,-0.420167935,0.247841995,-1.695305656,0.090017452,0.586950146
301,ENSG00000222046,37.02248361,0.130791574,0.215490263,0.606948881,0.543884837,0.867222266
302,ENSG00000160055,62.77531752,0.13226752,0.144830967,0.913254419,0.361108749,0.782593918
303,ENSG00000084623,216.5983864,0.176671173,0.103792591,1.702155914,0.088726145,0.585902488
304,ENSG00000182866,835.4215545,-0.197826103,0.123865361,-1.597105936,0.110242095,0.61610978
305,ENSG00000116478,595.2348329,0.067295474,0.061146169,1.100567295,0.271085026,0.741090841
306,ENSG00000175130,258.9276302,0.064305401,0.141141002,0.455611059,0.648669689,0.9039526
307,ENSG00000162526,7.222381331,-0.590454345,0.472783646,-1.248889107,0.211705636,0.703217703
308,ENSG00000225828,41.64423528,-0.293819342,0.170594801,-1.722322963,0.08501103,0.580506113
309,ENSG00000160058,595.1095812,0.069986914,0.065233543,1.07286697,0.283330808,0.748156579
310,ENSG00000176261,77.52454333,0.041606237,0.142863371,0.291230962,0.770874684,0.941844154
311,ENSG00000162521,521.9566482,-0.043673305,0.064665426,-0.675373341,0.499438599,0.846823788
312,ENSG00000162522,28.8929426,0.002890907,0.297449567,0.009718983,0.992245495,0.99885809
313,ENSG00000134684,251.1314893,0.033022959,0.103880681,0.317893165,0.750565978,0.933727782
314,ENSG00000116497,324.6643247,-0.119889043,0.093200012,-1.286362962,0.198316418,0.693645295
315,ENSG00000160097,21.5062352,-0.159479826,0.274292832,-0.581421777,0.560956224,0.87352625
316,ENSG00000116514,1152.75499,0.145230581,0.121246755,1.19781004,0.230990978,0.718395339
317,ENSG00000004455,395.3834685,0.048071368,0.084485471,0.56898976,0.56936309,0.876552027
318,ENSG00000142920,41.74923427,-0.424067659,0.280855956,-1.509911579,0.131065988,0.6356539
319,ENSG00000116525,219.7203396,-0.042266246,0.107563968,-0.392940557,0.694363386,0.916797296
320,ENSG00000160094,236.5939347,-0.097972688,0.098172517,-0.997964513,0.318296567,0.760897793
321,ENSG00000184389,14.02259564,-0.390119787,0.412334124,-0.946125396,0.344084632,0.77515765
322,ENSG00000134686,2029.098144,0.121911707,0.202980323,0.600608496,0.548100778,0.868712084
323,ENSG00000121903,22.35492639,-0.430751019,0.260137264,-1.655860493,0.097750074,0.594761013
324,ENSG00000163866,223.4947914,0.090449652,0.087810557,1.03005441,0.302984465,0.757291518
325,ENSG00000187513,8.113484257,-0.529627592,0.54846174,-0.965660051,0.334214316,0.770326315
326,ENSG00000116544,17.5999175,-0.286848357,0.328182474,-0.87405142,0.382090252,0.792220568
327,ENSG00000163867,84.4858202,0.008293757,0.160424617,0.051698779,0.95876871,0.990561123
328,ENSG00000197056,75.7352826,0.118051058,0.173060057,0.68213925,0.495150904,0.846537689
329,ENSG00000116560,1835.49413,-0.075343756,0.048193058,-1.563373636,0.117964738,0.621472764
330,ENSG00000146463,201.1975218,-0.223911094,0.111477811,-2.008570951,0.044582655,0.506834388
331,ENSG00000142687,795.8670653,0.063271347,0.107008182,0.59127579,0.554335649,0.871111464
332,ENSG00000020129,163.2328811,-0.048101918,0.121970536,-0.394373259,0.693305484,0.916797296
333,ENSG00000116819,31.44307356,-0.484440758,0.2150287,-2.252912091,0.024264692,0.434681379
334,ENSG00000126067,196.4061975,-0.018958762,0.091165179,-0.207960564,0.83525976,0.95793429
335,ENSG00000142686,45.18824724,-0.228832339,0.192701019,-1.187499369,0.235030706,0.719058182
336,ENSG00000092853,13.23028363,-0.111021633,0.397290004,-0.279447335,0.77990155,0.944483554
337,ENSG00000134698,1442.565572,0.096117331,0.120202957,0.799625342,0.4239279,0.814175024
338,ENSG00000092847,707.7558109,0.031276257,0.083228087,0.375789685,0.707073257,0.92003581
339,ENSG00000126070,493.5702712,-0.082361652,0.073363205,-1.122656125,0.261583569,0.733639194
340,ENSG00000116863,148.5164996,0.135437496,0.115628807,1.171312753,0.241473087,0.721832049
341,ENSG00000171812,22.54325992,0.396015556,0.302482128,1.309219685,0.190459946,0.685012276
342,ENSG00000054116,155.9461171,-0.02026381,0.101159183,-0.200316072,0.841233393,0.959526242
343,ENSG00000116871,1952.396289,0.002746143,0.10652347,0.0257797,0.979433053,0.996623923
344,ENSG00000054118,1203.905938,0.056429705,0.075931659,0.7431644,0.457382154,0.831726748
345,ENSG00000214193,37.06120336,0.125156517,0.278153198,0.449955343,0.652742641,0.905576448
346,ENSG00000142694,19.65867384,0.204006654,0.263050555,0.775541621,0.438019681,0.821908305
347,ENSG00000196182,1916.772397,0.098378173,0.121556427,0.809321036,0.418330509,0.811523322
348,ENSG00000181817,218.5399881,-0.036371488,0.112785869,-0.322482666,0.747087068,0.932419822
349,ENSG00000116885,16.64541901,0.153069886,0.37555132,0.407587133,0.683576812,0.915126401
350,ENSG00000116898,70.97440419,-0.040578166,0.1416118,-0.286545088,0.774460666,0.94278017
351,ENSG00000119535,17005.73225,0.067070811,0.147890838,0.453515661,0.650177469,0.904337315
352,ENSG00000163874,290.1526179,-0.018170356,0.098770854,-0.183964758,0.854041102,0.961024248
353,ENSG00000163875,192.7453803,-0.090615043,0.102514047,-0.883928065,0.376735046,0.789556851
354,ENSG00000163877,186.27059,0.071189142,0.093074463,0.764862238,0.444353582,0.824271824
355,ENSG00000163879,6.950933539,-0.267254384,0.473109524,-0.564889039,0.572149239,0.87773029
356,ENSG00000134697,118.4769855,0.061474489,0.140669157,0.437014699,0.662100688,0.908153996
357,ENSG00000116922,59.12440724,-0.270501639,0.175241642,-1.543592237,0.122687147,0.625357111
358,ENSG00000134690,11.50995032,-0.069961906,0.370089238,-0.189040638,0.850060967,0.960645459
359,ENSG00000185090,10.2225639,-1.022225596,0.487616183,-2.096373402,0.03604908,0.47004605
360,ENSG00000196449,35.32125677,0.103087653,0.200947893,0.513006889,0.607946502,0.891253312
361,ENSG00000197982,43.70196306,0.084147585,0.188911509,0.445433872,0.656006239,0.906899207
362,ENSG00000188786,519.9269216,0.165263874,0.110939838,1.489671127,0.13631073,0.637262939
363,ENSG00000204084,248.5758898,-0.068795582,0.124284403,-0.553533509,0.579898142,0.880997835
364,ENSG00000183431,280.7424084,-0.141996841,0.094759456,-1.498497852,0.13400395,0.636799754
365,ENSG00000183386,285.4422246,0.118618382,0.192752194,0.615393163,0.538295105,0.862989004
366,ENSG00000183520,63.84894924,0.401589087,0.164486196,2.44147592,0.014627364,0.382312614
367,ENSG00000116954,63.6060145,0.028370632,0.15501455,0.183019155,0.854782989,0.961469325
368,ENSG00000214114,51.41686725,-0.117411627,0.149616233,-0.784751925,0.432599032,0.819027571
369,ENSG00000174574,452.9327354,0.013682646,0.079629363,0.171829158,0.863571842,0.964067531
370,ENSG00000168653,60.95828757,0.403042326,0.212414028,1.897437428,0.05777023,0.531549368
371,ENSG00000127603,3816.177402,-0.014411238,0.075301309,-0.191380978,0.848227122,0.960645459
372,ENSG00000090621,417.2838537,0.088491719,0.096757289,0.914574196,0.36041521,0.782593918
373,ENSG00000116983,43.02705677,-0.21613455,0.304827156,-0.709039682,0.478299852,0.837855117
374,ENSG00000084072,141.9683784,0.086437565,0.130187602,0.663946209,0.50672474,0.850258738
375,ENSG00000116985,44.0309131,-0.686978331,0.220280746,-3.118649008,0.001816822,0.210451247
376,ENSG00000043514,58.16937866,-0.168460471,0.168273395,-1.001111736,0.316772792,0.760571013
377,ENSG00000116990,165.7548107,0.388264064,0.172272688,2.253776077,0.024210259,0.434681379
378,ENSG00000168389,39.60815463,-0.233347552,0.25932812,-0.899815848,0.368218259,0.785720033
379,ENSG00000131236,3663.629395,0.103316261,0.107696638,0.959326709,0.337394184,0.771603525
380,ENSG00000131238,1193.48451,0.129567857,0.127425449,1.016813035,0.30924238,0.758657778
381,ENSG00000117000,310.5816417,0.062926104,0.09332406,0.674275248,0.500136337,0.847182624
382,ENSG00000084073,224.3258022,0.093304218,0.130477528,0.71509799,0.474548496,0.836165389
383,ENSG00000049089,86.30591361,-0.360600886,0.259645485,-1.388820166,0.164887441,0.661631072
384,ENSG00000084070,4613.146415,0.122276396,0.18306442,0.667941895,0.504170683,0.849440263
385,ENSG00000187801,19.52069651,-0.061221188,0.275220241,-0.222444351,0.823967989,0.954878791
386,ENSG00000187815,42.39222773,-0.180324148,0.226842926,-0.794929563,0.426654476,0.816302304
387,ENSG00000164002,22.02503847,-0.11804146,0.305226554,-0.386733916,0.698953205,0.917783317
388,ENSG00000117010,22.57577556,-0.066619331,0.281459163,-0.236692707,0.812895193,0.950898791
389,ENSG00000117016,32.40824651,-0.68615153,0.219567787,-3.125009993,0.00177799,0.210451247
390,ENSG00000066136,531.3040606,0.113771111,0.088223531,1.289577854,0.197197269,0.692916316
391,ENSG00000117013,7.35928235,-1.414034752,0.547350082,-2.583419275,0.009782636,0.348428345
392,ENSG00000179862,38.67978951,-0.445195309,0.243603924,-1.827537513,0.067618991,0.544057097
393,ENSG00000171793,101.0619454,-0.043238346,0.152867374,-0.282848755,0.777292779,0.944001532
394,ENSG00000171790,33.61692653,0.03926473,0.219008025,0.179284433,0.857714369,0.962606397
395,ENSG00000010803,139.0043307,-0.14662793,0.122739819,-1.194623971,0.23223398,0.718395339
396,ENSG00000127124,318.2327647,0.120445875,0.152454457,0.790044954,0.429501516,0.818053271
397,ENSG00000198815,448.6312748,-0.05954165,0.071247464,-0.835702031,0.403322552,0.803286082
398,ENSG00000127125,182.193391,-0.116271971,0.110259122,-1.054533806,0.291638592,0.751804431
399,ENSG00000186409,71.89969686,0.231500783,0.190842544,1.213045988,0.225112238,0.713936335
400,ENSG00000171960,53.22016832,-0.317384379,0.163244696,-1.944224754,0.051868354,0.520241216
401,ENSG00000065978,5736.321366,0.525650225,0.239256781,2.197012863,0.028019528,0.445295145
402,ENSG00000117385,159.1887501,-0.082588584,0.113972253,-0.724637633,0.468674365,0.833863039
403,ENSG00000164008,50.15811033,-0.190829642,0.182466012,-1.045836647,0.295636458,0.753124207
404,ENSG00000177868,24.82639233,0.235760972,0.246439497,0.956668778,0.338734462,0.772955667
405,ENSG00000164010,80.38454023,0.312665665,0.184775541,1.692137735,0.090619715,0.587150619
406,ENSG00000164011,54.23566111,0.238700466,0.166112561,1.436980225,0.150723613,0.649450006
407,ENSG00000117394,798.1089556,0.343125398,0.190053665,1.805413212,0.071010045,0.551800629
408,ENSG00000117395,40.16202348,0.077106949,0.206680941,0.373072372,0.709094581,0.920883101
409,ENSG00000066056,9.758783661,-0.745948062,0.548017184,-1.361176407,0.173457948,0.670645217
410,ENSG00000117400,37.13872998,-0.144855734,0.271705505,-0.533135073,0.593940082,0.885568141
411,ENSG00000117399,20.81133223,0.255978427,0.31205967,0.820286798,0.412052631,0.809952859
412,ENSG00000066322,347.2621323,0.134349403,0.092428203,1.453554209,0.14606994,0.645111487
413,ENSG00000159479,81.65109145,0.225518811,0.137529439,1.639785728,0.101049727,0.599845329
414,ENSG00000198198,883.8009801,-0.151016132,0.066009323,-2.287800036,0.022149169,0.427918728
415,ENSG00000178922,14.59624589,-0.274206385,0.298403986,-0.918909924,0.358142688,0.781569891
416,ENSG00000142949,48.22468017,0.163065058,0.425285095,0.383425283,0.70140446,0.917783317
417,ENSG00000066135,347.7578465,0.088996276,0.074782567,1.190067142,0.234020004,0.719058182
418,ENSG00000126091,80.76839414,-0.087148423,0.179599536,-0.485237459,0.627507913,0.897243858
419,ENSG00000117408,148.3036386,-0.031253076,0.121971363,-0.256232902,0.797771004,0.947013218
420,ENSG00000132768,73.03898163,0.041369687,0.162473556,0.254624126,0.799013424,0.947188437
421,ENSG00000117410,1018.457635,0.153344621,0.130329251,1.176594053,0.239357573,0.721142095
422,ENSG00000117411,15.86347817,-0.173713599,0.303980316,-0.571463314,0.567685621,0.875656052
423,ENSG00000159214,13.98832283,0.095822023,0.416109236,0.230280932,0.817873476,0.952199713
424,ENSG00000196517,166.5825017,0.503843126,0.348898274,1.4440975,0.148711551,0.646190474
425,ENSG00000178028,194.8531882,-0.068756765,0.104526216,-0.657794448,0.510670222,0.851847039
426,ENSG00000117419,120.0249607,-0.174022457,0.147031905,-1.183569356,0.236583577,0.719058182
427,ENSG00000187147,279.3519123,-0.111087297,0.076842174,-1.44565531,0.148273905,0.646171212
428,ENSG00000126106,23.50551833,0.115515517,0.224841595,0.513763998,0.607417001,0.890966975
429,ENSG00000198520,81.4607871,-0.392589444,0.163114636,-2.406831495,0.016091593,0.393793334
430,ENSG00000142945,17.25392991,-0.472297444,0.272896519,-1.730683285,0.083508268,0.578097742
431,ENSG00000142937,868.0805578,0.181563145,0.158548173,1.145160748,0.252142575,0.729307421
432,ENSG00000142959,7.241886968,0.41651326,0.47140236,0.883562102,0.376932645,0.789556851
433,ENSG00000173846,250.4740685,0.011589189,0.140959312,0.082216554,0.93447451,0.983720285
434,ENSG00000188396,24.33792853,-0.300101128,0.298912769,-1.003975603,0.315390373,0.760571013
435,ENSG00000222009,58.27311833,-0.233557666,0.218395603,-1.06942476,0.284878315,0.748801017
436,ENSG00000117425,15.34553184,-0.386420457,0.355120637,-1.088138555,0.276533945,0.743967149
437,ENSG00000070785,69.42834542,0.018913465,0.158062669,0.119658013,0.904754062,0.975560902
438,ENSG00000126107,350.6669955,0.045505882,0.123516582,0.368419211,0.712560675,0.921425188
439,ENSG00000126088,128.8518059,0.270155265,0.139710396,1.933680482,0.053152425,0.521357201
440,ENSG00000162415,30.28527245,-0.297123698,0.295707922,-1.004787751,0.314999063,0.760571013
441,ENSG00000186603,7.27078685,-0.864273351,0.46539025,-1.857093809,0.063297809,0.537619929
442,ENSG00000132781,62.13843998,-0.162522907,0.169762866,-0.957352517,0.338389356,0.772933696
443,ENSG00000132773,51.19827331,-0.067929831,0.15511542,-0.43793087,0.661436397,0.90791076
444,ENSG00000070759,129.2126148,0.031713875,0.116771332,0.271589562,0.785937626,0.945109616
445,ENSG00000280670,15.6240869,-0.357876174,0.418737897,-0.854654372,0.392742518,0.797929526
446,ENSG00000132763,34.72457281,-0.093278984,0.242390055,-0.38483008,0.700363312,0.917783317
447,ENSG00000117450,127.409256,0.449640121,0.131535569,3.418391866,0.000629923,0.153380628
448,ENSG00000117448,157.512523,-0.008272439,0.13314639,-0.0621304,0.950458988,0.988599364
449,ENSG00000132780,291.6807581,-0.00624671,0.089532092,-0.06977063,0.944376224,0.987064091
450,ENSG00000159588,93.30067551,0.199931293,0.163451365,1.223185216,0.221259748,0.711431103
451,ENSG00000159592,883.548789,0.094621506,0.0597244,1.584302328,0.113124936,0.617768007
452,ENSG00000159596,71.98469497,0.017356656,0.144473641,0.120137178,0.904374481,0.975319136
453,ENSG00000197429,65.39559757,-0.14010793,0.171771643,-0.81566391,0.414692386,0.810327301
454,ENSG00000086015,123.1904209,0.010323004,0.127776039,0.08078983,0.935609096,0.984068545
455,ENSG00000117461,14.99856425,-0.256750994,0.330360008,-0.777185457,0.437049361,0.82152516
456,ENSG00000085998,90.54936263,0.071311665,0.150802249,0.472881971,0.636297388,0.899542405
457,ENSG00000085999,9.562703846,-0.712380722,0.474019835,-1.502850025,0.132877722,0.636675725
458,ENSG00000132128,233.9000839,-0.085829359,0.083776272,-1.024506781,0.30559597,0.758012078
459,ENSG00000173660,83.60992443,0.289450155,0.147097962,1.967737351,0.049098266,0.515600167
460,ENSG00000117481,156.1727928,-0.154678877,0.147131079,-1.051299822,0.293120909,0.752592942
461,ENSG00000117480,67.44829207,-0.297839108,0.21159891,-1.407564471,0.159260074,0.657798858
462,ENSG00000079277,682.332665,0.088474522,0.125852857,0.702999708,0.482055931,0.839939853
463,ENSG00000142961,327.9080749,0.003749134,0.087265198,0.042962537,0.965731398,0.992434255
464,ENSG00000123472,124.9798331,0.041971355,0.145427023,0.288607674,0.772881623,0.942233108
465,ENSG00000186118,8.316779687,0.16755378,0.496362851,0.337563095,0.735692457,0.928465514
466,ENSG00000159658,805.5940621,-0.013252691,0.062568791,-0.211809919,0.83225533,0.956947144
467,ENSG00000162366,769.3084379,0.348421846,0.323056431,1.07851698,0.280803108,0.745542273
468,ENSG00000162367,327.0195355,0.239390974,0.251775941,0.950809569,0.341701054,0.774725218
469,ENSG00000123473,199.5428675,0.358844714,0.283302517,1.266648521,0.205280995,0.700056808
470,ENSG00000162368,375.8046815,0.059319442,0.098869873,0.599974897,0.548522965,0.868813667
471,ENSG00000186564,28.52106686,-0.007184547,0.282878191,-0.025398022,0.979737489,0.996678615
472,ENSG00000117834,41.49609876,0.490990808,0.278178094,1.765023265,0.077559856,0.565233383
473,ENSG00000132122,78.30707149,0.407517896,0.212731905,1.915640702,0.055410845,0.524978122
474,ENSG00000162373,17.73107832,-0.39953813,0.368625252,-1.083859904,0.27842692,0.743967149
475,ENSG00000185104,184.5551577,-0.120710629,0.091642342,-1.31719275,0.187774023,0.683891684
476,ENSG00000123080,24.684387,-0.016509142,0.283839328,-0.058163687,0.953618245,0.988697406
477,ENSG00000123091,964.0092361,0.376933026,0.234979419,1.604110806,0.10868963,0.613906171
478,ENSG00000085831,22.69386149,-0.396840473,0.294052536,-1.349556372,0.177158327,0.675379804
479,ENSG00000085832,756.47416,0.147502821,0.073182224,2.015555311,0.043846497,0.504894484
480,ENSG00000117859,384.5017025,0.01597054,0.089300335,0.178840763,0.858062737,0.962750654
481,ENSG00000078618,1061.073243,0.196438779,0.102581292,1.914957161,0.055497967,0.524978122
482,ENSG00000117862,205.8646467,0.065475431,0.102746014,0.637255195,0.523958631,0.858815494
483,ENSG00000198841,40.17506469,-0.074156049,0.179149553,-0.413933767,0.678922614,0.913779029
