Non-elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8502,ENSG00000132938,7.446473384,-0.819146125,0.668186991,-1.225923487,0.22022747,0.618087344
8503,ENSG00000139514,247.0460016,-0.172831548,0.132219455,-1.307156709,0.191159495,0.593235903
8504,ENSG00000122042,459.9931671,0.051659665,0.089054983,0.580087303,0.561855746,0.844861888
8505,ENSG00000102781,55.48973408,-0.086255016,0.199310077,-0.432767965,0.665183349,0.893862587
8506,ENSG00000189403,541.1129164,0.067535784,0.110619759,0.610521886,0.54151615,0.83574714
8507,ENSG00000132952,158.8731601,-0.122391802,0.123085782,-0.994361817,0.32004675,0.701732384
8508,ENSG00000132965,748.1696795,0.333234806,0.193691571,1.720440409,0.085352417,0.476921041
8509,ENSG00000120694,242.2928898,0.158798502,0.121543418,1.306516672,0.191376913,0.593235903
8510,ENSG00000187676,32.56775862,-0.270845675,0.250578128,-1.080883143,0.279749098,0.66899797
8511,ENSG00000133105,14.5999674,-0.325061405,0.440512146,-0.737917009,0.460564882,0.790699611
8512,ENSG00000073910,1626.203382,0.344854679,0.12928642,2.6673697,0.007644753,0.262172329
8513,ENSG00000139618,45.38217489,-0.146844432,0.219563246,-0.668802427,0.503621518,0.814497322
8514,ENSG00000139597,188.5021427,0.046773209,0.096242888,0.485991329,0.626973314,0.876591158
8515,ENSG00000244754,1513.986206,0.100804455,0.067204076,1.499975305,0.1336208,0.543562844
8516,ENSG00000083642,424.4810409,0.04589215,0.079606843,0.576484985,0.564287416,0.846717474
8517,ENSG00000133116,7.057869784,-0.931435184,0.62046602,-1.501186455,0.133307342,0.5435271
8518,ENSG00000133121,8.137928863,-0.424046147,0.637430788,-0.66524265,0.505895306,0.815941431
8519,ENSG00000133119,35.64986602,-0.150924288,0.226032526,-0.667710488,0.504318414,0.814723866
8520,ENSG00000172915,66.7730441,-0.443458495,0.207033897,-2.14196081,0.032196636,0.370854659
8521,ENSG00000133104,211.340847,0.078222464,0.111035469,0.704481769,0.4811328,0.802204638
8522,ENSG00000133111,63.13792409,0.083743366,0.199299159,0.420189258,0.674347201,0.897712254
8523,ENSG00000120693,16.20102164,-0.465241559,0.331128118,-1.405019792,0.160015393,0.568221385
8524,ENSG00000120697,51.32897933,0.058397867,0.234395019,0.249142954,0.803250204,0.947603022
8525,ENSG00000120699,81.80305455,-0.016813438,0.151002099,-0.111345724,0.911342199,0.978633937
8526,ENSG00000102710,512.9594581,0.0434974,0.081976442,0.530608544,0.595690073,0.860864699
8527,ENSG00000180138,137.0171566,0.179249277,0.232086973,0.772336656,0.43991506,0.779960923
8528,ENSG00000120686,155.585831,-0.085509951,0.145977494,-0.585774897,0.558026795,0.843595665
8529,ENSG00000120685,312.8556926,0.035204539,0.096945944,0.363135758,0.716503474,0.915001132
8530,ENSG00000188811,158.411146,-0.051838911,0.108598635,-0.477344038,0.633117157,0.87893548
8531,ENSG00000133103,92.93744856,0.072283077,0.164446894,0.439552703,0.660261103,0.892234026
8532,ENSG00000150907,626.1673542,-0.043228486,0.078864189,-0.548138353,0.583596908,0.855068976
8533,ENSG00000102738,93.25191949,0.114884578,0.171561434,0.669641044,0.503086643,0.814465262
8534,ENSG00000102743,41.98961917,-0.317676035,0.200190014,-1.586872534,0.112541517,0.511662508
8535,ENSG00000120690,1112.54592,0.146590942,0.087617176,1.673084532,0.094310656,0.486831921
8536,ENSG00000120688,53.81943018,-0.019175841,0.172374061,-0.111245516,0.911421659,0.978633937
8537,ENSG00000165572,81.69792099,0.176482583,0.178134602,0.990726008,0.321819388,0.702712284
8538,ENSG00000120696,229.2536617,0.189584489,0.171306092,1.106700219,0.268423561,0.660644654
8539,ENSG00000120662,77.5588506,-0.015835229,0.148650803,-0.106526359,0.915164743,0.979601658
8540,ENSG00000172766,194.2512773,-0.002228323,0.120630934,-0.018472237,0.985262125,0.996296749
8541,ENSG00000102760,264.9387844,0.201127287,0.19144088,1.05059738,0.293443545,0.681487065
8542,ENSG00000102763,256.7820546,0.098046558,0.120649137,0.812658598,0.416413825,0.763642048
8543,ENSG00000102780,181.4118706,0.182305161,0.149436479,1.219950857,0.222483505,0.619464218
8544,ENSG00000023516,506.4511029,-0.03786105,0.095443218,-0.396686641,0.691598553,0.904372365
8545,ENSG00000133106,389.6556063,1.078916283,0.320272344,3.368746328,0.000755109,0.150513319
8546,ENSG00000120675,87.59449396,-0.0587031,0.189649375,-0.309534897,0.756914671,0.933926676
8547,ENSG00000151773,16.32494107,-0.100017661,0.426230894,-0.234656057,0.814475697,0.950205294
8548,ENSG00000179630,17.1525959,0.484576755,0.326508033,1.484118937,0.13777737,0.547647752
8549,ENSG00000102804,355.7931325,-0.168906505,0.167345793,-1.009326269,0.312818186,0.695426016
8550,ENSG00000083635,20.60011894,-0.121662328,0.288923398,-0.421088527,0.673690439,0.897712254
8551,ENSG00000133114,119.72684,-0.026985457,0.149566446,-0.180424538,0.856819292,0.963269462
8552,ENSG00000188342,97.48460257,0.119057909,0.142896656,0.833174915,0.404746088,0.759655464
8553,ENSG00000180332,10.75294269,0.02798682,0.430850369,0.064957169,0.948208102,0.988055324
8554,ENSG00000133112,597.4190151,0.115252224,0.243520586,0.473275077,0.636016941,0.880200899
8555,ENSG00000174032,109.4136623,-0.205388435,0.137916428,-1.489223863,0.136428429,0.545905552
8556,ENSG00000136152,280.4252246,0.032122946,0.098843516,0.324987893,0.745190235,0.928517004
8557,ENSG00000123200,612.391672,-0.038564711,0.085658893,-0.450212576,0.652557169,0.888756423
8558,ENSG00000136167,10512.53305,0.242687559,0.116149281,2.089445208,0.036667665,0.385944754
8559,ENSG00000102445,544.0868249,0.060190615,0.179784252,0.334793586,0.737780799,0.925083324
8560,ENSG00000136141,215.7844262,0.003027491,0.13089391,0.02312935,0.981547094,0.9957561
8561,ENSG00000139684,124.8087718,0.119002195,0.117887209,1.009458072,0.312755,0.695426016
8562,ENSG00000136143,66.51378711,0.138840735,0.201444974,0.68922412,0.49068224,0.807907595
8563,ENSG00000136159,42.96134695,-0.110912058,0.249673984,-0.444227532,0.656878089,0.890979313
8564,ENSG00000136146,79.81761568,0.151935447,0.163871859,0.927160088,0.353843422,0.727168413
8565,ENSG00000136156,7196.054612,0.213362516,0.125320126,1.702539903,0.088654205,0.480708193
8566,ENSG00000139687,354.9522518,0.073554004,0.096976445,0.758472887,0.448167938,0.78424775
8567,ENSG00000139679,217.072256,0.226963911,0.142161584,1.596520703,0.110372587,0.507138727
8568,ENSG00000136161,409.5338811,0.239735403,0.126872531,1.889576892,0.05881457,0.430823071
8569,ENSG00000152207,88.25555633,0.091620597,0.224121193,0.408799344,0.682686922,0.901157141
8570,ENSG00000102531,401.356771,0.110620432,0.082979697,1.333102387,0.182498206,0.586854342
8571,ENSG00000102543,52.61087622,-0.052217982,0.166611841,-0.313410992,0.753968434,0.932420052
8572,ENSG00000102547,30.53937783,-0.083147916,0.285364017,-0.291374914,0.770764599,0.93838114
8573,ENSG00000136169,194.0951349,0.066542132,0.119185267,0.558308368,0.576633832,0.851824996
8574,ENSG00000136147,317.6697746,0.125776655,0.121127368,1.038383455,0.299091569,0.684854309
8575,ENSG00000136144,189.3112202,0.044437737,0.114797442,0.387096928,0.698684452,0.907638291
8576,ENSG00000152213,452.1647247,0.330204666,0.159625032,2.068627096,0.038581093,0.391666215
8577,ENSG00000123179,50.95052099,0.258838109,0.211091919,1.22618673,0.220128414,0.618087344
8578,ENSG00000102753,174.562358,0.006686648,0.117410313,0.056951112,0.954584139,0.989667835
8579,ENSG00000123178,24.94501935,0.03818999,0.254493947,0.15006247,0.880715329,0.970542477
8580,ENSG00000204977,334.0787842,0.15897706,0.109137228,1.456671227,0.145207156,0.554206664
8581,ENSG00000198553,49.94807449,0.181078783,0.218055577,0.830424909,0.406298587,0.760006267
8582,ENSG00000186047,22.34094644,-0.300794268,0.324334473,-0.927419973,0.353708525,0.727112367
8583,ENSG00000136104,264.919421,-0.07712814,0.110872568,-0.695646739,0.486650088,0.805129132
8584,ENSG00000253309,18.27887752,-0.279898249,0.353741682,-0.791250404,0.428797883,0.772793628
8585,ENSG00000102786,674.0438024,0.097253558,0.080597339,1.206659661,0.22756324,0.625559511
8586,ENSG00000139668,951.6275127,0.223241926,0.085160173,2.621435816,0.008756025,0.277446743
8587,ENSG00000102796,275.4474611,0.083863143,0.137263639,0.610964004,0.541223411,0.835681503
8588,ENSG00000281106,325.1339553,0.241141057,0.182863539,1.318694029,0.187271424,0.590202139
8589,ENSG00000123191,31.27912028,0.033335844,0.291113413,0.114511535,0.908832303,0.977577874
8590,ENSG00000253710,118.1099722,0.041723487,0.119611205,0.348825903,0.727220016,0.919969746
8591,ENSG00000253797,101.9624378,0.069841873,0.136834516,0.510411222,0.609763396,0.868265032
8592,ENSG00000197168,14.31359548,-0.013681626,0.363994992,-0.037587402,0.970016652,0.993641755
8593,ENSG00000136098,29.69404047,-0.272910613,0.252425096,-1.081154834,0.279628245,0.66899797
8594,ENSG00000136114,7.875279958,-0.759812338,0.460371588,-1.650432735,0.09885446,0.489743893
8595,ENSG00000136100,275.9818631,-0.125375391,0.096449549,-1.29990646,0.193633031,0.595133461
8596,ENSG00000136108,79.42367821,0.276478233,0.172589548,1.60194077,0.109168708,0.506033475
8597,ENSG00000139675,34.66367077,0.009949788,0.22217164,0.044784242,0.964279286,0.991941644
8598,ENSG00000165416,286.678238,-0.07441997,0.100372446,-0.741438239,0.458427766,0.789763036
8599,ENSG00000102837,22.79344235,-0.193386518,0.650481674,-0.297297412,0.766239457,0.936537996
8600,ENSG00000139734,10.48435129,-0.047479132,0.550679123,-0.086219234,0.931292141,0.98386391
8601,ENSG00000083544,107.5315195,-0.126514252,0.150484426,-0.840713258,0.400508591,0.757088988
8602,ENSG00000184226,99.99248586,-0.450381172,0.430111406,-1.047126782,0.295041109,0.682416942
8603,ENSG00000276644,62.1100002,0.026469155,0.268548227,0.09856388,0.92148455,0.98101948
8604,ENSG00000204899,28.70216612,-0.044866349,0.264483413,-0.169637665,0.8652951,0.965424147
8605,ENSG00000136122,33.91700096,-0.045066748,0.249854544,-0.180371937,0.856860584,0.963269462
8606,ENSG00000083520,289.129255,0.022726794,0.085801664,0.264875912,0.791105056,0.944175473
8607,ENSG00000083535,129.8179189,-0.133229882,0.158547602,-0.840314714,0.400731954,0.757299323
8608,ENSG00000102554,48.98270121,0.267647706,0.22220075,1.204531064,0.228384383,0.626576743
8609,ENSG00000118922,560.8201587,-0.206143913,0.12276427,-1.679184931,0.093116008,0.486562088
8610,ENSG00000136111,228.0690529,-0.212726935,0.160286987,-1.327162853,0.184454817,0.587997477
8611,ENSG00000188243,38.02774093,-0.53076441,0.270771871,-1.960190358,0.049973545,0.412396164
8612,ENSG00000118939,7.661832692,-0.089894557,0.499762158,-0.179874678,0.857250955,0.963269462
8613,ENSG00000136153,83.41753721,-0.249865158,0.180082334,-1.387505103,0.165287796,0.572784083
8614,ENSG00000178695,1403.908085,0.274042246,0.110240875,2.485849708,0.012924253,0.299745961
8615,ENSG00000102805,42.87970177,0.028056185,0.182868819,0.153422465,0.87806513,0.96994899
8616,ENSG00000005812,584.6247159,0.113694717,0.068425451,1.661585199,0.096595973,0.487591303
8617,ENSG00000005810,1706.140334,0.010024615,0.079567387,0.125988995,0.899740636,0.975700787
8618,ENSG00000139737,84.30093267,-0.233051514,0.150918195,-1.544224105,0.122534051,0.529376185
8619,ENSG00000152193,33.23971779,0.05726198,0.263766911,0.217093113,0.828135781,0.953228851
8620,ENSG00000139746,601.9723454,0.052168553,0.091709114,0.568848072,0.569459248,0.848548055
8621,ENSG00000102471,17.38949665,-0.276674447,0.306909514,-0.901485403,0.367330291,0.734902569
8622,ENSG00000136158,12.50494992,0.346587266,0.462796672,0.748897491,0.453918993,0.786857945
8623,ENSG00000165300,6.534274971,-0.920551307,0.614850423,-1.497195534,0.134342387,0.544044131
8624,ENSG00000088451,50.41073243,-0.021053799,0.1695477,-0.124176261,0.901175718,0.975700787
8625,ENSG00000152749,57.61123253,0.114788288,0.196427036,0.584381307,0.558963801,0.843747029
8626,ENSG00000125257,255.5049036,0.187293934,0.222058769,0.843443091,0.398980681,0.755925788
8627,ENSG00000102580,595.9325582,0.254488129,0.127778777,1.991630651,0.046411598,0.40695231
8628,ENSG00000102595,30.29793582,0.40810859,0.348186003,1.172099356,0.241157168,0.636926438
8629,ENSG00000139793,202.9452075,-0.142894402,0.114909119,-1.243542753,0.213667897,0.615844842
8630,ENSG00000125249,193.3470899,0.106061044,0.143479768,0.739205567,0.459782181,0.790460496
8631,ENSG00000065150,309.9909127,-0.094181504,0.110348467,-0.853491736,0.393386669,0.751617741
8632,ENSG00000152767,67.34881569,-0.052284277,0.165235906,-0.316422005,0.751682217,0.93163916
8633,ENSG00000102572,552.8916431,0.051714473,0.090145898,0.573675279,0.56618756,0.847470882
8634,ENSG00000088387,471.9527675,-0.18642791,0.138488506,-1.346161609,0.178250403,0.584166735
8635,ENSG00000134882,441.1347358,0.008924765,0.061950386,0.144063099,0.885450643,0.971988715
8636,ENSG00000125245,153.3482638,-0.20689971,0.133935436,-1.544771993,0.122401424,0.529376185
8637,ENSG00000169508,228.8119446,-0.050970221,0.159166176,-0.320232741,0.748791905,0.930275489
8638,ENSG00000125304,980.80474,0.154803265,0.083091026,1.86305636,0.062454337,0.433612429
8639,ENSG00000125246,50.82877385,-0.411565245,0.228343997,-1.802391353,0.071483855,0.453973991
8640,ENSG00000175198,74.85416413,0.103087612,0.192742181,0.534847181,0.592755534,0.860291384
8641,ENSG00000134864,27.11055616,-0.507016167,0.250272674,-2.025855078,0.042779638,0.40002662
8642,ENSG00000125247,94.44674044,-0.231656379,0.173071397,-1.338501814,0.180732909,0.585637186
8643,ENSG00000134900,558.8868246,-0.006384681,0.091685494,-0.069636764,0.944482774,0.987300886
8644,ENSG00000151287,15.38012138,-0.367615126,0.338756475,-1.08518996,0.27783753,0.668472347
8645,ENSG00000134897,29.40882291,-0.236760918,0.259575476,-0.912108194,0.361711765,0.731858604
8646,ENSG00000134899,134.8166694,-0.214465944,0.113872472,-1.883387088,0.059647929,0.430823071
8647,ENSG00000134884,499.0916522,-0.051996257,0.090436925,-0.574944992,0.5653285,0.847259961
8648,ENSG00000174405,78.43442922,0.082295824,0.198316511,0.414972125,0.678162309,0.898839061
8649,ENSG00000139826,213.2171588,0.195143845,0.126769898,1.539354749,0.123717715,0.531402749
8650,ENSG00000102524,397.6971638,0.443868721,0.149649246,2.966060518,0.003016411,0.200864582
8651,ENSG00000041515,22.67764212,-0.12698981,0.432912081,-0.293338567,0.769263377,0.937793324
8652,ENSG00000185950,1104.818038,0.290904363,0.220485121,1.319383197,0.187041036,0.590074117
8653,ENSG00000139832,58.3669266,0.336753088,0.215966266,1.559285596,0.118928799,0.523271226
8654,ENSG00000213995,180.4236536,-0.143790096,0.102918,-1.397132633,0.16237369,0.570016447
8655,ENSG00000134905,811.9673742,0.059924801,0.092855819,0.645353209,0.518698318,0.823106076
8656,ENSG00000153487,280.5609837,-0.049310306,0.08668616,-0.568837123,0.569466679,0.848548055
8657,ENSG00000088448,772.7385824,-0.008511969,0.068629908,-0.124027111,0.90129381,0.975700787
8658,ENSG00000102606,488.8096569,-0.082038875,0.075344631,-1.088848325,0.276220777,0.667315419
8659,ENSG00000153495,5.688253182,-0.629227857,0.54858445,-1.14700272,0.251380497,0.644977729
8660,ENSG00000126216,525.638261,0.036769902,0.073592395,0.499642689,0.617326694,0.872468198
8661,ENSG00000068650,2184.435848,0.192442891,0.106231832,1.811536979,0.07005777,0.450557159
8662,ENSG00000126217,94.12037845,-0.512318044,0.206401381,-2.482144459,0.013059432,0.299745961
8663,ENSG00000126231,11.95154284,-0.482580935,0.379984515,-1.270001579,0.204084068,0.604733316
8664,ENSG00000126226,201.5599037,-0.105726707,0.140135974,-0.754458005,0.450574253,0.785974606
8665,ENSG00000139842,710.9450081,0.023185245,0.106302329,0.218106656,0.827346012,0.952924815
8666,ENSG00000185896,1040.559963,0.070192108,0.095391301,0.735833427,0.461832076,0.791410908
8667,ENSG00000139835,35.34458103,-0.26411808,0.238899875,-1.105559726,0.26891713,0.660982599
8668,ENSG00000153531,13.11459273,0.170354548,0.441294677,0.386033543,0.699471827,0.907638291
8669,ENSG00000150401,137.5762613,0.016071632,0.122287864,0.131424583,0.895439443,0.975278453
8670,ENSG00000150403,415.7718291,0.054335597,0.12322947,0.440930213,0.65926352,0.892144616
8671,ENSG00000198176,553.76383,0.679855688,0.257870072,2.636427258,0.008378416,0.276119901
8672,ENSG00000184497,41.84029939,-0.079898181,0.235710661,-0.338967193,0.734634445,0.923470148
8673,ENSG00000183087,104.383005,-0.009850673,0.159914987,-0.061599435,0.950881827,0.988965615
8674,ENSG00000185989,1726.616985,-0.185885684,0.093918449,-1.979224391,0.047790748,0.41083672
8675,ENSG00000130177,256.6372284,-0.08484654,0.120482752,-0.704221463,0.481294867,0.802257373
8676,ENSG00000169062,214.3292396,-0.047464668,0.105549079,-0.44969287,0.652931913,0.889021972
8677,ENSG00000198824,134.97259,-0.057590382,0.114639686,-0.50235991,0.615414374,0.871627006
8678,ENSG00000136319,118.327816,-0.036210591,0.115070984,-0.314680464,0.753004278,0.932247758
8679,ENSG00000100814,45.42859598,-0.157103887,0.209648453,-0.749368213,0.453635305,0.78683715
8680,ENSG00000129484,35.10070064,-0.107122928,0.219553259,-0.487913176,0.625611341,0.875976777
8681,ENSG00000129566,1071.507436,-0.011753344,0.088613683,-0.132635769,0.894481443,0.975067743
8682,ENSG00000092094,120.5175569,-0.348722719,0.145921828,-2.389791337,0.016857948,0.321311844
8683,ENSG00000100823,245.7674423,-0.015356537,0.122957715,-0.124892827,0.900608397,0.975700787
8684,ENSG00000165782,190.9336479,0.175513548,0.088709704,1.978515762,0.047870552,0.41083672
8685,ENSG00000198805,160.0357146,0.269725809,0.145516123,1.853580241,0.063799237,0.436042127
8686,ENSG00000169413,150.2718543,0.506381257,0.219252171,2.309583779,0.020911208,0.342895741
8687,ENSG00000169385,49.96862804,0.394085093,0.405069578,0.972882475,0.330611716,0.709308591
8688,ENSG00000165792,72.80717332,-0.276766102,0.169694451,-1.630967315,0.102897216,0.497358919
8689,ENSG00000165795,43.85916221,-0.180046494,0.190640877,-0.944427537,0.344951215,0.720844544
8690,ENSG00000165801,924.1754727,0.174594503,0.186100158,0.938174936,0.348154517,0.722652658
8691,ENSG00000165804,172.1902231,-0.038242973,0.215655193,-0.177333882,0.859246138,0.964011732
8692,ENSG00000092199,1890.309926,0.155227267,0.049063859,3.1637802,0.001557344,0.161867899
8693,ENSG00000092200,66.82257762,-0.165482393,0.243002497,-0.680990505,0.495877499,0.810201861
8694,ENSG00000092201,397.6597427,-0.017338698,0.093612778,-0.18521721,0.853058671,0.961837884
8695,ENSG00000100888,837.7671895,0.017727219,0.07487958,0.236743033,0.812856149,0.949999804
8696,ENSG00000129472,601.9483682,0.46160936,0.304348448,1.516713369,0.129339068,0.537897655
8697,ENSG00000092203,466.9859435,0.140905365,0.084142768,1.674598638,0.094013007,0.486831921
8698,ENSG00000165819,252.0015223,-0.036768983,0.108009265,-0.34042434,0.733536991,0.923140279
8699,ENSG00000165821,19.00903384,-0.156326266,0.356318026,-0.438726795,0.660859509,0.892507115
8700,ENSG00000129562,196.7114183,-0.05277952,0.098334184,-0.536736243,0.591449817,0.859765415
8701,ENSG00000100439,240.7298238,0.017421686,0.138081909,0.126169213,0.899597981,0.975700787
8702,ENSG00000155463,446.6608886,0.003177055,0.077652725,0.040913632,0.96736475,0.992802561
8703,ENSG00000155465,706.3390327,0.379014482,0.121740417,3.113300352,0.001850076,0.173598829
8704,ENSG00000172590,65.4233307,-0.227337735,0.150269892,-1.512862834,0.130314504,0.539113778
8705,ENSG00000157227,26.57542732,0.016241211,0.368982004,0.044016269,0.964891435,0.992192632
8706,ENSG00000197324,5370.741483,0.217301897,0.145568847,1.492777484,0.135495443,0.545083773
8707,ENSG00000139890,145.8455888,0.151145819,0.182499381,0.828199077,0.407557767,0.760006267
8708,ENSG00000100461,890.6368624,0.044701532,0.093983419,0.475632111,0.634336495,0.879649494
8709,ENSG00000100462,35.20013216,-0.020980026,0.220794524,-0.095020592,0.924298471,0.982065455
8710,ENSG00000092036,74.39259004,0.543687138,0.237670527,2.287566506,0.022162778,0.344581402
8711,ENSG00000129474,9.114375207,-1.111981475,0.540782529,-2.056245192,0.039758888,0.393072426
8712,ENSG00000100802,56.91949386,-0.032756319,0.188899248,-0.173406294,0.862332078,0.964445375
8713,ENSG00000100804,40.56782129,0.088497931,0.205305266,0.431055336,0.666428135,0.893862587
8714,ENSG00000139880,8.193212942,-1.173724242,0.463287014,-2.533471059,0.011293907,0.290028738
8715,ENSG00000100813,1634.191763,-0.018663863,0.052099326,-0.358236175,0.720166577,0.916484283
8716,ENSG00000179933,103.5222975,0.206003791,0.122617856,1.680047242,0.092948124,0.486488002
8717,ENSG00000092067,53.53868804,0.184189708,0.344981897,0.533911227,0.593402954,0.860583956
8718,ENSG00000092068,27.5863588,-0.550127813,0.394191443,-1.395585374,0.162839389,0.570500025
8719,ENSG00000215271,105.7004137,-0.237069336,0.142024496,-1.669214409,0.095074895,0.487138149
8720,ENSG00000235194,222.7542819,-0.210537903,0.109949533,-1.914859457,0.055510429,0.423454307
8721,ENSG00000129473,50.29885135,-0.093078236,0.176610982,-0.527024054,0.598176885,0.862784593
8722,ENSG00000100836,131.1325225,0.03863517,0.11122212,0.347369477,0.728313761,0.920577693
8723,ENSG00000092096,24.82291611,-0.858341506,0.38742385,-2.215510235,0.026725063,0.356583986
8724,ENSG00000166091,62.02136072,-0.191410015,0.346683366,-0.552117677,0.580867732,0.853894898
8725,ENSG00000129460,71.13194398,-0.083419284,0.182130661,-0.458018895,0.646938867,0.886188908
8726,ENSG00000136367,28.03178707,-0.493871184,0.288006204,-1.714793562,0.086383082,0.478455229
8727,ENSG00000259431,39.66042324,-0.001287002,0.181586064,-0.007087557,0.994344995,0.998631602
8728,ENSG00000213983,218.1587253,-0.12808793,0.111248285,-1.151369925,0.249580081,0.643516027
8729,ENSG00000092051,10.18941358,-0.578466441,0.455474431,-1.270030546,0.20407375,0.604733316
8730,ENSG00000157326,45.86962908,0.204544935,0.200798345,1.018658468,0.308365136,0.692093289
8731,ENSG00000187630,58.49498837,-0.131798284,0.168489721,-0.782233381,0.43407743,0.77642705
8732,ENSG00000186648,26.63142108,-0.029742531,0.334106157,-0.089021201,0.929065061,0.983084552
8733,ENSG00000100884,11.48863362,0.082448521,0.411513318,0.20035444,0.841203388,0.957804942
8734,ENSG00000129535,18.29490041,0.074798529,0.332343627,0.225063829,0.821929619,0.951825119
8735,ENSG00000100889,172.6136967,0.238953638,0.130018755,1.837839763,0.06608602,0.442273153
8736,ENSG00000100897,499.846743,0.113855959,0.127027504,0.896309504,0.370087485,0.736035044
8737,ENSG00000092010,848.7448372,0.232991207,0.08894016,2.619640057,0.008802262,0.277446743
8738,ENSG00000100908,20.02225204,-0.47975922,0.297263055,-1.613921445,0.106544466,0.503923784
8739,ENSG00000100911,238.0961314,0.306745774,0.117593334,2.608530282,0.009093197,0.277446743
8740,ENSG00000092098,265.7187873,-0.032082525,0.122790981,-0.261277538,0.793878487,0.945017213
8741,ENSG00000259529,33.66196934,0.165346112,0.257929021,0.641052766,0.521488401,0.824566569
8742,ENSG00000213928,70.74163396,0.142375093,0.162416764,0.876603435,0.380702073,0.743621231
8743,ENSG00000100918,144.2323377,0.141264264,0.159263467,0.886984739,0.375087117,0.739683854
8744,ENSG00000100926,15.69721222,0.273238603,0.289445849,0.944005948,0.345166609,0.721046683
8745,ENSG00000139908,98.96648307,-0.114471384,0.125637122,-0.911127079,0.36222842,0.732338095
8746,ENSG00000254505,20.63484017,0.03484116,0.315165951,0.110548617,0.911974295,0.978838405
8747,ENSG00000129559,41.23311336,0.450984403,0.198837597,2.268104271,0.023322852,0.345654808
8748,ENSG00000100938,428.0290312,0.045875689,0.093730281,0.489443627,0.624527656,0.875750291
8749,ENSG00000092330,409.8933456,0.01555274,0.06857708,0.226792102,0.820585406,0.951663815
8750,ENSG00000092295,21.16721601,-0.168591228,0.331609685,-0.508402606,0.611171026,0.868545201
8751,ENSG00000100949,146.1994202,-0.073898425,0.120580534,-0.612855349,0.539971989,0.835176456
8752,ENSG00000157379,129.3825459,-0.003454808,0.120883119,-0.02857974,0.977199771,0.994720755
8753,ENSG00000196943,132.7602478,-0.229992523,0.110237322,-2.086339908,0.036947844,0.386467807
8754,ENSG00000213906,33.0322308,-0.126864191,0.244604314,-0.518650668,0.604004369,0.865032227
8755,ENSG00000213903,613.1736128,0.300017405,0.140748263,2.131588685,0.033040675,0.373867268
8756,ENSG00000129467,99.3580987,0.354623018,0.185884707,1.907757897,0.056422515,0.425639615
8757,ENSG00000129465,149.1491669,0.048438641,0.115244882,0.420310563,0.674258594,0.897712254
8758,ENSG00000205978,8.146360304,-0.995517278,0.569862079,-1.746944244,0.08064701,0.467683434
8759,ENSG00000139899,13.54935317,-0.413189649,0.457746581,-0.902660262,0.366706233,0.734817927
8760,ENSG00000100441,728.6415149,-0.03102511,0.068993089,-0.449684318,0.65293808,0.889021972
8761,ENSG00000100445,19.80667662,-0.151075024,0.289526723,-0.521799929,0.601809639,0.864241879
8762,ENSG00000100448,14.55546668,0.999290417,0.759163625,1.316304396,0.188071896,0.590488088
8763,ENSG00000100450,141.0429417,-0.192143345,0.352230892,-0.545503958,0.585406959,0.855578077
8764,ENSG00000100453,173.3980311,-0.216205522,0.22269825,-0.970845177,0.331625382,0.710517334
8765,ENSG00000092140,155.9458595,-0.014825126,0.146323586,-0.101317407,0.919298499,0.980648307
8766,ENSG00000092108,224.7044669,0.083514475,0.09034899,0.924354275,0.355301893,0.728128554
8767,ENSG00000100473,8.546946207,-0.706759036,0.508852537,-1.388927017,0.164854944,0.572784083
8768,ENSG00000196792,172.2009699,0.020455375,0.121335577,0.168585137,0.866122972,0.965628427
8769,ENSG00000100478,118.4860743,-0.174970599,0.146560515,-1.193845414,0.232538443,0.630744221
8770,ENSG00000092148,872.7565336,-0.049704566,0.062874555,-0.79053547,0.429215116,0.772793628
8771,ENSG00000129493,115.6626892,0.165266371,0.14592752,1.132523671,0.257414338,0.651645244
8772,ENSG00000129480,26.51208198,-0.171110685,0.266009072,-0.643251313,0.520061043,0.824023221
8773,ENSG00000151413,36.15692715,-0.187709788,0.227112805,-0.826504643,0.408517885,0.760410758
8774,ENSG00000100852,217.8850112,-0.105714607,0.143426449,-0.737064945,0.461082856,0.791130355
8775,ENSG00000151320,29.89023235,-0.351530407,0.370678772,-0.948342427,0.342955158,0.719327925
8776,ENSG00000129521,36.02452224,-0.092177717,0.26148727,-0.352513208,0.724453415,0.917998332
8777,ENSG00000165389,58.75671064,0.094212888,0.188678279,0.499330861,0.617546317,0.872468198
8778,ENSG00000129518,108.6837922,0.076351418,0.103689262,0.736348365,0.46151872,0.791357036
8779,ENSG00000129515,352.9455305,0.178919611,0.094778834,1.887759157,0.059058291,0.430823071
8780,ENSG00000165410,33.46220105,-0.575371329,0.245490026,-2.343766623,0.019090112,0.334126421
8781,ENSG00000198604,885.1827744,0.296566253,0.095651855,3.100475693,0.001932101,0.177595543
8782,ENSG00000100883,203.7153074,-0.070386803,0.113083301,-0.622433217,0.533657044,0.831308967
8783,ENSG00000151327,230.8927285,0.005549442,0.127526257,0.043516076,0.96529015,0.992192632
8784,ENSG00000092020,123.4369893,-0.024407684,0.149110602,-0.163688453,0.869976408,0.966942603
8785,ENSG00000100890,56.81893634,-0.2006591,0.190044431,-1.055853618,0.291035097,0.679651959
8786,ENSG00000100902,46.9787543,-0.049363495,0.213240629,-0.23149198,0.816932615,0.951257627
