Non-elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
290,ENSG00000060688,156.785168,0.012887622,0.118306608,0.108934088,0.91325477,0.978917483
291,ENSG00000121766,53.11197669,-0.13309953,0.185514185,-0.717462818,0.473088571,0.79914649
292,ENSG00000121769,29.1085407,0.252911838,0.306332905,0.825611074,0.409024751,0.760599817
293,ENSG00000168528,55.2970363,0.557931839,0.395826737,1.409535504,0.158676883,0.566652862
294,ENSG00000121764,24.19201038,-0.36496074,0.277850478,-1.313514889,0.189009507,0.591706807
295,ENSG00000162517,140.5950804,0.197305334,0.114778873,1.719003938,0.085613655,0.477381525
296,ENSG00000121753,14.17850174,-1.327992435,0.452872899,-2.932373381,0.003363821,0.209769602
297,ENSG00000134668,18.88929959,0.023542292,0.469130415,0.05018283,0.959976694,0.990985846
298,ENSG00000184007,1161.979263,0.100138825,0.06035283,1.659223337,0.097070797,0.487591303
299,ENSG00000121774,695.5622458,-0.005394419,0.06440045,-0.083763692,0.933244316,0.984233312
300,ENSG00000121775,106.1299475,-0.18303798,0.118251685,-1.547867832,0.121654121,0.527178962
301,ENSG00000025800,537.6686684,0.117186782,0.083009099,1.411734175,0.158028247,0.566210036
302,ENSG00000084652,383.7467648,-0.040234789,0.091831802,-0.438135677,0.661287933,0.892639615
303,ENSG00000160050,40.56936637,-0.098887284,0.21762102,-0.454401342,0.649539987,0.886971633
304,ENSG00000160051,21.92150494,-0.316677855,0.271137426,-1.167960688,0.242822622,0.638454811
305,ENSG00000222046,38.46943046,0.040469384,0.238434985,0.169729221,0.865223092,0.965424147
306,ENSG00000160055,61.61276713,0.244556366,0.158845785,1.539583597,0.123661886,0.531402749
307,ENSG00000084623,213.7952437,0.222499703,0.110504753,2.013485366,0.044063593,0.40222759
308,ENSG00000182866,888.8821189,-0.251686644,0.131039155,-1.92069801,0.054769791,0.422516362
309,ENSG00000116478,608.5327005,0.007202423,0.065856127,0.109366023,0.912912182,0.978917483
310,ENSG00000175130,266.1262403,-0.239317433,0.150421164,-1.590982461,0.111613523,0.509394294
311,ENSG00000162526,7.539463205,-0.713302372,0.424721397,-1.67945947,0.093062532,0.486562088
312,ENSG00000225828,43.5373055,-0.247895237,0.20184844,-1.228125599,0.219399823,0.618087344
313,ENSG00000160058,610.1565439,0.051540338,0.070292212,0.733229707,0.46341834,0.792922452
314,ENSG00000176261,83.03701645,0.132228419,0.149130754,0.88666097,0.375261458,0.739683854
315,ENSG00000162521,540.2218681,-0.072578547,0.071168956,-1.019806265,0.307820351,0.691864399
316,ENSG00000162522,31.2948759,0.215335302,0.300490591,0.716612461,0.473613254,0.799533019
317,ENSG00000134684,266.0235538,-0.04571414,0.10654363,-0.429064977,0.667875939,0.894399581
318,ENSG00000116497,343.1642719,0.011819051,0.082826304,0.142696827,0.886529623,0.9724099
319,ENSG00000160097,21.90408037,-0.386127326,0.26780102,-1.441844119,0.149346353,0.557782565
320,ENSG00000116514,1131.285105,0.214283846,0.136285003,1.572321541,0.115876,0.517487067
321,ENSG00000004455,409.2392373,0.058264526,0.080692919,0.722052527,0.470262184,0.797588327
322,ENSG00000142920,45.26435851,-0.316150329,0.252364301,-1.252753769,0.210295331,0.611208972
323,ENSG00000116525,232.3681249,-0.08186885,0.102779033,-0.796552053,0.425711233,0.76998944
324,ENSG00000160094,247.937097,0.039472345,0.1082122,0.364767973,0.715284614,0.914080277
325,ENSG00000184389,14.30306971,0.099359734,0.453345974,0.219169773,0.826517801,0.952668169
326,ENSG00000134686,1738.226747,0.261517721,0.216152157,1.209877915,0.226325743,0.624335325
327,ENSG00000121903,24.31043425,-0.663082977,0.27893498,-2.377195491,0.01744484,0.325086119
328,ENSG00000163866,221.6316402,0.018253218,0.096414992,0.18931929,0.849842578,0.960669084
329,ENSG00000188910,5.602002781,0.365008198,0.64809298,0.563203443,0.573296358,0.850527847
330,ENSG00000187513,7.979283428,-0.278251649,0.567190723,-0.490578632,0.623724503,0.875339165
331,ENSG00000116544,18.00943622,-0.064650453,0.327339992,-0.197502457,0.843434359,0.958233493
332,ENSG00000163867,92.13705132,0.073029467,0.161504225,0.452183012,0.651137146,0.887837188
333,ENSG00000197056,80.97327311,0.069254548,0.175105278,0.395502344,0.692472192,0.904901766
334,ENSG00000116560,1942.783398,-0.02446694,0.04937837,-0.49549914,0.620247829,0.873371416
335,ENSG00000146463,217.4194105,-0.163035848,0.119178236,-1.368000178,0.17131202,0.578986577
336,ENSG00000142687,808.2061453,0.150497208,0.109062376,1.379918665,0.167611689,0.576130538
337,ENSG00000020129,169.6566662,-0.116334009,0.116395954,-0.999467812,0.317568124,0.699312337
338,ENSG00000116819,34.9002109,-0.297738141,0.238060892,-1.25068061,0.211051028,0.612483137
339,ENSG00000126067,199.1920912,-0.013864481,0.094440637,-0.146806301,0.883284911,0.971505553
340,ENSG00000142686,47.57034009,-0.213228541,0.177730842,-1.199727289,0.230245271,0.628422654
341,ENSG00000092853,13.49933202,0.272149585,0.454107267,0.599306827,0.548968296,0.839341724
342,ENSG00000134698,1403.079398,0.192214571,0.127155533,1.511649295,0.130623104,0.539419127
343,ENSG00000092847,725.129151,0.041328005,0.083045309,0.497656104,0.618726452,0.872857781
344,ENSG00000126070,521.9047343,-0.058518049,0.069669768,-0.839934602,0.400945055,0.757500271
345,ENSG00000116863,147.6714841,0.18902825,0.123466665,1.531006368,0.125767819,0.533341086
346,ENSG00000171812,24.33861866,0.272829998,0.299572471,0.910731207,0.362437017,0.732424161
347,ENSG00000054116,156.0805264,0.02274917,0.103886811,0.218980345,0.826665359,0.952668169
348,ENSG00000116871,1967.409677,0.038441876,0.105463487,0.364504128,0.715481592,0.914192649
349,ENSG00000054118,1227.955701,0.047039169,0.079372945,0.592634792,0.55342559,0.841905329
350,ENSG00000214193,38.76498562,-0.026998123,0.291546828,-0.09260304,0.926218928,0.982653122
351,ENSG00000142694,19.46465316,0.408423914,0.270445473,1.510189499,0.130995077,0.540624767
352,ENSG00000196182,1898.918063,0.113833326,0.127994773,0.889359178,0.373810076,0.73903115
353,ENSG00000181817,212.9555793,0.037069591,0.113915323,0.325413564,0.744868091,0.92840734
354,ENSG00000116885,17.83682774,0.126859083,0.40663427,0.311973417,0.755060726,0.932739134
355,ENSG00000116898,70.79116965,-0.163986092,0.133640801,-1.227066069,0.21979776,0.618087344
356,ENSG00000119535,16616.50488,0.169678418,0.165188501,1.027180567,0.304335447,0.68960635
357,ENSG00000163874,290.2577387,-0.079177361,0.112579321,-0.703302882,0.481867015,0.802431494
358,ENSG00000163875,201.8991718,-0.073553841,0.105400736,-0.697849404,0.485271379,0.803847846
359,ENSG00000163877,186.870297,0.104718937,0.104149825,1.005464366,0.3146733,0.697370121
360,ENSG00000163879,7.388791162,-0.106860793,0.482676848,-0.221392,0.824787221,0.952279324
361,ENSG00000134697,123.243745,-0.002815886,0.151658361,-0.018567295,0.985186293,0.996296749
362,ENSG00000116922,63.39832932,-0.306423981,0.185025305,-1.656119315,0.097697659,0.487658206
363,ENSG00000134690,11.0030057,-0.532234771,0.403916665,-1.317684604,0.18760925,0.590488088
364,ENSG00000185090,10.44506387,-0.765826203,0.450190801,-1.701114728,0.088921446,0.480853019
365,ENSG00000196449,35.49598712,0.223846192,0.208618589,1.072992552,0.283274458,0.671297244
366,ENSG00000197982,45.76690691,0.071723488,0.176918138,0.405404948,0.685179874,0.902158423
367,ENSG00000188786,520.8061278,0.199176566,0.125483116,1.587277815,0.112449738,0.511417319
368,ENSG00000204084,265.9115265,-0.188042502,0.122643792,-1.533241095,0.125216462,0.532629685
369,ENSG00000183431,296.7015936,-0.25691808,0.101631775,-2.52793065,0.011473701,0.291963563
370,ENSG00000183386,282.78755,0.015923939,0.205752067,0.077393822,0.938310255,0.985674687
371,ENSG00000183520,63.40314218,0.290714451,0.180560024,1.610070957,0.107382367,0.504097086
372,ENSG00000116954,64.72639044,-0.016593969,0.180996287,-0.091681267,0.926951282,0.98299658
373,ENSG00000214114,50.96635629,-0.037402476,0.16631868,-0.224884397,0.822069208,0.951825119
374,ENSG00000158315,5.8062041,-0.529727522,0.639194098,-0.828742824,0.407249948,0.760006267
375,ENSG00000174574,453.0928852,0.083282135,0.076319376,1.091231859,0.275170872,0.66692535
376,ENSG00000168653,58.53199709,0.507642535,0.228872344,2.218016064,0.026553737,0.356177115
377,ENSG00000127603,3988.870028,-0.095085093,0.084547107,-1.124640414,0.260741441,0.654020148
378,ENSG00000090621,434.5230411,-0.003568081,0.106862786,-0.033389367,0.973364089,0.994256748
379,ENSG00000116983,47.11419535,-0.231156967,0.284409299,-0.812761635,0.416354736,0.763642048
380,ENSG00000084072,146.537569,0.009619777,0.136847558,0.070295573,0.943958406,0.987300886
381,ENSG00000116985,46.09760309,-0.650528065,0.240634241,-2.703389432,0.006863628,0.257181403
382,ENSG00000043514,61.30330814,-0.156877376,0.176647354,-0.888082234,0.374496519,0.739683854
383,ENSG00000116990,172.164378,0.273298605,0.17288909,1.580774154,0.113929686,0.514752459
384,ENSG00000168389,41.80190523,0.12830619,0.263681053,0.486596168,0.62654454,0.876565523
385,ENSG00000131236,3556.24996,0.166420009,0.108306828,1.536560645,0.124400936,0.531402749
386,ENSG00000131238,1140.050212,0.131123713,0.129732349,1.010724876,0.312148128,0.695239337
387,ENSG00000117000,307.7063612,-0.008050143,0.094183211,-0.08547323,0.931885177,0.983951903
388,ENSG00000084073,214.7867398,0.105955164,0.120528031,0.879091472,0.379351681,0.742437346
389,ENSG00000049089,76.80697807,-0.067777534,0.266983977,-0.253863676,0.799600878,0.94631577
390,ENSG00000084070,4103.230816,0.154844028,0.180132304,0.859612769,0.390002534,0.750794461
391,ENSG00000187801,20.76462647,-0.425345665,0.290116717,-1.466119118,0.142615838,0.55278979
392,ENSG00000187815,44.08512226,-0.105138432,0.23950789,-0.438976903,0.660678272,0.892351541
393,ENSG00000164002,22.71745827,-0.299900265,0.336202025,-0.892023969,0.372380085,0.737771219
394,ENSG00000117010,23.70498066,0.241150728,0.299311655,0.805684389,0.420424853,0.76612011
395,ENSG00000117016,33.60509968,-0.829235798,0.218153945,-3.801149681,0.000144026,0.100364574
396,ENSG00000066136,532.1975549,0.083150002,0.088814681,0.936219107,0.349160388,0.723155678
397,ENSG00000117013,8.264530484,-1.058409435,0.540016707,-1.959956833,0.050000836,0.412396164
398,ENSG00000179862,33.34275236,-0.159271405,0.26697743,-0.596572543,0.550792808,0.840436244
399,ENSG00000171793,107.012406,-0.087132266,0.138802707,-0.627741837,0.530173074,0.828652235
400,ENSG00000171790,36.03500833,-0.363736301,0.23182512,-1.569011595,0.116645237,0.518335104
401,ENSG00000010803,145.4196323,-0.162046016,0.122799361,-1.319599822,0.186968662,0.590074117
402,ENSG00000127124,347.8468236,-0.015140493,0.141202863,-0.107225116,0.91461039,0.979261374
403,ENSG00000198815,473.2162749,-0.046368928,0.079620988,-0.582370665,0.560317036,0.844504487
404,ENSG00000127125,178.4736635,-0.060533633,0.112964151,-0.535865868,0.592051255,0.859823362
405,ENSG00000186409,76.57643028,0.311830666,0.192652795,1.618614803,0.105530168,0.503222148
406,ENSG00000171960,54.56364324,-0.343081977,0.169022087,-2.029805588,0.042376305,0.39846112
407,ENSG00000065978,5794.754835,0.487453313,0.261374472,1.864961443,0.062186809,0.433612429
408,ENSG00000117385,164.3443822,-0.133384113,0.103405117,-1.289917919,0.197079158,0.598681113
409,ENSG00000164008,52.09646166,0.004352369,0.186521063,0.023334464,0.981383481,0.9957561
410,ENSG00000177868,25.42829813,-0.068977604,0.280490525,-0.24591777,0.805745888,0.948483734
411,ENSG00000164010,81.81403218,0.249015739,0.187955549,1.324865057,0.185215912,0.58888491
412,ENSG00000164011,55.52916401,0.16992384,0.180451826,0.941657635,0.346367952,0.7218344
413,ENSG00000117394,801.1318832,0.284473283,0.198387525,1.43392727,0.151593019,0.560724027
414,ENSG00000117395,42.93222019,0.305120038,0.210425139,1.450017047,0.147053765,0.555720139
415,ENSG00000066056,11.85463657,-0.142829515,0.570387296,-0.250407953,0.80227188,0.94724726
416,ENSG00000117400,38.0619899,-0.293085874,0.27114178,-1.080932175,0.279727285,0.66899797
417,ENSG00000117399,21.14172917,0.221574266,0.33355886,0.664273364,0.506515366,0.816166866
418,ENSG00000066322,346.3200062,0.140138096,0.099964579,1.401877512,0.160951827,0.568922777
419,ENSG00000159479,81.86213359,0.125886016,0.133728145,0.94135768,0.346521593,0.7218344
420,ENSG00000198198,930.6247302,-0.128432885,0.068954757,-1.862567438,0.062523149,0.433612429
421,ENSG00000178922,16.15522159,-0.240319387,0.320803516,-0.74911706,0.453786653,0.78683715
422,ENSG00000142949,49.05265967,0.159812006,0.421785466,0.378894055,0.704766539,0.909466285
423,ENSG00000066135,358.070631,0.089636665,0.078317434,1.144530158,0.252403838,0.646046726
424,ENSG00000126091,89.55877706,-0.010498057,0.163719595,-0.064122178,0.948872942,0.988398421
425,ENSG00000117408,153.8327607,-0.022721568,0.123437571,-0.184073358,0.853955907,0.962115585
426,ENSG00000132768,76.84634025,-0.143300292,0.170687504,-0.839547646,0.401162064,0.757500271
427,ENSG00000117410,935.4126648,0.155712628,0.126594915,1.23000697,0.218694495,0.618087344
428,ENSG00000117411,16.61159768,-0.285459978,0.334236125,-0.8540668,0.393067978,0.751522437
429,ENSG00000159214,14.13390562,0.165422603,0.423222774,0.390864133,0.695897667,0.906659847
430,ENSG00000196517,169.3820884,0.514884623,0.367686048,1.400337666,0.161412227,0.569242585
431,ENSG00000178028,207.3956379,-0.086464815,0.106745241,-0.810010962,0.417933875,0.76368044
432,ENSG00000117419,127.9379558,-0.226835844,0.156666668,-1.447888359,0.147648276,0.555720139
433,ENSG00000187147,290.0188241,-0.159373672,0.07401111,-2.153374973,0.031289221,0.367634741
434,ENSG00000126106,25.45028382,-0.008515315,0.25135495,-0.033877652,0.972974714,0.994237596
435,ENSG00000198520,82.79829901,-0.389894487,0.170030032,-2.293091881,0.021842716,0.344581402
436,ENSG00000142945,16.67369542,-0.602141539,0.296755772,-2.029081135,0.042450027,0.398599559
437,ENSG00000142937,852.0649429,-0.008646065,0.172379729,-0.050157084,0.959997211,0.990985846
438,ENSG00000142959,7.368052592,0.550228013,0.508442403,1.082183567,0.279170969,0.66899797
439,ENSG00000173846,238.8724463,0.048325591,0.129015248,0.374572707,0.707978274,0.910925658
440,ENSG00000188396,23.04878009,0.074555411,0.326162632,0.228583547,0.819192613,0.951663815
441,ENSG00000222009,59.61753453,-0.168936829,0.195740821,-0.863063865,0.388102354,0.749981534
442,ENSG00000117425,16.13420905,-0.431623302,0.367646684,-1.174016578,0.240388385,0.636548706
443,ENSG00000070785,72.3059716,-0.202083696,0.171028114,-1.18158174,0.237371702,0.633866886
444,ENSG00000126107,354.8057249,0.053236803,0.126593712,0.420532764,0.6740963,0.897712254
445,ENSG00000126088,124.575641,0.268383891,0.151508416,1.771412428,0.076492143,0.462320556
446,ENSG00000162415,33.05025363,-0.368421663,0.276628111,-1.331830164,0.182916003,0.587261555
447,ENSG00000186603,7.463885984,-0.661335633,0.512340705,-1.290812201,0.196768806,0.598326068
448,ENSG00000132781,66.24315398,-0.149290111,0.189038493,-0.789733925,0.429683174,0.772850885
449,ENSG00000132773,52.74864631,-0.059266457,0.152551284,-0.388501853,0.697644683,0.907380321
450,ENSG00000070759,128.9991871,0.153891963,0.124378528,1.237287216,0.215980472,0.617991071
451,ENSG00000280670,17.46318913,-0.39471976,0.408634379,-0.965948488,0.334069958,0.712270611
452,ENSG00000132763,36.07033888,-0.124371255,0.232639363,-0.534609676,0.592919791,0.860344955
453,ENSG00000117450,121.8045475,0.274194491,0.13950398,1.965495838,0.049356877,0.411746598
454,ENSG00000117448,159.6340622,-0.184431921,0.129583987,-1.423261657,0.154660318,0.563128595
455,ENSG00000132780,296.6216134,0.078011816,0.094161554,0.82848904,0.407393599,0.760006267
456,ENSG00000159588,89.87066712,0.115121071,0.166741992,0.690414388,0.489933631,0.807315027
457,ENSG00000159592,895.7910156,0.095873527,0.063692416,1.505258117,0.132257729,0.542206524
458,ENSG00000159596,72.27418008,0.202691158,0.149277096,1.357818202,0.174521378,0.580670967
459,ENSG00000197429,70.57092842,-0.160386563,0.168475237,-0.951988943,0.341102589,0.718559387
460,ENSG00000086015,125.0142276,0.097332568,0.141787355,0.686468605,0.492417655,0.808106463
461,ENSG00000117461,15.40287536,-0.418698144,0.37199074,-1.125560664,0.260351526,0.653757633
462,ENSG00000085998,95.18844652,-0.11429323,0.163552172,-0.698818176,0.484665668,0.80335699
463,ENSG00000085999,9.448444439,-0.709508229,0.528146382,-1.343393144,0.179144706,0.584554917
464,ENSG00000132128,239.9393443,-0.135222785,0.086536246,-1.562614421,0.118143314,0.521513382
465,ENSG00000173660,84.81441426,0.100446461,0.160492513,0.625863844,0.531404252,0.829515943
466,ENSG00000117481,164.9966683,0.138101853,0.155640144,0.887315122,0.374909266,0.739683854
467,ENSG00000117480,74.01766246,-0.298029292,0.199706019,-1.492340063,0.135610019,0.545083773
468,ENSG00000079277,657.1912375,0.196435821,0.145693371,1.34828249,0.177567542,0.583558398
469,ENSG00000142961,329.8545629,0.074388175,0.091698602,0.811224749,0.417236615,0.763642048
470,ENSG00000123472,127.5946528,-0.03710718,0.163202107,-0.22736949,0.820136443,0.951663815
471,ENSG00000186118,8.257430177,-0.178605012,0.525932936,-0.339596553,0.734160374,0.92330617
472,ENSG00000159658,823.4476233,0.003511808,0.064246847,0.054661169,0.956408406,0.990099828
473,ENSG00000162366,741.0702312,0.421070843,0.345346014,1.21927234,0.222740843,0.619635831
474,ENSG00000162367,333.845802,0.233141153,0.263550111,0.884617928,0.376362734,0.740319832
475,ENSG00000123473,203.8051928,0.456075647,0.305035736,1.495154806,0.134874045,0.544307106
476,ENSG00000162368,384.9380104,0.061045612,0.093683896,0.651612652,0.514651083,0.821690351
477,ENSG00000186564,29.82085251,-0.288190507,0.297789177,-0.967766894,0.333160801,0.711876138
478,ENSG00000117834,38.19374958,0.696872565,0.274248771,2.541023479,0.01105285,0.289430436
479,ENSG00000132122,68.17936411,0.307690692,0.214343451,1.435503123,0.151143779,0.56045703
480,ENSG00000162373,17.87959223,-0.27354466,0.372532569,-0.734283881,0.46277574,0.792224224
481,ENSG00000185104,193.6429082,-0.156971053,0.102759259,-1.527561161,0.126621531,0.534479716
482,ENSG00000123080,23.49471594,0.199926247,0.296998697,0.673155301,0.500848495,0.813397369
483,ENSG00000123091,996.3182131,0.517973343,0.264480457,1.958456019,0.050176527,0.412396164
