,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,replicate,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1371,ENSG00000188295,34.15580095,0.041455894,0.240234713,0.172564129,0.86299405,0.977258502,1371,ENSG00000188295,34.15580095,0.041455894,0.240234713,0.172564129,0.86299405,0.977258502
1372,ENSG00000196418,71.61506103,0.418524237,0.153192542,2.732014439,0.006294838,0.53883992,1372,ENSG00000196418,71.61506103,0.418524237,0.153192542,2.732014439,0.006294838,0.53883992
1373,ENSG00000162714,153.3820827,-0.151625242,0.187401112,-0.809094674,0.418460691,0.860441664,1373,ENSG00000162714,153.3820827,-0.151625242,0.187401112,-0.809094674,0.418460691,0.860441664
1374,ENSG00000162711,313.7061222,-0.0303071,0.162557375,-0.186439401,0.852100197,0.974479751,1374,ENSG00000162711,313.7061222,-0.0303071,0.162557375,-0.186439401,0.852100197,0.974479751
1375,ENSG00000177535,9.207408483,-0.046375503,0.480730064,-0.096468905,0.923148169,0.987498398,1375,ENSG00000177535,9.207408483,-0.046375503,0.480730064,-0.096468905,0.923148169,0.987498398
1376,ENSG00000169224,13.02046033,-1.038442463,0.523378072,-1.984115344,0.047242983,0.718417372,1376,ENSG00000169224,13.02046033,-1.038442463,0.523378072,-1.984115344,0.047242983,0.718417372
1377,ENSG00000162722,5923.581067,-0.511567947,0.423762148,-1.207205386,0.227353057,0.793808713,1377,ENSG00000162722,5923.581067,-0.511567947,0.423762148,-1.207205386,0.227353057,0.793808713
1378,ENSG00000238243,487.7286733,-0.499039397,0.44454691,-1.122579834,0.261615984,0.807437345,1378,ENSG00000238243,487.7286733,-0.499039397,0.44454691,-1.122579834,0.261615984,0.807437345
1379,ENSG00000196539,7.472588366,0.922722345,0.568867052,1.622035134,0.104795826,0.732794676,1379,ENSG00000196539,7.472588366,0.922722345,0.568867052,1.622035134,0.104795826,0.732794676
1380,ENSG00000259823,58.65170447,-0.459515378,0.303575976,-1.51367504,0.130108278,0.749120191,1380,ENSG00000259823,58.65170447,-0.459515378,0.303575976,-1.51367504,0.130108278,0.749120191
1381,ENSG00000175137,768.825748,-0.206289797,0.130673612,-1.578664531,0.114413025,0.740188982,1381,ENSG00000175137,768.825748,-0.206289797,0.130673612,-1.578664531,0.114413025,0.740188982
1382,ENSG00000171161,412.5760113,-0.163812896,0.090431561,-1.811457126,0.07007012,0.721938419,1382,ENSG00000171161,412.5760113,-0.163812896,0.090431561,-1.811457126,0.07007012,0.721938419
1383,ENSG00000171163,147.0492708,-0.239448147,0.122241891,-1.95880598,0.050135513,0.721938419,1383,ENSG00000171163,147.0492708,-0.239448147,0.122241891,-1.95880598,0.050135513,0.721938419
1384,ENSG00000185220,65.58309662,-0.02288088,0.185562408,-0.12330558,0.901865122,0.983888788,1384,ENSG00000185220,65.58309662,-0.02288088,0.185562408,-0.12330558,0.901865122,0.983888788
1385,ENSG00000184731,6.299168219,0.679829978,0.776700323,0.875279638,0.38142177,0.850355108,1385,ENSG00000184731,6.299168219,0.679829978,0.776700323,0.875279638,0.38142177,0.850355108
1386,ENSG00000035115,181.615166,0.080332569,0.171911382,0.467290579,0.640291996,0.923670239,1386,ENSG00000035115,181.615166,0.080332569,0.171911382,0.467290579,0.640291996,0.923670239
1387,ENSG00000143727,251.5353225,-0.132651302,0.208377122,-0.636592445,0.524390347,0.900053532,1387,ENSG00000143727,251.5353225,-0.132651302,0.208377122,-0.636592445,0.524390347,0.900053532
1388,ENSG00000189292,14.59136949,0.181048407,0.395892676,0.45731689,0.647443292,0.926744058,1388,ENSG00000189292,14.59136949,0.181048407,0.395892676,0.45731689,0.647443292,0.926744058
1389,ENSG00000151353,77.63556289,0.209390848,0.171848943,1.218458749,0.223049691,0.790942944,1389,ENSG00000151353,77.63556289,0.209390848,0.171848943,1.218458749,0.223049691,0.790942944
1390,ENSG00000172554,8.538148783,0.730313516,0.599200443,1.21881338,0.222915032,0.790942944,1390,ENSG00000172554,8.538148783,0.730313516,0.599200443,1.21881338,0.222915032,0.790942944
1391,ENSG00000032389,133.5693555,0.019487507,0.170657915,0.114190466,0.90908681,0.985299893,1391,ENSG00000032389,133.5693555,0.019487507,0.170657915,0.114190466,0.90908681,0.985299893
1392,ENSG00000171853,1143.025621,-0.041301492,0.075016078,-0.55056854,0.58192948,0.911135301,1392,ENSG00000171853,1143.025621,-0.041301492,0.075016078,-0.55056854,0.58192948,0.911135301
1393,ENSG00000182551,114.8437098,0.174264963,0.155045427,1.123960672,0.261029711,0.807437345,1393,ENSG00000182551,114.8437098,0.174264963,0.155045427,1.123960672,0.261029711,0.807437345
1394,ENSG00000171865,66.75502733,0.338772191,0.196324292,1.725574491,0.084423992,0.721938419,1394,ENSG00000171865,66.75502733,0.338772191,0.196324292,1.725574491,0.084423992,0.721938419
1395,ENSG00000171863,198.0385099,0.343448189,0.251585687,1.365134053,0.172210921,0.764862763,1395,ENSG00000171863,198.0385099,0.343448189,0.251585687,1.365134053,0.172210921,0.764862763
1396,ENSG00000134326,425.1925819,-0.529029607,0.45967843,-1.150868894,NA,NA,1396,ENSG00000134326,425.1925819,-0.529029607,0.45967843,-1.150868894,NA,NA
1397,ENSG00000134321,672.8369065,-0.565939014,0.579272876,-0.976981725,NA,NA,1397,ENSG00000134321,672.8369065,-0.565939014,0.579272876,-0.976981725,NA,NA
1398,ENSG00000151692,349.8600337,-0.139260619,0.136896797,-1.017267184,0.309026343,0.82825997,1398,ENSG00000151692,349.8600337,-0.139260619,0.136896797,-1.017267184,0.309026343,0.82825997
1399,ENSG00000115738,260.6790007,-0.149252904,0.145910683,-1.022905934,0.306352323,0.824923256,1399,ENSG00000115738,260.6790007,-0.149252904,0.145910683,-1.022905934,0.306352323,0.824923256
1400,ENSG00000134313,968.2340536,-0.161934738,0.089843855,-1.802401938,0.07148219,0.721938419,1400,ENSG00000134313,968.2340536,-0.161934738,0.089843855,-1.802401938,0.07148219,0.721938419
1401,ENSG00000143797,411.3750367,-0.186309856,0.213249874,-0.873669244,0.382298405,0.851007876,1401,ENSG00000143797,411.3750367,-0.186309856,0.213249874,-0.873669244,0.382298405,0.851007876
1402,ENSG00000151693,48.1722997,0.211846083,0.301718843,0.702130767,0.482597616,0.88403892,1402,ENSG00000151693,48.1722997,0.211846083,0.301718843,0.702130767,0.482597616,0.88403892
1403,ENSG00000119185,154.0697214,0.243116007,0.112438974,2.162204075,0.03060245,0.695834809,1403,ENSG00000119185,154.0697214,0.243116007,0.112438974,2.162204075,0.03060245,0.695834809
1404,ENSG00000119203,98.67685085,0.090360999,0.154398901,0.585243801,0.558383797,0.905284613,1404,ENSG00000119203,98.67685085,0.090360999,0.154398901,0.585243801,0.558383797,0.905284613
1405,ENSG00000134330,180.9488023,-0.158890341,0.137323848,-1.157048415,0.247252581,0.805884505,1405,ENSG00000134330,180.9488023,-0.158890341,0.137323848,-1.157048415,0.247252581,0.805884505
1406,ENSG00000151694,372.5696499,-0.019570266,0.117061831,-0.167178884,0.867229299,0.977587201,1406,ENSG00000151694,372.5696499,-0.019570266,0.117061831,-0.167178884,0.867229299,0.977587201
1407,ENSG00000134308,447.7441869,-0.026881854,0.112087336,-0.239829538,0.810462407,0.967715179,1407,ENSG00000134308,447.7441869,-0.026881854,0.112087336,-0.239829538,0.810462407,0.967715179
1408,ENSG00000115750,74.01346912,0.010386599,0.208515038,0.049812232,0.960272019,0.993177341,1408,ENSG00000115750,74.01346912,0.010386599,0.208515038,0.049812232,0.960272019,0.993177341
1409,ENSG00000134317,11.99499554,0.098459831,0.442757322,0.222378776,0.824019032,0.969519722,1409,ENSG00000134317,11.99499554,0.098459831,0.442757322,0.222378776,0.824019032,0.969519722
1410,ENSG00000172059,127.0643631,-0.047037694,0.182488021,-0.257757705,0.796593908,0.964991384,1410,ENSG00000172059,127.0643631,-0.047037694,0.182488021,-0.257757705,0.796593908,0.964991384
1411,ENSG00000171848,21.41430335,-0.198610284,0.423649778,-0.468807714,0.639207085,0.923495,1411,ENSG00000171848,21.41430335,-0.198610284,0.423649778,-0.468807714,0.639207085,0.923495
1412,ENSG00000115756,965.2067713,-0.067657578,0.116234612,-0.582077721,0.560514331,0.905792211,1412,ENSG00000115756,965.2067713,-0.067657578,0.116234612,-0.582077721,0.560514331,0.905792211
1413,ENSG00000115758,996.6170046,-0.159631435,0.269017065,-0.593387763,0.552921677,0.904781084,1413,ENSG00000115758,996.6170046,-0.159631435,0.269017065,-0.593387763,0.552921677,0.904781084
1414,ENSG00000115761,82.47212337,0.020655906,0.160603281,0.128614473,0.897662714,0.98307011,1414,ENSG00000115761,82.47212337,0.020655906,0.160603281,0.128614473,0.897662714,0.98307011
1415,ENSG00000143882,13.69525338,-0.256079239,0.425897617,-0.601269481,0.547660513,0.903873851,1415,ENSG00000143882,13.69525338,-0.256079239,0.425897617,-0.601269481,0.547660513,0.903873851
1416,ENSG00000143870,235.2439706,0.010727232,0.126765291,0.084622788,0.932561282,0.98890742,1416,ENSG00000143870,235.2439706,0.010727232,0.126765291,0.084622788,0.932561282,0.98890742
1417,ENSG00000162976,147.7469368,0.253405167,0.138142554,1.834374414,0.066598435,0.721938419,1417,ENSG00000162976,147.7469368,0.253405167,0.138142554,1.834374414,0.066598435,0.721938419
1418,ENSG00000134318,277.4383375,0.003624425,0.098116979,0.036939836,0.970532977,0.995784316,1418,ENSG00000134318,277.4383375,0.003624425,0.098116979,0.036939836,0.970532977,0.995784316
1419,ENSG00000169016,34.82554329,-0.084176524,0.187480725,-0.448987616,0.65344059,0.927312447,1419,ENSG00000169016,34.82554329,-0.084176524,0.187480725,-0.448987616,0.65344059,0.927312447
1420,ENSG00000134324,388.3877054,-0.036851853,0.11045028,-0.333651055,0.738642887,0.954296238,1420,ENSG00000134324,388.3877054,-0.036851853,0.11045028,-0.333651055,0.738642887,0.954296238
1421,ENSG00000071575,415.5443215,0.279298206,0.155941731,1.791042098,0.07328654,0.721938419,1421,ENSG00000071575,415.5443215,0.279298206,0.155941731,1.791042098,0.07328654,0.721938419
1422,ENSG00000151779,422.49003,0.028598335,0.120959551,0.236428913,0.813099862,0.968266601,1422,ENSG00000151779,422.49003,0.028598335,0.120959551,0.236428913,0.813099862,0.968266601
1423,ENSG00000079785,145.5162751,-0.013750334,0.110581049,-0.124346205,0.901041165,0.983888788,1423,ENSG00000079785,145.5162751,-0.013750334,0.110581049,-0.124346205,0.901041165,0.983888788
1424,ENSG00000197872,760.9995522,-0.257605906,0.12748453,-2.020683659,0.043312523,0.70232678,1424,ENSG00000197872,760.9995522,-0.257605906,0.12748453,-2.020683659,0.043312523,0.70232678
1425,ENSG00000163029,165.3918119,0.199503989,0.140413814,1.420828784,0.15536654,0.758490862,1425,ENSG00000163029,165.3918119,0.199503989,0.140413814,1.420828784,0.15536654,0.758490862
1426,ENSG00000178295,70.10229581,-0.233719423,0.224317293,-1.041914424,0.297451356,0.82186481,1426,ENSG00000178295,70.10229581,-0.233719423,0.224317293,-1.041914424,0.297451356,0.82186481
1427,ENSG00000240857,34.5066609,0.574047202,0.324600355,1.768473738,0.076981739,0.721938419,1427,ENSG00000240857,34.5066609,0.574047202,0.324600355,1.768473738,0.076981739,0.721938419
1428,ENSG00000183891,79.05637137,0.117053342,0.167479174,0.698912819,0.484606516,0.88437062,1428,ENSG00000183891,79.05637137,0.117053342,0.167479174,0.698912819,0.484606516,0.88437062
1429,ENSG00000118965,45.28435146,-0.179420028,0.250523495,-0.716180445,0.473879936,0.883231261,1429,ENSG00000118965,45.28435146,-0.179420028,0.250523495,-0.716180445,0.473879936,0.883231261
1430,ENSG00000068697,344.6668807,-0.064275641,0.114205303,-0.56280785,0.573565735,0.911058645,1430,ENSG00000068697,344.6668807,-0.064275641,0.114205303,-0.56280785,0.573565735,0.911058645
1431,ENSG00000055917,1242.852772,-0.022813713,0.068017893,-0.335407523,0.737317694,0.953775965,1431,ENSG00000055917,1242.852772,-0.022813713,0.068017893,-0.335407523,0.737317694,0.953775965
1432,ENSG00000143878,942.4590668,-0.158323746,0.191333761,-0.827474173,0.407968355,0.856833754,1432,ENSG00000143878,942.4590668,-0.158323746,0.191333761,-0.827474173,0.407968355,0.856833754
1433,ENSG00000118960,401.1576048,-0.101407112,0.124021362,-0.817658435,0.413552251,0.860047342,1433,ENSG00000118960,401.1576048,-0.101407112,0.124021362,-0.817658435,0.413552251,0.860047342
1434,ENSG00000143869,32.85294205,0.397972423,0.344477282,1.155293667,0.247970188,0.805884505,1434,ENSG00000143869,32.85294205,0.397972423,0.344477282,1.155293667,0.247970188,0.805884505
1435,ENSG00000118961,67.38539879,0.017135477,0.208332385,0.082250664,0.934447385,0.989158771,1435,ENSG00000118961,67.38539879,0.017135477,0.208332385,0.082250664,0.934447385,0.989158771
1436,ENSG00000119771,93.8951687,0.104920971,0.169257579,0.61988935,0.535330638,0.901506263,1436,ENSG00000119771,93.8951687,0.104920971,0.169257579,0.61988935,0.535330638,0.901506263
1437,ENSG00000119778,561.3306537,-0.085347204,0.090799367,-0.939953738,0.347241291,0.844025327,1437,ENSG00000119778,561.3306537,-0.085347204,0.090799367,-0.939953738,0.347241291,0.844025327
1438,ENSG00000173960,59.72537465,-0.055730661,0.187182181,-0.297734864,0.765905532,0.958748576,1438,ENSG00000173960,59.72537465,-0.055730661,0.187182181,-0.297734864,0.765905532,0.958748576
1439,ENSG00000205639,223.1711602,-0.33613757,0.350378584,-0.959355354,0.337379758,0.839139175,1439,ENSG00000205639,223.1711602,-0.33613757,0.350378584,-0.959355354,0.337379758,0.839139175
1440,ENSG00000163026,52.54945869,0.190173562,0.247986782,0.766869754,0.443158958,0.872376787,1440,ENSG00000163026,52.54945869,0.190173562,0.247986782,0.766869754,0.443158958,0.872376787
1441,ENSG00000115128,37.66567375,0.107264272,0.22746008,0.471574054,0.63723085,0.923323187,1441,ENSG00000115128,37.66567375,0.107264272,0.22746008,0.471574054,0.63723085,0.923323187
1442,ENSG00000219626,74.87708156,0.095993719,0.193194206,0.496876802,0.619275931,0.91846641,1442,ENSG00000219626,74.87708156,0.095993719,0.193194206,0.496876802,0.619275931,0.91846641
1443,ENSG00000115129,85.29084966,-0.207448374,0.182743394,-1.135189455,0.256295947,0.807183417,1443,ENSG00000115129,85.29084966,-0.207448374,0.182743394,-1.135189455,0.256295947,0.807183417
1444,ENSG00000176732,14.00215704,-0.437111387,0.312432079,-1.39906052,0.161794835,0.759087534,1444,ENSG00000176732,14.00215704,-0.437111387,0.312432079,-1.39906052,0.161794835,0.759087534
1445,ENSG00000198399,1278.771754,-0.001053921,0.070412056,-0.014967908,0.988057783,0.998397582,1445,ENSG00000198399,1278.771754,-0.001053921,0.070412056,-0.014967908,0.988057783,0.998397582
1446,ENSG00000084676,1306.380841,-0.285296075,0.111893654,-2.549707377,0.010781337,0.590340644,1446,ENSG00000084676,1306.380841,-0.285296075,0.111893654,-2.549707377,0.010781337,0.590340644
1447,ENSG00000138092,20.30063128,-0.353125118,0.289704606,-1.218914408,0.222876681,0.790942944,1447,ENSG00000138092,20.30063128,-0.353125118,0.289704606,-1.218914408,0.222876681,0.790942944
1448,ENSG00000138031,89.92434864,0.06262639,0.212864737,0.294207446,0.768599392,0.959249035,1448,ENSG00000138031,89.92434864,0.06262639,0.212864737,0.294207446,0.768599392,0.959249035
1449,ENSG00000115137,30.89753558,0.189986762,0.279812806,0.67897808,0.497151751,0.889113236,1449,ENSG00000115137,30.89753558,0.189986762,0.279812806,0.67897808,0.497151751,0.889113236
1450,ENSG00000084710,18.90727592,1.012534668,0.462927667,2.187241636,0.028724889,0.695834809,1450,ENSG00000084710,18.90727592,1.012534668,0.462927667,2.187241636,0.028724889,0.695834809
1451,ENSG00000115138,11.27961755,0.278425144,0.574678723,0.484488346,0.628039333,0.920917786,1451,ENSG00000115138,11.27961755,0.278425144,0.574678723,0.484488346,0.628039333,0.920917786
1452,ENSG00000119772,650.6717603,0.043747258,0.088393107,0.494917075,0.620658657,0.918787121,1452,ENSG00000119772,650.6717603,0.043747258,0.088393107,0.494917075,0.620658657,0.918787121
1453,ENSG00000138101,130.0015169,0.052234821,0.133639508,0.39086361,0.695898053,0.944016868,1453,ENSG00000138101,130.0015169,0.052234821,0.133639508,0.39086361,0.695898053,0.944016868
1454,ENSG00000143970,816.8894128,-0.054050306,0.074722922,-0.723343043,0.469469154,0.880707217,1454,ENSG00000143970,816.8894128,-0.054050306,0.074722922,-0.723343043,0.469469154,0.880707217
1455,ENSG00000084731,120.3236234,-0.156533493,0.196158801,-0.797993731,0.424874128,0.863575618,1455,ENSG00000084731,120.3236234,-0.156533493,0.196158801,-0.797993731,0.424874128,0.863575618
1456,ENSG00000084733,911.1361506,-0.035074686,0.088590678,-0.395918471,0.692165174,0.943247051,1456,ENSG00000084733,911.1361506,-0.035074686,0.088590678,-0.395918471,0.692165174,0.943247051
1457,ENSG00000157833,24.66015677,0.132855948,0.322799976,0.4115736,0.680651985,0.939492999,1457,ENSG00000157833,24.66015677,0.132855948,0.322799976,0.4115736,0.680651985,0.939492999
1458,ENSG00000084754,675.562537,-0.035645857,0.088749367,-0.401646322,0.687944334,0.942680833,1458,ENSG00000084754,675.562537,-0.035645857,0.088749367,-0.401646322,0.687944334,0.942680833
1459,ENSG00000138029,394.0455874,-0.098042434,0.08408152,-1.166040229,0.243598181,0.805126801,1459,ENSG00000138029,394.0455874,-0.098042434,0.08408152,-1.166040229,0.243598181,0.805126801
1460,ENSG00000173567,40.73285903,-0.01355486,0.295008508,-0.045947352,0.963352213,0.994038676,1460,ENSG00000173567,40.73285903,-0.01355486,0.295008508,-0.045947352,0.963352213,0.994038676
1461,ENSG00000138018,109.28387,0.254768968,0.163534315,1.557893019,0.11925861,0.742455871,1461,ENSG00000138018,109.28387,0.254768968,0.163534315,1.557893019,0.11925861,0.742455871
1462,ENSG00000115155,33.8560233,0.186834572,0.805729506,0.2318825,0.816629277,0.969092916,1462,ENSG00000115155,33.8560233,0.186834572,0.805729506,0.2318825,0.816629277,0.969092916
1463,ENSG00000213699,249.3578837,0.169781949,0.119635399,1.419161475,0.155851945,0.758490862,1463,ENSG00000213699,249.3578837,0.169781949,0.119635399,1.419161475,0.155851945,0.758490862
1464,ENSG00000084764,47.49906268,0.000122233,0.250622196,0.000487719,0.999610857,0.999779681,1464,ENSG00000084764,47.49906268,0.000122233,0.250622196,0.000487719,0.999610857,0.999779681
1465,ENSG00000119777,198.8437973,-0.010788992,0.142800289,-0.075553013,0.93977472,0.990156314,1465,ENSG00000119777,198.8437973,-0.010788992,0.142800289,-0.075553013,0.93977472,0.990156314
1466,ENSG00000084693,172.3753116,-0.027792201,0.107379578,-0.258822035,0.795772556,0.964873319,1466,ENSG00000084693,172.3753116,-0.027792201,0.107379578,-0.258822035,0.795772556,0.964873319
1467,ENSG00000228474,136.642235,-0.145622409,0.208999129,-0.696760843,0.485952475,0.885030471,1467,ENSG00000228474,136.642235,-0.145622409,0.208999129,-0.696760843,0.485952475,0.885030471
1468,ENSG00000138080,28.932895,0.397564428,0.335634676,1.184515356,0.236209121,0.799198776,1468,ENSG00000138080,28.932895,0.397564428,0.335634676,1.184515356,0.236209121,0.799198776
1469,ENSG00000138030,14.79984324,-0.247770807,0.391660752,-0.632615868,0.526984522,0.900053532,1469,ENSG00000138030,14.79984324,-0.247770807,0.391660752,-0.632615868,0.526984522,0.900053532
1470,ENSG00000143994,24.82135877,-0.173026491,0.265568161,-0.651533265,0.514702311,0.896161505,1470,ENSG00000143994,24.82135877,-0.173026491,0.265568161,-0.651533265,0.514702311,0.896161505
1471,ENSG00000138073,208.3124218,0.12761812,0.098902526,1.290342372,0.196931811,0.774420857,1471,ENSG00000138073,208.3124218,0.12761812,0.098902526,1.290342372,0.196931811,0.774420857
1472,ENSG00000138074,73.67542482,-0.020391788,0.233809902,-0.087215245,0.930500422,0.988767453,1472,ENSG00000138074,73.67542482,-0.020391788,0.233809902,-0.087215245,0.930500422,0.988767453
1473,ENSG00000138085,53.01312632,0.025650372,0.145281735,0.17655607,0.859857103,0.976321265,1473,ENSG00000138085,53.01312632,0.025650372,0.145281735,0.17655607,0.859857103,0.976321265
1474,ENSG00000084774,204.6992971,0.265692025,0.143252463,1.854711739,0.063637402,0.721938419,1474,ENSG00000084774,204.6992971,0.265692025,0.143252463,1.854711739,0.063637402,0.721938419
1475,ENSG00000163794,10.2022347,0.449789334,0.543384528,0.827755137,0.407809186,0.856833754,1475,ENSG00000163794,10.2022347,0.449789334,0.543384528,0.827755137,0.407809186,0.856833754
1476,ENSG00000115204,157.5333385,0.070134298,0.127586405,0.549700401,0.582524882,0.911135301,1476,ENSG00000115204,157.5333385,0.070134298,0.127586405,0.549700401,0.582524882,0.911135301
1477,ENSG00000115207,144.8969489,0.089355911,0.129092683,0.692184162,0.488821684,0.886107691,1477,ENSG00000115207,144.8969489,0.089355911,0.129092683,0.692184162,0.488821684,0.886107691
1478,ENSG00000115211,75.25429793,0.107483962,0.192357985,0.55877047,0.576318378,0.911058645,1478,ENSG00000115211,75.25429793,0.107483962,0.192357985,0.55877047,0.576318378,0.911058645
1479,ENSG00000115234,620.4769899,-0.036823886,0.079731001,-0.461851545,0.644187784,0.925581983,1479,ENSG00000115234,620.4769899,-0.036823886,0.079731001,-0.461851545,0.644187784,0.925581983
1480,ENSG00000163795,103.4917551,-0.137442997,0.139239639,-0.987096768,0.323595202,0.833483861,1480,ENSG00000163795,103.4917551,-0.137442997,0.139239639,-0.987096768,0.323595202,0.833483861
1481,ENSG00000115241,343.5304433,-0.061865394,0.094962808,-0.651469719,0.514743318,0.896161505,1481,ENSG00000115241,343.5304433,-0.061865394,0.094962808,-0.651469719,0.514743318,0.896161505
1482,ENSG00000115216,479.2372831,-0.143935987,0.099828933,-1.441826354,0.149351366,0.755316772,1482,ENSG00000115216,479.2372831,-0.143935987,0.099828933,-1.441826354,0.149351366,0.755316772
1483,ENSG00000157992,14.49369345,-0.194105641,0.431934494,-0.449386756,0.653152683,0.927312447,1483,ENSG00000157992,14.49369345,-0.194105641,0.431934494,-0.449386756,0.653152683,0.927312447
1484,ENSG00000138002,55.81681522,0.128661432,0.177300791,0.725667559,0.468042594,0.880178458,1484,ENSG00000138002,55.81681522,0.128661432,0.177300791,0.725667559,0.468042594,0.880178458
1485,ENSG00000221843,7.983163875,0.699351816,0.558842735,1.251428662,0.210778126,0.779929986,1485,ENSG00000221843,7.983163875,0.699351816,0.558842735,1.251428662,0.210778126,0.779929986
1486,ENSG00000243943,81.27531809,0.238067199,0.176213034,1.351019243,0.176689269,0.764921876,1486,ENSG00000243943,81.27531809,0.238067199,0.176213034,1.351019243,0.176689269,0.764921876
1487,ENSG00000176714,12.28154255,0.205003252,0.468438857,0.437630757,0.661653971,0.931768176,1487,ENSG00000176714,12.28154255,0.205003252,0.468438857,0.437630757,0.661653971,0.931768176
1488,ENSG00000198522,49.50435533,0.279160948,0.203368407,1.372685917,0.169850009,0.764841477,1488,ENSG00000198522,49.50435533,0.279160948,0.203368407,1.372685917,0.169850009,0.764841477
1489,ENSG00000119760,129.7569756,0.177034144,0.160500019,1.103016343,0.270020068,0.811759744,1489,ENSG00000119760,129.7569756,0.177034144,0.160500019,1.103016343,0.270020068,0.811759744
1490,ENSG00000163798,165.2475399,-0.260808395,0.128120504,-2.035649147,0.041785599,0.695834809,1490,ENSG00000163798,165.2475399,-0.260808395,0.128120504,-2.035649147,0.041785599,0.695834809
1491,ENSG00000243147,38.57816717,-0.071730581,0.235759907,-0.304252669,0.760935401,0.956929385,1491,ENSG00000243147,38.57816717,-0.071730581,0.235759907,-0.304252669,0.760935401,0.956929385
1492,ENSG00000171174,14.62885142,0.234698985,0.368158486,0.637494432,0.523802836,0.900053532,1492,ENSG00000171174,14.62885142,0.234698985,0.368158486,0.637494432,0.523802836,0.900053532
1493,ENSG00000158019,100.6061752,-0.22646269,0.158165851,-1.431805215,0.152199574,0.756441727,1493,ENSG00000158019,100.6061752,-0.22646269,0.158165851,-1.431805215,0.152199574,0.756441727
1494,ENSG00000075426,2562.473351,-0.263736342,0.15411768,-1.711265975,0.087032024,0.721938419,1494,ENSG00000075426,2562.473351,-0.263736342,0.15411768,-1.711265975,0.087032024,0.721938419
1495,ENSG00000163803,297.6076415,-0.19379623,0.293374161,-0.660577025,0.508883607,0.892944458,1495,ENSG00000163803,297.6076415,-0.19379623,0.293374161,-0.660577025,0.508883607,0.892944458
1496,ENSG00000213639,874.6693789,0.096222055,0.110310201,0.872286097,0.38305232,0.851438819,1496,ENSG00000213639,874.6693789,0.096222055,0.110310201,0.872286097,0.38305232,0.851438819
1497,ENSG00000163806,29.51813647,-0.082047957,0.343752359,-0.238683327,0.811351146,0.967715179,1497,ENSG00000163806,29.51813647,-0.082047957,0.343752359,-0.238683327,0.811351146,0.967715179
1498,ENSG00000171103,43.44773155,0.234949941,0.236990758,0.991388622,0.321495854,0.83334153,1498,ENSG00000171103,43.44773155,0.234949941,0.236990758,0.991388622,0.321495854,0.83334153
1499,ENSG00000163811,173.3309257,0.309228046,0.131975257,2.343075922,0.019125491,0.685164366,1499,ENSG00000163811,173.3309257,0.309228046,0.131975257,2.343075922,0.019125491,0.685164366
1500,ENSG00000189350,46.41771748,0.046536355,0.309593123,0.150314563,0.880516444,0.978917676,1500,ENSG00000189350,46.41771748,0.046536355,0.309593123,0.150314563,0.880516444,0.978917676
1501,ENSG00000115295,241.9013603,0.192182541,0.140814702,1.364790311,0.172318965,0.764862763,1501,ENSG00000115295,241.9013603,0.192182541,0.140814702,1.364790311,0.172318965,0.764862763
1502,ENSG00000171094,33.81443183,0.291305535,0.311212999,0.936032673,0.349256366,0.844025327,1502,ENSG00000171094,33.81443183,0.291305535,0.311212999,0.936032673,0.349256366,0.844025327
1503,ENSG00000119801,518.5905253,-0.003478547,0.134838204,-0.025797931,0.979418512,0.997858539,1503,ENSG00000119801,518.5905253,-0.003478547,0.134838204,-0.025797931,0.979418512,0.997858539
1504,ENSG00000213626,1370.453212,0.122326056,0.151391851,0.808009517,0.419085103,0.860441664,1504,ENSG00000213626,1370.453212,0.122326056,0.151391851,0.808009517,0.419085103,0.860441664
1505,ENSG00000172954,109.9925661,0.207857925,0.170638074,1.218121608,0.223177764,0.790942944,1505,ENSG00000172954,109.9925661,0.207857925,0.170638074,1.218121608,0.223177764,0.790942944
1506,ENSG00000158089,57.09542885,-0.399055854,0.336825541,-1.184755329,0.236114199,0.799198776,1506,ENSG00000158089,57.09542885,-0.399055854,0.336825541,-1.184755329,0.236114199,0.799198776
1507,ENSG00000214711,5.429100583,0.037048879,0.783983581,0.047257213,0.962308229,0.99345581,1507,ENSG00000214711,5.429100583,0.037048879,0.783983581,0.047257213,0.962308229,0.99345581
1508,ENSG00000013016,151.0551007,-0.132402538,0.237540053,-0.557390368,0.577260745,0.911058645,1508,ENSG00000013016,151.0551007,-0.132402538,0.237540053,-0.557390368,0.577260745,0.911058645
1509,ENSG00000162959,91.15216324,0.002366585,0.175194165,0.013508357,0.989222218,0.998587015,1509,ENSG00000162959,91.15216324,0.002366585,0.175194165,0.013508357,0.989222218,0.998587015
1510,ENSG00000162961,38.04493204,0.353190217,0.228806695,1.543618368,0.122680813,0.748126889,1510,ENSG00000162961,38.04493204,0.353190217,0.228806695,1.543618368,0.122680813,0.748126889
1511,ENSG00000021574,244.4226577,0.107191809,0.123507113,0.867899885,0.385449142,0.852406018,1511,ENSG00000021574,244.4226577,0.107191809,0.123507113,0.867899885,0.385449142,0.852406018
1512,ENSG00000152683,151.9608446,-0.184110381,0.138934458,-1.325159961,0.185118102,0.766365885,1512,ENSG00000152683,151.9608446,-0.184110381,0.138934458,-1.325159961,0.185118102,0.766365885
