,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc
211,ENSG00000001461,241.8400105,-0.229765642,0.549237523,-0.418335661,0.67570172,0.999515697,NIPAL3
212,ENSG00000117602,262.5407697,-0.395239605,0.580872329,-0.680424226,0.496235886,0.999515697,RCAN3
213,ENSG00000133226,458.6222791,-0.205527267,0.492844627,-0.417022436,0.676661997,0.999515697,SRRM1
214,ENSG00000169504,122.1989923,-0.010243764,0.659306769,-0.015537174,0.987603628,0.999515697,CLIC4
215,ENSG00000020633,832.5167902,-0.183640854,0.482270491,-0.380783932,0.703363583,0.999515697,RUNX3
216,ENSG00000117614,130.6860111,-0.006074562,0.65089055,-0.009332693,0.992553696,0.999515697,SYF2
217,ENSG00000117616,1248.76996,0.757901635,0.448979698,1.688053241,0.091401009,0.999515697,RSRP1
218,ENSG00000187010,189.4529358,1.246559569,0.61844324,2.01564103,0.043837526,0.999515697,RHD
219,ENSG00000183726,326.8298372,0.14946157,0.51732072,0.288914718,0.772646641,0.999515697,TMEM50A
220,ENSG00000188672,35.83723553,0.468513004,1.084590627,0.431972204,0.665761615,0.999515697,RHCE
221,ENSG00000204178,120.7390915,0.130901368,0.705841502,0.185454338,0.852872692,0.999515697,MACO1
222,ENSG00000157978,491.2733734,-0.157053423,0.53518104,-0.293458496,0.769171719,0.999515697,LDLRAP1
223,ENSG00000117643,126.5043311,-0.254498181,0.675184772,-0.376931162,0.706224762,0.999515697,MAN1C1
224,ENSG00000162430,111.9393352,-0.717798452,0.739173035,-0.971083113,0.331506892,0.999515697,SELENON
225,ENSG00000117640,41.70630597,0.988036878,0.970672337,1.01788919,0.30873062,0.999515697,MTFR1L
226,ENSG00000127423,7.213966678,-1.108403221,2.409069942,-0.460095907,0.645447382,0.999515697,AUNIP
227,ENSG00000182749,28.58228163,0.684906839,1.17521848,0.582791073,0.560033955,0.999515697,PAQR7
228,ENSG00000117632,26.19533523,-0.665482065,1.169175255,-0.569189317,0.56922767,0.999515697,STMN1
229,ENSG00000158006,76.34457382,-0.367098974,0.782892083,-0.46890112,0.639140316,0.999515697,PAFAH2
230,ENSG00000158008,6.613100638,2.683666957,2.494684119,1.075754215,0.282037194,0.999515697,EXTL1
231,ENSG00000175087,36.76820268,-0.378847594,1.079313995,-0.351007766,0.725582522,0.999515697,PDIK1L
232,ENSG00000130695,72.13495092,-0.235716531,0.813670882,-0.289695178,0.772049446,0.999515697,CEP85
233,ENSG00000142669,1340.668841,-0.131395874,0.486188199,-0.270257226,0.78696237,0.999515697,SH3BGRL3
234,ENSG00000158062,275.9053706,-1.105331458,0.642126686,-1.721360415,0.085185443,0.999515697,UBXN11
235,ENSG00000169442,48.15513538,0.605140466,0.956927416,0.632378649,0.527139482,0.999515697,CD52
236,ENSG00000176092,32.74161067,0.562697653,1.072045761,0.524882121,0.599665139,0.999515697,CRYBG2
237,ENSG00000176083,50.58777062,0.978050197,0.896443934,1.091033315,0.275258224,0.999515697,ZNF683
238,ENSG00000117682,195.8385224,-0.321020896,0.605438152,-0.530229049,0.595953133,0.999515697,DHDDS
239,ENSG00000198830,544.3636311,-0.319877787,0.489755821,-0.653137284,0.513667777,0.999515697,HMGN2
240,ENSG00000117676,1909.344711,0.147680137,0.430307227,0.343196971,0.731450284,0.999515697,RPS6KA1
241,ENSG00000117713,2027.793475,0.099536326,0.428534126,0.232271645,0.816327035,0.999515697,ARID1A
242,ENSG00000060642,100.8109255,0.200743031,0.69974236,0.286881348,0.774203173,0.999515697,PIGV
243,ENSG00000204160,2224.072784,0.537956827,0.43287974,1.242739673,0.213963779,0.999515697,ZDHHC18
244,ENSG00000175793,7.214467784,1.328771807,2.066170294,0.643108562,0.520153659,0.999515697,SFN
245,ENSG00000142751,117.856071,-0.082502908,0.681526804,-0.121055998,0.903646681,0.999515697,GPN2
246,ENSG00000198746,50.88739862,-0.215914814,0.904882148,-0.238610977,0.811407252,0.999515697,GPATCH3
247,ENSG00000090273,177.3439113,-0.460884523,0.628832137,-0.732921389,0.463606377,0.999515697,NUDC
248,ENSG00000131910,4.670033654,-1.247458167,3.10429876,-0.401848618,0.687795439,0.999515697,NR0B2
249,ENSG00000253368,2.433206623,-1.575855327,4.104054371,-0.383975256,0.700996787,0.999515697,TRNP1
250,ENSG00000090020,373.0408137,-0.369427837,0.534599435,-0.691036714,0.489542469,0.999515697,SLC9A1
251,ENSG00000142784,1637.66332,0.274020768,0.476801305,0.574706414,0.565489869,0.999515697,WDTC1
252,ENSG00000186501,168.6320957,-0.035705288,0.599450745,-0.059563339,0.952503418,0.999515697,TMEM222
253,ENSG00000142765,459.8662262,-0.1938307,0.490342419,-0.395296617,0.692623996,0.999515697,SYTL1
254,ENSG00000142733,48.8806617,-1.039584642,0.954087425,-1.089611512,0.27588431,0.999515697,MAP3K6
255,ENSG00000158195,4162.368621,-0.103927074,0.471437663,-0.220447117,0.825522954,0.999515697,WASF2
256,ENSG00000126705,111.7916008,0.136280665,0.683309333,0.199442124,0.841916912,0.999515697,AHDC1
257,ENSG00000000938,2626.536488,-0.158600167,0.459001332,-0.34553313,0.729693608,0.999515697,FGR
258,ENSG00000126709,433.4510233,1.390520927,0.541132155,2.569651269,0.010180094,0.999515697,IFI6
259,ENSG00000009780,42.92463396,0.470079844,0.968234344,0.485502138,0.627320197,0.999515697,FAM76A
260,ENSG00000117758,148.2778038,0.032824082,0.655906629,0.050043834,0.960087458,0.999515697,STX12
261,ENSG00000117751,77.13633929,0.185540196,0.763595058,0.242982448,0.808018995,0.999515697,PPP1R8
262,ENSG00000130775,2505.054617,0.351007599,0.432520755,0.81153932,0.417056022,0.999515697,THEMIS2
263,ENSG00000117748,253.7873011,0.744861538,0.548325117,1.358430456,0.174327136,0.999515697,RPA2
264,ENSG00000158156,277.1483456,0.307470601,0.589172246,0.52186878,0.601761697,0.999515697,XKR8
265,ENSG00000158161,210.8331687,0.361074067,0.579689203,0.622875267,0.533366492,0.999515697,EYA3
266,ENSG00000169403,2031.137732,0.230102558,0.430014082,0.535104704,0.592577457,0.999515697,PTAFR
267,ENSG00000126698,89.88579535,-1.458325976,0.738981324,-1.973427376,0.048446891,0.999515697,DNAJC8
268,ENSG00000130770,77.39626278,0.177982641,0.767089698,0.232023245,0.81651996,0.999515697,ATP5IF1
269,ENSG00000130766,136.7290852,0.700032099,0.642887946,1.088886645,0.276203876,0.999515697,SESN2
270,ENSG00000130772,79.14573344,0.535673639,0.763256116,0.701826854,0.482787149,0.999515697,MED18
271,ENSG00000204138,131.5684497,0.425955514,0.642308272,0.663163674,0.507225734,0.999515697,PHACTR4
272,ENSG00000180198,52.82427135,0.142526312,0.916876652,0.15544764,0.876468429,0.999515697,RCC1
273,ENSG00000180098,36.95965975,-1.582120815,1.056172564,-1.49797568,0.134139569,0.999515697,TRNAU1AP
274,ENSG00000120656,91.04201746,0.003575998,0.721906288,0.004953549,0.996047656,0.999515697,TAF12
275,ENSG00000188060,17.52792164,0.596615534,1.532646816,0.389271375,0.697075409,0.999515697,RAB42
276,ENSG00000162419,96.31175462,0.643043919,0.739001058,0.870152908,0.384216847,0.999515697,GMEB1
277,ENSG00000198492,192.2903836,-0.226043502,0.579506853,-0.390061828,0.696490828,0.999515697,YTHDF2
278,ENSG00000159023,14547.26906,0.100842878,0.53800719,0.187437789,0.851317397,0.999515697,EPB41
279,ENSG00000253304,11.79047255,0.452324858,1.735188497,0.260677649,0.794341104,0.999515697,TMEM200B
280,ENSG00000116350,604.5675627,0.101215934,0.470361251,0.215187653,0.829621017,0.999515697,SRSF4
281,ENSG00000116353,36.06059791,-0.005586829,1.044286401,-0.005349901,0.995731417,0.999515697,MECR
282,ENSG00000060656,9.222124956,1.17674214,2.265746964,0.519361676,0.603508551,0.999515697,PTPRU
283,ENSG00000162510,4.904560691,2.823421639,2.836408095,0.995421514,0.3195313,0.999515697,MATN1
284,ENSG00000162511,5870.472705,-0.143073,0.426282152,-0.335629815,0.737150038,0.999515697,LAPTM5
285,ENSG00000162512,25.83012553,-0.78406793,1.182612854,-0.662996286,0.507332933,0.999515697,SDC3
286,ENSG00000134644,556.974142,-0.437058839,0.478901293,-0.912628229,0.361438102,0.999515697,PUM1
287,ENSG00000060688,103.3384391,-0.508323496,0.698933643,-0.727284344,0.467051787,0.999515697,SNRNP40
288,ENSG00000121766,21.82114146,-0.227526675,1.276519666,-0.178239851,0.858534614,0.999515697,ZCCHC17
289,ENSG00000121769,16.14770706,-0.87622,1.442082903,-0.607607231,0.543448004,0.999515697,FABP3
290,ENSG00000168528,32.25408418,0.942616526,1.0898096,0.86493689,0.387073429,0.999515697,SERINC2
291,ENSG00000121764,16.16958388,-1.082466708,1.568690757,-0.690044678,0.490166091,0.999515697,HCRTR1
292,ENSG00000162517,77.31313665,0.097994335,0.763828613,0.128293617,0.897916616,0.999515697,PEF1
293,ENSG00000084636,7.924859639,3.058150425,2.377096865,1.28650644,0.198266373,0.999515697,COL16A1
294,ENSG00000121753,8.927642888,-0.013813523,1.868547763,-0.007392652,0.994101571,0.999515697,ADGRB2
295,ENSG00000134668,32.49934404,2.364603939,1.632608229,1.448359684,0.147516484,0.999515697,SPOCD1
296,ENSG00000184007,751.5034822,-0.26108372,0.461140123,-0.566170037,0.571278196,0.999515697,PTP4A2
297,ENSG00000121774,404.9590677,-0.349137889,0.500206338,-0.697987734,0.485184865,0.999515697,KHDRBS1
298,ENSG00000121775,60.32639378,-0.482392147,0.89014425,-0.541925814,0.587869613,0.999515697,TMEM39B
299,ENSG00000025800,401.94792,-0.307112259,0.513642638,-0.59791037,0.54989974,0.999515697,KPNA6
300,ENSG00000084652,231.0113827,-0.651497526,0.556259706,-1.171211071,0.241513946,0.999515697,TXLNA
301,ENSG00000160050,26.52647108,0.145232148,1.171628155,0.123957543,0.901348891,0.999515697,CCDC28B
302,ENSG00000160051,14.27201923,-0.716941991,1.549779724,-0.462608963,0.643644683,0.999515697,IQCC
303,ENSG00000222046,23.34070442,-0.129530059,1.235822885,-0.104812802,0.916524351,0.999515697,DCDC2B
304,ENSG00000160055,36.61088009,1.114743674,1.019962883,1.092925726,0.274426412,0.999515697,TMEM234
305,ENSG00000084623,130.1007451,-1.0458649,0.714169595,-1.464448931,0.143071327,0.999515697,EIF3I
306,ENSG00000182866,506.5892336,-0.698122933,0.482252282,-1.447630129,0.14772052,0.999515697,LCK
307,ENSG00000116478,377.2596554,-0.517425881,0.529165302,-0.977815211,0.328165726,0.999515697,HDAC1
309,ENSG00000225828,31.47515374,0.512390747,1.098517863,0.466438247,0.64090184,0.999515697,FAM229A
310,ENSG00000160058,437.3924972,0.017525439,0.499346541,0.035096747,0.972002596,0.999515697,BSDC1
311,ENSG00000176261,50.73023735,1.534734914,0.949132807,1.616986477,0.1058812,0.999515697,ZBTB8OS
312,ENSG00000162521,315.7121068,-0.282570727,0.533738289,-0.529418131,0.596515424,0.999515697,RBBP4
313,ENSG00000162522,17.36696407,-0.520864925,1.406077316,-0.370438325,0.711055923,0.999515697,KIAA1522
314,ENSG00000134684,148.7283051,-0.393861073,0.622902361,-0.632299855,0.527190958,0.999515697,YARS
315,ENSG00000116497,191.3948445,0.455817343,0.580115306,0.785735763,0.432022307,0.999515697,S100PBP
316,ENSG00000160097,12.58711152,-1.178678029,1.6409377,-0.718295416,0.472575156,0.999515697,FNDC5
317,ENSG00000116514,946.4090259,0.32849599,0.455531631,0.721126631,0.470831607,0.999515697,RNF19B
318,ENSG00000004455,248.1304721,-0.71255254,0.56023166,-1.271889097,0.203412526,0.999515697,AK2
319,ENSG00000142920,35.47329551,-1.002021133,1.034354909,-0.968740153,0.332674853,0.999515697,AZIN2
320,ENSG00000116525,110.7468056,0.528715164,0.677047243,0.780913252,0.434853517,0.999515697,TRIM62
321,ENSG00000160094,170.9496526,-0.044031435,0.61185804,-0.071963481,0.94263097,0.999515697,ZNF362
322,ENSG00000184389,13.5925921,3.232551889,1.819114775,1.776991718,0.075569603,0.999515697,A3GALT2
323,ENSG00000134686,2496.020561,0.940124731,0.509444789,1.84539081,0.064980709,0.999515697,PHC2
324,ENSG00000121903,10.12986728,1.95650876,2.146977557,0.911285148,0.36214515,0.999515697,ZSCAN20
325,ENSG00000121904,3.954451808,3.688547931,3.696261265,0.997913206,0.318321448,0.999515697,CSMD2
326,ENSG00000163866,144.6822748,0.056150032,0.625598306,0.08975413,0.9284826,0.999515697,SMIM12
327,ENSG00000189433,3.624914158,3.612044357,3.831790951,0.942651727,0.345859072,0.999515697,GJB4
328,ENSG00000188910,5.447908159,2.547627232,2.992059473,0.851462765,0.394512339,0.999515697,GJB3
329,ENSG00000187513,4.645836761,2.295763825,2.887678461,0.795020587,0.426601527,0.999515697,GJA4
330,ENSG00000116544,6.589279836,2.246124098,2.193315362,1.024077128,0.305798846,0.999515697,DLGAP3
331,ENSG00000163867,47.74631858,-0.315515039,0.923656359,-0.341593533,0.732656805,0.999515697,ZMYM6
332,ENSG00000197056,27.82798667,0.594794849,1.149259065,0.517546363,0.604774813,0.999515697,ZMYM1
333,ENSG00000116560,1165.059189,-0.294943834,0.442681188,-0.666266924,0.505240503,0.999515697,SFPQ
334,ENSG00000146463,79.99906237,-0.06999919,0.762283628,-0.091828275,0.926834479,0.999515697,ZMYM4
335,ENSG00000142687,590.5037171,0.65749337,0.472027379,1.39291363,0.16364591,0.999515697,KIAA0319L
336,ENSG00000020129,108.9843153,-0.221440493,0.694183892,-0.318993995,0.749731067,0.999515697,NCDN
337,ENSG00000116819,15.77620925,-1.50400468,1.470721131,-1.022630768,0.306482456,0.999515697,TFAP2E
338,ENSG00000126067,117.1194805,-0.317322159,0.668436935,-0.474722659,0.634984665,0.999515697,PSMB2
339,ENSG00000142686,35.23913577,-1.609987708,1.127679654,-1.427699526,0.153378363,0.999515697,C1orf216
340,ENSG00000092853,13.41746202,-0.677655829,1.622871363,-0.417565954,0.676264494,0.999515697,CLSPN
341,ENSG00000134698,1264.443747,0.466309661,0.443005827,1.0526039,0.292522569,0.999515697,AGO4
342,ENSG00000092847,500.2334033,-0.237926637,0.497713348,-0.478039495,0.632622095,0.999515697,AGO1
343,ENSG00000126070,323.8208172,0.266921296,0.523471881,0.5099057,0.610117529,0.999515697,AGO3
344,ENSG00000116863,93.33937706,0.255736864,0.727639418,0.351460982,0.72524254,0.999515697,ADPRHL2
345,ENSG00000171812,6.187038214,-0.778059892,2.245507552,-0.346496226,0.72896982,0.999515697,COL8A2
346,ENSG00000054116,92.38042928,0.0845505,0.719849657,0.117455776,0.906498887,0.999515697,TRAPPC3
347,ENSG00000116871,1582.15174,-0.158188149,0.435333298,-0.3633725,0.716326642,0.999515697,MAP7D1
348,ENSG00000054118,933.1220112,0.034687023,0.455433028,0.07616273,0.939289634,0.999515697,THRAP3
349,ENSG00000214193,16.07966079,-0.571795583,1.443346017,-0.39615974,0.691987189,0.999515697,SH3D21
350,ENSG00000142694,7.912148604,-0.884818881,2.048987713,-0.431832204,0.665863372,0.999515697,EVA1B
351,ENSG00000196182,1754.316525,-0.083483087,0.431437137,-0.193500002,0.846567405,0.999515697,STK40
352,ENSG00000181817,168.307749,-0.481987802,0.632446158,-0.762100926,0.44599977,0.999515697,LSM10
353,ENSG00000116885,10.32428343,0.631109416,1.785768788,0.353410487,0.723780725,0.999515697,OSCP1
354,ENSG00000116898,38.80245484,-0.656265051,1.009905949,-0.649827889,0.515803402,0.999515697,MRPS15
355,ENSG00000119535,17301.09112,0.813100322,0.411680669,1.975075302,0.048259603,0.999515697,CSF3R
356,ENSG00000163873,3.624914158,3.612044357,3.831790951,0.942651727,0.345859072,0.999515697,GRIK3
357,ENSG00000163874,226.6402231,-0.051425673,0.610244072,-0.084270664,0.932841236,0.999515697,ZC3H12A
358,ENSG00000163875,111.3740553,-0.708191528,0.677726575,-1.044951687,0.296045299,0.999515697,MEAF6
359,ENSG00000163877,132.8253257,0.23878809,0.679924508,0.351197946,0.725439851,0.999515697,SNIP1
360,ENSG00000163879,5.830140667,4.790147701,2.785426693,1.719717741,0.085483761,0.999515697,DNALI1
361,ENSG00000134697,58.68702545,-0.722767392,0.847757887,-0.852563454,0.393901437,0.999515697,GNL2
362,ENSG00000116922,36.74727437,-1.307001043,1.036185341,-1.261358361,0.207179763,0.999515697,C1orf109
363,ENSG00000134690,4.08651278,-1.774886882,3.024291565,-0.586876908,0.55728638,0.999515697,CDCA8
364,ENSG00000185090,8.78200641,4.823146356,2.336533544,2.064231591,0.038995764,0.999515697,MANEAL
365,ENSG00000196449,18.27228386,0.493714015,1.378599474,0.358127233,0.7202481,0.999515697,YRDC
366,ENSG00000197982,42.00062861,-0.383135759,0.96703545,-0.396196188,0.691960304,0.999515697,C1orf122
367,ENSG00000188786,409.9616153,-0.011437556,0.542191611,-0.021095045,0.983169838,0.999515697,MTF1
368,ENSG00000204084,147.8800837,-0.876887794,0.622525031,-1.408598452,0.158953937,0.999515697,INPP5B
369,ENSG00000183431,150.5575929,-0.604487804,0.618890723,-0.976727848,0.328703905,0.999515697,SF3A3
370,ENSG00000183386,139.9358452,-0.723871455,0.64512201,-1.122069073,0.261833072,0.999515697,FHL3
371,ENSG00000183520,29.16459987,-1.167953692,1.276065905,-0.915276936,0.360046264,0.999515697,UTP11
372,ENSG00000116954,52.07181012,0.870063169,0.900587438,0.966106268,0.333991008,0.999515697,RRAGC
373,ENSG00000214114,29.63816716,0.508763484,1.117556515,0.455246314,0.648932044,0.999515697,MYCBP
374,ENSG00000158315,3.367254959,-2.615809527,3.332347116,-0.784975105,0.432468165,0.999515697,RHBDL2
375,ENSG00000174574,346.7056022,0.328167166,0.510849387,0.642395144,0.520616652,0.999515697,AKIRIN1
376,ENSG00000168653,32.00625995,-0.797216116,1.104293341,-0.721924227,0.470341065,0.999515697,NDUFS5
377,ENSG00000127603,2307.160828,-0.034302874,0.438579806,-0.078213528,0.937658201,0.999515697,MACF1
378,ENSG00000183682,8.309651571,6.509314975,2.575501203,2.527397373,0.01149114,0.999515697,BMP8A
379,ENSG00000090621,254.6128332,-0.497809993,0.567300401,-0.877506859,0.380211395,0.999515697,PABPC4
380,ENSG00000116983,19.58915966,0.605602823,1.339703489,0.452042432,0.651238415,0.999515697,HPCAL4
381,ENSG00000084072,70.0688043,0.067091011,0.791349823,0.084780472,0.932435919,0.999515697,PPIE
382,ENSG00000116985,22.93122619,0.542834971,1.260340528,0.430705003,0.66668288,0.999515697,BMP8B
383,ENSG00000198754,1.928363225,-2.889674342,4.896862784,-0.590107273,0.555118733,0.999515697,OXCT2
384,ENSG00000043514,43.59692903,-0.905841075,0.998515955,-0.907187382,0.364307715,0.999515697,TRIT1
385,ENSG00000116990,85.37819432,-1.740083507,1.032814573,-1.684797593,0.092027629,0.999515697,MYCL
386,ENSG00000168389,21.62682983,0.023655428,1.326475147,0.017833299,0.98577184,0.999515697,MFSD2A
387,ENSG00000131236,3096.235437,-0.043156889,0.432954971,-0.099679856,0.920598494,0.999515697,CAP1
388,ENSG00000131238,747.9972424,-0.814730706,0.661050232,-1.232479268,0.217770106,0.999515697,PPT1
389,ENSG00000117000,218.80136,0.187865823,0.580893126,0.323408583,0.74638583,0.999515697,RLF
390,ENSG00000084073,176.0729119,0.956354629,0.612580847,1.561189245,0.118479106,0.999515697,ZMPSTE24
392,ENSG00000084070,5170.322846,0.752826946,0.532837875,1.412863052,0.157695995,0.999515697,SMAP2
393,ENSG00000187801,13.29957237,0.336642821,1.586150732,0.212238858,0.831920693,0.999515697,ZFP69B
394,ENSG00000187815,42.0410348,0.624341906,1.046746027,0.596459781,0.550868115,0.999515697,ZFP69
395,ENSG00000164002,26.87991561,0.674246645,1.198685522,0.562488353,0.573783337,0.999515697,EXO5
396,ENSG00000117010,21.46254222,-0.547880082,1.363815913,-0.401725831,0.687885812,0.999515697,ZNF684
397,ENSG00000117016,22.32787613,1.014060199,1.267537544,0.800023798,0.423697009,0.999515697,RIMS3
398,ENSG00000066136,425.6273413,0.175012995,0.497107126,0.352062938,0.724791062,0.999515697,NFYC
399,ENSG00000179862,49.41173672,-1.285382767,1.033082734,-1.244220549,0.213418403,0.999515697,CITED4
400,ENSG00000171793,57.23794212,0.002880259,0.85417155,0.003371992,0.997309545,0.999515697,CTPS1
401,ENSG00000171790,14.33174162,1.218673298,1.563224764,0.779589299,0.435632657,0.999515697,SLFNL1
402,ENSG00000010803,100.6861702,-0.04656888,0.698676267,-0.066653016,0.946857939,0.999515697,SCMH1
403,ENSG00000127124,215.7713672,-0.813933977,0.571461171,-1.424303204,0.15435872,0.999515697,HIVEP3
404,ENSG00000198815,306.0587824,-0.133385381,0.523617448,-0.254738228,0.798925288,0.999515697,FOXJ3
405,ENSG00000127125,119.5022334,0.095146718,0.669667688,0.142080497,0.887016423,0.999515697,PPCS
406,ENSG00000186409,49.73790656,1.70415436,0.914310254,1.863868804,0.062340131,0.999515697,CCDC30
