,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc
2316,ENSG00000151090,9.917644984,2.232482876,2.267289866,0.984648196,0.324796907,0.999515697,THRB
2317,ENSG00000077092,7.373919984,-0.291541147,2.069783357,-0.140855875,0.887983801,0.999515697,RARB
2318,ENSG00000077097,433.8389982,-0.319860972,0.526864971,-0.607102369,0.543782978,0.999515697,TOP2B
2319,ENSG00000151092,142.510581,0.283719895,0.627815851,0.451915788,0.651329651,0.999515697,NGLY1
2320,ENSG00000151093,9.102864602,0.722760334,1.894785757,0.381446995,0.702871595,0.999515697,OXSM
2321,ENSG00000033867,216.5889046,0.298841341,0.594849896,0.502381094,0.615399475,0.999515697,SLC4A7
2322,ENSG00000163508,67.56587797,-0.109776294,0.80785972,-0.135885342,0.891911924,0.999515697,EOMES
2323,ENSG00000187118,47.11664875,-0.016088937,0.918781267,-0.017511173,0.98602882,0.999515697,CMC1
2324,ENSG00000163512,72.33742055,0.978270606,0.818331881,1.195444818,0.231913284,0.999515697,AZI2
2325,ENSG00000206559,8.294276588,-2.785825891,2.246002061,-1.240348769,0.214846421,0.999515697,ZCWPW2
2326,ENSG00000163513,2337.549651,0.442433371,0.426160661,1.038184448,0.299184191,0.999515697,TGFBR2
2327,ENSG00000163527,452.2564547,0.047139287,0.490279122,0.096147857,0.923403143,0.999515697,STT3B
2328,ENSG00000144645,73.10159806,-0.693745639,0.783780772,-0.885127148,0.376088059,0.999515697,OSBPL10
2329,ENSG00000197385,10.79219739,-2.420216847,1.846879744,-1.310435536,0.190048539,0.999515697,ZNF860
2330,ENSG00000152642,67.38337954,-0.813219057,0.838244956,-0.970144885,0.331974278,0.999515697,GPD1L
2331,ENSG00000170293,17.27805198,-0.199321694,1.403222286,-0.142045701,0.887043907,0.999515697,CMTM8
2332,ENSG00000153551,192.5313795,-0.048477758,0.583769078,-0.083042696,0.93381759,0.999515697,CMTM7
2333,ENSG00000091317,996.3436864,0.518608284,0.462268244,1.121877374,0.261914582,0.999515697,CMTM6
2334,ENSG00000144635,274.8462751,-0.039468719,0.545427153,-0.072362952,0.942313068,0.999515697,DYNC1LI1
2335,ENSG00000182973,94.92987978,0.617904175,0.715324283,0.863809868,0.387692346,0.999515697,CNOT10
2336,ENSG00000183813,73.76383182,1.120443353,0.805262942,1.391400614,0.164103978,0.999515697,CCR4
2337,ENSG00000170266,232.3273148,-0.616400178,0.599491915,-1.028204322,0.303853726,0.999515697,GLB1
2338,ENSG00000188167,213.9614326,0.251844622,0.580851698,0.433578181,0.664594782,0.999515697,TMPPE
2339,ENSG00000170275,359.5741065,-1.366033596,0.613242075,-2.22756013,0.025909862,0.999515697,CRTAP
2340,ENSG00000153558,26.75153617,0.316261139,1.166845004,0.271039545,0.786360618,0.999515697,FBXL2
2341,ENSG00000153560,258.971112,-0.683305954,0.55817096,-1.224187575,0.220881475,0.999515697,UBP1
2342,ENSG00000163539,233.943144,0.022062862,0.556246594,0.039663816,0.96836115,0.999515697,CLASP2
2343,ENSG00000170248,582.215495,0.061738378,0.484156619,0.127517368,0.898530928,0.999515697,PDCD6IP
2344,ENSG00000168016,2488.214147,0.379951077,0.430253174,0.883087213,0.377189152,0.999515697,TRANK1
2345,ENSG00000178567,213.5330616,0.064617842,0.565035885,0.114360599,0.908951946,0.999515697,EPM2AIP1
2346,ENSG00000076242,89.18950484,-0.182326836,0.735042616,-0.248049341,0.804096231,0.999515697,MLH1
2347,ENSG00000093167,288.2152831,0.898384088,0.548204249,1.63877622,0.101259873,0.999515697,LRRFIP2
2348,ENSG00000144674,300.5018374,0.30366695,0.528842039,0.574211065,0.565824983,0.999515697,GOLGA4
2349,ENSG00000144668,12.25275118,0.909360519,1.658437164,0.548323771,0.583469608,0.999515697,ITGA9
2350,ENSG00000144677,63.55272763,1.856358752,0.983328004,1.88783269,0.059048415,0.999515697,CTDSPL
2351,ENSG00000136059,110.8630745,-0.02191493,0.677764069,-0.032334157,0.97420557,0.999515697,VILL
2352,ENSG00000187091,92.3000706,0.104818905,0.717668356,0.146054795,0.883878132,0.999515697,PLCD1
2353,ENSG00000008226,103.9070418,1.04621905,0.722803697,1.447445626,0.147772155,0.999515697,DLEC1
2354,ENSG00000060971,393.7054018,0.218603787,0.512339528,0.426677574,0.669614187,0.999515697,ACAA1
2355,ENSG00000172936,1524.461201,0.285990012,0.437704041,0.653386729,0.513506992,0.999515697,MYD88
2356,ENSG00000172939,290.3468954,-0.008029437,0.532088971,-0.015090404,0.987960057,0.999515697,OXSR1
2357,ENSG00000172940,7.684837664,-0.641682364,2.028567608,-0.316322888,0.75175744,0.999515697,SLC22A13
2358,ENSG00000093217,10.84566697,-1.201917583,1.746410272,-0.688221778,0.491313132,0.999515697,XYLB
2359,ENSG00000114739,51.42928067,-0.456682733,0.890980199,-0.512562157,0.608257631,0.999515697,ACVR2B
2360,ENSG00000157036,52.24432383,-0.435802675,0.882232744,-0.49397699,0.62132243,0.999515697,EXOG
2361,ENSG00000183873,4.746977226,2.873133193,2.95726655,0.971550296,0.33127432,0.999515697,SCN5A
2362,ENSG00000114742,177.343206,-0.379736428,0.592100256,-0.641338057,0.521303068,0.999515697,WDR48
2363,ENSG00000114745,146.065122,0.231424088,0.640240942,0.361464056,0.71775257,0.999515697,GORASP1
2364,ENSG00000168026,30.53303158,0.275045043,1.131067878,0.243172888,0.807871469,0.999515697,TTC21A
2365,ENSG00000144655,319.9639152,0.101110874,0.534436808,0.189191448,0.84994277,0.999515697,CSRNP1
2366,ENSG00000168329,554.7327836,-0.961679827,0.572263997,-1.680482841,0.09286341,0.999515697,CX3CR1
2367,ENSG00000179934,3.915947739,0.861081251,3.325712215,0.258916345,0.795699787,0.999515697,CCR8
2368,ENSG00000144659,210.9978221,0.330824884,0.590669489,0.5600846,0.575421734,0.999515697,SLC25A38
2369,ENSG00000168028,676.2880329,-0.221527532,0.466344853,-0.475029436,0.634765993,0.999515697,RPSA
2370,ENSG00000170011,26.35705582,-0.123022191,1.170926172,-0.105064003,0.916325023,0.999515697,MYRIP
2371,ENSG00000114784,432.9004296,-0.590083703,0.504388069,-1.169900202,0.242041133,0.999515697,EIF1B
2372,ENSG00000168032,14.28893751,-1.054236846,1.574114873,-0.669733108,0.503027942,0.999515697,ENTPD3
2373,ENSG00000188846,693.9715419,-0.58605325,0.464334059,-1.262137115,0.206899452,0.999515697,RPL14
2374,ENSG00000177873,68.64152446,-0.142443374,0.805889165,-0.176753057,0.859702363,0.999515697,ZNF619
2375,ENSG00000177842,12.16067403,-0.245518327,1.63512144,-0.150152962,0.880643936,0.999515697,ZNF620
2376,ENSG00000172888,119.6560784,0.011732288,0.695516041,0.016868465,0.986541551,0.999515697,ZNF621
2377,ENSG00000168036,651.241599,-0.010709634,0.470262105,-0.022773755,0.981830743,0.999515697,CTNNB1
2378,ENSG00000168038,71.67714057,0.19907626,0.797938649,0.249488179,0.802983184,0.999515697,ULK4
2379,ENSG00000182606,449.068993,-0.225099074,0.4932678,-0.456342528,0.648143687,0.999515697,TRAK1
2380,ENSG00000114812,58.12125907,-1.375499495,0.865047207,-1.590086047,0.111815411,0.999515697,VIPR1
2381,ENSG00000093183,98.26893248,0.395797345,0.719648605,0.549986956,0.582328321,0.999515697,SEC22C
2382,ENSG00000008324,13.09304117,-1.250766649,1.658163061,-0.754308595,0.450663942,0.999515697,SS18L2
2383,ENSG00000114857,666.268535,0.315891975,0.465275301,0.67893562,0.497178655,0.999515697,NKTR
2384,ENSG00000114853,118.451354,-0.307979712,0.70813499,-0.43491667,0.663622914,0.999515697,ZBTB47
2385,ENSG00000244607,14.25383784,1.168150195,1.535120964,0.760949933,0.446686972,0.999515697,CCDC13
2386,ENSG00000144648,10.0371015,0.171027653,1.773753274,0.096421332,0.923185951,0.999515697,ACKR2
2387,ENSG00000144647,40.64259666,-0.274656063,0.97476723,-0.281765794,0.778123101,0.999515697,POMGNT2
2388,ENSG00000163788,832.1404619,0.708219795,0.455090188,1.556218554,0.119656131,0.999515697,SNRK
2389,ENSG00000160746,115.7066507,0.11243969,0.677411445,0.165984337,0.868169276,0.999515697,ANO10
2390,ENSG00000011198,517.972782,1.115235349,0.512222521,2.177247785,0.029462085,0.999515697,ABHD5
2391,ENSG00000179152,145.5265379,0.908477636,0.624925402,1.453737732,0.146019033,0.999515697,TCAIM
2392,ENSG00000185219,326.4243065,0.431757559,0.516540597,0.835863746,0.40323156,0.999515697,ZNF445
2393,ENSG00000178917,62.95353198,-0.147132548,0.841900568,-0.174762381,0.861266349,0.999515697,ZNF852
2394,ENSG00000196345,18.81396959,0.359002839,1.378304578,0.260466986,0.794503578,0.999515697,ZKSCAN7
2395,ENSG00000186448,52.88624047,-0.887518718,0.884532466,-1.00337608,0.315679441,0.999515697,ZNF197
2396,ENSG00000169981,23.26485486,-1.75520895,1.261676779,-1.391171637,0.164173386,0.999515697,ZNF35
2397,ENSG00000196653,9.290858844,-0.908695364,1.928239542,-0.471256472,0.637457595,0.999515697,ZNF502
2398,ENSG00000163807,102.8048821,0.277621843,0.693323753,0.400421653,0.688845979,0.999515697,KIAA1143
2399,ENSG00000169964,38.40788373,0.48066,1.041360914,0.461569082,0.644390371,0.999515697,TMEM42
2400,ENSG00000163810,12.11330605,0.925016742,1.652706166,0.559698246,0.575685279,0.999515697,TGM4
2401,ENSG00000163812,460.8979669,0.24467975,0.49613711,0.49316962,0.621892742,0.999515697,ZDHHC3
2402,ENSG00000075914,43.50681752,0.816981867,0.949938311,0.86003676,0.389768779,0.999515697,EXOSC7
2403,ENSG00000249992,51.42131239,-0.39412356,0.890984667,-0.442346064,0.658238803,0.999515697,TMEM158
2404,ENSG00000011376,77.49671443,0.087514278,0.785301567,0.111440345,0.911267168,0.999515697,LARS2
2405,ENSG00000144791,312.9432056,-0.194622701,0.526096997,-0.369936916,0.711429495,0.999515697,LIMD1
2406,ENSG00000211456,252.251319,0.149137058,0.55592691,0.268267385,0.788493509,0.999515697,SACM1L
2407,ENSG00000163817,5.381407231,0.305333558,2.738867892,0.111481667,0.911234403,0.999515697,SLC6A20
2408,ENSG00000163818,21.20444441,1.123683691,1.295885196,0.867116697,0.385878073,0.999515697,LZTFL1
2409,ENSG00000173585,15.42682191,3.961763187,1.818822878,2.178201757,0.029391019,0.999515697,CCR9
2410,ENSG00000163820,363.4797412,-0.032741829,0.532914944,-0.061439128,0.951009492,0.999515697,FYCO1
2411,ENSG00000172215,84.70164519,0.231613445,0.79276949,0.292157364,0.770166309,0.999515697,CXCR6
2412,ENSG00000173578,8.819715266,3.091051618,2.239612445,1.380172549,0.167533524,0.999515697,XCR1
2413,ENSG00000183625,138.1290791,-0.880735129,0.674116765,-1.306502336,0.191381785,0.999515697,CCR3
2414,ENSG00000163823,526.738416,0.344839226,0.51979924,0.663408485,0.507068973,0.999515697,CCR1
2415,ENSG00000121807,342.2593657,-1.181108,0.732074216,-1.613371944,0.106663725,0.999515697,CCR2
2416,ENSG00000160791,55.91886924,-1.091997894,0.863961366,-1.263942969,0.206250498,0.999515697,CCR5
2417,ENSG00000121797,13.68367464,0.784810065,1.556200319,0.504311724,0.61404234,0.999515697,CCRL2
2418,ENSG00000012223,496.8755012,-0.170427941,0.575805329,-0.295981874,0.767243924,0.999515697,LTF
2419,ENSG00000163827,4.988648046,0.854925324,2.792988463,0.306096977,0.75953081,0.999515697,LRRC2
2420,ENSG00000178038,47.23947733,-1.77535082,0.965548678,-1.838696339,0.065959862,0.999515697,ALS2CL
2421,ENSG00000160799,166.3867315,-0.690043869,0.620014697,-1.112947601,0.265730934,0.999515697,CCDC12
2422,ENSG00000160796,4451.301687,0.26431923,0.423367377,0.624325927,0.53241356,0.999515697,NBEAL2
2423,ENSG00000181555,809.9930336,0.312235217,0.458744948,0.680629222,0.496106132,0.999515697,SETD2
2424,ENSG00000088727,16.25113538,0.619700238,1.475897138,0.419880371,0.674572848,0.999515697,KIF9
2425,ENSG00000114648,204.5484696,-0.28163043,0.601436943,-0.468262605,0.639596807,0.999515697,KLHL18
2426,ENSG00000076201,267.5553315,-0.009080422,0.537210881,-0.016902901,0.986514079,0.999515697,PTPN23
2427,ENSG00000114650,806.2156088,-0.108994485,0.47507282,-0.229426901,0.818537129,0.999515697,SCAP
2428,ENSG00000163832,54.81129414,-0.301482586,0.873770777,-0.345036243,0.730067124,0.999515697,ELP6
2429,ENSG00000173473,485.2436785,-0.205257967,0.489196672,-0.419581691,0.674791066,0.999515697,SMARCC1
2430,ENSG00000132153,237.170678,-0.471460661,0.57524267,-0.81958569,0.412452334,0.999515697,DHX30
2431,ENSG00000047849,277.0017345,-0.697862398,0.535368583,-1.303517651,0.192398094,0.999515697,MAP4
2432,ENSG00000164047,50.42000113,-1.928442427,1.153747782,-1.671459271,0.094630997,0.999515697,CAMP
2433,ENSG00000164048,86.0916946,-0.7201489,0.73904118,-0.974436769,0.32983972,0.999515697,ZNF589
2434,ENSG00000172113,101.126323,-0.221149526,0.697849075,-0.316901653,0.751318228,0.999515697,NME6
2435,ENSG00000164049,3.624914158,3.612044357,3.831790951,0.942651727,0.345859072,0.999515697,FBXW12
2436,ENSG00000164050,6.133675209,2.440410473,2.291448042,1.06500799,0.286872314,0.999515697,PLXNB1
2437,ENSG00000164051,15.31097769,0.538803306,1.482995183,0.363321009,0.716365101,0.999515697,CCDC51
2438,ENSG00000164053,39.63254359,0.279489577,1.046193229,0.267149098,0.789354366,0.999515697,ATRIP
2439,ENSG00000213689,124.4894504,0.337804771,0.65447033,0.516149863,0.605749745,0.999515697,TREX1
2440,ENSG00000164054,1680.07244,0.638251231,0.453691872,1.406794503,0.159488333,0.999515697,SHISA5
2441,ENSG00000114268,824.3953518,1.022558323,0.476784732,2.144696033,0.031977158,0.999515697,PFKFB4
2442,ENSG00000114270,12.53572383,1.331268815,1.937992351,0.686931924,0.492125628,0.999515697,COL7A1
2443,ENSG00000010256,312.6691633,-0.290481764,0.565772165,-0.513425336,0.607653827,0.999515697,UQCRC1
2444,ENSG00000225697,65.32269565,0.0076704,0.815592353,0.009404698,0.992496247,0.999515697,SLC26A6
2445,ENSG00000008300,28.48733456,0.710386864,1.149160122,0.618179182,0.536457231,0.999515697,CELSR3
2446,ENSG00000213672,79.90774619,-0.509895036,0.758944244,-0.671847819,0.501680582,0.999515697,NCKIPSD
2447,ENSG00000068745,190.719406,0.465936307,0.634848809,0.733932711,0.46298975,0.999515697,IP6K2
2448,ENSG00000114302,163.7575332,0.134304493,0.621302786,0.216165927,0.828858412,0.999515697,PRKAR2A
2449,ENSG00000178537,100.2353717,-0.16467462,0.746199411,-0.220684468,0.825338126,0.999515697,SLC25A20
2450,ENSG00000221883,13.56312001,-0.56891493,1.55358519,-0.366194872,0.714219668,0.999515697,ARIH2OS
2451,ENSG00000177479,208.4669346,-0.272023916,0.576721075,-0.471673271,0.637160019,0.999515697,ARIH2
2452,ENSG00000178467,124.7005297,0.148304802,0.657047535,0.225713961,0.821423899,0.999515697,P4HTM
2453,ENSG00000178252,260.9580735,-0.058329634,0.5439854,-0.107226469,0.914609317,0.999515697,WDR6
2454,ENSG00000178149,59.08773137,-0.179804084,0.854111274,-0.210515994,0.83326497,0.999515697,DALRD3
2455,ENSG00000178057,80.56213363,0.054623427,0.78014789,0.070016759,0.944180321,0.999515697,NDUFAF3
2456,ENSG00000178035,139.7803883,-0.650961939,0.632844515,-1.028628555,0.303654255,0.999515697,IMPDH2
2457,ENSG00000198218,346.1071383,-0.147187079,0.511128641,-0.287964843,0.773373651,0.999515697,QRICH1
2458,ENSG00000172053,296.9729808,-0.899463039,0.56429126,-1.593969467,0.110942874,0.999515697,QARS
2459,ENSG00000172046,526.0418042,-0.036774958,0.480011986,-0.076612583,0.938931749,0.999515697,USP19
2460,ENSG00000172037,13.77183353,1.136486648,1.557350923,0.7297563,0.46553916,0.999515697,LAMB2
2461,ENSG00000177352,132.2397748,-0.358282978,0.64692433,-0.553825171,0.5796985,0.999515697,CCDC71
2462,ENSG00000185909,65.22812054,0.173606108,0.811703467,0.213878732,0.830641626,0.999515697,KLHDC8B
2463,ENSG00000173421,19.16643036,0.351870317,1.341095121,0.262375361,0.793032066,0.999515697,CCDC36
2464,ENSG00000188315,187.6540528,0.41982893,0.583318457,0.719725091,0.471694274,0.999515697,C3orf62
2465,ENSG00000114316,1223.755452,0.542642179,0.440651624,1.231453941,0.218153133,0.999515697,USP4
2466,ENSG00000067560,2176.678254,-0.231842055,0.442026267,-0.524498366,0.599931956,0.999515697,RHOA
2467,ENSG00000145022,75.67140346,-0.096970015,0.770160761,-0.125908797,0.899804119,0.999515697,TCTA
2468,ENSG00000145020,79.02426735,0.526791983,0.779268448,0.676008357,0.499035339,0.999515697,AMT
2469,ENSG00000145029,64.77314001,-0.91223573,0.818696623,-1.114253686,0.26517037,0.999515697,NICN1
2470,ENSG00000173402,99.39442442,-0.141767194,0.703561479,-0.201499369,0.840308123,0.999515697,DAG1
2471,ENSG00000164061,30.57675697,0.330139423,1.17587251,0.280761239,0.778893535,0.999515697,BSN
2472,ENSG00000164062,292.0971285,-0.595902057,0.530642217,-1.122982752,0.26144482,0.999515697,APEH
2473,ENSG00000173531,34.89231562,-0.367409058,1.056652448,-0.347710412,0.728057677,0.999515697,MST1
2474,ENSG00000164068,1119.143368,-0.169037304,0.608171475,-0.277943494,0.781055736,0.999515697,RNF123
2475,ENSG00000173540,73.56272119,-0.022402634,0.776816691,-0.028839022,0.976992978,0.999515697,GMPPB
2476,ENSG00000176095,761.5664926,0.323845826,0.463668057,0.698443254,0.484900034,0.999515697,IP6K1
2477,ENSG00000185614,11.05930872,0.847943648,1.737649636,0.487983095,0.625561815,0.999515697,INKA1
2478,ENSG00000182179,403.5720305,0.009600102,0.499740253,0.019210184,0.984673434,0.999515697,UBA7
2479,ENSG00000183763,6.664709249,0.460124861,2.171575984,0.211885223,0.83219658,0.999515697,TRAIP
2480,ENSG00000164077,40.19834423,0.447861118,1.007212737,0.444653946,0.656569856,0.999515697,MON1A
2481,ENSG00000004534,312.6024339,-0.042712315,0.521211627,-0.081948123,0.934687966,0.999515697,RBM6
2482,ENSG00000003756,670.1434053,0.387685163,0.474109318,0.817712599,0.413521315,0.999515697,RBM5
2483,ENSG00000001617,3.954451808,3.688547931,3.696261265,0.997913206,0.318321448,0.999515697,SEMA3F
2484,ENSG00000114353,4598.047921,-0.134784867,0.432433249,-0.311689417,0.755276572,0.999515697,GNAI2
2485,ENSG00000012171,16.69136913,1.410841304,1.444500018,0.976698709,0.328718334,0.999515697,SEMA3B
2486,ENSG00000214706,130.189629,-0.701792279,0.722774372,-0.970970066,0.331563185,0.999515697,IFRD2
2487,ENSG00000186792,11.19390862,-0.730455697,1.706248579,-0.428106259,0.66857376,0.999515697,HYAL3
2488,ENSG00000243477,34.79996793,0.219696645,1.052159661,0.208805425,0.834600136,0.999515697,NAA80
2489,ENSG00000114378,51.25730131,0.388499439,0.925113264,0.419947971,0.674523462,0.999515697,HYAL1
2490,ENSG00000068001,47.34521298,-0.554413541,0.931118028,-0.595427781,0.55155756,0.999515697,HYAL2
2491,ENSG00000114383,73.75975413,-0.033710377,0.782869759,-0.043060006,0.9656537,0.999515697,TUSC2
2492,ENSG00000068028,293.9523335,-0.708911719,0.548989641,-1.291302541,0.19659879,0.999515697,RASSF1
2493,ENSG00000004838,26.33959529,-1.294061194,1.351341113,-0.957612539,0.338258174,0.999515697,ZMYND10
2494,ENSG00000114388,68.66202606,0.362460345,0.802531439,0.451646287,0.651523819,0.999515697,NPRL2
2495,ENSG00000114395,38.71322346,0.281961264,1.008576284,0.279563646,0.779812301,0.999515697,CYB561D2
2496,ENSG00000126062,141.1600757,0.311972944,0.630128985,0.495093784,0.620533921,0.999515697,TMEM115
2497,ENSG00000007402,33.79115628,-0.69037849,1.053423804,-0.655366327,0.512231926,0.999515697,CACNA2D2
2498,ENSG00000088543,22.6512261,-0.22259453,1.320163185,-0.168611375,0.866102333,0.999515697,C3orf18
2499,ENSG00000114735,185.5320716,0.4418028,0.678518074,0.651129008,0.514963212,0.999515697,HEMK1
2500,ENSG00000114737,261.6730638,-0.302450494,0.540930661,-0.559129877,0.576073086,0.999515697,CISH
2501,ENSG00000114738,722.3839999,-0.558293262,0.470979891,-1.185386622,0.235864619,0.999515697,MAPKAPK3
2502,ENSG00000088538,31.00015544,0.342877779,1.194024653,0.28716139,0.773988748,0.999515697,DOCK3
2503,ENSG00000145050,49.59640765,-1.033750297,0.904190453,-1.143288223,0.252918943,0.999515697,MANF
2504,ENSG00000259956,336.1301776,-0.80849997,0.525943385,-1.537237642,0.124235126,0.999515697,RBM15B
2505,ENSG00000145041,146.0283858,-0.398509959,0.624952065,-0.63766484,0.523691878,0.999515697,DCAF1
2506,ENSG00000164080,189.6862114,-0.32010546,0.618028802,-0.517945861,0.604496043,0.999515697,RAD54L2
2507,ENSG00000164081,129.618514,-0.756551729,0.653599428,-1.157515899,0.247061647,0.999515697,TEX264
2508,ENSG00000114767,28.0752549,-0.115877092,1.188723761,-0.097480252,0.922345016,0.999515697,RRP9
2509,ENSG00000041880,21.40002879,0.017949952,1.271615038,0.01411587,0.988737539,0.999515697,PARP3
2510,ENSG00000180929,3.19450761,-4.65264349,3.671259345,-1.267315396,0.205042538,0.999515697,GPR62
2511,ENSG00000090097,25.70863119,-0.255120961,1.177139638,-0.216729564,0.828419107,0.999515697,PCBP4
2512,ENSG00000114779,59.41892768,-0.555650681,0.842428848,-0.659581735,0.509522278,0.999515697,ABHD14B
2513,ENSG00000248487,16.52188931,0.975081602,1.432263676,0.680797551,0.4959996,0.999515697,ABHD14A
2514,ENSG00000243989,4.217195448,-5.308417755,3.27743099,-1.619688644,0.105299177,0.999515697,ACY1
2515,ENSG00000162244,735.505568,-0.568821534,0.477795278,-1.190513093,0.233844787,0.999515697,RPL29
2516,ENSG00000164086,261.0735707,-0.476926138,0.559728024,-0.852067643,0.394176549,0.999515697,DUSP7
2517,ENSG00000164087,9.40488601,-1.195336552,1.86413282,-0.641229283,0.521373727,0.999515697,POC1A
2518,ENSG00000023330,194.1477655,0.360491422,0.583370676,0.617945736,0.536611109,0.999515697,ALAS1
2519,ENSG00000239732,17.15976267,-2.060946573,1.469494969,-1.402486308,0.160770076,0.999515697,TLR9
2520,ENSG00000247596,255.8636849,0.038503005,0.543176531,0.070884883,0.943489375,0.999515697,TWF2
2521,ENSG00000164088,505.0054111,0.24699561,0.500039498,0.493952199,0.621339939,0.999515697,PPM1M
2522,ENSG00000164091,807.3273707,-0.122753957,0.470678025,-0.260802397,0.794244896,0.999515697,WDR82
2523,ENSG00000168237,72.8503044,0.474006549,0.780732507,0.60713054,0.543764284,0.999515697,GLYCTK
2524,ENSG00000114841,617.0798886,-0.244506931,0.477069972,-0.512517964,0.608288551,0.999515697,DNAH1
2525,ENSG00000163930,438.7197178,-0.233729488,0.501092293,-0.466439999,0.640900586,0.999515697,BAP1
2526,ENSG00000010318,26.52815023,-0.362424079,1.209982511,-0.299528362,0.764536935,0.999515697,PHF7
2527,ENSG00000010322,569.3384442,-0.334490746,0.474991928,-0.70420301,0.481306356,0.999515697,NISCH
2528,ENSG00000010327,469.416847,-1.812192143,0.678390223,-2.671312294,0.007555532,0.999515697,STAB1
2529,ENSG00000168268,17.05071952,-1.133213592,1.414403576,-0.801195367,0.423018553,0.999515697,NT5DC2
2530,ENSG00000168273,16.90754468,-1.176472219,1.478410096,-0.795768523,0.42616659,0.999515697,SMIM4
2531,ENSG00000163939,332.2754532,-0.054835441,0.517177187,-0.106028344,0.915559864,0.999515697,PBRM1
2532,ENSG00000163938,53.38037845,-0.733915663,0.895769049,-0.819313486,0.41260758,0.999515697,GNL3
2533,ENSG00000016864,49.24081624,-0.010543956,0.940075161,-0.011216078,0.991051053,0.999515697,GLT8D1
2534,ENSG00000114902,68.77997718,0.733199387,0.798507376,0.918212416,0.35850767,0.999515697,SPCS1
2535,ENSG00000114904,80.48669236,-0.310897169,0.756873247,-0.410765172,0.681244734,0.999515697,NEK4
2536,ENSG00000162267,8.357417164,2.737632569,1.99334646,1.373385221,0.169632622,0.999515697,ITIH3
2537,ENSG00000213533,13.04321828,-0.190374883,1.61990589,-0.117522187,0.906446263,0.999515697,STIMATE
2538,ENSG00000163935,52.29569997,0.013900191,1.052514284,0.013206653,0.989462922,0.999515697,SFMBT1
2539,ENSG00000163933,106.7538876,-0.401489385,0.688218307,-0.583375044,0.559640854,0.999515697,RFT1
2540,ENSG00000163932,1666.682276,0.015429459,0.482351783,0.03198798,0.974481637,0.999515697,PRKCD
2541,ENSG00000163931,4434.872272,0.071932029,0.44715953,0.160864354,0.872200238,0.999515697,TKT
2542,ENSG00000272886,209.3622096,0.095180314,0.579054142,0.164372046,0.869438268,0.999515697,DCP1A
2543,ENSG00000157388,20.92769547,0.832715711,1.344930615,0.619151429,0.535816606,0.999515697,CACNA1D
2544,ENSG00000016391,4.379333112,2.559648535,3.24138066,0.789678474,0.429715566,0.999515697,CHDH
2545,ENSG00000056736,12.82260184,0.998962417,1.611771108,0.619791738,0.535394909,0.999515697,IL17RB
2546,ENSG00000113812,98.60871339,-0.484232631,0.708378373,-0.683579072,0.494241004,0.999515697,ACTR8
2547,ENSG00000113811,145.8027669,-0.849868226,0.667091775,-1.273989964,0.202666973,0.999515697,SELENOK
2548,ENSG00000157445,7.86208739,0.576961359,2.370881299,0.243353119,0.807731858,0.999515697,CACNA2D3
2549,ENSG00000180376,64.86225353,0.66931933,0.840880878,0.795974017,0.426047138,0.999515697,CCDC66
2550,ENSG00000163946,426.1362636,0.165545423,0.493593068,0.335388468,0.737332066,0.999515697,FAM208A
2551,ENSG00000163947,436.2110089,-0.232556007,0.494429824,-0.4703519,0.638103623,0.999515697,ARHGEF3
2552,ENSG00000157500,143.471832,0.287719149,0.630135399,0.45659893,0.647959348,0.999515697,APPL1
2553,ENSG00000239388,16.60677861,0.26810117,1.470560611,0.18231222,0.855337709,0.999515697,ASB14
2554,ENSG00000174844,9.395644978,0.712759059,2.331673653,0.3056856,0.759844038,0.999515697,DNAH12
2555,ENSG00000174840,159.4722524,-0.165419272,0.66452649,-0.248928033,0.803416451,0.999515697,PDE12
2556,ENSG00000168374,181.0284388,0.099387524,0.596206481,0.166699838,0.867606233,0.999515697,ARF4
2557,ENSG00000174839,179.220319,0.586668997,0.616686722,0.951324191,0.34143983,0.999515697,DENND6A
2558,ENSG00000163681,551.9165994,0.55292624,0.476479977,1.160439612,0.245869867,0.999515697,SLMAP
2559,ENSG00000136068,259.0236439,-0.407463796,0.562441933,-0.724454866,0.468786526,0.999515697,FLNB
2560,ENSG00000163686,40.4718763,-0.779675241,0.998646953,-0.780731608,0.434960366,0.999515697,ABHD6
2561,ENSG00000163684,66.34811975,0.862970261,0.82722611,1.043209651,0.296851205,0.999515697,RPP14
2562,ENSG00000255154,5.10358169,-5.662802199,3.045426016,-1.859445007,0.062964087,0.999515697,HTD2
2563,ENSG00000168297,438.1665755,0.349975876,0.4982717,0.702379597,0.482442466,0.999515697,PXK
2564,ENSG00000168291,92.82830484,-0.432269534,0.725013387,-0.59622283,0.551026376,0.999515697,PDHB
2565,ENSG00000168301,15.31097666,-0.420729968,1.499714731,-0.280539999,0.779063243,0.999515697,KCTD6
2566,ENSG00000189283,43.12943683,-1.609452456,0.992169867,-1.62215414,0.104770348,0.999515697,FHIT
2567,ENSG00000114405,4.032032197,-3.527897187,3.693419471,-0.955184542,0.339484381,0.999515697,C3orf14
2568,ENSG00000163634,42.27225111,-0.019455698,0.957489652,-0.020319486,0.983788511,0.999515697,THOC7
2569,ENSG00000163635,948.6773761,0.501350686,0.464973954,1.078233914,0.280929381,0.999515697,ATXN7
